scenario_id,family,mask_name,order_name,gamma,complete_budget,achieved_e72_delta,target_e72_delta,budget_coverage,positive_cells_available,selected_full_cells,selected_fractional_cells,alpha,lambda,solved,det,tail_mixmin,pred_mixmin,pred_vs_e95_mixmin,tail_failed_e72,pred_failed_e72,pred_vs_e95_failed_e72,tail_e85,pred_e85,pred_vs_e95_e85,tail_e86,pred_e86,pred_vs_e95_e86,tail_noq2,pred_noq2,pred_vs_e95_noq2,tail_e90,pred_e90,pred_vs_e95_e90,tail_e89,pred_e89,pred_vs_e95_e89,tail_e95,pred_e95,pred_vs_e95_e95,winner_live,best_live_delta,abs_e72_residual,abs_e95_residual,is_positive_transfer,is_broad_plausible,is_tight_plausible,is_near_unit_tail
r2294,random_weighted,e72_top50_hard,weighted_gamma_1_rep_079,1.0,True,0.0001011367,0.0001011367,1.0,447,20,20.353681416643603,3.6485130240920998,1.3804404202379013,True,2.037025722543487e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,5.565207640320313e-05,-1.0286871463166457e-05,5.02382853688207e-06,7.05298139653985e-05,-3.72302088329934e-06,1.1587679116749187e-05,6.778579600624436e-05,-4.7389039467166815e-06,1.0571796053331846e-05,6.320958399163025e-05,-1.1006093064823652e-05,4.304606935224875e-06,5.783075594717073e-05,-1.4649804939980204e-05,6.608950600683227e-07,5.81751353011852e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2295,random_weighted,e72_top50_hard,weighted_gamma_1_rep_080,1.0,True,0.0001011367,0.0001011367,1.0,447,18,18.504549526270445,2.3057978710662974,1.2404318431261356,True,2.2669465154784824e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,3.855161404801587e-05,-7.232169661459653e-06,8.078530338588874e-06,5.2194589276929866e-05,8.596949114538194e-07,1.6170394911502347e-05,4.645768556953831e-05,-4.504642115721986e-06,1.0806057884326541e-05,4.738421990769513e-05,-3.323740957043885e-06,1.1986959043004642e-05,3.786557075507969e-05,-1.2741171166405037e-05,2.5695288336434905e-06,3.6373015695750254e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2296,random_weighted,e72_top50_hard,weighted_gamma_1_rep_081,1.0,True,0.0001011367,0.0001011367,1.0,447,19,19.494995168221173,3.418424109106828,1.3564484205023781,True,2.073055342142595e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,5.224408965664765e-05,-1.0751272347269132e-05,4.559427652779395e-06,6.959165419524514e-05,-3.129239721498555e-07,1.4997776027898672e-05,6.365078971292224e-05,-5.774147120373666e-06,9.536552879674861e-06,5.95735900133032e-05,-1.1257812413867236e-05,4.0528875861812916e-06,5.3937809460482985e-05,-1.5359490046293705e-05,-4.879004624517788e-08,5.4758645362146725e-05,-1.5310700000048527e-05,0.0,e89,-1.5359490046293705e-05,0.0,0.0,True,True,True,True
r2297,random_weighted,e72_top50_hard,weighted_gamma_1_rep_082,1.0,True,0.0001011367,0.0001011367,1.0,447,20,20.21413220215153,1.3871788406436132,1.1446449272881507,True,2.4566505974262325e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,1.8623126520850828e-05,-1.1803167654485444e-05,3.5075323455630836e-06,4.587809916985408e-05,1.4081137100707987e-05,2.9391837100756514e-05,2.2246367729518622e-05,-1.1914852529339842e-05,3.3958474707086847e-06,3.318129703730367e-05,6.207686163067815e-07,1.593146861635531e-05,1.8623126520850828e-05,-1.4605449309212123e-05,7.052506908364039e-07,1.8384424792475713e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2298,random_weighted,e72_top50_hard,weighted_gamma_1_rep_083,1.0,True,0.0001011367,0.0001011367,1.0,447,18,18.6216906093891,1.974186417678697,1.2058538109663464,True,2.3319515341663785e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,2.92190265657892e-05,-1.1901448788974306e-05,3.409251211074221e-06,4.223032732555179e-05,-3.772950761478475e-06,1.1537749238570052e-05,3.4990348177845424e-05,-1.1003358219796534e-05,4.307341780251993e-06,3.151973334333283e-05,-1.5161358258234703e-05,1.4934174181382428e-07,2.7279031394673137e-05,-1.8228912657462627e-05,-2.9182126574141e-06,3.020894860857856e-05,-1.5310700000048527e-05,0.0,e89,-1.8228912657462627e-05,0.0,0.0,True,True,True,True
r2299,random_weighted,e72_top50_hard,weighted_gamma_1_rep_084,1.0,True,0.0001011367,0.0001011367,1.0,447,19,19.884512115175664,1.5639023476944207,1.1630723701516847,True,2.4177280078423748e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,2.3409774695835418e-05,-1.0112191798313906e-05,5.198508201734621e-06,4.437115824778208e-05,8.277593319953737e-06,2.3588293320002264e-05,2.7626155591547336e-05,-1.000983358919701e-05,5.300866410851517e-06,2.8604495526157775e-05,-8.850521855185738e-06,6.460178144862789e-06,2.1461223359293853e-05,-1.5537784140766893e-05,-2.2708414071836565e-07,2.207523910564856e-05,-1.5310700000048527e-05,0.0,e89,-1.5537784140766893e-05,0.0,0.0,True,True,True,True
r2300,random_weighted,e72_top50_hard,weighted_gamma_1_rep_085,1.0,True,0.0001011367,0.0001011367,1.0,447,16,16.378372059779988,6.806380448516299,1.709719883424783,True,1.6447095642536292e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,9.481806716231908e-05,-3.955927066080084e-07,1.4915107293440519e-05,0.0001050934555841,-8.896320079721616e-06,6.4143799203269115e-06,0.000113819071569,1.1193396428029644e-05,2.650409642807817e-05,0.0001006134408481,-1.1291258918180323e-05,4.019441081868204e-06,9.538791999545326e-05,-1.3171077633603078e-05,2.1396223664454494e-06,9.537631096257216e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,False,False
r2301,random_weighted,e72_top50_hard,weighted_gamma_1_rep_086,1.0,True,0.0001011367,0.0001011367,1.0,447,20,20.06748465885689,3.296197757261498,1.343703544890553,True,2.0927180367693276e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,5.097895493231578e-05,-1.0198828175850882e-05,5.111871824197645e-06,5.786911991970083e-05,-1.3565084415803107e-05,1.7456155842454207e-06,6.093960262885931e-05,-6.934878058375681e-06,8.375821941672846e-06,5.773849852382554e-05,-1.1191042172486134e-05,4.119657827562394e-06,5.1005525244908375e-05,-1.6821873678604405e-05,-1.5111736785558777e-06,5.289414057097586e-05,-1.5310700000048527e-05,0.0,e89,-1.6821873678604405e-05,0.0,0.0,True,True,True,True
r2302,random_weighted,e72_top50_hard,weighted_gamma_1_rep_087,1.0,True,0.0001011367,0.0001011367,1.0,447,19,19.52062926736999,2.023974566815298,1.2110453572909226,True,2.3219548529162423e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,3.4384778766652085e-05,-6.682529621253247e-06,8.62817037879528e-06,3.8282584577684704e-05,-9.714029566428626e-06,5.596670433619901e-06,4.1026504583993705e-05,-4.853240912644647e-06,1.045745908740388e-05,3.43743397751759e-05,-1.2881577841495506e-05,2.4291221585530213e-06,3.1765798645342186e-05,-1.3942925172134564e-05,1.367774827913963e-06,3.115687870872587e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2303,random_weighted,e72_top50_hard,weighted_gamma_1_rep_088,1.0,True,0.0001011367,0.0001011367,1.0,447,22,22.22296736144016,0.7608691069107932,1.0793379003632106,True,2.6052940821563525e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,8.64265062218778e-06,-8.83803491746003e-06,6.4726650825884965e-06,1.3296641979405602e-05,-6.728970796646261e-06,8.581729203402266e-06,1.0374700040605522e-05,-9.304639714880833e-06,6.0060602851676945e-06,1.2887420518399366e-05,-6.582138383342741e-06,8.728561616705786e-06,1.0058183648543509e-05,-8.847251016604675e-06,6.463448983443852e-06,4.28938366424214e-06,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2304,random_weighted,e72_top50_hard,weighted_gamma_1_rep_089,1.0,True,0.0001011367,0.0001011367,1.0,447,19,19.99491348489656,1.2752236008700386,1.1329710485912565,True,2.4819633722854602e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,1.530488894933898e-05,-1.3107015508568383e-05,2.2036844914801444e-06,3.916430872597355e-05,9.040848836712218e-06,2.4351548836760745e-05,1.8940787772802857e-05,-1.2902924462256668e-05,2.4077755377918595e-06,3.092223765803498e-05,6.891869358178855e-07,1.5999886935866413e-05,1.685866512050852e-05,-1.3922749601730212e-05,1.387950398318315e-06,1.5984154081934923e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2305,random_weighted,e72_top50_hard,weighted_gamma_1_rep_090,1.0,True,0.0001011367,0.0001011367,1.0,447,25,25.659985542271855,0.44537611325209414,1.0464405840326807,True,2.6871976176867403e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,-8.656394025762296e-07,-1.1539560965063466e-05,3.7711390349850613e-06,1.0494877596830226e-06,-1.1241306034297255e-05,4.069393965751272e-06,-2.319016941591534e-07,-1.2243815731280444e-05,3.066884268768083e-06,1.5599459297984674e-06,-1.0362650260026687e-05,4.94804974002184e-06,-3.088768058583529e-06,-1.4765650682247788e-05,5.450493178007391e-07,-3.4770764933924675e-06,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,False
r2306,random_weighted,e72_top50_hard,weighted_gamma_1_rep_091,1.0,True,0.0001011367,0.0001011367,1.0,447,22,22.09847919040382,0.9497177402752954,1.0990296632715848,True,2.5586139650613366e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,1.1532189585309492e-05,-1.0001073195056197e-05,5.309626804992331e-06,2.5215755853944445e-05,1.4001075794373392e-06,1.6710807579485866e-05,1.3409488547994037e-05,-1.0853753072585054e-05,4.456946927463473e-06,1.4067763921475215e-05,-1.0117274057757104e-05,5.193425942291423e-06,1.2546265866773627e-05,-1.0805126622959914e-05,4.505573377088613e-06,8.71580148887524e-06,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2307,random_weighted,e72_top50_hard,weighted_gamma_1_rep_092,1.0,True,0.0001011367,0.0001011367,1.0,447,22,22.320383673238975,1.9370817309973962,1.2019848039213898,True,2.339457732984157e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,3.0231856274972093e-05,-9.91118659796916e-06,5.399513402079368e-06,3.943168844027846e-05,-6.272243987955386e-06,9.038456012093141e-06,3.717379943020562e-05,-7.514434708260473e-06,7.796265291788054e-06,3.767693205417756e-05,-6.88313133326821e-06,8.427568666780317e-06,3.123631622832147e-05,-1.2616998003636603e-05,2.693701996411924e-06,2.9497177209748475e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2308,random_weighted,e72_top50_hard,weighted_gamma_1_rep_093,1.0,True,0.0001011367,0.0001011367,1.0,447,26,26.25049518939321,0.8927696320825399,1.0930915284562392,True,2.5725134366695585e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,7.086074896724877e-06,-1.3569880302832806e-05,1.7408196972157216e-06,1.758236038236103e-05,-5.515830029071818e-06,9.794869970976709e-06,9.36271812417268e-06,-1.3822342099423063e-05,1.4883579006254637e-06,1.4476194414797847e-05,-8.220610044536987e-06,7.09008995551154e-06,8.635252576122548e-06,-1.367999806305739e-05,1.6307019369911367e-06,7.397791322911815e-06,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2309,random_weighted,e72_top50_hard,weighted_gamma_1_rep_094,1.0,True,0.0001011367,0.0001011367,1.0,447,22,22.49935882820585,2.00355246800409,1.2089158892576246,True,2.326044904737039e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,2.9714520703954567e-05,-1.1914105693148232e-05,3.3965943069002953e-06,3.8404719795901614e-05,-9.082087889290855e-06,6.228612110757672e-06,3.5691520331438195e-05,-1.083985708235559e-05,4.470842917692937e-06,3.8585317348196343e-05,-7.31404337244865e-06,7.996656627599878e-06,3.104695058579344e-05,-1.4350746576398782e-05,9.599534236497448e-07,3.076904167210514e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2310,random_weighted,e72_top50_hard,weighted_gamma_1_rep_095,1.0,True,0.0001011367,0.0001011367,1.0,447,18,18.35691500737504,2.851234055766933,1.29730596415852,True,2.1675631825891593e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.7594325254843856e-05,-6.331154526616469e-06,8.979545473432058e-06,5.653530468412874e-05,-5.652331647357003e-06,9.658368352691524e-06,5.710155277319523e-05,-2.7514216565343696e-06,1.2559278343514158e-05,4.962389001262398e-05,-1.2413165079888023e-05,2.8975349201605037e-06,4.710228037629555e-05,-1.272935086553421e-05,2.5813491345143166e-06,4.579698854648886e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2311,random_weighted,e72_top50_hard,weighted_gamma_1_rep_096,1.0,True,0.0001011367,0.0001011367,1.0,447,21,21.562726479080418,2.9718432188548984,1.3098822110806865,True,2.1467522962567564e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.7291886259915904e-05,-9.008398898139e-06,6.302301101909527e-06,6.0982968011305174e-05,-2.456996395321738e-06,1.285370360472679e-05,5.73944851930008e-05,-4.899536706479086e-06,1.0411163293569441e-05,6.0982968011305045e-05,-1.5832100619180976e-07,1.5152378993856717e-05,4.830222645319147e-05,-1.3688482029310152e-05,1.6222179707383748e-06,4.777037001896169e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2312,random_weighted,e72_top50_hard,weighted_gamma_1_rep_097,1.0,True,0.0001011367,0.0001011367,1.0,447,22,22.89875490084088,0.7626758390200428,1.0795262932559757,True,2.6048394208000662e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,5.7230645146073405e-06,-1.2031313886146017e-05,3.2793861139025104e-06,1.1839982580182143e-05,-8.349025010213672e-06,6.9616749898348556e-06,6.852368710981995e-06,-1.3153818843234901e-05,2.1568811568136263e-06,1.1123435160019513e-05,-8.532638665112756e-06,6.778061334935771e-06,4.576823576933057e-06,-1.4809415494296412e-05,5.012845057521151e-07,4.332496690877295e-06,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2313,random_weighted,e72_top50_hard,weighted_gamma_1_rep_098,1.0,True,0.0001011367,0.0001011367,1.0,447,18,18.89685237792928,1.7031096883957493,1.177587899861158,True,2.387925899030455e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,2.8309807007584137e-05,-7.32585743415972e-06,7.984842565888807e-06,3.738216649226022e-05,-3.165348398428089e-06,1.2145351601620438e-05,3.304452357912816e-05,-6.97931412003344e-06,8.331385880015087e-06,3.248526924077284e-05,-7.6145459885790945e-06,7.696154011469433e-06,2.4912252661265287e-05,-1.4767279374135909e-05,5.434206259126182e-07,2.490120857329624e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2314,random_weighted,e72_top50_hard,weighted_gamma_1_rep_099,1.0,True,0.0001011367,0.0001011367,1.0,447,22,22.67508513845725,0.973453349645087,1.1015046401028632,True,2.5528650012774747e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,8.833793478832745e-06,-1.351153430738181e-05,1.7991656926667176e-06,2.3424594105669955e-05,-1.168072689439086e-06,1.4142627310609441e-05,1.0843591651645724e-05,-1.4286494079055153e-05,1.0242059209933737e-06,2.1000866013343708e-05,-3.0848691152631526e-06,1.2225830884785375e-05,6.35300902226621e-06,-1.8210632257078483e-05,-2.8999322570299557e-06,9.260943989573746e-06,-1.5310700000048527e-05,0.0,e89,-1.8210632257078483e-05,0.0,0.0,True,True,True,True
r2315,random_weighted,e72_top50_hard,weighted_gamma_1_rep_100,1.0,True,0.0001011367,0.0001011367,1.0,447,17,17.817547456408835,2.596015781447339,1.2706936574753915,True,2.212958747311446e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.5928386080906074e-05,-3.6211015828509276e-06,1.16895984171976e-05,5.334167257045441e-05,-4.143950299043887e-06,1.116674970100464e-05,5.500739694398051e-05,-5.492188624141379e-08,1.5255778113807113e-05,4.7441786037949304e-05,-9.632920095523885e-06,5.677779904524642e-06,4.6905626813540856e-05,-7.62361746124704e-06,7.687082538801487e-06,4.149237773248851e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2316,random_weighted,e72_top50_hard,weighted_gamma_1_rep_101,1.0,True,0.0001011367,0.0001011367,1.0,447,21,21.88235766038757,2.0412237523856454,1.2128439769926507,True,2.318511447314037e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,3.393466662920029e-05,-7.578438758377504e-06,7.732261241671023e-06,4.676262841831218e-05,1.6189265110526905e-07,1.5472592651153796e-05,4.196109080616926e-05,-4.11074065224958e-06,1.1199959347798947e-05,4.4927285979118166e-05,-4.852359419501675e-07,1.482546405809836e-05,3.299462961993092e-05,-1.2842094415386096e-05,2.468605584662431e-06,3.1483397853997546e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2317,random_weighted,e72_top50_hard,weighted_gamma_1_rep_102,1.0,True,0.0001011367,0.0001011367,1.0,447,22,22.67028434457703,2.1785958920368413,1.2271681452751197,True,2.291448531556303e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,3.5742975085416766e-05,-8.153127090407739e-06,7.157572909640789e-06,4.4449282997662015e-05,-5.813150018575477e-06,9.49754998147305e-06,4.280926153344817e-05,-6.1704767293755975e-06,9.14022327067293e-06,3.763166320550322e-05,-1.2494405169901413e-05,2.816294830147114e-06,3.598191006358631e-05,-1.226096071532194e-05,3.049739284726587e-06,3.40496247649702e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2318,random_weighted,e72_top50_hard,weighted_gamma_1_rep_103,1.0,True,0.0001011367,0.0001011367,1.0,447,19,19.923830999151868,2.4395559383539016,1.2543791622101241,True,2.2417405591374907e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,3.5226614215249846e-05,-1.4058872297316186e-05,1.2518277027323408e-06,4.9043828494790274e-05,-6.070462768446787e-06,9.24023723160174e-06,4.276564303641514e-05,-1.2092159956575673e-05,3.218540043472854e-06,4.136331051611692e-05,-1.3817785177240988e-05,1.4929148228075395e-06,3.720359894174157e-05,-1.6507204101602355e-05,-1.196504101553828e-06,3.8763157395857274e-05,-1.5310700000048527e-05,0.0,e89,-1.6507204101602355e-05,0.0,0.0,True,True,True,True
r2319,random_weighted,e72_top50_hard,weighted_gamma_1_rep_104,1.0,True,0.0001011367,0.0001011367,1.0,447,20,20.962489664176537,1.5375781400761255,1.1603274731093547,True,2.4234474401678892e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,2.610272193224745e-05,-6.423236464573429e-06,8.887463535475098e-06,3.659544467605107e-05,-1.3723995178384758e-07,1.517346004826468e-05,3.19104348007573e-05,-4.4051632316668605e-06,1.0905536768381667e-05,3.659144152400065e-05,1.0474083138243057e-06,1.6358108313872833e-05,2.5362968800682434e-05,-1.0387700144807711e-05,4.922999855240816e-06,2.1532896910128527e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2320,random_weighted,e72_top50_hard,weighted_gamma_1_rep_105,1.0,True,0.0001011367,0.0001011367,1.0,447,14,14.7263742342777,4.864284494206335,1.5072122327404913,True,1.865691230060175e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,7.41097232713421e-05,-4.4397088247019394e-06,1.0870991175346588e-05,8.972176737633473e-05,4.605123275534882e-07,1.5771212327602015e-05,8.989961021198737e-05,4.424349318716311e-06,1.9735049318764838e-05,8.778619567621642e-05,1.3056448269093454e-06,1.6616344826957873e-05,7.491627593594766e-05,-1.3050550039779029e-05,2.2601499602694985e-06,7.442183943774333e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2321,random_weighted,e72_top50_hard,weighted_gamma_1_rep_106,1.0,True,0.0001011367,0.0001011367,1.0,447,18,18.532752003127936,1.9977487740942372,1.2083107222387826,True,2.3272098746696764e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,2.9994869175225423e-05,-1.1454771915046106e-05,3.855928085002421e-06,4.4672213683292234e-05,-1.371452705388392e-06,1.3939247294660135e-05,3.647091069974855e-05,-9.763323821838852e-06,5.547376178209676e-06,3.3293927206592044e-05,-1.3574730058271489e-05,1.7359699417770385e-06,2.999486917522555e-05,-1.5490484237329897e-05,-1.797842372813698e-07,3.065857400415788e-05,-1.5310700000048527e-05,0.0,e89,-1.5490484237329897e-05,0.0,0.0,True,True,True,True
r2322,random_weighted,e72_top50_hard,weighted_gamma_1_rep_107,1.0,True,0.0001011367,0.0001011367,1.0,447,17,17.461523389229594,5.443587170743075,1.5676177053950386,True,1.7938000028870015e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,8.095942553801759e-05,-3.056688949374742e-06,1.2254011050673785e-05,0.0001016570770316,8.540116280873869e-06,2.3850816280922396e-05,9.769360638523966e-05,6.4628426810108745e-06,2.1773542681059402e-05,9.762036112937174e-05,6.422620586039602e-06,2.173332058608813e-05,8.319524520517442e-05,-1.0548532453008585e-05,4.762167547039942e-06,8.123888766292905e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,False
r2323,random_weighted,e72_top50_hard,weighted_gamma_1_rep_108,1.0,True,0.0001011367,0.0001011367,1.0,447,18,18.665951002376246,2.320659408265037,1.2419814962094424,True,2.2641179864962687e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.060401728927714e-05,-4.978212600946029e-06,1.0332487399102498e-05,4.645091624253196e-05,-6.604709026419933e-06,8.705990973628595e-06,4.830600903625218e-05,-2.537525579429668e-06,1.2773174420618859e-05,4.451534454241356e-05,-7.213658615969447e-06,8.09704138407908e-06,4.290453325650554e-05,-6.809048134358501e-06,8.501651865690027e-06,3.664122948533612e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2324,random_weighted,e72_top50_hard,weighted_gamma_1_rep_109,1.0,True,0.0001011367,0.0001011367,1.0,447,18,18.689282033770347,2.518188631017093,1.2625784078873856,True,2.227182586757935e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.0862527611657966e-05,-8.531678236305968e-06,6.779021763742559e-06,5.2827737733106505e-05,-3.0694454151497985e-06,1.2241254584898729e-05,4.8306477902018334e-05,-6.864619014754386e-06,8.446080985294141e-06,4.407370182170101e-05,-1.2174321652031211e-05,3.136378348017316e-06,3.98885969879759e-05,-1.4848410526774566e-05,4.62289473273961e-07,4.014360955496867e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2325,random_weighted,e72_top50_hard,weighted_gamma_1_rep_110,1.0,True,0.0001011367,0.0001011367,1.0,447,17,17.51140300538885,2.4628214667864845,1.2568051224178858,True,2.237413417804608e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,3.9803033146438703e-05,-8.777230791430828e-06,6.533469208617699e-06,5.35917456438541e-05,-8.802305250504291e-07,1.4430469474998098e-05,4.712323950599938e-05,-7.138677643726782e-06,8.172022356321746e-06,4.260815054785848e-05,-1.2779514274341442e-05,2.5311857257070847e-06,3.942427410137363e-05,-1.4228476741651256e-05,1.082223258397271e-06,3.9173476322148546e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2326,random_weighted,e72_top50_hard,weighted_gamma_1_rep_111,1.0,True,0.0001011367,0.0001011367,1.0,447,19,19.03570792954081,2.794070488349508,1.2913453628212146,True,2.177568236525012e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.698582748619888e-05,-6.035798941794482e-06,9.274901058254045e-06,5.765407025901135e-05,-2.9608369650550273e-06,1.23498630349935e-05,5.7246301840867805e-05,-1.3645256357494134e-06,1.3946174364299114e-05,5.118677268202598e-05,-9.151180806762568e-06,6.159519193285959e-06,4.834201512322711e-05,-9.928878068887339e-06,5.381821931161189e-06,4.4848264510773265e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2327,random_weighted,e72_top50_hard,weighted_gamma_1_rep_112,1.0,True,0.0001011367,0.0001011367,1.0,447,22,22.317618959590888,3.29449446683423,1.343525938144556,True,2.092994682593754e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,5.280511326301645e-05,-7.713723838792804e-06,7.596976161255723e-06,6.340458238346397e-05,-6.091133819336437e-06,9.21956618071209e-06,6.371138297543378e-05,-3.1758455369895955e-06,1.2134854463058932e-05,5.8596217528560986e-05,-1.0003055515126966e-05,5.3076444849215615e-06,5.518170240071494e-05,-1.1176021945786662e-05,4.134678054261865e-06,5.286790777456125e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r2328,random_weighted,e72_top50_hard,weighted_gamma_1_rep_113,1.0,True,0.0001011367,0.0001011367,1.0,447,15,15.294781062060784,3.9706625277891114,1.4140318290547595,True,1.9886346167632463e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,6.317984930002655e-05,-5.464513513928754e-06,9.846186486119773e-06,7.610642101233055e-05,-2.393757420855245e-06,1.2916942579193282e-05,7.571472826826443e-05,6.920982928667924e-08,1.5379909829335206e-05,6.589996842691077e-05,-1.375475935251784e-05,1.5559406475306869e-06,6.306827635464876e-05,-1.3643535883628221e-05,1.667164116420306e-06,6.276379673798842e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
