candidate_id,family,status,pair_kind,candidate_file,base_file,note,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,source_type,source_file,known_oof_loss_vs_full,known_oof_tail_auc,q3_rows,overlap_e237,overlap_e250,jaccard_e237,jaccard_e250,e237_only_cells_in_candidate,e250_only_cells_in_candidate,shared_cells_in_candidate,q3_dropped_cells,s4_dropped_cells,baseline_expected_focus,baseline_adverse_delta,baseline_support_prob_focus_swing_weighted,expected_loss_vs_e224,adverse_reduction_vs_e224,support_gain_vs_e224,q3_top1_over_abs_expected,q3_adverse_delta,q3_expected_focus,s4_expected_focus,actual_expected_delta_vs_e224,actual_adverse_reduction_vs_e224,actual_support_gain_vs_e224,materialization_gate,e237_like_score_no_oof
union_e237_e250,e251_e237_e250_cellset,generated,actual_vs_e95,union_e237_e250,submission_e95_hardtail_541e3973.csv,Q3 rollback cell-set contrast built from E237/E250 selected cells.,521,244,"Q1,Q3,S2,S3,S4",-0.0006884612829180451,-0.0008134856509527034,-0.000572656635425378,-0.0006792415623760538,-0.0003486941939893082,-0.005224466738902655,0.0034060323446654887,0.008630499083568145,9.673998182827695e-05,0.0004203171319177862,0.0007743356663657728,0.0016556881455644162,0.4803904520079279,0.4744214196580077,0.005814196084457301,0.028989200376668436,0.16929496819948486,3.42253237323682,1,1,9,0.14051622687951928,0.6105167310734901,0.011209083147052639,0.04870137032029121,False,union,,,,31,25,21,0.8064516129032258,0.6774193548387096,10,6,15,31,0,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-6.510968804405591e-05,-5.2577751511384205e-06,0.008437287578073438,0.5062034510330272,0.0014946322054473305,-0.00014764350014478657,-0.0005109802247601381,-3.5272130030935384e-05,0.0006880369922000595,0.008631912569597833,False,0.00926456181729986
e237_top25,e251_e237_e250_cellset,generated,actual_vs_e95,e237_top25,submission_e95_hardtail_541e3973.csv,Q3 rollback cell-set contrast built from E237/E250 selected cells.,522,245,"Q1,Q3,S2,S3,S4",-0.0006588006606353066,-0.0007977620275028035,-0.0005528571176945364,-0.0006257828367085804,-0.00028475883794188285,-0.005371211696555078,0.0035407884703083903,0.00891200016686347,9.673998182827695e-05,0.00042388032714613035,0.0007872423930163282,0.0016783628945868207,0.4800318443966322,0.4712285740925563,0.006025948551160665,0.02987739519542352,0.16929496819948486,3.557941305341396,1,1,9,0.14684256954901487,0.6434121160980112,0.010855024687721034,0.04756287244273164,False,known_e237,submission_e237_cell_decisive_all3_latent_no_targetid_hgb_shallow_subject5_risk_q0p10_drop_q3_top25_426424f2.csv,-0.0002714413491506,0.901873157744604,25,25,15,1.0,0.4838709677419355,10,0,15,25,0,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-3.5449065761317404e-05,-0.00014001390079404008,0.00524444201262203,0.7471398112170162,0.0016392371916586928,-0.00011798287786204847,-0.0005109802247601378,-5.6115077481968785e-06,0.0005532808665571578,0.005439067004146425,False,-0.008618965511809809
e250_top21,e251_e237_e250_cellset,generated,actual_vs_e95,e250_top21,submission_e95_hardtail_541e3973.csv,Q3 rollback cell-set contrast built from E237/E250 selected cells.,525,245,"Q1,Q3,S2,S3,S4",-0.0006540346109812684,-0.0007814749651998107,-0.0005441201374159056,-0.0006365087303280887,-0.00022768328869431464,-0.005428779602949813,0.00359200492096322,0.009020784523913033,9.673998182827695e-05,0.00042031713191778574,0.0007743356663657724,0.0016623397875230878,0.48008245607944505,0.47069515081407165,0.006089059690330443,0.030069281746376787,0.16929496819948486,3.609405866646276,1,1,9,0.14791263368024968,0.6426527355902021,0.010724120676181843,0.04659429906607066,False,known_e250,submission_e250_featnn1_decisive_all3_latent_no_targetid_featnn1_hgb_shallow_row5_risk_q0p10_drop_q3_top21_4e9a88af.csv,-0.0001850232084085,0.8873565975136907,21,15,21,0.4838709677419355,1.0,0,6,15,21,0,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-3.068301610727913e-05,-0.0001912303514488697,0.004711018734137373,0.6601284497969934,0.001691366209710647,-0.0001132168282080101,-0.0005109802247601378,-8.45458094158604e-07,0.0005020644159023282,0.004905643725661768,False,-0.014450531391136903
symmetric_difference,e251_e237_e250_cellset,generated,actual_vs_e95,symmetric_difference,submission_e95_hardtail_541e3973.csv,Q3 rollback cell-set contrast built from E237/E250 selected cells.,529,248,"Q1,Q3,S2,S3,S4",-0.0007172764471066241,-0.0008712067865900929,-0.0006220382554662147,-0.0006585842992635645,-0.00029245817399104694,-0.005746726495303453,0.0037733406349249148,0.009520067130228368,9.833848841696186e-05,0.00046479810168551883,0.0008567279538207807,0.001845216711415131,0.48142146244736966,0.47170014881227185,0.00639180504017203,0.03149360581833582,0.17209235472968332,3.791620035114152,1,1,9,0.13709984318269927,0.6480041322427892,0.010329600313921621,0.04882298573396396,False,difference,,,,16,10,6,0.3225806451612903,0.1935483870967742,10,6,0,16,0,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-9.392485223263484e-05,-0.0003725660654105645,0.00571601673233757,0.5572890897053424,0.0018742979415367587,-0.00017645866433336555,-0.0005109802247601381,-6.408729421951431e-05,0.0003207287019406334,0.005910641723861965,False,-0.023649845889900562
shared_intersection,e251_e237_e250_cellset,generated,actual_vs_e95,shared_intersection,submission_e95_hardtail_541e3973.csv,Q3 rollback cell-set contrast built from E237/E250 selected cells.,526,246,"Q1,Q3,S2,S3,S4",-0.0006243739886985307,-0.0007657513417499116,-0.0005243206196850648,-0.000583050004660616,-0.00016374793264689106,-0.005575524560602238,0.003726761046606122,0.009302285607208359,9.673998182827695e-05,0.0004238803271461308,0.0007872423930163286,0.0016847406941706829,0.4797271610658179,0.4677490263181072,0.006298679317732122,0.030948668845274974,0.16929496819948486,3.7448147987508524,1,1,8,0.154939160790355,0.678888510441768,0.010399592735930722,0.045567330981287554,False,overlap,,,,15,15,15,0.6,0.7142857142857143,0,0,15,15,0,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-1.0223938245414914e-06,-0.0003259864770917718,0.0017648942381729427,1.0549749610642585,0.0018359711959220085,-8.355620592527218e-05,-0.0005109802247601381,2.8815164188579034e-05,0.0003673082902594261,0.0019595192296973374,False,-0.03950849989827498
e237_only,e251_e237_e250_cellset,generated,actual_vs_e95,e237_only,submission_e95_hardtail_541e3973.csv,Q3 rollback cell-set contrast built from E237/E250 selected cells.,530,249,"Q1,Q3,S2,S3,S4",-0.0006876158248238861,-0.0008554831631401934,-0.0006022387377353734,-0.0006051255735960914,-0.00022852281794362252,-0.0058934714529558785,0.003908096760567817,0.009801568213523694,9.833848841696186e-05,0.00046479810168551883,0.0008602911490491253,0.0018651005624879579,0.4810663224784342,0.4688752335621944,0.006599271415008712,0.032363668629559375,0.17209235472968332,3.9270289672187286,1,1,8,0.14301370746106457,0.675956086095843,0.010032934146321558,0.047420789363503545,False,difference,,,,10,10,0,0.4,0.0,10,0,0,10,0,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-6.426422994989687e-05,-0.0005073221910534666,0.0028911014822601278,0.6698896459603114,0.0020189029277481205,-0.00014679804205062764,-0.0005109802247601381,-3.4426671936776346e-05,0.00018597257629773128,0.0030857264737845225,False,-0.04150393879378029
e250_only,e251_e237_e250_cellset,generated,actual_vs_e95,e250_only,submission_e95_hardtail_541e3973.csv,Q3 rollback cell-set contrast built from E237/E250 selected cells.,533,249,"Q1,Q3,S2,S3,S4",-0.0006828497751698477,-0.0008391961008372007,-0.0005935017574567427,-0.0006158514672155996,-0.0001714472686960543,-0.005951039359350612,0.003959313211222647,0.009910352570573258,9.833848841696186e-05,0.00046479810168551883,0.0008567279538207807,0.001849077455424225,0.481110351932902,0.46841552339686043,0.0066582083370961215,0.03253868104784841,0.17209235472968332,3.9784935285236087,1,1,8,0.14401189250227367,0.6806740202409935,0.009922804230896655,0.046900258933838604,False,difference,,,,6,0,6,0.0,0.2857142857142857,0,6,0,6,0,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-5.949818029585849e-05,-0.0005585386417082967,0.002431391316926157,0.6923685766681068,0.0020710319458000755,-0.00014203199239658923,-0.0005109802247601381,-2.9660622282737963e-05,0.00013475612564290123,0.0026260163084505517,False,-0.047329607624055386
union_e237_e250,e251_e237_e250_cellset,generated,graft_vs_e154,union_e237_e250,submission_e154_s3repair_9f2e2e73.csv,Q3 rollback cell-set contrast built from E237/E250 selected cells.,324,232,"Q3,S4",-0.0006586237249049245,-0.0007675610073311408,-0.0005535281600664231,-0.0006547820073172097,-0.00037640560649620993,-0.0043286980491476085,0.0026797698429502437,0.007008467892097851,8.450886296516796e-05,0.0004055794473702421,0.0007624976517948913,0.0016196215881817992,0.48444382909070627,0.476337142333099,0.007671506758859268,0.037854379046824815,0.14789051018904398,2.6927515984061254,1,1,9,0.1283112948555979,0.6157984172659274,0.012058108029638394,0.057869915880978604,False,union,,,,31,25,21,0.8064516129032258,0.6774193548387096,10,6,15,31,0,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-3.5272130030935276e-05,0.0007210047265641065,0.010353010253164707,0.5062034510330272,0.0014946322054473305,-0.00014764350014478657,-0.0005109802247601381,-3.5272130030935384e-05,0.0006880369922000595,0.008631912569597833,True,0.07786681168099477
e237_top25,e251_e237_e250_cellset,generated,graft_vs_e154,e237_top25,submission_e154_s3repair_9f2e2e73.csv,Q3 rollback cell-set contrast built from E237/E250 selected cells.,330,235,"Q3,S4",-0.0006289631026221861,-0.0007518373838812408,-0.0005337286423355814,-0.0006013232816497363,-0.00031247025044878456,-0.004485291867368492,0.002824374829161606,0.007309666696530099,8.814970509269118e-05,0.0004163472056021142,0.000785253239013907,0.0016550829970576162,0.4828427239830346,0.4724343906710675,0.007910582521775083,0.03876338399675053,0.15426198391220963,2.838057102452493,1,1,8,0.14015083671075396,0.661958076501367,0.01205933303833619,0.056958439130987235,False,known_e237,submission_e237_cell_decisive_all3_latent_no_targetid_hgb_shallow_subject5_risk_q0p10_drop_q3_top25_426424f2.csv,-0.0002714413491506,0.901873157744604,25,25,15,1.0,0.4838709677419355,10,0,15,25,0,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-5.6115077481968785e-06,0.0005763997403527444,0.00645025859113324,0.7471398112170162,0.0016392371916586928,-0.00011798287786204847,-0.0005109802247601378,-5.6115077481968785e-06,0.0005532808665571578,0.005439067004146425,True,0.05894160580731266
e250_top21,e251_e237_e250_cellset,generated,graft_vs_e154,e250_top21,submission_e154_s3repair_9f2e2e73.csv,Q3 rollback cell-set contrast built from E237/E250 selected cells.,334,239,"Q3,S4",-0.0006241970529681478,-0.0007355503215782482,-0.0005249916620569508,-0.0006120491752692446,-0.00025539470120121644,-0.004543772341160351,0.0028765038472135605,0.007420276188373911,8.450886296516796e-05,0.00040557944737024153,0.0007624976517948908,0.0016286027227435799,0.4818590136752034,0.47177501366682373,0.007970416584828714,0.03887869260375553,0.14789051018904398,2.890438651954597,1,1,8,0.13538811592159242,0.6497618747824141,0.011388910711649313,0.05465826838166798,False,known_e250,submission_e250_featnn1_decisive_all3_latent_no_targetid_featnn1_hgb_shallow_row5_risk_q0p10_drop_q3_top21_4e9a88af.csv,-0.0001850232084085,0.8873565975136907,21,15,21,0.4838709677419355,1.0,0,6,15,21,0,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-8.45458094158604e-07,0.0005242707223007898,0.005790881586889451,0.6601284497969934,0.001691366209710647,-0.0001132168282080101,-0.0005109802247601378,-8.45458094158604e-07,0.0005020644159023282,0.004905643725661768,True,0.05300870689021234
