pred_index,base_index,tag,strategy,source,fallback,selector,target_scope,graft_alpha,selected_cells,selected_rows,move_cells,selected_s3_cells,selected_q2_cells,subject_support_mean,global_support_mean,subject_expected_delta_e101_basis,global_expected_delta_e101_basis,flip_benefit_share,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,move_l1_vs_e95,active_cells_vs_e95,is_graft,is_strict_like,beat_e95_rate_broad_plausible,beat_e95_rate_broad_q2s3,beat_e95_rate_near_unit_tail,beat_e95_rate_tight_plausible,mean_pred_delta_broad_plausible,mean_pred_delta_broad_q2s3,mean_pred_delta_near_unit_tail,mean_pred_delta_tight_plausible,mean_vs_e95_broad_plausible,mean_vs_e95_broad_q2s3,mean_vs_e95_near_unit_tail,mean_vs_e95_tight_plausible,p95_vs_e95_broad_plausible,p95_vs_e95_broad_q2s3,p95_vs_e95_near_unit_tail,p95_vs_e95_tight_plausible,e101_pass,active_delta_cells,support_label_1_cells,support_label_0_cells,all_support_delta_vs_e95,all_adverse_delta_vs_e95,global_prior_expected_delta_vs_e95,subject_prior_expected_delta_vs_e95,global_prior_p_beats_e95,global_prior_p_beats_e101_edge,global_prior_q05,global_prior_q50,global_prior_q95,subject_prior_p_beats_e95,subject_prior_p_beats_e101_edge,subject_prior_q05,subject_prior_q50,subject_prior_q95,mean_gain_vs_e101,p95_gain_vs_e101,beat_gap_vs_e101,dominates_e101,beats_mean_p95_loses_beat,e101_ref_mean_vs_e95,e101_ref_p95_vs_e95,e101_ref_beat_rate,subject_expected_gain_vs_e101,global_expected_gain_vs_e101,subject_beat_gain_vs_e101,global_beat_gain_vs_e101,prior_healthier_than_e101,e106_replaces_e101,e106_interesting_but_not_replacement
218,0,e106_subject_prior_gate_c190d7b0,subject_prior_gate,e95,mixmin,flip_x_support_best_top30,Q2+S3,0.25,30.0,30.0,30.0,29.0,1.0,0.7453056937560878,0.5507407407407408,2.5574298604817726e-06,5.176874588558301e-05,0.7750707229339253,-2.5602412619507575e-05,-2.5602412619507575e-05,-3.1513470525657006e-05,-3.203573318177888e-06,-3.203573318177888e-06,-1.1450879342511655e-05,-3.390775432465798e-05,-3.390775432465798e-05,-3.1513470525657006e-05,-3.969591021579788e-05,-3.969591021579788e-05,-3.1513470525657006e-05,-3.969591021579788e-05,-3.203573318177888e-06,3,3,219,-0.00013779267668169172,-7.804331402905262e-05,-0.00016251888160404016,-6.014920109656541e-05,-0.0003544892516831044,-0.0002073192263898349,-0.0003272867621612276,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.005309281172406318,0.003480485364725224,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007382415217922271,0.002257689393960063,0.3480563223557736,0.002651077409252423,9.840511125169296e-06,0.00023899725066247557,30,True,True,0.8597914252607184,0.9592391304347826,0.836873406966865,0.8473118279569892,-2.1523628117743392e-05,-2.7460334669633374e-05,-1.9981966693297497e-05,-2.0552105390428256e-05,-6.212928117694865e-06,-1.2149634669584845e-05,-4.671266693248969e-06,-5.241405390379728e-06,1.3399682967453395e-06,-6.017012125172003e-07,1.363245801233788e-06,1.3625245601466246e-06,False,30,21,29,-5.0672571135495247e-05,0.000188324679526928,5.176874588558394e-05,2.55742986048214e-06,0.00585,0.000375,1.691157637167424e-05,5.142434010478577e-05,8.788571487289717e-05,0.4537625,0.1372625,-2.3446934711992193e-05,1.8812159686462817e-06,3.0227346968242824e-05,9.992363632901858e-06,2.904047088966582e-06,-0.12369640787949021,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-5.295322057695675e-06,2.8188614449616955e-06,0.11552499999999999,-0.009999999999999998,False,False,False
50,0,e106_subject_prior_gate_0083b22a,subject_prior_gate,e95,mixmin,s3_subject_support_q0.25,S3,0.25,30.0,30.0,30.0,30.0,0.0,0.7332376448459337,0.5432592592592592,2.6810579493293767e-06,5.158692203640552e-05,0.7773560706269831,-2.5598374034929705e-05,-2.5598374034929705e-05,-3.1513470525657006e-05,-3.2416028097337346e-06,-3.2416028097337346e-06,-1.1418621250314231e-05,-3.387940856136584e-05,-3.387940856136584e-05,-3.1513470525657006e-05,-3.9674110733467494e-05,-3.9674110733467494e-05,-3.1513470525657006e-05,-3.9674110733467494e-05,-3.2416028097337346e-06,3,3,51,-0.00013834880960325035,-7.862140694725461e-05,-0.0001624614190555984,-6.0655941758358534e-05,-0.00035358027318198315,-0.00020711810747017084,-0.00032705219625930225,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.005308576473081099,0.0034780189170869574,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007369587295487158,0.0022559223980177867,0.3480563223557736,0.0026497946170089114,9.829031349324934e-06,0.0002397019499876946,30,True,True,0.8679026651216686,0.9619565217391305,0.8474936278674596,0.8569892473118279,-2.169046977098306e-05,-2.764345384574226e-05,-2.010693639765191e-05,-2.0697932984679472e-05,-6.3797697709345345e-06,-1.2332753845693739e-05,-4.796236397603384e-06,-5.387232984630945e-06,1.1878057162937411e-06,-5.885482713448952e-07,1.2927907785947926e-06,1.2700650753175505e-06,False,30,20,30,-5.195536337900643e-05,0.0001877465866086358,5.1586922036406404e-05,2.681057949329777e-06,0.0063125,0.000425,1.6479668994907356e-05,5.12059978972677e-05,8.765393967651478e-05,0.4507,0.137075,-2.342548873441226e-05,1.992477994052555e-06,3.0470432678858353e-05,9.825521979662188e-06,2.7518845085149837e-06,-0.11558516801854002,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-5.171693968848038e-06,2.6370375957841607e-06,0.11246249999999997,-0.009537499999999999,False,False,False
87,0,e106_subject_prior_gate_9fe33895,subject_prior_gate,e95,mixmin,subject_expected_best_top8,Q2+S3,0.5,8.0,8.0,8.0,6.0,2.0,0.8397495361781075,0.6372222222222222,-1.0130344620626186e-06,1.1177859263378684e-05,0.20603452971167294,-2.559048432781985e-05,-2.559048432781985e-05,-3.088050361788053e-05,-4.648509502658271e-06,-4.648509502658271e-06,-1.1491910907768244e-05,-3.333130693816688e-05,-3.333130693816688e-05,-3.088050361788053e-05,-3.879163654219031e-05,-3.879163654219031e-05,-3.088050361788053e-05,-3.879163654219031e-05,-4.648509502658271e-06,3,3,88,-0.00013061806336654437,-6.622203777373326e-05,-0.00016939799482704188,-5.7996111111680015e-05,-0.0004047961342295986,-0.0002313961226706393,-0.0003951924502635228,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.0054212146992417935,0.0038722527086493866,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007675009089052556,0.0024010470839538876,0.3480563223557736,0.002680336796365451,1.080315260912728e-05,0.0001270637238270076,8,True,True,0.3609501738122827,0.5163043478260869,0.32710280373831774,0.34301075268817205,-1.7228618019771262e-05,-1.932212887310734e-05,-1.6614621215012923e-05,-1.6883353648439283e-05,-1.917918019722733e-06,-4.011428873058813e-06,-1.3039212149643966e-06,-1.5726536483907564e-06,4.168933346715434e-06,4.542380202292957e-06,2.7386382655345194e-06,3.1694375776464555e-06,False,8,15,35,-2.1413184022470276e-05,0.00010565053980448583,2.246498085371325e-05,-1.91680659716984e-06,0.1729125,0.0684125,-1.5760998308906507e-05,2.2335402305315704e-05,6.19019534766984e-05,0.64765,0.3149625,-2.1413184022466915e-05,-3.7944407369172593e-07,2.2858943531952998e-05,1.4287373730873989e-05,5.733012138936677e-06,-0.6225376593279259,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-9.769558515347655e-06,-2.6484903586908993e-05,0.3094124999999999,0.1570625,True,False,False
46,0,e106_subject_prior_gate_ec7e23c3,subject_prior_gate,e95,mixmin,subject_support_q0.25,Q2+S3,0.25,38.0,36.0,38.0,30.0,8.0,0.698990559856621,0.5341520467836257,3.7660113590772586e-06,5.400591036849631e-05,0.8251477699534554,-2.5585669831795776e-05,-2.5585669831795776e-05,-3.1513470525657006e-05,-3.2509991807483374e-06,-3.2509991807483374e-06,-1.1450879342511655e-05,-3.385814543255261e-05,-3.385814543255261e-05,-3.1513470525657006e-05,-3.9647864881864336e-05,-3.9647864881864336e-05,-3.1513470525657006e-05,-3.9647864881864336e-05,-3.2509991807483374e-06,3,3,47,-0.00013216240176704974,-7.37935282869584e-05,-0.00016110721306114573,-5.117649979760608e-05,-0.00035358027318198315,-0.00020237838648979461,-0.00032282010131826734,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.0052938396440337125,0.003426440015421103,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007320686011784198,0.0022401813358641992,0.3480563223557736,0.0026449044886386157,9.7932561207959e-06,0.00025443877903508146,38,True,True,0.8881807647740441,0.970108695652174,0.8717077315208156,0.8799283154121864,-2.201534956799146e-05,-2.8727138202655925e-05,-2.0440078576893792e-05,-2.103672670143323e-05,-6.704649567942937e-06,-1.3416438202607396e-05,-5.129378576845261e-06,-5.726026701384704e-06,9.912166879226196e-07,-1.7915886581737337e-06,1.0523466594819484e-06,1.0153693316374373e-06,False,38,23,27,-5.6845491749302345e-05,0.0001975932872857267,5.4005910368497345e-05,3.766011359077826e-06,0.0047375,0.0002375,1.8681550284600418e-05,5.363455602705444e-05,9.025403543443386e-05,0.4252,0.1250125,-2.2802400210430594e-05,3.1274340890873014e-06,3.170191253843881e-05,9.500642182653785e-06,2.5552954801438622e-06,-0.09530706836616454,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-4.086740559099988e-06,5.056025927875102e-06,0.0869625,-0.011112499999999999,False,False,False
186,0,e106_subject_prior_gate_56b4366f,subject_prior_gate,e95,mixmin,support_prob_best_top40,Q2+S3,0.25,40.0,38.0,40.0,30.0,10.0,0.6853005015607596,0.5324444444444445,4.296337285124401e-06,5.4331356059514127e-05,0.8349833106104751,-2.5575844246117363e-05,-2.5575844246117363e-05,-3.143082748968684e-05,-3.249374719738185e-06,-3.249374719738185e-06,-1.1450879342511655e-05,-3.384714955301238e-05,-3.384714955301238e-05,-3.143082748968684e-05,-3.9631008465601525e-05,-3.9631008465601525e-05,-3.143082748968684e-05,-3.9631008465601525e-05,-3.249374719738185e-06,3,3,187,-0.00012983569476658353,-7.196661504804691e-05,-0.0001606457825381602,-4.7946486136790645e-05,-0.00035358027318198315,-0.0002007633796593869,-0.00032150185576922607,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.00529080680186041,0.0034158250678145434,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007308626722440667,0.0022369613589688004,0.3480563223557736,0.002643698559704262,9.786656549608843e-06,0.00025747162120838416,40,True,True,0.891946697566628,0.970108695652174,0.8759558198810535,0.8835125448028673,-2.206951479054657e-05,-2.8960261860967426e-05,-2.050431891126543e-05,-2.110051574419112e-05,-6.758814790498044e-06,-1.3649561860918896e-05,-5.193618911216904e-06,-5.789815744142591e-06,9.372778677397268e-07,-1.9077386294195746e-06,1.0010556141340618e-06,9.889216264825886e-07,False,40,24,26,-5.805142068365536e-05,0.00019942020052467636,5.433135605951518e-05,4.296337285125064e-06,0.0045625,0.0002375,1.884353053171285e-05,5.394480722403891e-05,9.06568105471758e-05,0.4129,0.11865,-2.228601528531041e-05,3.6616324764312138e-06,3.232210344177198e-05,9.446476960098679e-06,2.5013566599609694e-06,-0.09154113557358057,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-3.5564146330527502e-06,5.381471618892934e-06,0.07466249999999997,-0.011287499999999999,False,False,False
222,0,e106_subject_prior_gate_39d135b3,subject_prior_gate,e95,mixmin,flip_x_support_best_top35,Q2+S3,0.25,35.0,35.0,35.0,33.0,2.0,0.6978839526074337,0.5267301587301587,3.223576182633601e-06,5.1698118971017105e-05,0.8446816234621128,-2.5571880708064043e-05,-2.5571880708064043e-05,-3.1513470525657006e-05,-3.1298617667596673e-06,-3.1298617667596673e-06,-1.1450879342511655e-05,-3.382491562753387e-05,-3.382491562753387e-05,-3.1513470525657006e-05,-3.9760864729565526e-05,-3.9760864729565526e-05,-3.1513470525657006e-05,-3.9760864729565526e-05,-3.1298617667596673e-06,3,3,223,-0.0001300222508977822,-7.239003955905599e-05,-0.00016161712277429352,-5.933845583358521e-05,-0.00034898768513791367,-0.00020416307048574944,-0.000323155901257819,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.00528781627462332,0.0034053582224847258,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007243981186510657,0.0021988734572505604,0.3480563223557736,0.0026372340061112617,9.709256486867935e-06,0.00026046214844547514,35,True,True,0.9304750869061413,0.9945652173913043,0.9129141886151232,0.9204301075268817,-2.4899876172561794e-05,-3.329618578049856e-05,-2.224863116284701e-05,-2.316632204651905e-05,-9.589176172513266e-06,-1.7985485780450027e-05,-6.937931162798485e-06,-7.855622046470523e-06,3.8266743305058203e-07,-5.982779642892743e-06,6.079834424866498e-07,4.915153801292645e-07,False,35,22,28,-6.451597427665665e-05,0.0001959461741687661,5.16981189710181e-05,3.223576182634078e-06,0.0077125,0.0006,1.5750942830507463e-05,5.135125602040668e-05,8.87007840758039e-05,0.4382,0.1367125,-2.3809559636687532e-05,2.6061747128977417e-06,3.1598911682266794e-05,6.616115578083456e-06,1.9467462252718245e-06,-0.053012746234067265,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-4.629175735543736e-06,2.748234530395858e-06,0.09996249999999995,-0.008137499999999999,False,False,False
182,0,e106_subject_prior_gate_371f4ed5,subject_prior_gate,e95,mixmin,support_prob_best_top35,Q2+S3,0.25,35.0,33.0,35.0,27.0,8.0,0.7198062920548577,0.550984126984127,2.8145258374518297e-06,5.070813260637557e-05,0.760861809918017,-2.5571150757630612e-05,-2.5571150757630612e-05,-3.1513470525657006e-05,-3.410125965719324e-06,-3.410125965719324e-06,-1.1391342281896755e-05,-3.379122748148333e-05,-3.379122748148333e-05,-3.1513470525657006e-05,-3.9512098825467135e-05,-3.9512098825467135e-05,-3.1513470525657006e-05,-3.9512098825467135e-05,-3.410125965719324e-06,3,3,183,-0.0001423374596680349,-7.63287867885376e-05,-0.0001622774907680813,-5.117649979760608e-05,-0.00036177221713074026,-0.00020647435846417317,-0.000326375632546043,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.0053136625676070675,0.0034958202479278455,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007418980039159875,0.0022909827513783233,0.3480563223557736,0.002654733891376183,1.0016466174365559e-05,0.00023461585546172696,35,True,True,0.8088064889918888,0.9239130434782609,0.794392523364486,0.8021505376344086,-1.990748199227556e-05,-2.4990545588007426e-05,-1.894876148617425e-05,-1.9351686097470427e-05,-4.5967819922270375e-06,-9.679845587958896e-06,-3.6380614861257202e-06,-4.0409860974219e-06,1.9286594517485127e-06,1.0277656923063322e-06,1.6651596533679628e-06,1.730383094348698e-06,False,35,25,25,-4.701608901173494e-05,0.00018759976644993942,5.070813260637645e-05,2.8145258374523104e-06,0.0052375,0.0002875,1.6741815170525568e-05,5.0254311189129244e-05,8.563977167969954e-05,0.4458875,0.121325,-2.1639424271186587e-05,2.0880705197940467e-06,2.9164095886013556e-05,1.1608509758369686e-05,3.4927382439697553e-06,-0.17468134414831982,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-5.038226080725504e-06,1.758248165754208e-06,0.10764999999999997,-0.0106125,False,False,False
254,0,e106_subject_prior_gate_ed213f55,subject_prior_gate,e95,mixmin,flip_benefit_best_top25,S3,0.25,25.0,25.0,25.0,25.0,0.0,0.7193026754405812,0.5584,2.388352089783786e-06,4.1372214451750225e-05,0.7400287805988093,-2.5566835669899035e-05,-2.5566835669899035e-05,-3.1513470525657006e-05,-3.4303857449069497e-06,-3.4303857449069497e-06,-1.1344637316668127e-05,-3.369124208152385e-05,-3.369124208152385e-05,-3.1513470525657006e-05,-3.9578879182933235e-05,-3.9578879182933235e-05,-3.1513470525657006e-05,-3.9578879182933235e-05,-3.4303857449069497e-06,3,3,255,-0.00014438748425504855,-7.574160863677015e-05,-0.00016456696072186805,-6.0655941758358534e-05,-0.00036831906484573185,-0.0002144875033020452,-0.0003419755039872102,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.005320086544907375,0.00351830416847892,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007311006339444066,0.0021894855881847003,0.3480563223557736,0.002643936521404603,9.852083033563837e-06,0.0002281918781614198,25,True,True,0.9017960602549246,0.9918478260869565,0.87892948173322,0.8899641577060932,-2.662558229324527e-05,-3.4447136041827215e-05,-2.2993550047528397e-05,-2.4193305199327027e-05,-1.1314882293196744e-05,-1.9136436041778684e-05,-7.682850047479873e-06,-8.882605199278503e-06,6.008733255037206e-07,-6.318323401348237e-06,8.267280733277279e-07,7.280605090920719e-07,False,25,20,30,-5.781345898331577e-05,0.00017037841917805178,4.137221445175088e-05,2.388352089783976e-06,0.02485,0.00295,5.568614437843763e-06,4.105914387499322e-05,7.771555470889806e-05,0.438275,0.143975,-2.3923303972759023e-05,1.9015954936666096e-06,2.950542474247988e-05,4.890409457399978e-06,2.164952117724963e-06,-0.08169177288528395,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-5.4643998283938385e-06,-7.577669988871361e-06,0.1000375,0.009000000000000001,True,False,False
114,0,e106_subject_prior_gate_2f6399b6,subject_prior_gate,e95,mixmin,subject_expected_best_top40,Q2+S3,0.25,40.0,39.0,40.0,33.0,7.0,0.6453596959118576,0.5249444444444444,3.260867427041087e-06,4.605752580306492e-05,0.8658762400832055,-2.5550494787807132e-05,-2.5550494787807132e-05,-3.143082748968684e-05,-3.279027145919322e-06,-3.279027145919322e-06,-1.1486652503611694e-05,-3.3677994415781676e-05,-3.3677994415781676e-05,-3.143082748968684e-05,-3.9694462801609376e-05,-3.9694462801609376e-05,-3.143082748968684e-05,-3.9694462801609376e-05,-3.279027145919322e-06,3,3,115,-0.00013309928212547616,-6.473542660045961e-05,-0.00016275331609896804,-5.62749115497474e-05,-0.00036000458269433433,-0.00020813974712204086,-0.00032693109497005117,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.005281280799922235,0.003382484061030934,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007157296490591275,0.002168420240357219,0.3480563223557736,0.0026285655365193236,9.753911161750852e-06,0.00026699762314655865,40,True,True,0.9516222479721901,0.9972826086956522,0.9396771452846219,0.9448028673835125,-2.7207789509134205e-05,-3.73500990480254e-05,-2.3791008376340423e-05,-2.498156866848455e-05,-1.1897089509085678e-05,-2.2039399047976873e-05,-8.480308376291896e-06,-9.670868668436022e-06,-4.405281497813379e-08,-9.026806887080266e-06,2.718681198345486e-07,1.5806441803169358e-07,True,40,25,25,-7.31844438685947e-05,0.00019381317927791186,4.605752580306579e-05,3.260867427041773e-06,0.0167375,0.001625,9.925513572723793e-06,4.572299856738153e-05,8.313022287071537e-05,0.43465,0.1327125,-2.3277992962895424e-05,2.6829280462861384e-06,3.112093559592051e-05,4.308202241511044e-06,1.5200259772431088e-06,-0.03186558516801852,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-4.591884491136041e-06,-2.8923586375564526e-06,0.09641249999999996,0.0008874999999999994,True,False,True
195,0,e106_subject_prior_gate_25aed17d,subject_prior_gate,e95,mixmin,flip_x_support_best_top8,S3,0.5,8.0,8.0,8.0,8.0,0.0,0.9386837121212122,0.6216666666666667,-4.1157942167641087e-07,2.5827142152738343e-05,0.26912720333214313,-2.5538205208786025e-05,-2.5538205208786025e-05,-3.0182305769232975e-05,-4.136588224179505e-06,-4.136588224179505e-06,-1.143589894470054e-05,-3.3398534797335344e-05,-3.3398534797335344e-05,-3.0182305769232975e-05,-3.9079492604843225e-05,-3.9079492604843225e-05,-3.0182305769232975e-05,-3.9079492604843225e-05,-4.136588224179505e-06,3,3,196,-0.00014470646845081702,-6.138542698486127e-05,-0.00016382236297138308,-6.0655941758358534e-05,-0.0003631068805930726,-0.00021188141117571557,-0.00030514440342156534,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.0053823047647389025,0.0037360679378892654,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007779897054077882,0.002466798055199647,0.3480563223557736,0.002690825592867984,1.0914602205877666e-05,0.0001659736583298963,8,True,True,0.15295480880648898,0.23641304347826086,0.17672047578589634,0.17491039426523297,-1.3626823572014727e-05,-1.3468916608778455e-05,-1.4215319440211711e-05,-1.4048478377466446e-05,1.6838764280338e-06,1.8417833912700708e-06,1.0953805598368152e-06,1.2622216225820813e-06,4.778053664869529e-06,5.0895763876650695e-06,3.091121656546421e-06,3.690035782050551e-06,False,8,13,37,-1.0924387519936153e-05,0.0001550492708099087,5.174598605835807e-05,-7.314570904720127e-07,0.0181,0.0,9.443229220446254e-06,5.070168948723197e-05,9.508382545443405e-05,0.6001875,0.0,-1.0924387519934567e-05,-1.0924387519934186e-05,3.10209851744019e-05,1.788916817863052e-05,6.3421324570907716e-06,-0.8305330243337197,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-8.584209008649827e-06,2.796101617735824e-06,0.26194999999999996,0.002250000000000002,False,False,False
250,0,e106_subject_prior_gate_b553dfd3,subject_prior_gate,e95,mixmin,flip_benefit_best_top23,S3,0.25,23.0,23.0,23.0,23.0,0.0,0.7383724733049795,0.5634782608695652,1.7772764772303572e-06,4.07158856026668e-05,0.6928942178676673,-2.553097927204817e-05,-2.553097927204817e-05,-3.1513470525657006e-05,-3.4387515500666765e-06,-3.4387515500666765e-06,-1.1344637316668127e-05,-3.362658549355135e-05,-3.362658549355135e-05,-3.1513470525657006e-05,-3.952760077230444e-05,-3.952760077230444e-05,-3.1513470525657006e-05,-3.952760077230444e-05,-3.4387515500666765e-06,3,3,251,-0.00014376130753582795,-6.906881679902277e-05,-0.00016607478951277677,-6.0655941758358534e-05,-0.0003788738663823843,-0.00021976490407037141,-0.0003516357177207597,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.005334620742330387,0.0035691738594594634,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007377734257821921,0.002223420108846494,0.3480563223557736,0.002650609313242388,1.0012043956052917e-05,0.00021365768073840788,23,True,True,0.8621089223638471,0.9891304347826086,0.8296516567544605,0.8451612903225807,-2.525109297047557e-05,-3.224979800289027e-05,-2.196186860944603e-05,-2.305000603778419e-05,-9.940392970427042e-06,-1.6939098002841744e-05,-6.6511686093975014e-06,-7.739306037735659e-06,9.567799550368547e-07,-3.842961609738156e-06,1.118938719371165e-06,1.0495048422987088e-06,False,23,20,30,-5.114066714553046e-05,0.00016251701359282507,4.0715885602667405e-05,1.777276477230522e-06,0.0230375,0.0026625,5.755537930248249e-06,4.036340049253119e-05,7.637621780944924e-05,0.437875,0.1541,-2.342354180302664e-05,1.4183691515534827e-06,2.8324216778500934e-05,6.26489878016968e-06,2.520858747258097e-06,-0.12137891077636154,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-6.075475440947292e-06,-8.233998837954838e-06,0.09963749999999999,0.0071874999999999994,True,False,False
158,0,e106_subject_prior_gate_cbec54de,subject_prior_gate,e95,mixmin,global_expected_best_top45,Q2+S3,0.25,45.0,43.0,45.0,34.0,11.0,0.5507115100160213,0.4941728395061728,7.700935674742697e-06,2.9120429716905436e-05,0.8305522234391911,-2.5522962827206896e-05,-2.5522962827206896e-05,-3.17693713643985e-05,-2.3441152386949327e-06,-2.3441152386949327e-06,-1.037842727802385e-05,-3.398968468104613e-05,-3.398968468104613e-05,-3.17693713643985e-05,-4.023508856187963e-05,-4.023508856187963e-05,-3.17693713643985e-05,-4.023508856187963e-05,-2.3441152386949327e-06,3,3,159,-0.00011098833997483793,-5.5951284980926275e-05,-0.00016243008814012527,-4.563617817157639e-05,-0.00036838072036088354,-0.00020700844926622997,-0.00036788258015462886,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.0052921731515625054,0.0034206072917718753,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0006959942133735544,0.0020980863318846095,0.3480563223557736,0.0026088301008337506,9.692631996330176e-06,0.0002561052715062923,45,True,True,0.9805909617612978,1.0,0.9796091758708582,0.9792114695340501,-3.1793289802679764e-05,-4.450854074550367e-05,-2.708715080229222e-05,-2.8702462791347424e-05,-1.6482589802631233e-05,-2.9197840745455136e-05,-1.1776450802243698e-05,-1.3391762791298895e-05,-1.5534334979134677e-06,-1.542916847114213e-05,-1.4104693364408074e-06,-1.4227373665363798e-06,True,45,24,26,-9.29198795541694e-05,0.00016318539195207102,2.9120429716905938e-05,7.700935674743574e-06,0.0772875,0.01375,-4.398689691821038e-06,2.8881350828317443e-05,6.325859733915744e-05,0.3296,0.083475,-1.9404131310579264e-05,7.348944918733446e-06,3.5459808420269265e-05,-2.7729805203451067e-07,1.0645294307774856e-08,-0.0028968713789108147,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-1.5181624343423962e-07,-1.9829454723716305e-05,-0.00863750000000002,0.06143749999999999,False,False,False
