pred_index,base_index,tag,strategy,source,fallback,selector,target_scope,graft_alpha,selected_cells,selected_rows,move_cells,selected_s3_cells,selected_q2_cells,subject_support_mean,global_support_mean,subject_expected_delta_e101_basis,global_expected_delta_e101_basis,flip_benefit_share,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,move_l1_vs_e95,active_cells_vs_e95,is_graft,is_strict_like,beat_e95_rate_broad_plausible,beat_e95_rate_broad_q2s3,beat_e95_rate_near_unit_tail,beat_e95_rate_tight_plausible,mean_pred_delta_broad_plausible,mean_pred_delta_broad_q2s3,mean_pred_delta_near_unit_tail,mean_pred_delta_tight_plausible,mean_vs_e95_broad_plausible,mean_vs_e95_broad_q2s3,mean_vs_e95_near_unit_tail,mean_vs_e95_tight_plausible,p95_vs_e95_broad_plausible,p95_vs_e95_broad_q2s3,p95_vs_e95_near_unit_tail,p95_vs_e95_tight_plausible,e101_pass,active_delta_cells,support_label_1_cells,support_label_0_cells,all_support_delta_vs_e95,all_adverse_delta_vs_e95,global_prior_expected_delta_vs_e95,subject_prior_expected_delta_vs_e95,global_prior_p_beats_e95,global_prior_p_beats_e101_edge,global_prior_q05,global_prior_q50,global_prior_q95,subject_prior_p_beats_e95,subject_prior_p_beats_e101_edge,subject_prior_q05,subject_prior_q50,subject_prior_q95,mean_gain_vs_e101,p95_gain_vs_e101,beat_gap_vs_e101,dominates_e101,beats_mean_p95_loses_beat,e101_ref_mean_vs_e95,e101_ref_p95_vs_e95,e101_ref_beat_rate,subject_expected_gain_vs_e101,global_expected_gain_vs_e101,subject_beat_gain_vs_e101,global_beat_gain_vs_e101,prior_healthier_than_e101,e106_replaces_e101,e106_interesting_but_not_replacement
223,0,e106_subject_prior_gate_53c2aebf,subject_prior_gate,e95,mixmin,flip_x_support_best_top35,Q2+S3,0.5,35.0,35.0,35.0,33.0,2.0,0.6978839526074337,0.5267301587301587,3.223576182633601e-06,5.1698118971017105e-05,0.8446816234621128,-2.439692863709375e-05,-2.439692863709375e-05,-3.034832534509757e-05,-5.363237903788232e-07,-5.363237903788232e-07,-1.0744731860246048e-05,-3.3295410360789646e-05,-3.3295410360789646e-05,-3.034832534509757e-05,-3.935905176000176e-05,-3.935905176000176e-05,-3.034832534509757e-05,-3.935905176000176e-05,-5.363237903788232e-07,3,3,224,-0.00012866995384259173,-9.381743369873963e-05,-0.00014769367857456195,-5.7996111111680015e-05,-0.0002528659204622391,-0.00015543101578695956,-0.00022791471074031476,1.940771650460044e-05,0.75,0.9722222222222222,True,0.0050273541261778975,0.0024937407029257514,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0006603837503291283,0.001858157963438315,0.3480563223557736,0.0025732196377893242,8.46754013984701e-06,0.0005209242968908963,35,True,True,0.9099073001158748,0.9945652173913043,0.8861512319456245,0.896774193548387,-3.247784527276239e-05,-4.8061012046288805e-05,-2.7729887759279295e-05,-2.9379624803571414e-05,-1.7167145272713862e-05,-3.275031204624028e-05,-1.2419187759230771e-05,-1.4068924803522888e-05,1.4492342664311036e-06,-9.844708041983565e-06,2.0802489362889027e-06,1.8648677054070766e-06,False,35,22,28,-0.00012853034259859396,0.0003923939542922509,0.00010389784389675589,6.94875831998867e-06,0.0074,0.0023625,3.200349161573536e-05,0.0001032041179955331,0.00017790317410632924,0.432175,0.2642625,-4.711751331865337e-05,5.71395538051535e-06,6.369942931925261e-05,-9.618535221171394e-07,3.013313058652346e-06,-0.07358053302433376,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-9.039935981891442e-07,5.494795945613364e-05,0.09393749999999995,-0.00845,False,False,False
172,0,e106_subject_prior_gate_9c50481d,subject_prior_gate,e95,mixmin,support_prob_best_top16,Q2+S3,0.75,16.0,16.0,16.0,15.0,1.0,0.9090273928307465,0.6154166666666667,8.930191264025047e-08,4.254217215193349e-05,0.46470697166538477,-2.438760579814847e-05,-2.438760579814847e-05,-2.858025148821941e-05,-1.8583255025905743e-06,-1.8583255025905743e-06,-8.358057322910284e-06,-3.287299624188389e-05,-3.287299624188389e-05,-2.858025148821941e-05,-3.8431495649859926e-05,-3.8431495649859926e-05,-2.858025148821941e-05,-3.8431495649859926e-05,-1.8583255025905743e-06,3,3,173,-0.0001653728688942535,-7.771141966128603e-05,-0.00015035742849084377,-5.90900473384226e-05,-0.00027041823364873374,-0.00016475414049357817,-0.00022523636253605445,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.0051183936965320306,0.002812379199165212,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007531854341610166,0.0023167117236006837,0.3480563223557736,0.0026660213216212125,1.0184258827138561e-05,0.0004298847265367657,16,True,True,0.1993047508690614,0.2798913043478261,0.22982158028887,0.221505376344086,-1.135293751860719e-05,-1.157328087521916e-05,-1.285390791861026e-05,-1.2407863461372955e-05,3.957762481441337e-06,3.737419124829368e-06,2.456792081438267e-06,2.9028365386755725e-06,1.2579812803122241e-05,1.342056481765876e-05,8.271757742265583e-06,9.752189195985815e-06,False,16,20,30,-3.572865876670635e-05,0.0003941560677700074,0.00012814266330139136,7.840525835101386e-07,0.004675,0.000625,4.621990201540019e-05,0.00012769433209657228,0.00021600879239639788,0.5912,0.285,-3.572865876670621e-05,-5.177233656132937e-06,5.452589823292366e-05,2.016305423203806e-05,1.4143891595343484e-05,-0.7841830822711472,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-7.0686993346676755e-06,7.919277886076912e-05,0.2529624999999999,-0.011175,False,False,False
197,0,e106_subject_prior_gate_bb18eb83,subject_prior_gate,e95,mixmin,flip_x_support_best_top8,S3,1.0,8.0,8.0,8.0,8.0,0.0,0.9386837121212122,0.6216666666666667,-4.1157942167641087e-07,2.5827142152738343e-05,0.26912720333214313,-2.4355960747124428e-05,-2.4355960747124428e-05,-2.6061274091104814e-05,-2.678186852289599e-06,-2.678186852289599e-06,-1.0700515817863021e-05,-3.2396080470009636e-05,-3.2396080470009636e-05,-2.6061274091104814e-05,-3.799361491874098e-05,-3.799361491874098e-05,-2.6061274091104814e-05,-3.799361491874098e-05,-2.678186852289599e-06,3,3,198,-0.000158966847620845,-7.19486708145034e-05,-0.00015224462123328286,-6.0655941758358534e-05,-0.00028206268842630167,-0.0001713593150923301,-0.0001911040735696743,4.9499751098091703e-05,0.6666666666666666,0.9722222222222222,True,0.005216331106409063,0.003155160133734829,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007674264615781504,0.002393527844581457,0.32110107439643865,0.0026802623490383487,1.0737769313442703e-05,0.0003319473166597409,8,True,True,0.10921205098493626,0.14130434782608695,0.13254035683942225,0.12724014336917563,-1.0083534305893366e-05,-8.643867198892721e-06,-1.177033091747249e-05,-1.1265665183364865e-05,5.227165694155162e-06,6.666832801155805e-06,3.5403690825760365e-06,4.045034816683663e-06,1.3219394818352645e-05,1.4081281719509613e-05,8.552176362080309e-06,1.0209186275036738e-05,False,8,13,37,-2.1487631349574128e-05,0.0003104596853101149,0.00010385311580701366,-1.1017704906475367e-06,0.0181,0.0181,1.9247602131190415e-05,0.00010176452266476521,0.000190528794599165,0.6001875,0.6001875,-2.148763134957253e-05,-2.148763134957215e-05,6.240311403910053e-05,2.1432457444751885e-05,1.4783473610573887e-05,-0.8742757821552724,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-8.95452240882535e-06,5.490323136639142e-05,0.26194999999999996,0.002250000000000002,False,False,False
200,0,e106_subject_prior_gate_b20eef79,subject_prior_gate,e95,mixmin,flip_x_support_best_top12,S3,0.75,12.0,12.0,12.0,12.0,0.0,0.9016614313870414,0.6351851851851853,-1.795283218116379e-07,3.220156745412645e-05,0.3928423945183485,-2.435017908020143e-05,-2.435017908020143e-05,-2.839687762912213e-05,-1.8557623189252581e-06,-1.8557623189252581e-06,-9.728734958747154e-06,-3.284163852479427e-05,-3.284163852479427e-05,-2.839687762912213e-05,-3.835313639688476e-05,-3.835313639688476e-05,-2.839687762912213e-05,-3.835313639688476e-05,-1.8557623189252581e-06,3,3,201,-0.0001756894106059004,-8.5981323045492e-05,-0.00015638734794945486,-6.0655941758358534e-05,-0.00031106177543931135,-0.00018585885859883494,-0.00024580113990493543,8.379021421850002e-06,0.75,0.9722222222222222,True,0.005184873190015448,0.0030450574263571773,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007533938093471458,0.0022974261793225854,0.3480563223557736,0.002666229696807342,1.0130769803508208e-05,0.00036340523305335,12,True,True,0.2552143684820394,0.36141304347826086,0.2599830076465591,0.26487455197132614,-1.2261176675085333e-05,-1.267729086975009e-05,-1.3469050417801316e-05,-1.3157139245497084e-05,3.0495233249631947e-06,2.633409130298437e-06,1.8416495822472086e-06,2.1535607545514453e-06,1.2726428137199716e-05,1.3450960839432435e-05,8.313795309835914e-06,9.756551061086038e-06,False,12,17,33,-3.55202835805784e-05,0.0003278849494727196,9.714216861996646e-05,-1.11870785028791e-09,0.0308625,0.00355,2.236009181609958e-05,9.032329332349124e-05,0.00017959634706362544,0.6708125,0.2771,-3.552028358057673e-05,-3.829874193606666e-06,5.586571002343058e-05,1.9254815075559918e-05,1.4290506929420958e-05,-0.7282734646581692,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-7.853870626028101e-06,4.8192284179344216e-05,0.332575,0.015012500000000002,False,False,False
259,0,e106_subject_prior_gate_ba6690f1,subject_prior_gate,e95,mixmin,flip_benefit_best_top30,S3,0.5,30.0,30.0,30.0,30.0,0.0,0.6719737126577399,0.5324444444444444,3.701849503155613e-06,4.399688341261926e-05,0.8242934017536311,-2.428407266696908e-05,-2.428407266696908e-05,-3.034832534509757e-05,-2.0862423866230273e-07,-2.0862423866230273e-07,-1.0741262298719079e-05,-3.327617788406734e-05,-3.327617788406734e-05,-3.034832534509757e-05,-3.93674158781776e-05,-3.93674158781776e-05,-3.034832534509757e-05,-3.93674158781776e-05,-2.0862423866230273e-07,3,3,260,-0.00014363163005293167,-0.00010688317688090088,-0.00015061845914512983,-6.0655941758358534e-05,-0.0002706795538091611,-0.0001656677477837598,-0.00025949603707575974,1.940771650460044e-05,0.75,0.9722222222222222,True,0.005039927763112031,0.0025377484321952148,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0006487483942656353,0.00175376853534701,0.3480563223557736,0.0025615842817258315,8.471208965167148e-06,0.0005083506599567639,30,True,True,0.9290266512166859,0.9972826086956522,0.9112149532710281,0.9197132616487456,-4.0007138573008806e-05,-5.754615854077597e-05,-3.2340130788071236e-05,-3.49428511966662e-05,-2.4696438572960275e-05,-4.223545854072745e-05,-1.7029430788022705e-05,-1.963215119661768e-05,8.697391596766484e-07,-1.5074744565768546e-05,1.4892711147394576e-06,1.2546155565522603e-06,False,30,20,30,-0.00014016569866208702,0.00036818496129462536,8.849427675036686e-05,7.90420893143961e-06,0.0223125,0.008325,1.555082020017927e-05,8.798264127989419e-05,0.0001632717737433713,0.420975,0.2529,-4.541704970253e-05,6.709696037578507e-06,6.38691636826215e-05,-8.491146822363553e-06,2.4338179518978912e-06,-0.05446118192352267,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,5.1457013261795096e-08,3.954439230974461e-05,0.08273749999999996,0.0064624999999999995,False,False,False
85,0,e106_subject_prior_gate_6242cf0a,subject_prior_gate,e95,mixmin,subject_support_q0.80,S3,1.0,11.0,11.0,11.0,11.0,0.0,0.9356060606060607,0.6622222222222224,-3.898353688579688e-07,2.8181360346180117e-05,0.33634364883600476,-2.4151597560417848e-05,-2.4151597560417848e-05,-2.6218921463261324e-05,-1.9363159446950107e-06,-1.9363159446950107e-06,-8.642418458437717e-06,-3.2418078524831806e-05,-3.2418078524831806e-05,-2.6218921463261324e-05,-3.810039821172673e-05,-3.810039821172673e-05,-2.6218921463261324e-05,-3.810039821172673e-05,-1.9363159446950107e-06,3,3,86,-0.00016611196333700672,-7.724134912268088e-05,-0.00015235452267028937,-6.0655941758358534e-05,-0.0002828319984851252,-0.00017174397012174186,-0.00024380449658308138,4.9499751098091703e-05,0.6666666666666666,0.9722222222222222,True,0.005133424887921479,0.002864988369028281,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007621337832698619,0.002373412348223748,0.3132442093111902,0.0026749696707300615,1.063466415339928e-05,0.0004148535351473245,11,True,True,0.11297798377752027,0.14673913043478262,0.13678844519966016,0.13010752688172042,-9.55246030318431e-06,-8.354662690652389e-06,-1.1491414717863565e-05,-1.0895313480136448e-05,5.7582396968642194e-06,6.9560373093961375e-06,3.819285282184962e-06,4.415386519912078e-06,1.464323700494658e-05,1.5436109479409526e-05,9.461397896999743e-06,1.1323593566124068e-05,False,11,18,32,-2.6780309657861342e-05,0.0003880732254894112,0.00011334799554743961,-9.367873127145332e-07,0.0162625,0.010475,1.6375202250047783e-05,0.00011287506271333052,0.00021359326001122882,0.5370375,0.4812375,-2.6780309657861155e-05,-1.3521666594844868e-06,5.398666889350835e-05,2.1963531447460942e-05,1.6207315797167824e-05,-0.8705098493626884,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-8.789539230892348e-06,6.439811110681737e-05,0.19879999999999992,0.00041249999999999967,False,False,False
76,0,e106_subject_prior_gate_9e4615f4,subject_prior_gate,e95,mixmin,s3_subject_support_q0.60,S3,0.75,17.0,17.0,17.0,17.0,0.0,0.9010643059884709,0.6240522875816994,3.674522946500972e-07,4.4248172417608234e-05,0.507723048273744,-2.4146916992595635e-05,-2.4146916992595635e-05,-2.858025148821941e-05,-1.1113527444983617e-06,-1.1113527444983617e-06,-8.266809415902188e-06,-3.291851612585717e-05,-3.291851612585717e-05,-2.858025148821941e-05,-3.8410882107320354e-05,-3.8410882107320354e-05,-2.858025148821941e-05,-3.8410882107320354e-05,-1.1113527444983617e-06,3,3,77,-0.00018593080023415198,-9.356753758493763e-05,-0.0001501366525572534,-6.0655941758358534e-05,-0.00026730690769405374,-0.00016398142472620614,-0.0002250104330494817,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005078600976695708,0.002673104679738084,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007458075948076575,0.002273777559397544,0.3480563223557736,0.0026586434822678533,9.94351917851202e-06,0.00046967744637308796,17,True,True,0.23001158748551565,0.31521739130434784,0.2676295666949873,0.25555555555555554,-1.1326455587445936e-05,-1.1822667088745498e-05,-1.2933932769384045e-05,-1.2472309755744854e-05,3.984244412602592e-06,3.4880329113030302e-06,2.376767230664482e-06,2.8383902443036736e-06,1.407036150195716e-05,1.5064803768459904e-05,9.263478347293592e-06,1.0824354186821789e-05,False,17,21,29,-4.3106498120065395e-05,0.00042657094825297053,0.00013335809256904459,1.715932200168839e-06,0.0030875,0.0016875,4.3662828953805084e-05,0.0001310292451772753,0.00022507756473497207,0.4955,0.3843625,-4.310649812006519e-05,1.558600126884865e-06,6.275431016448477e-05,2.0189536163199314e-05,1.56344402941784e-05,-0.753476245654693,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-6.136819718008975e-06,8.440820812842234e-05,0.15726249999999997,-0.0127625,False,False,False
240,0,e106_subject_prior_gate_ee8b22f4,subject_prior_gate,e95,mixmin,flip_benefit_best_top12,S3,0.75,12.0,12.0,12.0,12.0,0.0,0.8252725424981523,0.6081481481481482,-4.429678975855027e-08,2.7032621606371253e-05,0.4020864864798624,-2.4066782438714185e-05,-2.4066782438714185e-05,-3.0082972946932074e-05,-2.0635500748156232e-06,-2.0635500748156232e-06,-9.728734958747154e-06,-3.2331468858726176e-05,-3.2331468858726176e-05,-3.0082972946932074e-05,-3.7805328382489733e-05,-3.7805328382489733e-05,-3.0082972946932074e-05,-3.7805328382489733e-05,-2.0635500748156232e-06,3,3,241,-0.00017088154620692464,-0.00011373174180118184,-0.00015869971909809877,-6.0655941758358534e-05,-0.0003272483734800685,-0.00019395215761921353,-0.0002552177780365718,8.379021421850002e-06,0.75,0.9722222222222222,True,0.005176321792710791,0.0030151275357908794,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007256433905913457,0.0020948883464639127,0.3480563223557736,0.002638479278051542,9.56669367196547e-06,0.00037195663035800646,12,True,True,0.5072421784472769,0.6929347826086957,0.45836873406966866,0.4813620071684588,-1.9793258119710476e-05,-2.4957997069596126e-05,-1.8439888357838464e-05,-1.9080067021109864e-05,-4.48255811966195e-06,-9.6472970695476e-06,-3.1291883577899387e-06,-3.769367021061337e-06,1.1534784772053673e-05,1.3510327724945612e-05,8.584587666587174e-06,9.585076357234199e-06,False,12,14,36,-6.327070233637834e-05,0.0003086859280215756,8.186009760832182e-05,6.293424199312493e-07,0.064825,0.01795,-2.0532786030919174e-06,8.7164027745857e-05,0.00016043554230020675,0.6211875,0.3263875,-6.327070233637651e-05,-2.1930780668976293e-06,6.072498097460796e-05,1.1722733630934774e-05,1.3098863564274916e-05,-0.4762456546929317,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-7.223409498246565e-06,3.291021316769958e-05,0.28295,0.04897499999999999,False,False,False
92,0,e106_subject_prior_gate_6872de61,subject_prior_gate,e95,mixmin,subject_expected_best_top16,Q2+S3,0.75,16.0,16.0,16.0,14.0,2.0,0.8266044395862557,0.6294444444444445,-9.363777805807967e-07,2.6214954800227455e-05,0.44076804422039983,-2.40060605555259e-05,-2.40060605555259e-05,-2.858025148821941e-05,-2.2143522526718584e-06,-2.2143522526718584e-06,-1.0775002085017249e-05,-3.2290839150572737e-05,-3.2290839150572737e-05,-2.858025148821941e-05,-3.751299026322208e-05,-3.751299026322208e-05,-2.858025148821941e-05,-3.751299026322208e-05,-2.2143522526718584e-06,3,3,93,-0.00015568856038042922,-0.00010020671276067539,-0.00015776499835165603,-5.662896827790531e-05,-0.00032473230173497847,-0.0001906806350064419,-0.00025882593248386233,8.379021421850002e-06,0.75,0.9722222222222222,True,0.005140538789904285,0.0028898870259681073,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007195655083157095,0.0020892124494312886,0.3480563223557736,0.0026324013957759055,9.594553439007728e-06,0.00040773963316450976,16,True,True,0.5199884125144844,0.7119565217391305,0.47068819031435855,0.4967741935483871,-2.0058130428294087e-05,-2.587258861341836e-05,-1.8792183340357093e-05,-1.941873341719115e-05,-4.747430428245559e-06,-1.0561888613369832e-05,-3.4814833403085637e-06,-4.108033417142624e-06,1.1679493373976437e-05,1.2818495621677235e-05,8.552609471031893e-06,9.580215524120198e-06,False,16,20,30,-6.93485846120132e-05,0.0003383910485524445,7.939497226451337e-05,-2.059025477913792e-06,0.0574875,0.0222,-2.561930885326711e-06,7.89851217265859e-05,0.00016503629090642227,0.561,0.3481875,-6.087030604166945e-05,-4.629232131366694e-06,5.882133726017846e-05,1.1457861322351162e-05,1.324357216619768e-05,-0.46349942062572425,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-9.911777396091606e-06,3.0445087823891128e-05,0.22276250000000003,0.041637499999999994,False,False,False
169,0,e106_subject_prior_gate_45b53644,subject_prior_gate,e95,mixmin,support_prob_best_top12,S3,1.0,12.0,12.0,12.0,12.0,0.0,0.9296085858585861,0.6351851851851853,-2.7038750481242596e-07,3.36560512784292e-05,0.36936985183134174,-2.395659737952638e-05,-2.395659737952638e-05,-2.6218921463261324e-05,-1.585822575811413e-06,-1.585822575811413e-06,-8.642418458437717e-06,-3.231759818811408e-05,-3.231759818811408e-05,-2.6218921463261324e-05,-3.796637137454262e-05,-3.796637137454262e-05,-2.6218921463261324e-05,-3.796637137454262e-05,-1.585822575811413e-06,3,3,170,-0.00017244148683659977,-8.220139818393424e-05,-0.0001469544069586104,-6.0655941758358534e-05,-0.0002450311885037054,-0.00015284356513103198,-0.00017817809036545782,4.9499751098091703e-05,0.6388888888888888,0.9722222222222222,True,0.0050926896544407135,0.0027224150518456065,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007571737342086739,0.002338146679024805,0.3091813843830032,0.0026700096216688727,1.0480800681955409e-05,0.0004555887686280886,12,True,True,0.12977983777520277,0.17391304347826086,0.15250637213254037,0.14731182795698924,-9.298009104515795e-06,-8.185796757867421e-06,-1.1318392657547574e-05,-1.0713894423012087e-05,6.012690895532733e-06,7.1249032421811065e-06,3.992307342500952e-06,4.596805577036439e-06,1.5976656868019254e-05,1.6784758543886016e-05,1.0346542288470734e-05,1.230995857822673e-05,False,12,17,33,-3.174035871904914e-05,0.00042384840990898745,0.00013536372332462442,-3.4203180834370606e-07,0.0070875,0.003125,3.886450454714512e-05,0.0001317543025435916,0.00024097187641887574,0.4797375,0.41435,-3.1740358719048976e-05,6.133199077089963e-08,5.648934007264428e-05,2.2217982646129455e-05,1.7540735660240497e-05,-0.8537079953650059,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-8.19478372652152e-06,8.641383888400218e-05,0.14149999999999996,-0.0087625,False,False,False
204,0,e106_subject_prior_gate_1498527a,subject_prior_gate,e95,mixmin,flip_x_support_best_top16,S3,0.75,16.0,16.0,16.0,16.0,0.0,0.895853660893404,0.6216666666666667,7.342742497675546e-08,4.193482196787314e-05,0.4968506318570848,-2.3944552516530493e-05,-2.3944552516530493e-05,-2.858025148821941e-05,-6.281386560891278e-07,-6.281386560891278e-07,-8.074531281154762e-06,-3.288517729049811e-05,-3.288517729049811e-05,-2.858025148821941e-05,-3.832034160300424e-05,-3.832034160300424e-05,-2.858025148821941e-05,-3.832034160300424e-05,-6.281386560891278e-07,3,3,205,-0.00019063269845292496,-9.70504251543991e-05,-0.00015165317687948487,-6.0655941758358534e-05,-0.00027792257794952147,-0.00016928925985394,-0.00022755747524732525,8.379021421850002e-06,0.75,0.9722222222222222,True,0.005088658681966018,0.002708306648184169,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007423247072382336,0.002234276941857815,0.3480563223557736,0.0026551605946984295,9.795123730362378e-06,0.00045961974110277803,16,True,True,0.2783893395133256,0.391304347826087,0.2909940526762957,0.2949820788530466,-1.1821568733287308e-05,-1.2642348006952745e-05,-1.3252291734966433e-05,-1.2894076288556961e-05,3.4891312667612195e-06,2.6683519930957837e-06,2.058408265082095e-06,2.416623711491566e-06,1.5206287019596915e-05,1.632658151292275e-05,9.853994705416753e-06,1.1577613673427217e-05,False,16,20,30,-4.658938568948911e-05,0.0004130303554132369,0.00012647793566387174,8.937520351813185e-07,0.0043875,0.003225,3.762725066230382e-05,0.00012498850100946046,0.00021626568435834426,0.4922,0.37655,-4.658938568948885e-05,2.855873341043504e-06,6.500355576931469e-05,1.9694423017357943e-05,1.6770365811818158e-05,-0.7050984936268829,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-6.958999882996495e-06,7.75280512232495e-05,0.1539625,-0.0114625,False,False,False
4,0,e106_control_58b23ed1,control,e85,,,,,,,,,,,,,,,-2.387582191021309e-05,-2.387582191021309e-05,-2.8162218594363075e-05,-8.166578904234001e-06,-8.166578904234001e-06,-1.2504293572135339e-05,-2.9555162944894242e-05,-2.9555162944894242e-05,-2.8162218594363075e-05,-3.390572388162205e-05,-3.390572388162205e-05,-2.8162218594363075e-05,-3.390572388162205e-05,-8.166578904234001e-06,3,3,4,-0.0001303607473901458,-3.5200574068916524e-05,-0.0001613007295597213,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270106,9.759021446268342e-05,0.5833333333333334,0.9444444444444444,True,0.004748083752526344,0.003960784228165067,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007392011614654666,0.0024102306289520226,0.30341782887740576,0.00230043360777214,9.25476585901615e-06,0.0008189674907733517,445,False,False,0.03186558516801854,0.16304347826086957,0.03610875106202209,0.035842293906810034,-5.651556408258069e-06,-8.850320810508507e-06,-7.232390942225466e-06,-6.781068118597307e-06,9.659143591790456e-06,6.4603791895400206e-06,8.07830905782306e-06,8.52963188145122e-06,1.8271319049969094e-05,1.7170744942359612e-05,1.5381859587978614e-05,1.6357086636681434e-05,False,19,16,34,-2.8430608595503244e-05,7.333839536980258e-05,1.8100876001402696e-05,8.329156715441332e-06,0.0789,0.0028625,-2.790220781037637e-06,1.810791291172558e-05,3.932395235865591e-05,0.2556375,0.017175,-1.018962057138208e-05,7.726804765380006e-06,2.731713422981192e-05,2.586443534238718e-05,1.9835397842190336e-05,-0.9516222479721901,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,4.764047972635176e-07,-3.084900843921955e-05,-0.0826,0.06305,False,False,False
