view,model,pairs,mean_delta_loss,median_delta_loss,p10_delta_loss,mean_delta_tail_auc,median_delta_tail_auc,promoted_by_app,demoted_by_app,app_better_loss_rate,app_better_tail_auc_rate
latent_no_targetid_featnn1_appstate_inter,lr_l2_c0p10,624,-8.526946655080267e-05,-8.036076436172693e-05,-0.0004004374023298081,0.003713380132068417,0.0031960663523168398,22,3,0.6506410256410257,0.6875
latent_no_targetid_featnn1_appstory_inter,lr_l2_c0p10,624,-7.731166681578619e-05,-7.621861494796296e-05,-0.000408372856315587,0.0028600600657800353,0.0026661896114672234,22,6,0.6153846153846154,0.5625
latent_no_targetid_featnn1_appstate,hgb_shallow,624,-1.5101820210043064e-05,-5.933955069014718e-06,-0.00033242764146299686,0.0027776925797517206,0.0013023072565827576,38,44,0.5192307692307693,0.8125
latent_no_targetid_featnn1_appstate,lr_l2_c0p10,624,3.500339800337572e-05,9.928581394536007e-17,-0.00016576750343801525,-0.001539783242580927,-0.0011679755469419795,3,3,0.3685897435897436,0.4375
latent_no_targetid_featnn1_appstory_inter,hgb_shallow,624,-2.060066272068655e-05,3.673350324894843e-06,-0.0004951958810407397,0.002074210876592729,0.0009501424943182957,49,43,0.49198717948717946,0.5625
latent_no_targetid_featnn1_appstate_inter,hgb_shallow,624,1.8570287255144408e-05,1.4584515028524976e-05,-0.0003555181020222803,-0.0007714942243109701,0.00020375174886916314,44,42,0.47435897435897434,0.5
