candidate,file,role,focus_expected_delta_vs_e95,edge_fraction_of_e95_mixmin,surplus_to_tie_visible,surplus_to_tie_focus,direct_shape_e72_prob,direct_shape_e72_band,visible_e72_vs_e95_outcome,visible_e72_vs_mixmin_outcome,focus_e72_vs_e95_outcome,focus_e72_vs_mixmin_outcome
e172,submission_e172_vis_pos_all_keep0p25_d90f4407.csv,same_family_safety_after_tie_or_small_loss,-0.00011269522177585727,7.3605531932243515,0.0706130392381012,0.1018896326067461,8.742494629602907e-05,below_non_e72_p95,tie,branch_loss,micro_win,branch_loss
e176,submission_e176_abl_q2_to0p75_91e49725.csv,first_sensor_broad_q2_underopen,-0.0001233837345563,8.05866058089499,0.06176092078857,0.094836061629614,9.714770745969636e-05,below_non_e72_p95,small_loss,branch_loss,micro_win,branch_loss
e174,submission_e174_ro_fc_top75_to1p0_95638e73.csv,full_q2_reopen_max_edge_contrast,-0.00012436705421334305,8.122884924461252,0.0610812239671185,0.0942448721236483,9.695405431983098e-05,below_non_e72_p95,small_loss,branch_loss,micro_win,branch_loss
