story_id,source,mapped_family,split,mode,rep,null_delta_mean
commute_workday,human_social,mobility_context,subject5,row,0,0.0024251992264606886
commute_workday,human_social,mobility_context,subject5,row,1,0.0022539075984624618
commute_workday,human_social,mobility_context,subject5,row,2,0.0008909347847953576
commute_workday,human_social,mobility_context,subject5,row,3,0.0018409115268509524
commute_workday,human_social,mobility_context,subject5,row,4,0.0027690724421881585
commute_workday,human_social,mobility_context,subject5,row,5,-0.0004090395798631257
commute_workday,human_social,mobility_context,subject5,row,6,0.0015497484819090143
commute_workday,human_social,mobility_context,subject5,row,7,0.000942374757353402
commute_workday,human_social,mobility_context,subject5,row,8,0.003059982972802982
commute_workday,human_social,mobility_context,subject5,row,9,-0.00021245240433577704
commute_workday,human_social,mobility_context,subject5,row,10,0.002175154021099817
commute_workday,human_social,mobility_context,subject5,row,11,0.0015082226414384456
commute_workday,human_social,mobility_context,subject5,row,12,0.0031664195962443553
commute_workday,human_social,mobility_context,subject5,row,13,0.0011503480962713317
commute_workday,human_social,mobility_context,subject5,row,14,0.0015039300377956502
commute_workday,human_social,mobility_context,subject5,row,15,0.0029043417239110587
commute_workday,human_social,mobility_context,subject5,row,16,0.002642198868902934
commute_workday,human_social,mobility_context,subject5,row,17,-0.0013629774181905332
commute_workday,human_social,mobility_context,subject5,row,18,0.00036645291459317227
commute_workday,human_social,mobility_context,subject5,row,19,0.0009200160154882532
commute_workday,human_social,mobility_context,subject5,row,20,0.002331199235506652
commute_workday,human_social,mobility_context,subject5,row,21,0.003223169302607576
commute_workday,human_social,mobility_context,subject5,row,22,0.0013106240885496817
commute_workday,human_social,mobility_context,subject5,row,23,0.002315672046936596
commute_workday,human_social,mobility_context,subject5,row,24,0.002145010574798434
commute_workday,human_social,mobility_context,subject5,subject,0,0.0021298944718362023
commute_workday,human_social,mobility_context,subject5,subject,1,0.0024150398069284285
commute_workday,human_social,mobility_context,subject5,subject,2,0.0039640201895109195
commute_workday,human_social,mobility_context,subject5,subject,3,0.0017125776872638182
commute_workday,human_social,mobility_context,subject5,subject,4,-3.1221964081578387e-06
commute_workday,human_social,mobility_context,subject5,subject,5,0.0031437122586004556
commute_workday,human_social,mobility_context,subject5,subject,6,0.0014009321934199998
commute_workday,human_social,mobility_context,subject5,subject,7,0.001597903989426814
commute_workday,human_social,mobility_context,subject5,subject,8,0.0022464597583701862
commute_workday,human_social,mobility_context,subject5,subject,9,0.0006082959997783442
commute_workday,human_social,mobility_context,subject5,subject,10,0.0016334553989568418
commute_workday,human_social,mobility_context,subject5,subject,11,0.002390339515294802
commute_workday,human_social,mobility_context,subject5,subject,12,0.007699332335640574
commute_workday,human_social,mobility_context,subject5,subject,13,0.0014123305676790401
commute_workday,human_social,mobility_context,subject5,subject,14,0.0011298139897214826
commute_workday,human_social,mobility_context,subject5,subject,15,0.0018039291197164012
commute_workday,human_social,mobility_context,subject5,subject,16,0.005680956031932923
commute_workday,human_social,mobility_context,subject5,subject,17,0.002356602716294406
commute_workday,human_social,mobility_context,subject5,subject,18,0.004175255308241778
commute_workday,human_social,mobility_context,subject5,subject,19,0.0027788508336686096
commute_workday,human_social,mobility_context,subject5,subject,20,0.0020993809768373095
commute_workday,human_social,mobility_context,subject5,subject,21,0.0013173336717027093
commute_workday,human_social,mobility_context,subject5,subject,22,0.003471996510994676
commute_workday,human_social,mobility_context,subject5,subject,23,0.0045625487054013715
commute_workday,human_social,mobility_context,subject5,subject,24,0.0012894143970251712
commute_workday,human_social,mobility_context,subject5,dateblock,0,0.005870317263838053
commute_workday,human_social,mobility_context,subject5,dateblock,1,0.0012191436575436404
commute_workday,human_social,mobility_context,subject5,dateblock,2,0.002847501506368366
commute_workday,human_social,mobility_context,subject5,dateblock,3,0.006886071088086666
commute_workday,human_social,mobility_context,subject5,dateblock,4,0.006422088516439979
commute_workday,human_social,mobility_context,subject5,dateblock,5,-0.0018730942435779552
commute_workday,human_social,mobility_context,subject5,dateblock,6,0.001732463039295021
commute_workday,human_social,mobility_context,subject5,dateblock,7,0.005427843961018348
commute_workday,human_social,mobility_context,subject5,dateblock,8,0.003664318062871295
commute_workday,human_social,mobility_context,subject5,dateblock,9,0.0064422970835671545
commute_workday,human_social,mobility_context,subject5,dateblock,10,0.002487236761137585
commute_workday,human_social,mobility_context,subject5,dateblock,11,0.002040396784921707
commute_workday,human_social,mobility_context,subject5,dateblock,12,0.007164209462295948
commute_workday,human_social,mobility_context,subject5,dateblock,13,0.001444965430378975
commute_workday,human_social,mobility_context,subject5,dateblock,14,0.005065336331245777
