basename,source_path,recipe,source_note,seed_count,seed_basenames,weight,nonzero_rows,nonzero_cells,mean_abs_delta,max_abs_delta,l1_delta,signed_delta_sum,q_abs_share,s_abs_share,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,dateblock_p90_dominance,q_s_swap_p90_dominance,row_p90_dominance,sign_flip_p90_dominance,subject_p90_dominance,target_perm_p90_dominance,public_free_submission_ready,final_decision
submission_e314_humanready_single_rank1_kall_w8_0_aa0e9343.csv,analysis_outputs/submission_e314_humanready_single_rank1_kall_w8_0_aa0e9343.csv,single_human_ready_lift,amplify one E313 human-ready safe-but-too-small seed,1,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,8.0,3,3,0.00026923690155279814,0.2745744530611631,0.4711645777173967,0.4711645777173967,1.0,0.0,0.0,0.0,0.4711645777173967,0.0,0.0,0.0,0.0,too_small_to_submit,False,True,-5.055784893057361e-05,-6.288294963522911e-05,-3.502413878428922e-05,1.0,-0.0049549463110666325,too_small_to_submit,False,-5.055784893057361e-05,-6.288294963522911e-05,-3.502413878428922e-05,1.0,26,0.0,0.34615384615384615,0.19230769230769232,0.0,0.5,1.0,0.0,1.0,0.0,0.6666666666666666,False,too_small_to_submit
submission_e314_humanready_single_rank1_k5_w8_0_aa0e9343.csv,analysis_outputs/submission_e314_humanready_single_rank1_k5_w8_0_aa0e9343.csv,single_human_ready_lift,amplify one E313 human-ready safe-but-too-small seed,1,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,8.0,3,3,0.00026923690155279814,0.2745744530611631,0.4711645777173967,0.4711645777173967,1.0,0.0,0.0,0.0,0.4711645777173967,0.0,0.0,0.0,0.0,too_small_to_submit,False,True,-5.055784893057361e-05,-6.288294963522911e-05,-3.502413878428922e-05,1.0,-0.0049549463110666325,too_small_to_submit,False,-5.055784893057361e-05,-6.288294963522911e-05,-3.502413878428922e-05,1.0,26,0.0,0.3076923076923077,0.19230769230769232,0.0,0.16666666666666666,1.0,0.0,1.0,0.0,0.8333333333333334,False,too_small_to_submit
submission_e314_humanready_single_rank1_k20_w8_0_aa0e9343.csv,analysis_outputs/submission_e314_humanready_single_rank1_k20_w8_0_aa0e9343.csv,single_human_ready_lift,amplify one E313 human-ready safe-but-too-small seed,1,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,8.0,3,3,0.00026923690155279814,0.2745744530611631,0.4711645777173967,0.4711645777173967,1.0,0.0,0.0,0.0,0.4711645777173967,0.0,0.0,0.0,0.0,too_small_to_submit,False,True,-5.055784893057361e-05,-6.288294963522911e-05,-3.502413878428922e-05,1.0,-0.0049549463110666325,too_small_to_submit,False,-5.055784893057361e-05,-6.288294963522911e-05,-3.502413878428922e-05,1.0,26,0.0,0.3076923076923077,0.19230769230769232,0.0,0.16666666666666666,1.0,0.0,1.0,0.0,0.8333333333333334,False,too_small_to_submit
submission_e314_humanready_single_rank1_k3_w8_0_aa0e9343.csv,analysis_outputs/submission_e314_humanready_single_rank1_k3_w8_0_aa0e9343.csv,single_human_ready_lift,amplify one E313 human-ready safe-but-too-small seed,1,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,8.0,3,3,0.00026923690155279814,0.2745744530611631,0.4711645777173967,0.4711645777173967,1.0,0.0,0.0,0.0,0.4711645777173967,0.0,0.0,0.0,0.0,too_small_to_submit,False,True,-5.055784893057361e-05,-6.288294963522911e-05,-3.502413878428922e-05,1.0,-0.0049549463110666325,too_small_to_submit,False,-5.055784893057361e-05,-6.288294963522911e-05,-3.502413878428922e-05,1.0,26,0.0,0.34615384615384615,0.15384615384615385,0.0,0.16666666666666666,1.0,0.0,1.0,0.0,1.0,False,too_small_to_submit
submission_e314_humanready_single_rank1_k12_w8_0_aa0e9343.csv,analysis_outputs/submission_e314_humanready_single_rank1_k12_w8_0_aa0e9343.csv,single_human_ready_lift,amplify one E313 human-ready safe-but-too-small seed,1,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,8.0,3,3,0.00026923690155279814,0.2745744530611631,0.4711645777173967,0.4711645777173967,1.0,0.0,0.0,0.0,0.4711645777173967,0.0,0.0,0.0,0.0,too_small_to_submit,False,True,-5.055784893057361e-05,-6.288294963522911e-05,-3.502413878428922e-05,1.0,-0.0049549463110666325,too_small_to_submit,False,-5.055784893057361e-05,-6.288294963522911e-05,-3.502413878428922e-05,1.0,26,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.0,0.5,1.0,0.0,1.0,0.0,0.8333333333333334,False,too_small_to_submit
submission_e314_humanready_single_rank2_kall_w18_0_6b6edf9b.csv,analysis_outputs/submission_e314_humanready_single_rank2_kall_w18_0_6b6edf9b.csv,single_human_ready_lift,amplify one E313 human-ready safe-but-too-small seed,1,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_03ccfe02.csv,18.0,3,3,0.0003444335609719261,0.35,0.6027587317008707,0.6027587317008707,1.0,0.0,0.0,0.0,0.6027587317008707,0.0,0.0,0.0,0.0,too_small_to_submit,False,True,-7.252438630639289e-05,-9.185308046703405e-05,-4.760297429741659e-05,1.0,-0.006328816730054809,too_small_to_submit,False,-7.252438630639289e-05,-9.185308046703405e-05,-4.760297429741659e-05,1.0,26,0.23076923076923078,0.7307692307692307,0.23076923076923078,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,False,too_small_to_submit
submission_e314_humanready_single_rank2_k12_w18_0_6b6edf9b.csv,analysis_outputs/submission_e314_humanready_single_rank2_k12_w18_0_6b6edf9b.csv,single_human_ready_lift,amplify one E313 human-ready safe-but-too-small seed,1,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_03ccfe02.csv,18.0,3,3,0.0003444335609719261,0.35,0.6027587317008707,0.6027587317008707,1.0,0.0,0.0,0.0,0.6027587317008707,0.0,0.0,0.0,0.0,too_small_to_submit,False,True,-7.252438630639289e-05,-9.185308046703405e-05,-4.760297429741659e-05,1.0,-0.006328816730054809,too_small_to_submit,False,-7.252438630639289e-05,-9.185308046703405e-05,-4.760297429741659e-05,1.0,26,0.2692307692307692,0.6538461538461539,0.3076923076923077,0.16666666666666666,0.5,1.0,0.16666666666666666,1.0,0.8333333333333334,1.0,False,too_small_to_submit
submission_e314_humanready_single_rank2_k8_w18_0_6b6edf9b.csv,analysis_outputs/submission_e314_humanready_single_rank2_k8_w18_0_6b6edf9b.csv,single_human_ready_lift,amplify one E313 human-ready safe-but-too-small seed,1,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_03ccfe02.csv,18.0,3,3,0.0003444335609719261,0.35,0.6027587317008707,0.6027587317008707,1.0,0.0,0.0,0.0,0.6027587317008707,0.0,0.0,0.0,0.0,too_small_to_submit,False,True,-7.252438630639289e-05,-9.185308046703405e-05,-4.760297429741659e-05,1.0,-0.006328816730054809,too_small_to_submit,False,-7.252438630639289e-05,-9.185308046703405e-05,-4.760297429741659e-05,1.0,26,0.2692307692307692,0.5769230769230769,0.23076923076923078,0.16666666666666666,0.6666666666666666,1.0,0.5,1.0,0.16666666666666666,0.8333333333333334,False,too_small_to_submit
submission_e314_humanready_single_rank2_k3_w18_0_6b6edf9b.csv,analysis_outputs/submission_e314_humanready_single_rank2_k3_w18_0_6b6edf9b.csv,single_human_ready_lift,amplify one E313 human-ready safe-but-too-small seed,1,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_03ccfe02.csv,18.0,3,3,0.0003444335609719261,0.35,0.6027587317008707,0.6027587317008707,1.0,0.0,0.0,0.0,0.6027587317008707,0.0,0.0,0.0,0.0,too_small_to_submit,False,True,-7.252438630639289e-05,-9.185308046703405e-05,-4.760297429741659e-05,1.0,-0.006328816730054809,too_small_to_submit,False,-7.252438630639289e-05,-9.185308046703405e-05,-4.760297429741659e-05,1.0,26,0.34615384615384615,0.5769230769230769,0.3076923076923077,0.16666666666666666,0.6666666666666666,1.0,0.16666666666666666,1.0,0.3333333333333333,1.0,False,too_small_to_submit
submission_e314_humanready_single_rank2_k20_w18_0_6b6edf9b.csv,analysis_outputs/submission_e314_humanready_single_rank2_k20_w18_0_6b6edf9b.csv,single_human_ready_lift,amplify one E313 human-ready safe-but-too-small seed,1,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_03ccfe02.csv,18.0,3,3,0.0003444335609719261,0.35,0.6027587317008707,0.6027587317008707,1.0,0.0,0.0,0.0,0.6027587317008707,0.0,0.0,0.0,0.0,too_small_to_submit,False,True,-7.252438630639289e-05,-9.185308046703405e-05,-4.760297429741659e-05,1.0,-0.006328816730054809,too_small_to_submit,False,-7.252438630639289e-05,-9.185308046703405e-05,-4.760297429741659e-05,1.0,26,0.38461538461538464,0.5384615384615384,0.2692307692307692,0.16666666666666666,0.5,1.0,0.16666666666666666,1.0,0.3333333333333333,1.0,False,too_small_to_submit
submission_e314_humanready_single_rank2_k5_w18_0_6b6edf9b.csv,analysis_outputs/submission_e314_humanready_single_rank2_k5_w18_0_6b6edf9b.csv,single_human_ready_lift,amplify one E313 human-ready safe-but-too-small seed,1,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_03ccfe02.csv,18.0,3,3,0.0003444335609719261,0.35,0.6027587317008707,0.6027587317008707,1.0,0.0,0.0,0.0,0.6027587317008707,0.0,0.0,0.0,0.0,too_small_to_submit,False,True,-7.252438630639289e-05,-9.185308046703405e-05,-4.760297429741659e-05,1.0,-0.006328816730054809,too_small_to_submit,False,-7.252438630639289e-05,-9.185308046703405e-05,-4.760297429741659e-05,1.0,26,0.5,0.46153846153846156,0.15384615384615385,0.0,0.5,1.0,0.0,1.0,0.16666666666666666,1.0,False,too_small_to_submit
submission_e314_humanready_single_rank7_k5_w18_0_6a6bbca7.csv,analysis_outputs/submission_e314_humanready_single_rank7_k5_w18_0_6a6bbca7.csv,single_human_ready_lift,amplify one E313 human-ready safe-but-too-small seed,1,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_swap_low_high_top3_80ab918c.csv,18.0,5,5,0.0004890578462946651,0.35,0.855851231015664,0.5974470170694818,1.0,0.0,0.0,0.0,0.855851231015664,0.0,0.0,0.0,0.0,too_small_to_submit,False,True,-7.283007059311499e-05,-9.293323903676353e-05,-4.723238355473741e-05,1.0,-0.005812719667738442,too_small_to_submit,False,-7.283007059311499e-05,-9.293323903676353e-05,-4.723238355473741e-05,1.0,26,0.5,0.38461538461538464,0.23076923076923078,0.0,0.3333333333333333,1.0,0.16666666666666666,1.0,0.0,0.8333333333333334,False,too_small_to_submit
