candidate_id,basename,source_path,policy_id,split,model,top_frac,train_actual_delta,train_dominance,train_min_mode_dominance,test_available_cells,test_selected_cells,changed_cells_vs_current,l1_logit_delta_vs_current,max_abs_logit_delta_vs_current,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,public_free_submission_ready,final_decision
q3_only_subject_oof_lr_l1_tf70,submission_e287_rowalign_q3_only_subject_oof_lr_l1_tf70_5fc12bc2.csv,analysis_outputs/submission_e287_rowalign_q3_only_subject_oof_lr_l1_tf70_5fc12bc2.csv,q3_only,subject_oof,lr_l1,0.7,-0.0009785420193992866,0.9,0.7833333333333333,152,106,80,4.227503457564285,0.09000000000000075,too_small_to_submit,False,-5.107008592066334e-05,-6.489549414546552e-05,-3.497272468265565e-05,1.0,-0.006925449369068248,21,0.047619047619047616,0.7142857142857143,0.09523809523809523,0.42857142857142855,False,too_small_to_submit
mobility_q3_dateblock_oof_hgb_shallow_tf70,submission_e287_rowalign_mobility_q3_dateblock_oof_hgb_shallow_tf70_c4b98b06.csv,analysis_outputs/submission_e287_rowalign_mobility_q3_dateblock_oof_hgb_shallow_tf70_c4b98b06.csv,mobility_q3,dateblock_oof,hgb_shallow,0.7,-0.0002537692965077776,0.9222222222222223,0.8666666666666667,49,34,30,1.9395161371357688,0.09000000000000075,below_selector_resolution,False,3.78693233461063e-05,1.5535096657766138e-05,5.152528013441894e-05,0.0,0.0014596313339430844,21,0.0,0.0,0.0,0.0,False,below_selector_resolution
mobility_q3_dateblock_oof_lr_l2_tf70,submission_e287_rowalign_mobility_q3_dateblock_oof_lr_l2_tf70_1c3bd91e.csv,analysis_outputs/submission_e287_rowalign_mobility_q3_dateblock_oof_lr_l2_tf70_1c3bd91e.csv,mobility_q3,dateblock_oof,lr_l2,0.7,-0.00021395032349369458,0.8444444444444444,0.7833333333333333,49,34,30,1.9761138358818506,0.09000000000000075,below_selector_resolution,False,6.009741050767707e-05,3.064347976481909e-05,7.8695583724239e-05,0.0,0.002200689939127698,21,0.0,0.23809523809523808,0.23809523809523808,0.0,False,below_selector_resolution
