pair,new,base,moved_cells,moved_rows,mean_abs_logit_delta,max_abs_logit_delta,top1_abs_logit,top5_abs_logit,top1_share,top5_share,target_abs_share,cosine_vs_e154_from_e95,cosine_vs_e224_clean_from_e95,cosine_vs_e230_swing25_from_e95,cosine_vs_e230_risk21_from_e95
e237_cell25_vs_e95,e237_cell25,e95,522,245,0.008912000166863478,0.16929496819948486,0.16929496819948486,0.741790572505729,0.010855024687721038,0.047562872442731656,Q3:0.466410;S4:0.415839;Q1:0.052856;S3:0.034513;S2:0.030382;S1:0.000000;Q2:0.000000,0.3369262184130225,0.8915007885069273,0.9051252929820258,0.9068659948335337
e237_cell25_vs_e224_clean,e237_cell25,e224_clean,25,25,0.0013260912345962948,0.17209235472968332,0.17209235472968332,0.7605711291145514,0.07415665366862886,0.3277391950426802,Q3:1.000000;S4:0.000000;Q1:0.000000;Q2:0.000000;S1:0.000000;S2:0.000000;S3:0.000000,0.3369262184130225,0.8915007885069273,0.9051252929820258,0.9068659948335337
e237_cell25_vs_e154,e237_cell25,e154,330,235,0.007309666696530101,0.15426198391220963,0.15426198391220963,0.7286076098037004,0.012059333038336194,0.056958439130987276,Q3:0.517813;S4:0.482187;Q1:0.000000;S3:0.000000;Q2:0.000000;S1:0.000000;S2:0.000000,0.3369262184130225,0.8915007885069273,0.9051252929820258,0.9068659948335337
e237_cell25_vs_e230_swing25,e237_cell25,e230_swing25,24,24,0.0011220012387194594,0.15426198391220963,0.15426198391220963,0.6008497940016038,0.07856471281020735,0.30600923384126133,Q3:1.000000;Q1:0.000000;Q2:0.000000;S1:0.000000;S2:0.000000;S3:0.000000;S4:0.000000,0.3369262184130225,0.8915007885069273,0.9051252929820258,0.9068659948335337
e237_cell25_vs_e230_risk21,e237_cell25,e230_risk21,24,24,0.0011028005356079546,0.15426198391220963,0.15426198391220963,0.6607217471842086,0.07993259183909975,0.3423604468029411,Q3:1.000000;Q1:0.000000;Q2:0.000000;S1:0.000000;S2:0.000000;S3:0.000000;S4:0.000000,0.3369262184130225,0.8915007885069273,0.9051252929820258,0.9068659948335337
e224_clean_vs_e95,e224_clean,e95,534,250,0.010191853653868592,0.17209235472968332,0.17209235472968332,0.8133966779496581,0.009648734347714547,0.045604864185730565,Q3:0.533416;S4:0.363619;Q1:0.046219;S3:0.030179;S2:0.026567;S1:0.000000;Q2:0.000000,0.31635023973769466,1.0,0.8571148867277388,0.9022415976524579
e224_clean_vs_e154,e224_clean,e154,355,250,0.008635757931126389,0.17209235472968332,0.17209235472968332,0.7869171220694582,0.011387360461148927,0.05207034871555065,Q3:0.591856;S4:0.408144;Q1:0.000000;S3:0.000000;Q2:0.000000;S1:0.000000;S2:0.000000,0.31635023973769466,1.0,0.8571148867277388,0.9022415976524579
e230_swing25_vs_e224_clean,e230_swing25,e224_clean,25,25,0.0015587455795662189,0.17209235472968332,0.17209235472968332,0.7805452178819254,0.06308822280306217,0.2861440921704462,Q3:1.000000;S4:0.000000;Q1:0.000000;Q2:0.000000;S1:0.000000;S2:0.000000;S3:0.000000,0.3664014477780695,0.8571148867277388,0.9999999999999999,0.9058310940156842
e230_risk21_vs_e224_clean,e230_risk21,e224_clean,21,21,0.0011473995538245434,0.17209235472968332,0.17209235472968332,0.7632190613110947,0.08570553133751654,0.38009878637162603,Q3:1.000000;S4:0.000000;Q1:0.000000;Q2:0.000000;S1:0.000000;S2:0.000000;S3:0.000000,0.31569726206170745,0.9022415976524579,0.9058310940156842,1.0
e230_risk13_vs_e224_clean,e230_risk13,e224_clean,13,13,0.0008379386662573875,0.17209235472968332,0.17209235472968332,0.7632190613110947,0.11735762100129118,0.5204738669477876,Q3:1.000000;S4:0.000000;Q1:0.000000;Q2:0.000000;S1:0.000000;S2:0.000000;S3:0.000000,0.3207114802854333,0.9210754857553128,0.914270628608103,0.9792655382607621
