feature_block,task,heldout_experiment,n_valid,positive_rate,auc,average_precision,pred_mean,mae,spearman
geometry_only,null_strict_rate,e301,1,,,,0.20011255106432024,0.03605005106432024,
geometry_only,null_strict_rate,e303,12,,,,0.9040296020137113,0.2698198168140933,-0.4409342521371097
geometry_only,null_strict_rate,e305,14,,,,0.42459864189542046,0.30307992953315094,0.6932259021534198
geometry_only,null_strict_rate,e306,20,,,,0.3593052745923635,0.3610072254076365,0.6411218721687646
geometry_only,null_strict_rate,e307,22,,,,1.181029400190623,0.4432489877411148,
geometry_only,null_strict_rate,e310,42,,,,0.46565918083163077,0.10750085197875563,0.774498996574702
geometry_only,null_strict_rate,e311,37,,,,0.7163759186864443,0.136875488305825,0.518776076742792
geometry_only,null_strict_rate,__global_oof__,1383,,,,0.27789165036406227,0.17514981102707516,0.7890753492534549
geometry_only,readiness_distance,e279,66,,,,-0.5408801242207493,3.770230964709893,0.07521214082594029
geometry_only,readiness_distance,e284,9,,,,2.0673876888617624,0.6038145329675554,-0.45
geometry_only,readiness_distance,e285,158,,,,1.9276928866045477,0.9168250330464395,-0.06424343471375611
geometry_only,readiness_distance,e286,533,,,,1.6102186232770768,0.8087450982013419,-0.1250536326692736
geometry_only,readiness_distance,e287,3,,,,1.457645106667749,0.6026757016290136,0.5
geometry_only,readiness_distance,e289,28,,,,1.7881567102046145,0.5258268078185265,0.3878472733733999
geometry_only,readiness_distance,e290,48,,,,1.8143056495816925,0.554189970617054,-0.334538195353609
geometry_only,readiness_distance,e291,40,,,,1.7904112725174641,0.3428523337537297,0.6399249530977499
geometry_only,readiness_distance,e292,56,,,,0.6417640401979818,0.925011989715058,0.39596546996915755
geometry_only,readiness_distance,e293,64,,,,2.2040231869404763,1.0063928660994566,0.2779224542395024
geometry_only,readiness_distance,e297,39,,,,1.4222515731019507,0.409544337126032,0.22489878542510125
geometry_only,readiness_distance,e299,71,,,,0.9248525605457363,0.38601526647930584,-0.34723291649516014
geometry_only,readiness_distance,e300,120,,,,1.488188611137077,0.4292770665209966,0.6239000319925155
geometry_only,readiness_distance,e301,1,,,,1.5262792749680898,0.9536230249680898,
geometry_only,readiness_distance,e303,12,,,,1.7610044652725663,1.1037127986058997,-0.7062937062937064
geometry_only,readiness_distance,e305,14,,,,1.1648762330413105,0.5819987669586896,0.08370064357144787
geometry_only,readiness_distance,e306,20,,,,1.0773139136062526,0.342581607439875,0.08273787723132078
geometry_only,readiness_distance,e307,22,,,,2.332874329331037,0.4796894827058036,0.09830510043491784
geometry_only,readiness_distance,e310,42,,,,1.8544888430468485,1.065692204096725,-0.40102168196211446
geometry_only,readiness_distance,e311,37,,,,1.0871154397420832,0.365889486594874,-0.1284591719534252
geometry_only,readiness_distance,__global_oof__,1383,,,,1.493517000430831,0.8649210240699347,0.027462454955550705
geometry_only,actual_p90,e279,66,,,,0.0002984093472858068,5.4849797951541285e-05,0.9993319973279893
geometry_only,actual_p90,e284,9,,,,0.00010254274015845893,1.1746203123580829e-05,0.9666666666666667
geometry_only,actual_p90,e285,158,,,,2.8429343404832675e-05,1.734696376176039e-05,0.9916544840794755
geometry_only,actual_p90,e286,533,,,,3.429918268042324e-05,2.3278661859924834e-05,0.9850738319965652
geometry_only,actual_p90,e287,3,,,,6.354836861308284e-05,3.179898888774875e-05,1.0
geometry_only,actual_p90,e289,28,,,,5.815650471775531e-07,7.095768027708852e-05,0.9917898193760263
geometry_only,actual_p90,e290,48,,,,-1.7866029749679843e-05,7.808168046460147e-05,0.978072079895788
geometry_only,actual_p90,e291,40,,,,3.1751576748417343e-05,4.5834308600425306e-05,0.9904315196998127
geometry_only,actual_p90,e292,56,,,,8.197785413642719e-05,5.9716170156478306e-05,0.9569142388182192
geometry_only,actual_p90,e293,64,,,,-0.0001457806783668801,2.8288335211050877e-05,0.9835581304815771
geometry_only,actual_p90,e297,39,,,,-0.00013252919485403836,1.3120961372584464e-05,0.9809716599190283
geometry_only,actual_p90,e299,71,,,,-0.00021849803359733387,2.966799535716741e-05,0.8993033141103608
geometry_only,actual_p90,e300,120,,,,-7.712104431091821e-05,1.1450968940024961e-05,0.8647530879202158
geometry_only,actual_p90,e301,1,,,,-5.510765449781112e-05,3.800203734477501e-06,
geometry_only,actual_p90,e303,12,,,,-6.514320595842926e-05,4.964948906187713e-06,0.7272727272727274
geometry_only,actual_p90,e305,14,,,,-8.425016707489866e-05,1.3299300551983345e-05,0.9648351648351648
geometry_only,actual_p90,e306,20,,,,-7.984715769784637e-05,7.54092231329601e-06,0.9714285714285714
geometry_only,actual_p90,e307,22,,,,-0.0001125589173412684,3.099365987920886e-05,0.7447769621682666
geometry_only,actual_p90,e310,42,,,,-0.00011476791354774625,2.4079815187842076e-05,0.957821807033914
geometry_only,actual_p90,e311,37,,,,-0.0003223894728636949,1.3442687439784423e-05,0.9898019684572512
geometry_only,actual_p90,__global_oof__,1383,,,,-9.763798823797825e-06,2.7675672750123467e-05,0.9623912339243117
full_safe,null_common,e279,66,0.24242424242424243,0.97625,0.9630055147058824,0.222080477550696,,
full_safe,null_common,e284,9,0.0,,,0.008425514235572213,,
full_safe,null_common,e285,158,0.0,,,0.02710719848935726,,
full_safe,null_common,e286,533,0.0,,,0.02245740807582186,,
full_safe,null_common,e287,3,0.0,,,0.06837947412916803,,
full_safe,null_common,e289,28,0.42857142857142855,1.0,1.0,0.0828869738868412,,
full_safe,null_common,e290,48,0.7083333333333334,1.0,1.0,0.7796468119059718,,
full_safe,null_common,e291,40,0.45,1.0,1.0,0.44721887600128607,,
full_safe,null_common,e292,56,0.2857142857142857,0.98125,0.9522893772893772,0.2946602020734002,,
full_safe,null_common,e293,64,0.75,1.0,1.0000000000000002,0.8071687618002686,,
full_safe,null_common,e297,39,0.5128205128205128,1.0,1.0000000000000002,0.5854570931540246,,
full_safe,null_common,e299,71,0.6619718309859155,0.99822695035461,0.9991040440621701,0.7428139762846294,,
full_safe,null_common,e300,120,0.7,0.8878968253968254,0.8849493040288274,0.9218210764322693,,
full_safe,null_common,e301,1,0.0,,,0.3725738826442941,,
full_safe,null_common,e303,12,0.9166666666666666,0.45454545454545453,0.9406172110717566,0.9741587157312983,,
full_safe,null_common,e305,14,1.0,,,0.9374569023802355,,
full_safe,null_common,e306,20,1.0,,,0.8707390851269714,,
full_safe,null_common,e307,22,1.0,,,0.9989455096309652,,
full_safe,null_common,e310,42,0.5714285714285714,0.9907407407407407,0.9940476190476191,0.5541112042167458,,
full_safe,null_common,e311,37,0.7567567567567568,1.0,1.0,0.851247561331397,,
full_safe,null_common,__global_oof__,1383,0.2993492407809111,0.9820647811629101,0.9624571002812052,0.3344337391705706,,
full_safe,null_rare,e279,66,0.696969696969697,0.9380434782608695,0.9672249286306767,0.7098922808795649,,
full_safe,null_rare,e284,9,1.0,,,0.9844567011111517,,
full_safe,null_rare,e285,158,1.0,,,0.9314112081293543,,
full_safe,null_rare,e286,533,1.0,,,0.9656458116527092,,
full_safe,null_rare,e287,3,1.0,,,0.7733398166765003,,
full_safe,null_rare,e289,28,0.5357142857142857,0.9384615384615385,0.913506956006956,0.43751919100151665,,
full_safe,null_rare,e290,48,0.25,1.0,1.0,0.2923099272617813,,
full_safe,null_rare,e291,40,0.55,1.0,1.0,0.5397864851364214,,
full_safe,null_rare,e292,56,0.6785714285714286,0.9985380116959064,0.9993252361673414,0.6905311948063853,,
full_safe,null_rare,e293,64,0.21875,1.0,0.9999999999999998,0.24876662549226006,,
full_safe,null_rare,e297,39,0.4358974358974359,0.9786096256684491,0.9729987454218014,0.340239267513527,,
full_safe,null_rare,e299,71,0.29577464788732394,0.998095238095238,0.9955679241393531,0.21611142828403232,,
full_safe,null_rare,e300,120,0.25,0.937037037037037,0.8207471208814552,0.038644366626709156,,
full_safe,null_rare,e301,1,0.0,,,0.4145070881200073,,
full_safe,null_rare,e303,12,0.0,,,0.014437317919118918,,
full_safe,null_rare,e305,14,0.0,,,0.03151282836742569,,
full_safe,null_rare,e306,20,0.0,,,0.05469367082897645,,
full_safe,null_rare,e307,22,0.0,,,0.002329010082208899,,
full_safe,null_rare,e310,42,0.21428571428571427,0.936026936026936,0.7075056116722784,0.4081609020744745,,
full_safe,null_rare,e311,37,0.08108108108108109,0.946078431372549,0.7777777777777777,0.0516857733732596,,
full_safe,null_rare,__global_oof__,1383,0.6724511930585684,0.9816456597593107,0.9874255069432955,0.6340047993298331,,
full_safe,visible_null_common,e279,66,0.19696969696969696,1.0,1.0,0.20208652538325567,,
full_safe,visible_null_common,e284,9,0.0,,,0.005746262154474508,,
full_safe,visible_null_common,e285,158,0.0,,,0.013321002746751123,,
full_safe,visible_null_common,e286,533,0.0,,,0.013513753296185888,,
full_safe,visible_null_common,e287,3,0.0,,,0.04672521790928033,,
full_safe,visible_null_common,e289,28,0.42857142857142855,1.0,1.0,0.0820763432503216,,
full_safe,visible_null_common,e290,48,0.6875,1.0,1.0,0.7533782013359837,,
full_safe,visible_null_common,e291,40,0.45,1.0,1.0,0.44531597465064277,,
full_safe,visible_null_common,e292,56,0.2857142857142857,0.9812500000000001,0.9524527759821877,0.29970260525828113,,
full_safe,visible_null_common,e293,64,0.75,1.0,1.0,0.7799723028901968,,
full_safe,visible_null_common,e297,39,0.5128205128205128,1.0,1.0000000000000002,0.5589401113440385,,
full_safe,visible_null_common,e299,71,0.6619718309859155,0.999113475177305,0.9995567375886527,0.711565774423043,,
full_safe,visible_null_common,e300,120,0.6916666666666667,0.8987300553565614,0.8856474631309248,0.9095004798068812,,
full_safe,visible_null_common,e301,1,0.0,,,0.13585115185571292,,
full_safe,visible_null_common,e303,12,0.9166666666666666,0.45454545454545453,0.9406172110717566,0.979073141378934,,
full_safe,visible_null_common,e305,14,1.0,,,0.8942271766368747,,
full_safe,visible_null_common,e306,20,1.0,,,0.7079307777356382,,
full_safe,visible_null_common,e307,22,1.0,,,0.9992228035250004,,
full_safe,visible_null_common,e310,42,0.5476190476190477,1.0,1.0,0.5545800422867241,,
full_safe,visible_null_common,e311,37,0.7567567567567568,1.0,1.0,0.7769521536687093,,
full_safe,visible_null_common,__global_oof__,1383,0.2950108459869848,0.9876797385620916,0.9670765936735299,0.3180452386757129,,
full_safe,action_cliff,e279,66,0.19696969696969696,1.0,1.0,0.2047094503205997,,
full_safe,action_cliff,e284,9,0.0,,,0.005266172530211808,,
full_safe,action_cliff,e285,158,0.0,,,0.012546920351222231,,
full_safe,action_cliff,e286,533,0.0,,,0.012862340916081107,,
full_safe,action_cliff,e287,3,0.0,,,0.04621552956948771,,
full_safe,action_cliff,e289,28,0.42857142857142855,1.0,1.0,0.2174882282023587,,
full_safe,action_cliff,e290,48,0.6875,1.0,1.0,0.7394203824911334,,
full_safe,action_cliff,e291,40,0.45,1.0,1.0,0.4523332018101257,,
full_safe,action_cliff,e292,56,0.32142857142857145,1.0,1.0,0.30206606111116985,,
full_safe,action_cliff,e293,64,0.75,1.0,1.0,0.755239633159003,,
full_safe,action_cliff,e297,39,0.5128205128205128,1.0,1.0000000000000002,0.543854467196871,,
full_safe,action_cliff,e299,71,0.6901408450704225,1.0,1.0000000000000002,0.7118263755783205,,
full_safe,action_cliff,e300,120,0.7166666666666667,0.9716142270861833,0.9655214709792217,0.9167753276319188,,
full_safe,action_cliff,e301,1,0.0,,,0.11909725482305188,,
full_safe,action_cliff,e303,12,1.0,,,0.9807690276619742,,
full_safe,action_cliff,e305,14,1.0,,,0.9010427795543583,,
full_safe,action_cliff,e306,20,1.0,,,0.790368147094466,,
full_safe,action_cliff,e307,22,1.0,,,0.9980140642747493,,
full_safe,action_cliff,e310,42,0.5476190476190477,1.0,1.0,0.5556698947043026,,
full_safe,action_cliff,e311,37,0.7567567567567568,1.0,1.0,0.7704608543496745,,
full_safe,action_cliff,__global_oof__,1383,0.3007953723788865,0.994332193142948,0.982900934687994,0.32056105567606696,,
full_safe,safe_invisible,e279,66,0.696969696969697,0.9380434782608695,0.9672249286306767,0.7138959014894494,,
full_safe,safe_invisible,e284,9,1.0,,,0.9846413525194984,,
full_safe,safe_invisible,e285,158,1.0,,,0.932677108783417,,
full_safe,safe_invisible,e286,533,1.0,,,0.9666365431685755,,
full_safe,safe_invisible,e287,3,1.0,,,0.8161982665213566,,
full_safe,safe_invisible,e289,28,0.5357142857142857,0.9384615384615385,0.913506956006956,0.4144118558433287,,
full_safe,safe_invisible,e290,48,0.25,1.0,1.0,0.2957166952508374,,
full_safe,safe_invisible,e291,40,0.55,1.0,1.0,0.5404369866716145,,
full_safe,safe_invisible,e292,56,0.6785714285714286,1.0,1.0,0.6898636324088004,,
full_safe,safe_invisible,e293,64,0.21875,1.0,0.9999999999999998,0.24496988660199392,,
full_safe,safe_invisible,e297,39,0.4358974358974359,0.9786096256684491,0.9729987454218014,0.3551060137743629,,
full_safe,safe_invisible,e299,71,0.28169014084507044,0.9990196078431373,0.9976190476190478,0.22548402861550038,,
full_safe,safe_invisible,e300,120,0.24166666666666667,0.9681697612732094,0.8389576374474285,0.041608668862551434,,
full_safe,safe_invisible,e301,1,0.0,,,0.4423442903280659,,
full_safe,safe_invisible,e303,12,0.0,,,0.010771407774856792,,
full_safe,safe_invisible,e305,14,0.0,,,0.023442848545383626,,
full_safe,safe_invisible,e306,20,0.0,,,0.035106800362232723,,
full_safe,safe_invisible,e307,22,0.0,,,0.00198644656279344,,
full_safe,safe_invisible,e310,42,0.21428571428571427,0.9393939393939393,0.7155864197530865,0.4048839112568586,,
full_safe,safe_invisible,e311,37,0.08108108108108109,0.946078431372549,0.7777777777777777,0.058622854470855135,,
full_safe,safe_invisible,__global_oof__,1383,0.6710050614605929,0.9841192212959454,0.9885603894162527,0.6351445811587974,,
full_safe,strict_health,e279,66,0.0,,,0.04398915197509722,,
full_safe,strict_health,e284,9,0.0,,,5.139728269675781e-06,,
full_safe,strict_health,e285,158,0.0,,,9.696612431198416e-06,,
full_safe,strict_health,e286,533,0.0,,,4.972946456080352e-05,,
full_safe,strict_health,e287,3,0.0,,,5.043214402819188e-06,,
full_safe,strict_health,e289,28,0.0,,,5.950492593874985e-06,,
full_safe,strict_health,e290,48,0.0,,,2.229661056890478e-05,,
full_safe,strict_health,e291,40,0.0,,,1.4043142326176743e-05,,
full_safe,strict_health,e292,56,0.0,,,1.4163920479352075e-05,,
full_safe,strict_health,e293,64,0.0,,,7.68752289885983e-05,,
full_safe,strict_health,e297,39,0.0,,,6.0108755524188196e-05,,
full_safe,strict_health,e299,71,0.0,,,7.738639166721066e-05,,
full_safe,strict_health,e301,1,0.0,,,4.07997683651694e-06,,
full_safe,strict_health,e303,12,0.0,,,0.008229617752388925,,
full_safe,strict_health,e305,14,0.0,,,4.48230353043213e-05,,
full_safe,strict_health,e306,20,0.0,,,0.0001374445977405853,,
full_safe,strict_health,e307,22,0.0,,,3.2234564049768674e-06,,
full_safe,strict_health,e310,42,0.0,,,7.307157313598102e-05,,
full_safe,strict_health,e311,37,0.0,,,3.071236651147122e-05,,
full_safe,strict_health,__global_oof__,1263,0.0,,,0.002417376025594714,,
full_safe,null_strict_rate,e279,66,,,,-0.42322153228389753,0.9112695021758793,0.6341550196570188
full_safe,null_strict_rate,e284,9,,,,0.08898598678706351,0.08898598678706351,
full_safe,null_strict_rate,e285,158,,,,0.10624637164960452,0.10624637164960452,
full_safe,null_strict_rate,e286,533,,,,0.0950524326939801,0.0950524326939801,
full_safe,null_strict_rate,e287,3,,,,0.26501488371712306,0.24914186784410716,-0.8660254037844387
full_safe,null_strict_rate,e289,28,,,,0.3606766130897615,0.12521584188224405,0.8266590652389467
full_safe,null_strict_rate,e290,48,,,,0.6358999869702562,0.14262401487667983,0.8291742365508994
full_safe,null_strict_rate,e291,40,,,,0.40613870372348104,0.10318751306899046,0.8702396642136762
full_safe,null_strict_rate,e292,56,,,,0.10162495506911631,0.2244337935461724,0.8059332686396689
full_safe,null_strict_rate,e293,64,,,,0.8492012087566059,0.14530338198216203,0.8627262101067278
full_safe,null_strict_rate,e297,39,,,,0.608170455675273,0.1316642686059153,0.8238435666378165
full_safe,null_strict_rate,e299,71,,,,0.6833084155097715,0.17365248445835366,0.6985952415325549
full_safe,null_strict_rate,e300,120,,,,0.8796973252528448,0.2656329786609362,0.508414561654289
full_safe,null_strict_rate,e301,1,,,,0.21981166826913778,0.05574916826913778,
full_safe,null_strict_rate,e303,12,,,,0.6605014404300545,0.19052466857392372,-0.4409342521371097
full_safe,null_strict_rate,e305,14,,,,0.4693642952452309,0.2583142761833406,0.6673768007171906
full_safe,null_strict_rate,e306,20,,,,0.39521708338927947,0.32509541661072056,0.6411218721687646
full_safe,null_strict_rate,e307,22,,,,0.9259149425724297,0.19984610210641282,
full_safe,null_strict_rate,e310,42,,,,0.4494053093522454,0.09785117338569542,0.8247109625552068
full_safe,null_strict_rate,e311,37,,,,0.8030118790078266,0.212620389786227,0.5730431466152858
full_safe,null_strict_rate,__global_oof__,1383,,,,0.3090353033930163,0.17618440153419682,0.794260301597408
full_safe,readiness_distance,e279,66,,,,-0.46859254189846933,3.477854199499115,0.09107798933180174
full_safe,readiness_distance,e284,9,,,,2.061724011198135,0.6002340288945922,-0.5333333333333333
full_safe,readiness_distance,e285,158,,,,1.8165916990243525,0.8528061383385442,-0.06609630354190024
full_safe,readiness_distance,e286,533,,,,1.7458743068751603,0.7916521366234175,-0.10134161319778144
full_safe,readiness_distance,e287,3,,,,1.3623635781706387,0.697957230126124,1.0
full_safe,readiness_distance,e289,28,,,,1.6933584898381615,0.43678978213864383,0.3117558534737491
full_safe,readiness_distance,e290,48,,,,1.8680576429208007,0.5113733947430203,-0.14248849061357421
full_safe,readiness_distance,e291,40,,,,1.6587302894307048,0.2950377057468575,0.6733286603268993
full_safe,readiness_distance,e292,56,,,,0.9504316750683227,0.6779331676959871,0.4159671796601995
full_safe,readiness_distance,e293,64,,,,1.9787315513057095,0.7811012304646896,0.12872065172022978
full_safe,readiness_distance,e297,39,,,,1.5737993324354655,0.516802214268135,0.41174089068825914
full_safe,readiness_distance,e299,71,,,,1.0610585504352281,0.31772887479726414,-0.4366561800343131
full_safe,readiness_distance,e300,120,,,,1.3536009658189196,0.31369997969207547,0.6402484423173741
full_safe,readiness_distance,e301,1,,,,1.521605581128087,0.9489493311280871,
full_safe,readiness_distance,e303,12,,,,1.372793400354644,0.7155017336879773,-0.7062937062937064
full_safe,readiness_distance,e305,14,,,,1.2893417490927774,0.4575332509072227,0.08370064357144787
full_safe,readiness_distance,e306,20,,,,1.2581162942949835,0.2144292665664031,0.039864613575090926
full_safe,readiness_distance,e307,22,,,,2.0524837165805505,0.3132757274528035,0.04915255021745892
full_safe,readiness_distance,e310,42,,,,1.8751477467763435,1.1120142860820008,-0.4091296820017852
full_safe,readiness_distance,e311,37,,,,1.1274674676660048,0.3930197605928324,-0.1491649578912631
full_safe,readiness_distance,__global_oof__,1383,,,,1.5318596019207154,0.7946392242835467,0.10271159263893273
full_safe,actual_p90,e279,66,,,,0.00024453622194416276,0.00010844393386801423,0.9959502338009352
full_safe,actual_p90,e284,9,,,,0.00010367575857892511,1.1432804058225342e-05,0.9666666666666667
full_safe,actual_p90,e285,158,,,,5.103290441646482e-05,3.9756060252035955e-05,0.9710264862883141
full_safe,actual_p90,e286,533,,,,4.5511793827431135e-05,3.449127300693272e-05,0.9660825176756002
full_safe,actual_p90,e287,3,,,,6.220447915709761e-05,3.0455099431763515e-05,1.0
full_safe,actual_p90,e289,28,,,,-4.093669506250346e-06,7.242648879785006e-05,0.9917898193760263
full_safe,actual_p90,e290,48,,,,-5.954685071346576e-05,3.640085950081554e-05,0.9820885801128962
full_safe,actual_p90,e291,40,,,,5.782257566997068e-05,3.12165850339952e-05,0.9949343339587244
full_safe,actual_p90,e292,56,,,,9.276013294465161e-05,7.049844896470274e-05,0.9826973054301738
full_safe,actual_p90,e293,64,,,,-0.00019028731726346618,7.279497410763694e-05,0.9657880876594379
full_safe,actual_p90,e297,39,,,,-0.00012932028946433156,1.406277692190944e-05,0.9757085020242915
full_safe,actual_p90,e299,71,,,,-0.00022583535526142433,2.9262419458410147e-05,0.901399240467966
full_safe,actual_p90,e300,120,,,,-7.905509281692814e-05,1.2522417244899548e-05,0.9113193067501917
full_safe,actual_p90,e301,1,,,,-5.6545815913177944e-05,5.238365149844328e-06,
full_safe,actual_p90,e303,12,,,,-7.029310859805816e-05,3.4221870823376455e-06,0.9230769230769231
full_safe,actual_p90,e305,14,,,,-9.081290429399157e-05,1.986203777107625e-05,0.9736263736263736
full_safe,actual_p90,e306,20,,,,-8.734454009518998e-05,1.4479158664383498e-05,0.9609022556390976
full_safe,actual_p90,e307,22,,,,-0.00011512670838668962,2.9026601214054798e-05,0.7165443252399775
full_safe,actual_p90,e310,42,,,,-0.00012170621332421644,2.2166865599665466e-05,0.9594424869104519
full_safe,actual_p90,e311,37,,,,-0.00032394293922812255,1.694179382120783e-05,0.9879046602632515
full_safe,actual_p90,__global_oof__,1383,,,,-8.804629804874237e-06,3.802362288334488e-05,0.9656607150676223
