variant,family,file,candidate_origin,gate_count,rank_mean,rank_median,rank_min,top1_count,top5_count,top10_count,score_mean,score_std,pred_mean,pred_std_mean,gate_rate,top1_rate,top5_rate,top10_rate
e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,e367_generated,97,1.2268041237113403,1.0,1.0,89,95,97,6.332296238644483,0.32653094337409033,0.0003973701597786356,0.0001427897681920541,0.9897959183673469,0.9081632653061225,0.9693877551020408,0.9897959183673469
e367_null_source_switch_random_validity,null_public_rowmask_gate,analysis_outputs/submission_e367_publicrowmask_e367_null_source_switch_random_validity_9c61acf7.csv,e367_generated,97,2.082474226804124,2.0,1.0,5,97,97,6.241835191895477,0.32007099548478357,0.00040832511247046184,0.00014814762767079333,0.9897959183673469,0.05102040816326531,0.9897959183673469,0.9897959183673469
e367_direct_validboost_baddamp_amp0.97,diagnostic_direct_public_rowmask_gate,analysis_outputs/submission_e367_publicrowmask_e367_direct_validboost_baddamp_amp0_97_05227c33.csv,e367_generated,97,2.948453608247423,3.0,1.0,3,97,97,6.078536159028275,0.3455620782631445,0.0003316983233889671,0.0001318645963922805,0.9897959183673469,0.030612244897959183,0.9897959183673469,0.9897959183673469
e362_graft_donor_q3s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11_07638e6a.csv,e364_existing,98,7.938775510204081,6.0,1.0,1,34,76,5.714309709032128,0.49492600988730273,0.0004558848935203979,0.0001695948074145779,1.0,0.01020408163265306,0.3469387755102041,0.7755102040816326
e367_direct_validboost_baddamp_amp1.00,diagnostic_direct_public_rowmask_gate,analysis_outputs/submission_e367_publicrowmask_e367_direct_validboost_baddamp_amp1_00_08739715.csv,e367_generated,97,4.020618556701031,4.0,2.0,0,95,97,6.001932032765132,0.35766867212632353,0.0003325106828878797,0.0001314860490169892,0.9897959183673469,0.0,0.9693877551020408,0.9897959183673469
e367_direct_validboost_baddamp_amp1.03,diagnostic_direct_public_rowmask_gate,analysis_outputs/submission_e367_publicrowmask_e367_direct_validboost_baddamp_amp1_03_7e5abcb1.csv,e367_generated,97,5.577319587628866,5.0,3.0,0,56,96,5.894813144329898,0.3705536108226042,0.0003329579360197624,0.00013129526674445294,0.9897959183673469,0.0,0.5714285714285714,0.9795918367346939
e362_graft_donor_q3s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11_3aeb0277.csv,e364_existing,73,9.41095890410959,9.0,2.0,0,7,58,5.545517402505557,0.38573572612689744,0.0004874603762596782,0.0001858467357416343,0.7448979591836735,0.0,0.07142857142857142,0.5918367346938775
e362_graft_donor_s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11_1198dfee.csv,e364_existing,97,8.092783505154639,7.0,2.0,0,6,80,5.675049760130652,0.430761135332052,0.00044407068038941226,0.00016856838125374604,0.9897959183673469,0.0,0.061224489795918366,0.8163265306122449
e367_null_target_validity_perm_validity_0,null_public_rowmask_gate,analysis_outputs/submission_e367_publicrowmask_e367_null_target_validity_perm_validity_0_9e2a3d59.csv,e367_generated,97,8.412371134020619,8.0,4.0,0,2,88,5.655147940696132,0.3657794069382431,0.0004361420122371903,0.0001595493754002002,0.9897959183673469,0.0,0.02040816326530612,0.8979591836734694
e362_graft_donor_s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11_1f057e41.csv,e364_existing,68,13.485294117647058,13.0,4.0,0,1,11,5.275220224228306,0.4095094064215775,0.00021819189547025265,0.00010008809795394626,0.6938775510204082,0.0,0.01020408163265306,0.11224489795918367
e367_target_validity_amp1.00,learned_public_rowmask_gate,analysis_outputs/submission_e367_publicrowmask_e367_target_validity_amp1_00_f46fc0ab.csv,e367_generated,97,8.876288659793815,9.0,6.0,0,0,92,5.63273259671328,0.353694313854881,0.00039470680781014206,0.00013965228630142344,0.9897959183673469,0.0,0.0,0.9387755102040817
e367_target_validity_amp1.03,learned_public_rowmask_gate,analysis_outputs/submission_e367_publicrowmask_e367_target_validity_amp1_03_970904ce.csv,e367_generated,97,10.237113402061855,10.0,7.0,0,0,57,5.590839670307237,0.36601689415229427,0.0003955247630854543,0.0001391979115449116,0.9897959183673469,0.0,0.0,0.5816326530612245
e367_direct_target_validity_amp1.03,diagnostic_direct_public_rowmask_gate,analysis_outputs/submission_e367_publicrowmask_e367_direct_target_validity_amp1_03_ce6ee54c.csv,e367_generated,97,11.463917525773196,11.0,8.0,0,0,22,5.542995942635501,0.3607357675086392,0.00039609782660024353,0.0001387110288092874,0.9897959183673469,0.0,0.0,0.22448979591836735
e367_null_target_validity_perm_validity_1,null_public_rowmask_gate,analysis_outputs/submission_e367_publicrowmask_e367_null_target_validity_perm_validity_1_86ef167c.csv,e367_generated,96,19.604166666666668,14.0,9.0,0,0,2,5.191149700907591,0.4998434460725676,0.0004338741911674503,0.00015735767842853175,0.9795918367346939,0.0,0.0,0.02040816326530612
e362_scale_g1.06_q11.08_q20.90_q30.75_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q30_75_s11_30_d02aaf2d.csv,e364_existing,72,22.833333333333332,17.0,10.0,0,0,1,4.849121630913091,0.3957139360474209,0.00027841612038129,0.0001346824884263205,0.7346938775510204,0.0,0.0,0.01020408163265306
