best_config,best_targets,best_outer_delta_mean,best_outer_win_rate,submission
S2__subject_joint_a0.5_w0.25_sh8,S2,-0.0006161110448113238,0.75,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_label_prior_gate_orthcap010q3_r8_S2__subject_joint_a0.5_w0.25_sh8.csv
