scenario_id,feature_view,dropped_public,train_rows,feature_count,gated_count,top_variant,top_family,top_origin,top_file,top_score,generated_gated_count,train_spearman_ridge_10,train_spearman_ridge_1,train_spearman_knn3,train_spearman_extratrees,e365_rank,e365_score,top_beats_e365,top_is_e365
target__none,target,none,13,60,250,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.485643130815544,0,0.9285714285714285,0.967032967032967,1.0,0.9711150865094875,88.0,5.922216748768473,True,False
target__drop_submission_hybrid_0p578_logit_after_subjec,target,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,60,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.228226600985221,0,0.9090909090909092,0.9790209790209792,1.0,0.9632238939652261,156.0,5.50623426382047,True,False
target__drop_submission_hybrid_0p567_foldsafe_stage2_q1,target,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,60,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.659808429118773,0,0.9090909090909092,0.9790209790209792,1.0,0.9632238939652261,77.0,5.844822112753147,True,False
target__drop_submission_ordinal_q_constraints_ambnext_Q,target,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,60,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.535232621784345,0,0.9090909090909092,0.9790209790209792,1.0,0.9702291586486097,79.0,5.965128626163109,True,False
target__drop_submission_mixmin_0c916bb4_csv,target,submission_mixmin_0c916bb4.csv,12,60,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.407263273125341,0,0.9300699300699302,0.9720279720279721,1.0,0.9842396880153765,107.0,5.7419759168035025,True,False
target__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,target,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,60,251,e372_agreegate_Q2_jepa_resid_subject_floor0p45_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p45_amp1p08_s11p06_ce28f255.csv,7.961122058018608,0,0.9090909090909092,0.9580419580419581,1.0,0.9632238939652261,99.0,5.830755336617406,True,False
target__drop_submission_e95_hardtail_541e3973_csv,target,submission_e95_hardtail_541e3973.csv,12,60,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.423409961685823,0,0.9580419580419581,0.9930069930069931,1.0,0.9492133645984593,87.0,5.925446086480569,True,False
target__drop_submission_e101_q2s3tail_177569bc_csv,target,submission_e101_q2s3tail_177569bc.csv,12,60,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.41711548987411,0,0.9860139860139862,1.0,1.0,0.9702291586486097,89.0,5.9065079365079365,True,False
target__drop_submission_e176_abl_q2_to0p75_91e49725_csv,target,submission_e176_abl_q2_to0p75_91e49725.csv,12,60,249,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,8.249354132457581,0,0.9160839160839163,0.965034965034965,1.0,0.9772344233319931,78.0,6.045643130815545,True,False
target__drop_submission_e216_maskfam_jepa_s2_rank_e154_,target,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,60,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,6.969222769567597,0,0.9300699300699302,0.9860139860139862,1.0,0.99124495269876,151.0,5.5466830870279145,True,False
target__drop_submission_e247_featnn1_nn_smooth_sum_top3,target,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,60,119,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,8.322370005473454,0,0.965034965034965,0.965034965034965,1.0,0.9492133645984593,74.0,6.805960591133005,True,False
target__drop_submission_e256_featnn1_top50_amp_then_smo,target,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,60,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.820399562123699,0,0.9300699300699302,0.9720279720279721,1.0,0.8861659824480081,88.0,5.93688560481664,True,False
target__drop_submission_e267_humansocial_tail_balanced_,target,submission_e267_humansocial_tail_balanced_2936100f.csv,12,60,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.838680897646414,0,0.9580419580419581,0.965034965034965,1.0,0.9842396880153765,97.0,5.843234811165845,True,False
target__drop_submission_e323_5508f966_uploadsafe_csv,target,submission_e323_5508f966_uploadsafe.csv,12,60,250,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.424121510673234,0,0.9090909090909092,0.9790209790209792,1.0,0.9562186292818428,89.0,5.890087575259989,True,False
anatomy__none,anatomy,none,13,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.68055281882868,0,0.8956043956043955,0.9285714285714285,1.0,0.9656130180306802,74.0,6.232944718117132,True,False
anatomy__drop_submission_hybrid_0p578_logit_after_subjec,anatomy,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.663804050355774,0,0.9160839160839163,0.9160839160839163,1.0,0.9071817764981586,74.0,6.223530377668309,True,False
anatomy__drop_submission_hybrid_0p567_foldsafe_stage2_q1,anatomy,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.685150519978105,0,0.9160839160839163,0.7972027972027973,1.0,0.9071817764981586,74.0,6.229003831417625,True,False
anatomy__drop_submission_ordinal_q_constraints_ambnext_Q,anatomy,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.65438970990695,0,0.9020979020979022,0.8881118881118882,1.0,0.9632238939652261,74.0,6.215265462506842,True,False
anatomy__drop_submission_mixmin_0c916bb4_csv,anatomy,submission_mixmin_0c916bb4.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.660684181718664,0,0.9370629370629372,0.9440559440559443,1.0,0.9842396880153765,74.0,6.193097974822113,True,False
anatomy__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,anatomy,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.670974274767377,0,0.8881118881118882,0.8741258741258742,1.0,0.9071817764981586,74.0,6.208697318007663,True,False
anatomy__drop_submission_e95_hardtail_541e3973_csv,anatomy,submission_e95_hardtail_541e3973.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.518374384236452,0,0.9300699300699302,0.9300699300699302,1.0,0.9422080999150758,76.0,5.9145539135194305,True,False
anatomy__drop_submission_e101_q2s3tail_177569bc_csv,anatomy,submission_e101_q2s3tail_177569bc.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.4778708264915155,0,0.8951048951048951,0.9300699300699302,1.0,0.9632238939652261,76.0,5.880071154898741,True,False
anatomy__drop_submission_e176_abl_q2_to0p75_91e49725_csv,anatomy,submission_e176_abl_q2_to0p75_91e49725.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.684110563765736,0,0.9090909090909092,0.9440559440559443,1.0,0.9842396880153765,74.0,6.238308702791461,True,False
anatomy__drop_submission_e216_maskfam_jepa_s2_rank_e154_,anatomy,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.660574712643677,0,0.8881118881118882,0.8951048951048951,1.0,0.9211923058649254,74.0,6.233054187192119,True,False
anatomy__drop_submission_e247_featnn1_nn_smooth_sum_top3,anatomy,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.648642583470169,0,0.9020979020979022,0.8881118881118882,1.0,0.9422080999150758,74.0,6.228073344280241,True,False
anatomy__drop_submission_e256_featnn1_top50_amp_then_smo,anatomy,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.647985769020251,0,0.8671328671328673,0.9090909090909092,1.0,0.9141870411815418,74.0,6.2634865900383145,True,False
anatomy__drop_submission_e267_humansocial_tail_balanced_,anatomy,submission_e267_humansocial_tail_balanced_2936100f.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.605347564313081,0,0.9440559440559443,0.9790209790209792,1.0,0.9842396880153765,74.0,6.239020251778872,True,False
anatomy__drop_submission_e323_5508f966_uploadsafe_csv,anatomy,submission_e323_5508f966_uploadsafe.csv,12,18,251,e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06,q2_calib_agreement_gate,e372_generated,analysis_outputs/submission_e372_q2calib_e372_agreegate_Q2_jepa_resid_subject_floor0p65_amp1p08_s11p06_3052e883.csv,7.649080459770114,0,0.8881118881118882,0.8811188811188813,1.0,0.9772344233319931,74.0,6.191948549534756,True,False
