basename,source_path,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,null_p90_q20,null_p90_median,null_p90_best,p90_dominance,mean_dominance,worst_mode_p90_dominance,matched_placebo_gate,train_policy_id,train_support_gate,train_gate_splits,train_actual_delta_mean,train_min_dominance,public_lb_if_known,public_delta_vs_current,known_public_worse_than_current,final_governor_decision,public_free_submission_ready,dateblock_p90_dominance,dateblock_null_strict_rate,dateblock_best_null_p90,row_p90_dominance,row_null_strict_rate,row_best_null_p90,subject_p90_dominance,subject_null_strict_rate,subject_best_null_p90,experiment,source_governor_file,strict_promote_gate,promotion_decision,final_decision,target_norm,family,story_axis,selector_visible_strict,selector_visible_soft,selector_visible,null_rare,null_common,p90_ok,mean_ok,worst_mode_ok,edge_ok,old_ready_rule,readiness_defects,readiness_distance,outcome_quadrant,failure_mode,loaded_from,candidate_id,view,model,split,target_kind,tail_q,policy,q3_dropped_cells,s4_dropped_cells,e237_score,action,fraction,rule_family,row_count,e247_overlap,e256_overlap,e284_overlap,sum_smooth_gain,mean_amp,mean_app_state,mean_app_story,mean_state_amp_z,target_task,feature_set,score_variant,k,undo_count,add_count,undo_fraction,add_fraction,latent_health_score,min_auc,mean_auc,min_ap_lift,source_transfer_auc,policy_id,top_frac,train_actual_delta,train_dominance,train_min_mode_dominance,test_available_cells,test_selected_cells,changed_cells_vs_current,l1_logit_delta_vs_current,max_abs_logit_delta_vs_current,target,view_id,rep,delta_mode,scale,delta_mean,delta_std,delta_p90_abs,delta_max_abs,label_mode,gate_group,test_selected_rows,test_delta_mean,test_delta_p90_abs,test_delta_l1,block_scheme,cv_group,block_frac,contrast_policy_id,parent_policy_id,rule,base_block_frac,train_selected_null_max,test_selected_blocks,test_null_mean_rate,test_null_max_rate,test_contrast_score,parent_actual_delta,parent_dominance,parent_min_mode_dominance,selected_blocks,selected_rows,selected_null_mean_rate,selected_null_max_rate,selected_score_rank,selected_rarity_score,selected_contrast_score,delta_l1,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,balanced_rank,episode,source_delta_logloss,source_robust_gate,source_dominance,source_min_mode_dominance,nonzero_rows,mean_abs_delta,max_abs_delta,signed_delta_sum,info_sensor_gate,bridge_lane,source_basename,source_experiment,source_target,source_family,source_quadrant,source_failure_mode,multiplier,source_actual_p90,source_null_strict_rate,nonzero_cells,mean_abs_delta_Q1,mean_abs_delta_Q2,mean_abs_delta_Q3,mean_abs_delta_S1,mean_abs_delta_S2,mean_abs_delta_S3,mean_abs_delta_S4,mask_name,transform,pos_rows,neg_rows,worst_mode_mean_dominance,public_reference,actual_promotion_decision,actual_strict_promote,null_reps_per_mode,sign_null_strict_rate,sign_p90_dominance,sign_mean_dominance,null_better_mean_rate,null_better_p90_rate,conservative_public_free_ready,watchlist_public_free_ready,decision,mean_abs_s4_delta,max_abs_s4_delta,human_all_mean_pred,human_all_p90_pred,human_all_strict_prob,human_all_plus_topology_mean_pred,human_all_plus_topology_p90_pred,human_all_plus_topology_strict_prob,story_episode_mean_pred,story_episode_p90_pred,story_episode_strict_prob,topology_mean_pred,topology_p90_pred,topology_strict_prob,prior_score,prior_p90_score,prior_strict_prob,null_like_penalty,selection_score,public_free_ready,tag,active_pred_S4_mean,inactive_pred_S4_mean,active_minus_inactive_pred_S4,active_block_S4_mean,inactive_block_S4_mean,active_row_center_mean,inactive_row_center_mean,active_row_rank_mean,active_minus_inactive_block_S4,active_minus_inactive_row_center,dateblock_mean_dominance,row_mean_dominance,subject_mean_dominance,active_latent_mean,inactive_latent_mean,active_current_logit_mean,active_mismatch_mean,active_overconf_mean,active_underconf_mean,delta_latent_alignment,delta_current_alignment,active_minus_inactive_latent,pair,pair_family,interaction_story,source_strict_dominance,source_margin_to_null_q05,signed_delta_sum_a,signed_delta_sum_b,delta_corr,sign_flip_p90_dominance,swap_targets_p90_dominance,wrong_pair_p90_dominance,recipe,source_note,weight,n_parts,episodes,pairs,rules,affected_targets,q_sum,s_sum,experiment_num,visible_null_rare,visible_null_common,action_cliff,safe_invisible,edge_and_safe_invisible,strict_health,health_margin
submission_e276_no_media_game_m160_72fc6fa6.csv,analysis_outputs/submission_e276_no_media_game_m160_72fc6fa6.csv,promote_candidate,True,-0.0002290747831013,-0.000315996417495,-0.0001293142160211,1.0,-0.0102138693567403,21.0,0.9523809523809524,-0.0001338206871113,-0.0001248403029021,-0.0001527130852259,0.7142857142857143,0.3809523809523809,0.5714285714285714,False,no_media_game,True,2.0,-0.0015587680667001,0.9883333333333332,,,False,blocked_by_matched_placebo,False,0.5714285714285714,1.0,-0.0001503430772467,0.7142857142857143,1.0,-0.0001527130852259,0.8571428571428571,0.8571428571428571,-0.0001338206871113,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,promote_candidate,blocked_by_matched_placebo,multi,unknown,e279/multi/unknown,True,True,True,False,True,False,False,True,True,False,3,1.2571428571428573,visible_but_null_common,matched_null_hallucination,analysis_outputs/e279_public_free_governor_summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,False,True,True,False,False,False,-1.2571428571428573
submission_e276_only_mobility_context_m160_6ac81269.csv,analysis_outputs/submission_e276_only_mobility_context_m160_6ac81269.csv,promote_candidate,True,-0.0001305804265341,-0.0001791113846368,-9.530512221023784e-05,1.0,-0.0062098482608816,21.0,0.9047619047619048,-0.0001116333181779,-9.573367168008678e-05,-0.0001384153333447,0.4285714285714285,0.3809523809523809,0.1428571428571428,False,only_mobility_context,True,2.0,-0.0006183738876994,0.895,,,False,blocked_by_matched_placebo,False,0.1428571428571428,1.0,-0.0001379105373667,1.0,0.7142857142857143,-8.458326695289584e-05,0.1428571428571428,1.0,-0.0001384153333447,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,promote_candidate,blocked_by_matched_placebo,multi,unknown,e279/multi/unknown,True,True,True,False,True,False,False,False,True,False,4,1.9023809523809527,visible_but_null_common,matched_null_hallucination,analysis_outputs/e279_public_free_governor_summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,False,True,True,False,False,False,-1.9023809523809527
submission_e276_jepa_only_m160_75d0e9cf.csv,analysis_outputs/submission_e276_jepa_only_m160_75d0e9cf.csv,promote_candidate,True,-0.0001336916821709,-0.0001797752076651,-9.339030303667189e-05,1.0,-0.0082568113453244,21.0,0.8571428571428571,-0.0001021483802224,-7.896852737993896e-05,-0.0001258312345443,0.6666666666666666,0.4285714285714285,0.5714285714285714,False,jepa_only,True,2.0,-0.0010330682428895,0.9383333333333334,,,False,blocked_by_matched_placebo,False,0.5714285714285714,1.0,-0.0001258312345443,0.7142857142857143,0.7142857142857143,-0.0001021483802224,0.7142857142857143,0.8571428571428571,-0.0001229516557679,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,promote_candidate,blocked_by_matched_placebo,multi,unknown,e279/multi/unknown,True,True,True,False,True,False,False,True,True,False,3,1.161904761904762,visible_but_null_common,matched_null_hallucination,analysis_outputs/e279_public_free_governor_summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,False,True,True,False,False,False,-1.161904761904762
submission_e276_no_social_comm_m160_cea48ae0.csv,analysis_outputs/submission_e276_no_social_comm_m160_cea48ae0.csv,promote_candidate,True,-0.000186940741243,-0.0003265481129352,-9.215557645057728e-05,0.9705882352941176,-0.0038036093744247,21.0,1.0,-0.0001180924385557,-9.996400330588768e-05,-0.0001312182790131,0.4761904761904761,0.1904761904761904,0.2857142857142857,False,no_social_comm,True,2.0,-0.0015506583385207,0.9516666666666668,,,False,blocked_by_matched_placebo,False,0.4285714285714285,1.0,-0.0001254135185216,0.7142857142857143,1.0,-0.0001312182790131,0.2857142857142857,1.0,-0.0001180924385557,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,promote_candidate,blocked_by_matched_placebo,multi,unknown,e279/multi/unknown,True,True,True,False,True,False,False,False,True,False,4,1.9976190476190476,visible_but_null_common,matched_null_hallucination,analysis_outputs/e279_public_free_governor_summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,False,True,True,False,False,False,-1.9976190476190476
submission_e276_no_cognitive_money_m160_35f41cd8.csv,analysis_outputs/submission_e276_no_cognitive_money_m160_35f41cd8.csv,promote_candidate,True,-0.0001943112540856,-0.0003295901847625,-8.628126010479278e-05,0.9705882352941176,-0.0030352363325275,21.0,1.0,-0.0001132408914261,-9.637659521166404e-05,-0.0001294302066498,0.2857142857142857,0.1428571428571428,0.0,False,no_cognitive_money,True,2.0,-0.0016235881674563,0.96,,,False,blocked_by_matched_placebo,False,0.0,1.0,-0.0001194972346447,0.2857142857142857,1.0,-0.0001294302066498,0.5714285714285714,1.0,-0.0001151345537652,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,promote_candidate,blocked_by_matched_placebo,multi,unknown,e279/multi/unknown,True,True,True,False,True,False,False,False,True,False,4,2.5214285714285714,visible_but_null_common,matched_null_hallucination,analysis_outputs/e279_public_free_governor_summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,False,True,True,False,False,False,-2.5214285714285714
submission_e275_q_sleep_amp_m160_86528b2f.csv,analysis_outputs/submission_e275_q_sleep_amp_m160_86528b2f.csv,promote_candidate,True,-0.0001904728681026,-0.0003238174565728,-8.472589751972061e-05,0.9705882352941176,-0.0040077823606999,21.0,0.9523809523809524,-9.69604135444951e-05,-8.170454120500177e-05,-0.0001186900532471,0.5714285714285714,0.4285714285714285,0.4285714285714285,False,full_qsleep,True,2.0,-0.0016808207296965,0.9516666666666668,,,False,blocked_by_matched_placebo,False,0.4285714285714285,1.0,-0.0001082562123776,0.5714285714285714,1.0,-0.0001186900532471,0.7142857142857143,0.8571428571428571,-9.911496223822377e-05,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,promote_candidate,blocked_by_matched_placebo,multi,unknown,e279/multi/unknown,True,True,True,False,True,False,False,False,True,False,4,1.473809523809524,visible_but_null_common,matched_null_hallucination,analysis_outputs/e279_public_free_governor_summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,False,True,True,False,False,False,-1.473809523809524
submission_e276_story_full_rebuild_m160_00f95c9a.csv,analysis_outputs/submission_e276_story_full_rebuild_m160_00f95c9a.csv,promote_candidate,True,-0.0001880136922337,-0.000320999174865,-8.276875102595271e-05,0.9705882352941176,-0.0037797896429369,21.0,0.9523809523809524,-8.588603068577931e-05,-7.548023702329491e-05,-0.0001099658499073,0.6666666666666666,0.3333333333333333,0.5714285714285714,False,full_qsleep,True,2.0,-0.0016808207296965,0.9516666666666668,,,False,blocked_by_matched_placebo,False,0.7142857142857143,1.0,-9.8758552809417e-05,0.5714285714285714,0.8571428571428571,-0.0001099658499073,0.7142857142857143,1.0,-9.521892809576345e-05,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,promote_candidate,blocked_by_matched_placebo,multi,unknown,e279/multi/unknown,True,True,True,False,True,False,False,True,True,False,3,1.3523809523809525,visible_but_null_common,matched_null_hallucination,analysis_outputs/e279_public_free_governor_summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,False,True,True,False,False,False,-1.3523809523809525
submission_e276_no_routine_calendar_m160_9ee2a993.csv,analysis_outputs/submission_e276_no_routine_calendar_m160_9ee2a993.csv,promote_candidate,True,-0.0001674787312124,-0.0003067419394459,-7.227547272971778e-05,0.9705882352941176,-0.0030288252554764,21.0,0.9523809523809524,-9.467248410807958e-05,-7.708757070005488e-05,-0.0001168686424589,0.3809523809523809,0.1904761904761904,0.0,False,no_routine_calendar,True,2.0,-0.0015224944215412,0.955,,,False,blocked_by_matched_placebo,False,0.0,1.0,-0.000102961439753,0.7142857142857143,0.8571428571428571,-0.0001168686424589,0.4285714285714285,1.0,-9.467248410807958e-05,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,promote_candidate,blocked_by_matched_placebo,multi,unknown,e279/multi/unknown,True,True,True,False,True,False,False,False,True,False,4,2.330952380952381,visible_but_null_common,matched_null_hallucination,analysis_outputs/e279_public_free_governor_summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,False,True,True,False,False,False,-2.330952380952381
submission_e275_q_sleep_amp_m145_3a3aff10.csv,analysis_outputs/submission_e275_q_sleep_amp_m145_3a3aff10.csv,promote_candidate,True,-0.0001649161421967,-0.0002868594931884,-7.008931913382638e-05,0.9705882352941176,-0.0036320527643843,21.0,0.9523809523809524,-9.289086032794436e-05,-8.177423537662243e-05,-0.0001100190867906,0.1428571428571428,0.1428571428571428,0.0,False,full_qsleep,True,2.0,-0.0016808207296965,0.9516666666666668,,,False,blocked_by_matched_placebo,False,0.0,1.0,-9.289086032794436e-05,0.2857142857142857,0.8571428571428571,-0.0001100190867906,0.1428571428571428,1.0,-0.0001059565654435,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,promote_candidate,blocked_by_matched_placebo,multi,unknown,e279/multi/unknown,True,True,True,False,True,False,False,False,True,False,4,2.616666666666667,visible_but_null_common,matched_null_hallucination,analysis_outputs/e279_public_free_governor_summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,False,True,True,False,False,False,-2.616666666666667
submission_e275_q_sleep_amp_m130_27722489.csv,analysis_outputs/submission_e275_q_sleep_amp_m130_27722489.csv,promote_candidate,True,-0.0001419750361371,-0.000251894617816,-6.407548258871579e-05,0.9705882352941176,-0.0032563231680687,21.0,0.7142857142857143,-7.116401746190895e-05,-5.855130933110805e-05,-9.65935593869164e-05,0.6666666666666666,0.4761904761904761,0.4285714285714285,False,full_qsleep,True,2.0,-0.0016808207296965,0.9516666666666668,,,False,blocked_by_matched_placebo,False,0.4285714285714285,1.0,-9.65935593869164e-05,0.5714285714285714,0.7142857142857143,-7.570320596354016e-05,1.0,0.4285714285714285,-5.855130933110805e-05,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,promote_candidate,blocked_by_matched_placebo,multi,unknown,e279/multi/unknown,True,True,True,False,True,False,False,False,True,False,4,1.092857142857143,visible_but_null_common,matched_null_hallucination,analysis_outputs/e279_public_free_governor_summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,False,True,True,False,False,False,-1.092857142857143
