policy,rollback_cells,expected_delta_focus_mean,moved_cells,moved_rows,cells_to_flip_expected,top1_over_abs_expected,cells_for_2e6_guard,cells_for_e95_edge,support_prob_swing_weighted_focus,bad_span_energy,bad_span_residual,max_bad_axis,max_bad_cos,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,q2s3_share_vs_e95,cos_e154_axis,cos_e101_axis,cos_mixmin_axis,mean_delta_focus_mean,std_delta_focus_mean,p05_delta_norm_focus_mean,p95_delta_norm_focus_mean,win_rate_norm_focus_mean,e95_edge_or_better_norm_focus_mean,worse_than_e101_norm_focus_mean,worse_than_mixmin_norm_focus_mean,mean_delta_visible_mean,std_delta_visible_mean,p05_delta_norm_visible_mean,p95_delta_norm_visible_mean,win_rate_norm_visible_mean,e95_edge_or_better_norm_visible_mean,worse_than_e101_norm_visible_mean,worse_than_mixmin_norm_visible_mean,mean_delta_subject,std_delta_subject,p05_delta_norm_subject,p95_delta_norm_subject,win_rate_norm_subject,e95_edge_or_better_norm_subject,worse_than_e101_norm_subject,worse_than_mixmin_norm_subject,mean_delta_flank_mean,std_delta_flank_mean,p05_delta_norm_flank_mean,p95_delta_norm_flank_mean,win_rate_norm_flank_mean,e95_edge_or_better_norm_flank_mean,worse_than_e101_norm_flank_mean,worse_than_mixmin_norm_flank_mean,mean_delta_nearest_hard085,std_delta_nearest_hard085,p05_delta_norm_nearest_hard085,p95_delta_norm_nearest_hard085,win_rate_norm_nearest_hard085,e95_edge_or_better_norm_nearest_hard085,worse_than_e101_norm_nearest_hard085,worse_than_mixmin_norm_nearest_hard085,cos_bad_a2c8,cos_bad_raw05,cos_bad_stage2,cos_bad_ordinal,cos_bad_final9,cos_bad_e72,cos_bad_q2_bad,cos_bad_lejepa_bad,cos_bad_resid_bad,rollback_keep,delta_mean_visible_vs_e169,delta_p95_visible_vs_e169,delta_worse_e101_visible_vs_e169,broad_body_retained,tail_repair,stress_gate
all_visible_lt0p3_tophalf_swing_keep0p0,174,-5.861010914114809e-05,730,191,16,0.0778308191128459,1,4,0.5208713299184101,0.30236806122713045,0.9531912481499955,q2_bad,0.2329152940896253,0.0007160719751408894,0.007982927404810436,0.3214096874281836,0.048005473115535297,-0.007813571056233894,-0.02344260484171939,-3.4705588834915195e-05,1.6718446061735002e-05,-6.220498547655256e-05,-7.206192193277821e-06,0.9810477540532704,0.8769937560120824,0.004443394606550188,0.001387221526252036,-2.5366624265054168e-05,1.6567349145701187e-05,-5.2617488596332136e-05,1.8842400662238047e-06,0.937130314894819,0.7280653974899324,0.018921847533335923,0.0070389298110626886,-2.4196002253800154e-05,1.6601565075218817e-05,-5.150314678084472e-05,3.111142273244409e-06,0.9275043238047986,0.7037472285035464,0.022655750203155356,0.008663428529946504,-1.8362400837658395e-05,1.6377030622403738e-05,-4.530021905561451e-05,8.575417380297718e-06,0.8689047899470435,0.5739110479028979,0.047164678152817885,0.01988559126992684,-2.0823472978091257e-05,1.2348353932678454e-05,-4.1134707731137885e-05,-5.122382250446251e-07,0.9541344433572552,0.6723595130735731,0.007800688799303512,0.0017154638988802207,0.11247944698666038,0.0951117964075332,0.12339266915601843,-0.04884618979750765,0.013058526167407547,0.02442135765839861,0.2329152940896253,-0.006446726690988195,0.162778499051165,0.0,-2.746804066449565e-06,-8.722443053017683e-06,-0.0396228755772523,False,True,False
all_visible_lt0p3_tophalf_swing_keep0p25,174,-7.409276976422724e-05,904,193,22,0.06156704381904853,1,4,0.500276413120736,0.3148148875392998,0.9491530891187251,q2_bad,0.24336918853057246,0.0008110360025526073,0.007982927404810436,0.3303162684173927,0.06371966728523487,-0.012898626726808719,-0.02393392791104652,-3.9504114216038116e-05,1.7030902396450832e-05,-6.751745579309678e-05,-1.1490772638979445e-05,0.98981751777062,0.9222776046143366,0.002185056716836886,0.0006442020935635284,-2.4700928565512876e-05,1.6817415016497238e-05,-5.236311465134651e-05,2.961257520320756e-06,0.929052520384805,0.7117018606259287,0.022423702368688514,0.008675640877952251,-2.344277486419763e-05,1.6838303298771562e-05,-5.113931911689097e-05,4.253769388495712e-06,0.9180734744561041,0.6854347240913063,0.02687321838597878,0.010681491812585597,-1.359853932761894e-05,1.6570361431058797e-05,-4.0854358427392786e-05,1.3657279772154911e-05,0.794078412287596,0.45885184495073855,0.08597302753023595,0.040524176377178533,-1.7789917453068732e-05,1.2656240560685928e-05,-3.8607580642883314e-05,3.0277457367458503e-06,0.9200821203896756,0.5776514499861503,0.017020063098777904,0.0044566807852135515,0.12192161501402757,0.10619900737391964,0.1381976169663875,-0.0551479221782732,0.010804442942971908,0.02381041428472584,0.24336918853057246,0.005578259777016478,0.1877943951636645,0.25,-2.0811083669082738e-06,-7.645425598920732e-06,-0.03612102074189971,False,True,False
all_visible_lt0p2_keep0p5,181,-8.984622544678233e-05,904,193,26,0.050772002719811755,1,4,0.4789783220671502,0.31174634347188446,0.95016536315102,q2_bad,0.24264707716031203,0.000943806045987854,0.007982927404810436,0.3337720561743943,0.07223362994260621,-0.014955906825971798,-0.02741956214407679,-4.171774422014014e-05,1.8859816973571164e-05,-7.27393825727596e-05,-1.069610586752067e-05,0.9865163544248824,0.919269539776719,0.0035606776455698874,0.0012480786394455379,-2.0996917341535775e-05,1.8431769370309534e-05,-5.131448004142247e-05,9.320645358350915e-06,0.8726838566478115,0.6211493902224147,0.0516119328958794,0.024428415150914762,-2.171471517943491e-05,1.848911385122427e-05,-5.212660115673985e-05,8.697170797870033e-06,0.8798944850756253,0.6354664633589154,0.04813717236492421,0.022612688713544493,-5.456297182582488e-06,1.7990589317232823e-05,-3.504818327202731e-05,2.413558890686233e-05,0.619164112897165,0.2919306896462659,0.21024832990344233,0.12418335954450055,-7.1384256556143036e-06,1.4335128971245034e-05,-3.0717614536783824e-05,1.6440763225555217e-05,0.6907464593710289,0.28430925903732673,0.12959220951810513,0.05867174719313806,0.12925462748782207,0.11819914816608672,0.15114237602490763,-0.05045385260058198,0.0024131297917393845,0.007081207792932643,0.24264707716031203,0.022055591816041328,0.21913642757112126,0.5,1.6229028570688272e-06,-1.2860377608905728e-06,-0.006932790214708828,True,False,False
all_visible_lt0p2_keep0p25,181,-7.452794947636546e-05,904,193,21,0.06120754475065042,1,4,0.49102169395008427,0.3113955658763581,0.9502803804943796,q2_bad,0.24591896356044085,0.0008677450265879021,0.007982927404810436,0.32492961755825894,0.06050455135867577,-0.010198868377739922,-0.030488234686670262,-3.565575827343299e-05,1.8236185724893224e-05,-6.565161450478428e-05,-5.65990204208171e-06,0.9747214559538849,0.8677123385380966,0.0071283523652654335,0.002596606391734868,-2.017244240178554e-05,1.7962456060775653e-05,-4.971805340230883e-05,9.373168598737747e-06,0.8692883960747647,0.6066742427297939,0.05196482788574741,0.02411104962152999,-2.2009513544383917e-05,1.8075956209256305e-05,-5.1741815675795134e-05,7.722788587027301e-06,0.8883144038504094,0.6445294601747094,0.042942620597964165,0.019478874830606285,-8.559955498049938e-06,1.7664819930579364e-05,-3.7615998630308056e-05,2.049608763420818e-05,0.6860115841697185,0.35117224920559253,0.15959763963898554,0.08829800542738153,-6.3920001673469e-06,1.3709672531942066e-05,-2.894240475582878e-05,1.615840442113498e-05,0.6794782034894175,0.25767151347548245,0.1302200631054996,0.056708333643848086,0.12958647134700663,0.11781104652018158,0.1486095405950545,-0.04330650827787506,0.0014791371965066633,0.0001392980190317791,0.24591896356044085,0.015583548017299258,0.21689439455669388,0.25,2.4473777968190622e-06,-1.233514520503741e-06,-0.006579895224840815,False,False,False
top32_expected_positive_visible_keep0p0,5,-0.00011851426936509664,899,193,32,0.04920890781763511,1,4,0.46143564223856914,0.2843178514144205,0.9587300763859907,q2_bad,0.20700207322707082,0.0010781793114326302,0.010205926073456162,0.3470696540728014,0.0878797103227935,-0.022223687807742556,-0.015320968418348001,-5.390557205775428e-05,2.0887865859075253e-05,-8.826305397533004e-05,-1.954809014017852e-05,0.9950701642182421,0.9676783783137901,0.0012920419919223436,0.00046033927436284205,-2.3399939330403242e-05,1.9936307211233778e-05,-5.6192246554819916e-05,9.392367894013428e-06,0.879749384479235,0.657538373694543,0.051869787349152374,0.026085767699762563,-2.169605821126232e-05,1.978252063197423e-05,-5.4235409023007465e-05,1.0843292600482818e-05,0.8636199975718808,0.626568231258678,0.06015118640526196,0.030694750523597936,-5.207147848899311e-07,1.8991497811716506e-05,-3.1758948841732774e-05,3.0717519271952915e-05,0.5109369529859192,0.21805797146026085,0.3074045570836127,0.20225169595436576,-1.0514732635485654e-05,1.6358143235781795e-05,-3.742148386705303e-05,1.639201859608172e-05,0.7398174679097324,0.3846902543438714,0.11600827182506812,0.057196607429665036,0.11806302411350104,0.10871630623622992,0.14182009044473615,-0.0625658893496688,0.0025689558731624676,0.024075985522196496,0.20700207322707082,0.029327078055583343,0.19656720210841797,0.0,-7.801191317986398e-07,-1.2143152252280603e-06,-0.006674935761435852,True,False,False
top32_expected_positive_visible_keep0p25,5,-0.00011900181868143922,904,193,32,0.04900729939155989,1,4,0.4610487008342119,0.28783330309278854,0.957680525870029,q2_bad,0.2114798035400138,0.0010826165047714124,0.010205926073456162,0.3472480998252069,0.08794802582446372,-0.022202772066513075,-0.016720397060107823,-5.3885030382417316e-05,2.0905701531538953e-05,-8.827184937053411e-05,-1.9498211394300524e-05,0.9950245085782888,0.9674927486083658,0.001307253244937634,0.00046665061685768894,-2.3206843613774687e-05,1.9952907804958218e-05,-5.602645638498855e-05,9.612769157439175e-06,0.8776016357285665,0.6538512061575787,0.05305179125037829,0.02677725015909871,-2.154874558154434e-05,1.9799775443516956e-05,-5.4116478032637896e-05,1.101898686954922e-05,0.8617758981572262,0.6236405766743145,0.06120800192146525,0.03132909258631478,-1.982035372926902e-07,1.9007034724303358e-05,-3.146199354115565e-05,3.106558646657026e-05,0.5041600564875988,0.2132776190805481,0.3135398247730048,0.20726265813034161,-1.0039290945364472e-05,1.637355314450353e-05,-3.697138922118378e-05,1.6892807330454842e-05,0.7301083266337465,0.37374659109922204,0.1220057692569515,0.060783724465830136,0.11908448644426695,0.10975151556715457,0.1432935793386624,-0.06187931021437962,0.0028901889823051653,0.022631402398792893,0.2114798035400138,0.029932846470667192,0.20037446720692537,0.25,-5.870234151700846e-07,-9.93913961802313e-07,-0.0054929318602099375,True,False,False
top64_visible_lt0p5_keep0p5,56,-0.00010130339896214822,904,193,36,0.04472908822085269,1,5,0.46719821195212424,0.3111857401582176,0.9503491122330687,q2_bad,0.23801505967693815,0.0009987062382511458,0.007929615171187843,0.3647602537970072,0.08597832775082961,-0.025107722348771233,-0.012195477230202818,-4.551110434649311e-05,1.870876086759225e-05,-7.628427751532e-05,-1.4737931177666223e-05,0.9925047653302141,0.946762161101497,0.001775014081873194,0.0005750400695704316,-1.9904977043490965e-05,1.804337881317777e-05,-4.958369412680577e-05,9.77374003982384e-06,0.8650240827026316,0.6004932344383709,0.05435948533486901,0.0254855514618072,-1.917199925093103e-05,1.8049293626762396e-05,-4.886044533682325e-05,1.0516446834961189e-05,0.8559280474793722,0.5846994769597975,0.05904484806524346,0.02803613019275819,-7.003815662393321e-07,1.7388776102823416e-05,-2.9302373007215513e-05,2.790160987473685e-05,0.5160641719451221,0.20039379711066718,0.28776194177169956,0.17858498723384197,-7.403230797235444e-06,1.4479141649586645e-05,-3.121929945470216e-05,1.6412837860231273e-05,0.6954306016889735,0.2924888694307368,0.12810657897544409,0.05835489391514437,0.12897985063136788,0.11965918737260152,0.15395699282406913,-0.059647645512995805,0.0008454346143913811,0.027163386774858366,0.23801505967693815,0.030310086460112864,0.2188089025795317,0.5,2.7148431551136377e-06,-8.329430794176476e-07,-0.004185237775719219,True,False,False
top32_expected_positive_visible_keep0p5,5,-0.00011948807924878882,904,193,32,0.04880786261630808,1,4,0.46066491830567635,0.2908449656003171,0.9567701949710552,q2_bad,0.21554491748938778,0.0010870536981101946,0.010205926073456162,0.3474250887989726,0.08785147130807772,-0.022140377399567875,-0.018083283762329667,-5.3863199958087424e-05,2.0959117482923648e-05,-8.83378803675764e-05,-1.938851954859845e-05,0.9949138611736339,0.9670728622007722,0.001345243389776818,0.000482700390217472,-2.3012459148153227e-05,2.000262692324621e-05,-5.591385259141192e-05,9.888934295105468e-06,0.8750252084822459,0.649895140923106,0.05455320685755649,0.027688511059466236,-2.140014420283346e-05,1.9851449891414233e-05,-5.405287355697157e-05,1.1252585151304652e-05,0.8594862828800782,0.6204833947229998,0.06261266411794353,0.03220885984006372,1.2559645929745519e-07,1.905356944633199e-05,-3.121473635087347e-05,3.146592926946838e-05,0.49737028932208077,0.20892627378144252,0.3200136638972213,0.21273452761367195,-9.562560506250411e-06,1.6419696097567225e-05,-3.65705571857748e-05,1.744543617327397e-05,0.7198458121807095,0.3631408774935845,0.12866794476788412,0.0649060932092741,0.1198792269946859,0.11057742027569348,0.14449333933046662,-0.06107948424047659,0.003204808258726928,0.021149875006475593,0.21554491748938778,0.030480318174794675,0.20379241538932974,0.5,-3.926389495486241e-07,-7.177488241360199e-07,-0.003991516253031735,True,False,False
all_visible_lt0p2_keep0p0,181,-5.920100068484568e-05,723,188,16,0.07705398135130768,1,4,0.5053791990834345,0.3025798372142142,0.953124043402232,q2_bad,0.24191338005019167,0.0007916840071879491,0.007982927404810436,0.3143881048443303,0.046204407293602985,-0.004835321461777573,-0.03282051002617255,-2.9585099505622467e-05,1.802351411253824e-05,-5.923114206404204e-05,6.09430527971008e-08,0.9496502957139807,0.7858160438311506,0.016063436423690902,0.0063699760104294345,-1.9339294640931772e-05,1.7803269258022094e-05,-4.8623066651583055e-05,9.944477369719514e-06,0.8613219282316682,0.5895097216623643,0.055486366006932464,0.025811070694784055,-2.2295639088229348e-05,1.7936122216654232e-05,-5.179793476973794e-05,7.206656593279247e-06,0.8930767578412364,0.6515225049773515,0.040331080687396326,0.018010881094030817,-1.165494099241375e-05,1.755488677204388e-05,-4.053016017013255e-05,1.7220278185305047e-05,0.746627429844548,0.41751791152006507,0.11926795033947823,0.06225986570134112,-5.636901857975924e-06,1.3494746645888036e-05,-2.7833784823256076e-05,1.6559981107304226e-05,0.6619207244155736,0.23673129302246299,0.13844780564750114,0.06029782857756305,0.12599676473545554,0.11381478614791202,0.1413980469655616,-0.03439661536727784,0.00044198283638932694,-0.007239155287369816,0.24191338005019167,0.008234384097879941,0.20791448471522195,0.0,3.28052555767283e-06,-6.622057495219745e-07,-0.003058357103655762,False,False,False
top64_visible_lt0p5_keep0p25,56,-9.171091422251097e-05,904,193,32,0.04940751826174636,1,5,0.4714035787540451,0.31018105134080853,0.9506775033570062,q2_bad,0.23912712915831866,0.0009500953149828383,0.007929615171187843,0.3745565718684158,0.08228916768347003,-0.026158425969723134,-0.00671048329740199,-4.134300293605773e-05,1.804064206030335e-05,-7.101721846148098e-05,-1.1668787410634482e-05,0.9890373410901367,0.9254870820793901,0.0026148052860470727,0.0008437667914963365,-1.8531736427812973e-05,1.7462576380068795e-05,-4.725511852248624e-05,1.0191645666860293e-05,0.8557063493732415,0.57317121811697,0.05720397275427169,0.026311739113177968,-1.819264412472224e-05,1.751148993249553e-05,-4.6996481853511703e-05,1.0611193604067223e-05,0.8505738088383359,0.5653605352947992,0.05998339011417553,0.02785990559614715,-1.4232865466293841e-06,1.689470778515518e-05,-2.9212607923327154e-05,2.6366034830068386e-05,0.5335689889045376,0.20553906065244643,0.2679257688815122,0.16096809733111528,-6.786412352873883e-06,1.3897559004778352e-05,-2.9645862687655644e-05,1.6073037981907882e-05,0.6873372889100855,0.2698172412030411,0.1274522545977541,0.05591745494568001,0.12941421901629424,0.12033726954836615,0.15334834099338915,-0.05787306844296637,-0.0009533006680570609,0.03163134452545646,0.23912712915831866,0.02861558372494505,0.2168564520585582,0.25,4.0880837707916294e-06,-4.1503745238119464e-07,-0.0013407503563165335,True,False,False
top32_visible_lt0p3_keep0p5,21,-0.00011202032187163801,904,193,33,0.04072183266868299,1,4,0.4643243631194615,0.2983571376241525,0.9544543040024085,q2_bad,0.22247930080664793,0.0010563887815220982,0.007982927404810436,0.35077499918813143,0.08503493745422412,-0.023152221988524856,-0.02010251326304569,-5.02889630465105e-05,2.0248028667816273e-05,-8.359400643938548e-05,-1.6983919653635522e-05,0.993497774256526,0.9579601324956915,0.001695230530949332,0.000598057493767512,-2.1644989368048514e-05,1.9482637006833672e-05,-5.369107551131786e-05,1.0401096775220827e-05,0.8667133912285795,0.6274567076200045,0.05765170755182192,0.02892370180169901,-2.0813397696787783e-05,1.9430573303591004e-05,-5.2773846668945895e-05,1.1147051275370326e-05,0.8579529282194548,0.6114874337638636,0.06224245357968694,0.03150386118626025,-1.6200910920199386e-07,1.871964099716483e-05,-3.095307849861804e-05,3.062906028021405e-05,0.5034526023581121,0.20918842318995423,0.3115835393205796,0.20424623739019476,-7.75552048791047e-06,1.570208978501203e-05,-3.3583159821505165e-05,1.807211884568423e-05,0.6893174077270159,0.31520225380199873,0.14244608655384072,0.07091768502569973,0.1248150508855391,0.115683361256479,0.14699693748113507,-0.06116781907290506,-0.0020692201067723636,0.01810896698456936,0.22247930080664793,0.025850022625473968,0.21110285551588265,0.5,9.74830830556088e-07,-2.0558634402066147e-07,-0.000893015558766308,True,False,False
top4_visible_lt0p5_keep0p5,3,-0.0001184352810443617,904,193,33,0.038258943021825836,1,4,0.45970646594264947,0.296314173505536,0.9550905248088953,q2_bad,0.22645348477913876,0.0010884981607414072,0.007929615171187843,0.35014862522449736,0.08833255182901018,-0.02218555672021469,-0.017908459884351455,-5.3113589569618716e-05,2.0909063282803062e-05,-8.750593814649519e-05,-1.872124099274224e-05,0.9944608384444414,0.9646941561248517,0.001477478622614825,0.0005330602766157044,-2.239490816589175e-05,1.9972286832322235e-05,-5.5246396600552115e-05,1.0456580268768609e-05,0.8689197254926446,0.6385935377906522,0.05777423974956575,0.029519930793934335,-2.0515219722318315e-05,1.9829957370902802e-05,-5.3132597026140865e-05,1.2102157581504239e-05,0.8495620603937356,0.6035156008405316,0.06808041179590263,0.03540793359185257,6.441028869034991e-07,1.904481260782999e-05,-3.068182620569678e-05,3.197003197950378e-05,0.48651019034410015,0.20108539869061998,0.32973319134437407,0.22061737718196972,-9.104292070815143e-06,1.638625854518703e-05,-3.605728887103059e-05,1.78487047294003e-05,0.710759645751242,0.35243421052357027,0.1341350403306929,0.0681163956729256,0.12433075262566945,0.11549921940355315,0.1500458652831242,-0.05393722382074022,0.007039292894324873,0.018764002146853767,0.22645348477913876,0.03509373615436358,0.21549650824851446,0.5,2.2491203271285084e-07,-1.5010285047287945e-07,-0.0007704833610224782,True,False,False
top4_visible_lt0p5_keep0p25,3,-0.00011742275708983757,904,193,33,0.03858884582128689,1,4,0.4596053322490411,0.29598535304679224,0.9551924783946772,q2_bad,0.22777832679080573,0.001084783198718231,0.007929615171187843,0.3513477485578172,0.08862803414449862,-0.02225976990136198,-0.016444671924455874,-5.2760750514753335e-05,2.0842954652648807e-05,-8.704436007154779e-05,-1.847714095795888e-05,0.9943187309717411,0.9638141386725652,0.0015139835760303866,0.0005455427530893786,-2.2280652855421593e-05,1.9914880786126613e-05,-5.5037716746788137e-05,1.0476411035944955e-05,0.8683860238757409,0.6368258384920926,0.05791323063260867,0.02953975448541102,-2.022149457581075e-05,1.977283593188676e-05,-5.274491547349108e-05,1.2301926321869578e-05,0.8467729349344177,0.5980723154210891,0.06947781564027666,0.03616617037933878,5.794203890772512e-07,1.899606123087965e-05,-3.066631982432739e-05,3.182516060248189e-05,0.4878332960813653,0.201438093983209,0.3280926888163509,0.21902471162377468,-9.352024007250706e-06,1.6331627415614305e-05,-3.6215160595843994e-05,1.751111258134258e-05,0.7165532951171196,0.35760982176616396,0.13009816134503716,0.06550635029708851,0.12572165579070807,0.11710106263514407,0.15157432917897573,-0.05110135332316594,0.008658733316919048,0.019033766055272315,0.22777832679080573,0.03685935552939721,0.21787785473889656,0.25,3.391673431830098e-07,-1.3027208329653342e-07,-0.0006314924779795561,True,False,False
top4_visible_lt0p5_keep0p0,3,-0.00011640903526779605,901,193,32,0.03892488807957418,1,4,0.4595035034876872,0.29509282914703167,0.9554685877547208,q2_bad,0.22860112433802438,0.0010810682366950554,0.007929615171187843,0.3525551131796942,0.08872718916218411,-0.022284673622848635,-0.014937671402241599,-5.240671359237035e-05,2.0820871797671645e-05,-8.665400008506217e-05,-1.815942709967852e-05,0.9940825258375,0.9625988253943353,0.0015836063052834248,0.0005722119713167384,-2.2165199677433827e-05,1.9895708629333345e-05,-5.489072817716249e-05,1.056032882229483e-05,0.8673752871656563,0.6347729406535785,0.05841166591337532,0.029808384424469758,-1.9926571561785567e-05,1.9753758746336744e-05,-5.241861328162192e-05,1.2565470158050793e-05,0.8434523315699218,0.59237962158471,0.07129821074832499,0.03722595887404967,5.159357587685917e-07,1.897978294468402e-05,-3.070302905654661e-05,3.17349005740838e-05,0.4891567125707583,0.202177654271894,0.3267473430500403,0.2178422552488095,-9.598558076168701e-06,1.6313376383202272e-05,-3.643167438790345e-05,1.7234558235566047e-05,0.7218632972990159,0.36311276102365014,0.12666482048128358,0.06339016767525407,0.12683840393608492,0.11844891784236303,0.15277159915503807,-0.04813885321052093,0.010266099155102725,0.019262288392004345,0.22860112433802438,0.03855066381458241,0.21978395566013378,0.0,4.5462052117077546e-07,-4.635429694665875e-08,-0.00013305719721290465,True,False,False
top32_visible_lt0p3_keep0p25,21,-0.00010779707887791917,904,193,32,0.042317220932442653,1,4,0.4666595828765703,0.2959189620109462,0.955213048446452,q2_bad,0.21941044106822788,0.0010366191298892672,0.007982927404810436,0.3523609425755692,0.08269097018567392,-0.02350158557415725,-0.019514701596042273,-4.8520571277257355e-05,2.0010520498301255e-05,-8.143494849607496e-05,-1.5606194058439754e-05,0.9923405991258417,0.9515045954309457,0.0020116726360470683,0.0007116456032263407,-2.1152535205822803e-05,1.9299057127486887e-05,-5.289665931871326e-05,1.059158890706766e-05,0.8634693268280276,0.6189409606743517,0.05887830888998946,0.029420524601865616,-2.0665522084680897e-05,1.927083295442402e-05,-5.236322156414119e-05,1.1032177394779403e-05,0.8582237481592723,0.6094446347670216,0.06162449967789563,0.030959574311613225,-6.265081522468586e-07,1.858764191691747e-05,-3.120045837576378e-05,2.994744207127006e-05,0.5134440546655804,0.2147645952823629,0.3015855165616379,0.19560949283128237,-7.325627180059864e-06,1.54686698580074e-05,-3.276932490011825e-05,1.8118070539998523e-05,0.6820996921567786,0.30285408210603815,0.1450870510321456,0.0716836139205721,0.1252241579304734,0.11625153440389664,0.14543323007088993,-0.06138331285581594,-0.005194171456191406,0.017853353296877678,0.21941044106822788,0.02251258691820992,0.2090458787050482,0.25,1.4672849927817997e-06,-1.5094212173827933e-08,0.00033358577940123535,True,False,False
top4_visible_lt0p3_keep0p5,1,-0.00011973627107560666,904,193,32,0.03809766883310083,1,4,0.46028585323101245,0.29587054525834616,0.955228046305451,q2_bad,0.22251869964226895,0.0010930121059096287,0.007982927404810436,0.3487025738162413,0.08769839422237828,-0.022026282033135315,-0.017779891357533502,-5.350641682297152e-05,2.1083587896780995e-05,-8.81858328441419e-05,-1.8827000801801145e-05,0.9944227827596952,0.9649785139738006,0.0015064808373738137,0.000549229537147311,-2.253833946740608e-05,2.0144059919582912e-05,-5.567236948765982e-05,1.0595690552847658e-05,0.8683996052591563,0.6401267294410058,0.05850632178538462,0.030127836203580505,-2.1122996745586427e-05,2.0019521156673575e-05,-5.405217872997269e-05,1.1806185238799836e-05,0.8543147721924362,0.6142186622291078,0.06597079099862613,0.03438647003409856,6.877185492680373e-07,1.9213069121477392e-05,-3.091496788006339e-05,3.229040497859946e-05,0.48572318512234586,0.20251143680290795,0.331955084821529,0.2232999984822519,-8.374006776360492e-06,1.6504749545995068e-05,-3.5521903929016146e-05,1.877389037629516e-05,0.6940522143666865,0.3371387535784395,0.14574458688430425,0.07564017193906136,0.11984809182128775,0.11045490152408154,0.14479062765473097,-0.058143055508817286,0.007684777958385686,0.02101858566775262,0.22251869964226895,0.029658913578243,0.2104009239303939,0.5,8.1480731198523e-08,-1.0992566393830416e-08,-3.8401325203607506e-05,True,False,False
baseline_e169,0,-0.00012045673036518249,904,193,32,0.048415374870137765,1,4,0.45990667640020316,0.2953263606096827,0.9553964311891896,q2_bad,0.22238136054842647,0.001095928084787759,0.010205926073456162,0.34777476718904393,0.08717950318804749,-0.021895957637027747,-0.020672273103376985,-5.3815669091122e-05,2.117143363619523e-05,-8.863957849538011e-05,-1.899175968686388e-05,0.994487415838026,0.9655231343763699,0.0014952582747622678,0.0005471708790900642,-2.2619820198604602e-05,2.0200279692623594e-05,-5.5846323516450696e-05,1.0606683119241488e-05,0.8685957210444631,0.6412614442417409,0.058544723110588226,0.030209566786805864,-2.1099071427105982e-05,2.005681638500645e-05,-5.4089598603083554e-05,1.1891455748871593e-05,0.8535922255510007,0.6135557603541835,0.06648462637240216,0.034736487213509415,7.77066470783477e-07,1.923858277492096e-05,-3.086758618395138e-05,3.2421719125518336e-05,0.483890684570215,0.20151442283676146,0.33385227036434095,0.22499190909369204,-8.605229609716531e-06,1.660298555618226e-05,-3.5914710620025825e-05,1.8704251400592763e-05,0.6978734588341237,0.34315365822507055,0.1439940291995625,0.0748687087988299,0.1207896667285286,0.1116003116796305,0.146067710439481,-0.05916715129754496,0.00380778547117415,0.018111840155703465,0.22238136054842647,0.031393063463835906,0.20941683024731136,1.0,0.0,0.0,0.0,True,False,False
top4_visible_lt0p3_keep0p25,1,-0.00011937567532480087,904,193,32,0.03821274971083781,1,4,0.4604762013464721,0.2957504028439186,0.955265250711895,q2_bad,0.22225751442059033,0.0010915541164705635,0.007982927404810436,0.34916833603758024,0.0878295711711412,-0.022059228365794173,-0.016296519460425308,-5.335142458287839e-05,2.1061569212636034e-05,-8.799462309157223e-05,-1.8708226074184544e-05,0.9943473437189149,0.9645539203774762,0.001527471643280709,0.0005569296938017221,-2.2497232995788917e-05,2.0129980443100987e-05,-5.560810433808578e-05,1.0613638346507948e-05,0.8681307138067581,0.6394565140363639,0.058616858115222326,0.030177571760328648,-2.113459329880875e-05,2.0010186488452837e-05,-5.404842112031574e-05,1.1779234522698238e-05,0.8545596837243189,0.6144920943104496,0.06580648120599686,0.0342778216532067,6.434106945282153e-07,1.9206685412544865e-05,-3.094877546801213e-05,3.223559685706857e-05,0.4866382083266904,0.20308455055352836,0.3310657220947517,0.2225363085521026,-8.258029253664577e-06,1.6480099047801002e-05,-3.536537994495956e-05,1.8849321437630407e-05,0.6918464584795014,0.3343434886803866,0.14699684328880624,0.07633946214127185,0.11919585901159127,0.10971393691191811,0.14393235859004097,-0.05754086620296222,0.009626319552448751,0.022451590070073513,0.22225751442059033,0.02874133945565277,0.21058426388098397,0.25,1.2258720281568537e-07,6.955227266460049e-09,7.213500463409961e-05,True,False,False
