candidate_id,basename,source_path,contrast_policy_id,parent_policy_id,target,view_id,split,rep,block_scheme,label_mode,cv_group,rule,base_block_frac,delta_mode,scale,train_actual_delta,train_dominance,train_min_mode_dominance,train_selected_null_max,test_selected_blocks,test_selected_rows,test_null_mean_rate,test_null_max_rate,test_contrast_score,test_delta_mean,test_delta_p90_abs,test_delta_l1,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,public_free_submission_ready,final_decision
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarit_548129b5.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarit_548129b5.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,rarity_third,0.7,raw,0.5,-0.008455166872936126,0.9305555555555556,0.875,0.7115384615384617,13,63,0.4508547008547008,0.702991452991453,-0.2699674312948568,0.006384171660995171,0.04,2.3105312496132218,promote_candidate,True,-0.0003283613460971009,-0.000588145005101983,-7.080913831806004e-05,0.9411764705882353,0.003405420133987508,15,1.0,0.2,0.9333333333333333,0.0,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf70_raw_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_1f248446.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_1f248446.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_half,0.7,raw,0.25,-0.014723075500705285,0.9722222222222222,0.9583333333333334,0.9166666666666666,18,96,0.7366255144032922,0.9197530864197532,-0.029886018118584545,0.005197134813664018,0.02,1.7541934555510337,promote_candidate,True,-0.00022212678758788218,-0.0004087632538875485,-5.970991806923565e-05,0.9411764705882353,0.0012254461118387794,15,0.8666666666666667,0.8666666666666667,0.5333333333333333,0.8,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lo_f83c007a.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lo_f83c007a.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax35,0.7,raw,0.5,-0.007404938694985819,0.8541666666666666,0.7708333333333334,0.7027777777777777,9,50,0.48456790123456794,0.7037037037037037,-0.1600804781115849,0.003764841960263947,0.04,1.8009826349215006,promote_candidate,True,-0.00016505166585205786,-0.00030105131441857775,-5.258217398978411e-05,0.9117647058823529,0.002300444139397423,15,0.13333333333333333,0.8666666666666667,0.4666666666666667,0.6,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70_raw_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_0ddd0196.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_0ddd0196.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,contrast_half,0.7,raw,0.25,-0.011624352224264167,0.8819444444444444,0.8541666666666666,0.9305555555555556,18,96,0.7752057613168724,0.9351851851851851,-0.022439557000174176,0.004159905145411207,0.02,1.7422441332422884,promote_candidate,True,-0.00019356910775460167,-0.0003564053868976198,-5.143677301359792e-05,0.9411764705882353,0.0010518300476197728,15,0.2,1.0,0.4,1.0,False,blocked_by_matched_nulls
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_centered_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_6490a981.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_6490a981.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,contrast_third,0.7,centered,0.25,-0.008046197595308557,0.9444444444444444,0.875,0.8709150326797386,17,33,0.7489106753812635,0.872549019607843,0.11571223985914364,0.0022902747368106287,0.02,0.5725686842026572,promote_candidate,True,-7.747561110978899e-05,-9.799788383376245e-05,-5.1116981263631924e-05,1.0,-0.0030860163042528144,15,0.8666666666666667,0.26666666666666666,0.3333333333333333,0.2,False,blocked_by_matched_nulls
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70_centered_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70__06636bce.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70__06636bce.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax25,0.7,centered,0.25,-0.007737495166443842,0.9513888888888888,0.875,0.7268518518518517,12,26,0.4251543209876543,0.6689814814814815,-0.12681484445890315,0.0018255349443689925,0.0009961398345840146,0.45638373609224814,too_small_to_submit,False,-6.674803833115945e-05,-8.512983446088569e-05,-4.36309711142748e-05,1.0,-0.0029862521114394913,15,0.0,0.9333333333333333,0.6,0.8,False,too_small_to_submit
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70_centered_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70__06636bce.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70__06636bce.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax35,0.7,centered,0.25,-0.007737495166443842,0.9652777777777778,0.9375,0.7268518518518517,12,26,0.4251543209876543,0.6689814814814815,-0.12681484445890315,0.0018255349443689925,0.0009961398345840146,0.45638373609224814,too_small_to_submit,False,-6.674803833115945e-05,-8.512983446088569e-05,-4.36309711142748e-05,1.0,-0.0029862521114394913,15,0.0,0.8666666666666667,0.6666666666666666,0.8,False,too_small_to_submit
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70_centered_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70__06636bce.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70__06636bce.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax50,0.7,centered,0.25,-0.007737495166443842,0.9583333333333334,0.9166666666666666,0.7268518518518517,12,26,0.4251543209876543,0.6689814814814815,-0.12681484445890315,0.0018255349443689925,0.0009961398345840146,0.45638373609224814,too_small_to_submit,False,-6.674803833115945e-05,-8.512983446088569e-05,-4.36309711142748e-05,1.0,-0.0029862521114394913,15,0.0,0.8666666666666667,0.6,0.8,False,too_small_to_submit
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf50_raw_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_c6e9e3a6.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_c6e9e3a6.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_half,0.5,raw,0.25,-0.01164190084108141,0.9861111111111112,0.9791666666666666,0.7301587301587301,13,69,0.5455840455840455,0.7435897435897434,0.20983752750748333,0.003590185925969286,0.02,1.2907297393271293,too_small_to_submit,False,-0.0001639854295939504,-0.0002990439373396833,-4.0446014788980464e-05,0.9411764705882353,0.0006482319512898238,15,0.0,0.5333333333333333,0.6666666666666666,0.4,False,too_small_to_submit
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf70_raw_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_6e2c8394.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_6e2c8394.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_third,0.7,raw,0.25,-0.012807572629326525,0.9861111111111112,0.9583333333333334,0.9166666666666667,13,68,0.7542735042735041,0.9337606837606837,0.051006373623579584,0.003444557382993157,0.02,1.2034071926377758,too_small_to_submit,False,-0.00015400952419564504,-0.0002814154176290721,-3.852390275362495e-05,0.9411764705882353,0.0007572465768915793,15,0.0,0.6666666666666666,0.5333333333333333,0.4,False,too_small_to_submit
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf50_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_d6704b34.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_d6704b34.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_third,0.5,raw,0.5,-0.010633184945194718,0.9861111111111112,0.9791666666666666,0.8222222222222222,9,35,0.5792181069958847,0.7623456790123457,0.2743474596340924,0.0034248634886777972,0.04,1.383784127830551,too_small_to_submit,False,-0.0001464814660646795,-0.00026991324172185075,-3.828977255732864e-05,0.9411764705882353,0.0007403779656358078,15,0.0,0.4,0.8,0.2,False,too_small_to_submit
