candidate_id,basename,source_path,contrast_policy_id,parent_policy_id,target,view_id,split,rep,block_scheme,label_mode,cv_group,rule,base_block_frac,delta_mode,scale,train_actual_delta,train_dominance,train_min_mode_dominance,train_selected_null_max,test_selected_blocks,test_selected_rows,test_null_mean_rate,test_null_max_rate,test_contrast_score,test_delta_mean,test_delta_p90_abs,test_delta_l1,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,public_free_submission_ready,final_decision
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70_centered_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70__8b38a126.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70__8b38a126.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,contrast_half,0.7,centered,0.5,-0.007854845756983475,0.9236111111111112,0.8541666666666666,0.8807870370370371,24,47,0.7600308641975309,0.9004629629629629,0.02328850999849169,0.006432573679210567,0.04,1.6081434198026416,promote_candidate,True,-0.0002287240259978607,-0.0002906840517642127,-0.00015667915333768856,1.0,-0.009238004260681276,15,1.0,0.8,0.4666666666666667,0.6,False,blocked_by_matched_nulls
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_centered_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_ce_69c74989.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_ce_69c74989.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,rarity_half,0.7,centered,0.5,-0.011041080178671114,1.0,1.0,0.7465277777777778,24,41,0.48302469135802467,0.7372685185185186,-0.19505487480649195,0.005930103480856658,0.04,1.4825258702141646,promote_candidate,True,-0.00021946948482218115,-0.0002797446894940857,-0.00014473755184073455,1.0,-0.00894357887311939,15,1.0,0.9333333333333333,0.6,0.8,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf70_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_711a4e72.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_711a4e72.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_half,0.7,raw,0.5,-0.014723075500705285,0.9722222222222222,0.9583333333333334,0.9166666666666666,18,96,0.7366255144032922,0.9197530864197532,-0.029886018118584545,0.010394269627328036,0.04,3.5083869111020674,promote_candidate,True,-0.000432114960061898,-0.0007919820228029879,-0.00012598268898021068,0.9411764705882353,0.0024508922236775588,15,1.0,0.9333333333333333,0.4666666666666667,0.8,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_8ba2a72f.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_8ba2a72f.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,contrast_half,0.7,raw,0.5,-0.011624352224264167,0.8819444444444444,0.8541666666666666,0.9305555555555556,18,96,0.7752057613168724,0.9351851851851851,-0.022439557000174176,0.008319810290822413,0.04,3.484488266484577,promote_candidate,True,-0.00037387220977046844,-0.0006850287235140377,-0.00010963253552683911,0.9411764705882353,0.0021036600952395457,15,1.0,0.9333333333333333,0.5333333333333333,0.8,False,blocked_by_matched_nulls
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_centered_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_39ca8145.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_39ca8145.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,contrast_third,0.7,centered,0.5,-0.008046197595308557,0.9444444444444444,0.875,0.8709150326797386,17,33,0.7489106753812635,0.872549019607843,0.11571223985914364,0.004580549473621257,0.04,1.1451373684053143,promote_candidate,True,-0.0001596551222854546,-0.00020239749963559802,-0.00010609362223227509,1.0,-0.006172032608505629,15,1.0,0.4,0.4,0.4,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf50_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_8d3265d8.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_8d3265d8.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_half,0.5,raw,0.5,-0.01164190084108141,0.9861111111111112,0.9791666666666666,0.7301587301587301,13,69,0.5455840455840455,0.7435897435897434,0.20983752750748333,0.007180371851938572,0.04,2.5814594786542586,promote_candidate,True,-0.00031665466595469084,-0.0005816880652643765,-8.826914250810859e-05,0.9411764705882353,0.0012964639025796476,15,1.0,0.8,0.6,0.6,False,blocked_by_matched_nulls
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70_centered_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70__13858713.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70__13858713.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax35,0.7,centered,0.5,-0.007737495166443842,0.9652777777777778,0.9375,0.7268518518518517,12,26,0.4251543209876543,0.6689814814814815,-0.12681484445890315,0.003651069888737985,0.001992279669168029,0.9127674721844963,promote_candidate,True,-0.0001353427726607472,-0.0001727936309292357,-8.704507493430096e-05,1.0,-0.005972504222878927,15,1.0,0.8666666666666667,0.5333333333333333,0.8,False,blocked_by_matched_nulls
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70_centered_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70__13858713.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70__13858713.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax25,0.7,centered,0.5,-0.007737495166443842,0.9513888888888888,0.875,0.7268518518518517,12,26,0.4251543209876543,0.6689814814814815,-0.12681484445890315,0.003651069888737985,0.001992279669168029,0.9127674721844963,promote_candidate,True,-0.0001353427726607472,-0.0001727936309292357,-8.704507493430096e-05,1.0,-0.005972504222878927,15,1.0,0.7333333333333333,0.4,0.4,False,blocked_by_matched_nulls
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70_centered_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70__13858713.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70__13858713.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax50,0.7,centered,0.5,-0.007737495166443842,0.9583333333333334,0.9166666666666666,0.7268518518518517,12,26,0.4251543209876543,0.6689814814814815,-0.12681484445890315,0.003651069888737985,0.001992279669168029,0.9127674721844963,promote_candidate,True,-0.0001353427726607472,-0.0001727936309292357,-8.704507493430096e-05,1.0,-0.005972504222878927,15,1.0,0.6666666666666666,0.26666666666666666,0.4,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf70_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_698ee75c.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_698ee75c.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_third,0.7,raw,0.5,-0.012807572629326525,0.9861111111111112,0.9583333333333334,0.9166666666666667,13,68,0.7542735042735041,0.9337606837606837,0.051006373623579584,0.006889114765986314,0.04,2.4068143852755517,promote_candidate,True,-0.00029790184431768716,-0.0005472202575218722,-8.310071927662771e-05,0.9411764705882353,0.001514493153783214,15,1.0,0.4666666666666667,0.9333333333333333,0.0,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_half_bf35_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_3898f1f3.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_3898f1f3.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_half_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,contrast_half,0.35,raw,0.5,-0.008391382269369863,0.9791666666666666,0.9375,0.4527777777777778,10,62,0.3435185185185185,0.4916666666666666,0.383609462087224,0.005999247568442087,0.04,2.206178407780137,promote_candidate,True,-0.00025956991477790384,-0.000475732391750714,-7.570304060276237e-05,0.9411764705882353,0.0008385097816246412,15,1.0,0.6,0.4666666666666667,0.4,False,blocked_by_matched_nulls
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70_centered_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70__a8a7bf85.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70__a8a7bf85.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,contrast_half,0.7,centered,0.25,-0.007854845756983475,0.9236111111111112,0.8541666666666666,0.8807870370370371,24,47,0.7600308641975309,0.9004629629629629,0.02328850999849169,0.0032162868396052834,0.02,0.8040717099013208,promote_candidate,True,-0.00011103327489547625,-0.00014081148897438856,-7.41403124245468e-05,1.0,-0.004619002130340666,15,1.0,0.4666666666666667,0.4666666666666667,0.4,False,blocked_by_matched_nulls
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_centered_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_ce_dd66d51f.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_ce_dd66d51f.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,rarity_half,0.7,centered,0.25,-0.011041080178671114,1.0,1.0,0.7465277777777778,24,41,0.48302469135802467,0.7372685185185186,-0.19505487480649195,0.002965051740428329,0.02,0.7412629351070823,promote_candidate,True,-0.0001076383393797776,-0.00013701634468456995,-7.235372338394621e-05,1.0,-0.004471789436559681,15,1.0,0.8,0.4666666666666667,0.6,False,blocked_by_matched_nulls
