basename,variant_type,family_tested,axis_kind_tested,axis_count,old_promotion_decision,old_strict_promote,actual_mean,actual_p90,actual_beats_current_rate,null_count,null_strict_rate,null_p90_q20,null_p90_median,null_p90_best,null_mean_q20,p90_dominance,mean_dominance,worst_mode_p90_dominance,placebo_adjusted_p90_vs_median,placebo_adjusted_p90_vs_best,placebo_resistant_gate,e277_decision,dateblock_p90_dominance,row_p90_dominance,subject_p90_dominance,dateblock_null_strict_rate,row_null_strict_rate,subject_null_strict_rate,dateblock_best_null_p90,row_best_null_p90,subject_best_null_p90
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,axis_ablation,routine_calendar,only,1,below_selector_resolution,False,4.123965588355365e-06,2.8506927448311185e-05,0.5588235294117647,21,0.0,2.889676764479889e-05,3.024434782012139e-05,2.70877975670442e-05,1.293051744433404e-06,0.8571428571428571,0.7142857142857143,0.7142857142857143,-1.737420371810204e-06,1.419129881266984e-06,False,below_selector_resolution,0.8571428571428571,0.7142857142857143,1.0,0.0,0.0,0.0,2.732195731846437e-05,2.70877975670442e-05,2.9500008009597274e-05
submission_e276_jepa_only_m160_75d0e9cf.csv,axis_ablation,all,jepa_only,6,promote_candidate,True,-0.00013369168217097354,-9.339030303667187e-05,1.0,21,0.9047619047619048,-9.512694833502853e-05,-8.205985241706946e-05,-0.00012551176134364047,-0.0001758183340701966,0.7619047619047619,0.3333333333333333,0.7142857142857143,-1.1330450619602411e-05,3.21214583069686e-05,False,blocked_by_placebo_promotes,0.7142857142857143,0.8571428571428571,0.7142857142857143,1.0,0.7142857142857143,1.0,-0.00012551176134364047,-0.00010295362182021382,-0.00010784360249948824
submission_e276_only_social_comm_m160_22a09ec4.csv,axis_ablation,social_comm,only,1,below_selector_resolution,False,2.0824660319399578e-05,3.600071613398517e-05,0.058823529411764705,21,0.0,3.5129939703998014e-05,3.740788474997475e-05,2.8192146784526093e-05,1.1226752815811212e-05,0.7142857142857143,0.5238095238095238,0.5714285714285714,-1.407168615989581e-06,7.808569349459076e-06,False,below_selector_resolution,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.0,0.0,0.0,3.363948398108698e-05,2.8192146784526093e-05,3.5129939703998014e-05
submission_e276_no_media_game_m160_72fc6fa6.csv,axis_ablation,media_game,leave_one_out,11,promote_candidate,True,-0.00022907478310133157,-0.00012931421602110354,1.0,21,0.9047619047619048,-0.00013667722517213076,-0.00012521029552884535,-0.00016766290355077056,-0.00028084198563723214,0.6666666666666666,0.3333333333333333,0.42857142857142855,-4.103920492258193e-06,3.834868752966702e-05,False,blocked_by_placebo_promotes,0.42857142857142855,0.5714285714285714,1.0,1.0,1.0,0.7142857142857143,-0.00014344850728048497,-0.00016766290355077056,-0.00012585480827974249
submission_e276_q3_only_m160_6034ca83.csv,axis_ablation,q3_only,all,9,promote_candidate,True,-0.00011880724353229192,-5.767992840109291e-05,1.0,21,0.9047619047619048,-6.0725105450905094e-05,-5.727730999667604e-05,-7.527718955558047e-05,-0.00019241190076616513,0.6190476190476191,0.23809523809523808,0.14285714285714285,-4.026184044168677e-07,1.7597261154487556e-05,False,blocked_by_placebo_promotes,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,-5.910026132445408e-05,-7.527718955558047e-05,-5.788658639953143e-05
submission_e275_q_sleep_amp_m160_86528b2f.csv,primary,all,all,12,promote_candidate,True,-0.00019047286810265008,-8.472589751972061e-05,0.9705882352941176,21,0.9523809523809523,-0.0001086591916653084,-8.377295888681061e-05,-0.00011609267560057788,-0.00024482401402162624,0.5714285714285714,0.23809523809523808,0.2857142857142857,-9.529386329100041e-07,3.136677808085727e-05,False,blocked_by_placebo_promotes,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.0,1.0,0.8571428571428571,-0.00011609267560057788,-0.00011534066853497604,-9.058598327921706e-05
submission_e276_q12_only_m160_7bcd965c.csv,axis_ablation,q12_only,all,3,too_small_to_submit,False,-6.920644870148871e-05,4.5344132971246405e-06,0.8823529411764706,21,0.0,-1.226331342004202e-05,5.902824706840034e-06,-2.4799792870018512e-05,-8.06317410769014e-05,0.5238095238095238,0.6190476190476191,0.0,-1.3684114097153935e-06,2.9334206167143152e-05,False,too_small_to_submit,0.0,0.7142857142857143,0.8571428571428571,0.0,0.0,0.0,-2.4799792870018512e-05,-2.1255749824604688e-05,2.9165123945572653e-07
submission_e276_only_mobility_context_m160_6ac81269.csv,axis_ablation,mobility_context,only,4,promote_candidate,True,-0.00013058042653415076,-9.530512221023784e-05,1.0,21,0.9047619047619048,-0.00011005201572485747,-9.962446056035779e-05,-0.0001410400083170902,-0.0001543147278588925,0.47619047619047616,0.2857142857142857,0.14285714285714285,4.319338350119946e-06,4.5734886106852356e-05,False,blocked_by_placebo_promotes,0.14285714285714285,0.8571428571428571,0.42857142857142855,1.0,0.7142857142857143,1.0,-0.00013598261139734832,-0.00010477070228037016,-0.0001410400083170902
submission_e276_no_cognitive_money_m160_35f41cd8.csv,axis_ablation,cognitive_money,leave_one_out,11,promote_candidate,True,-0.00019431125408564948,-8.628126010479278e-05,0.9705882352941176,21,0.9523809523809523,-0.00010060808729230923,-8.686956021194626e-05,-0.00012640367985047263,-0.00024687087000265076,0.47619047619047616,0.14285714285714285,0.14285714285714285,5.883001071534853e-07,4.012241974567986e-05,False,blocked_by_placebo_promotes,0.14285714285714285,0.5714285714285714,0.7142857142857143,1.0,0.8571428571428571,1.0,-0.00012640367985047263,-9.945404937497798e-05,-0.00010283880019941624
submission_e276_story_full_rebuild_m160_00f95c9a.csv,axis_ablation,all,all,12,promote_candidate,True,-0.00018801369223378064,-8.276875102595271e-05,0.9705882352941176,21,0.9047619047619048,-0.00010100327019146518,-8.674461519477908e-05,-0.0001166841855887839,-0.0002523170503762064,0.47619047619047616,0.23809523809523808,0.2857142857142857,3.97586416882637e-06,3.39154345628312e-05,False,blocked_by_placebo_promotes,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.0,0.8571428571428571,0.8571428571428571,-0.0001166841855887839,-0.00011385973205845523,-0.00010509470414578829
