basename,variant_type,family_tested,axis_kind_tested,axis_count,old_promotion_decision,old_strict_promote,actual_mean,actual_p90,actual_beats_current_rate,null_count,null_strict_rate,null_p90_q20,null_p90_median,null_p90_best,null_mean_q20,p90_dominance,mean_dominance,worst_mode_p90_dominance,placebo_adjusted_p90_vs_median,placebo_adjusted_p90_vs_best,placebo_resistant_gate,e277_decision,dateblock_p90_dominance,row_p90_dominance,subject_p90_dominance,dateblock_null_strict_rate,row_null_strict_rate,subject_null_strict_rate,dateblock_best_null_p90,row_best_null_p90,subject_best_null_p90
submission_e276_inverse_primary_m080_4574c953.csv,inverse_control,all,inverse,12,below_selector_resolution,False,0.00011034787380856924,0.0002077223336600891,0.058823529411764705,21,0.0,0.00020483172552825742,0.0002074004435504279,0.00019571413001452314,0.00012382128779991615,0.47619047619047616,0.9047619047619048,0.2857142857142857,3.2189010966117513e-07,1.2008203645565943e-05,False,below_selector_resolution,0.42857142857142855,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0002054420790633457,0.00020181258968377598,0.00019571413001452314
submission_e276_no_social_comm_m160_cea48ae0.csv,axis_ablation,social_comm,leave_one_out,11,promote_candidate,True,-0.00018694074124302336,-9.215557645057727e-05,0.9705882352941176,21,0.8571428571428571,-0.00011069729262402618,-0.00010207973764114352,-0.00013831542006133749,-0.00023180653374661186,0.38095238095238093,0.38095238095238093,0.14285714285714285,9.924161190566247e-06,4.615984361076022e-05,False,blocked_by_placebo_promotes,0.14285714285714285,0.42857142857142855,0.5714285714285714,1.0,0.7142857142857143,0.8571428571428571,-0.00012844226999169365,-0.00013831542006133749,-0.00010700374192383235
submission_e276_no_routine_calendar_m160_9ee2a993.csv,axis_ablation,routine_calendar,leave_one_out,11,promote_candidate,True,-0.0001674787312124294,-7.227547272971778e-05,0.9705882352941176,21,0.9523809523809523,-9.705057398043625e-05,-8.239914125795504e-05,-0.0001076012235376604,-0.00023690628470157273,0.38095238095238093,0.14285714285714285,0.2857142857142857,1.0123668528237256e-05,3.5325750807942624e-05,False,blocked_by_placebo_promotes,0.2857142857142857,0.5714285714285714,0.2857142857142857,1.0,1.0,0.8571428571428571,-9.649689500345196e-05,-0.00010387647514246826,-0.0001076012235376604
submission_e276_only_cognitive_money_m160_0de79a2d.csv,axis_ablation,cognitive_money,only,1,below_selector_resolution,False,7.013061173585187e-05,9.000663344947468e-05,0.0,21,0.0,5.7758442833109685e-05,7.878138001239615e-05,4.427929459647389e-05,4.598053791991316e-05,0.38095238095238093,0.38095238095238093,0.14285714285714285,1.1225253437078536e-05,4.572733885300079e-05,False,below_selector_resolution,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,5.7758442833109685e-05,4.427929459647389e-05,5.402228881178e-05
submission_e276_no_diary_global_m160_d8951434.csv,axis_ablation,diary_global,leave_one_out,9,promote_candidate,True,-0.00012520374147341373,-5.0407502424043796e-05,0.9705882352941176,21,0.6666666666666666,-7.82755007782532e-05,-5.952712046220875e-05,-9.591552231811841e-05,-0.00016463739471400674,0.3333333333333333,0.23809523809523808,0.14285714285714285,9.119618038164956e-06,4.550801989407461e-05,False,blocked_by_placebo_promotes,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.8571428571428571,-8.756037470584184e-05,-7.783266063927001e-05,-9.591552231811841e-05
submission_e276_no_bedtime_phone_m160_b81efadd.csv,axis_ablation,bedtime_phone,leave_one_out,11,too_small_to_submit,False,-0.00013496948698809408,-4.0128080474931236e-05,0.9411764705882353,21,0.47619047619047616,-6.713501453907859e-05,-4.887948134499521e-05,-8.313114780970817e-05,-0.0002280325755560261,0.2857142857142857,0.09523809523809523,0.0,8.751400870063975e-06,4.3003067334776936e-05,False,too_small_to_submit,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5714285714285714,-8.313114780970817e-05,-6.713501453907859e-05,-7.809292401234434e-05
submission_e276_no_mobility_context_m160_68587259.csv,axis_ablation,mobility_context,leave_one_out,8,below_selector_resolution,False,0.0001039889486371406,0.00014835215090901833,0.08823529411764706,21,0.0,0.00011272859106705752,0.00012679425102710005,9.398588148291443e-05,4.950179543097667e-05,0.23809523809523808,0.23809523809523808,0.0,2.1557899881918287e-05,5.4366269426103905e-05,False,below_selector_resolution,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.0001080610260049903,9.398588148291443e-05,0.00011373844886311062
submission_e276_only_bedtime_phone_m160_1e694a7d.csv,axis_ablation,bedtime_phone,only,1,below_selector_resolution,False,6.346294288917327e-05,8.370646518050924e-05,0.0,21,0.0,4.1142602307212616e-05,5.640678451472414e-05,3.570741983751133e-05,1.3300735008446367e-05,0.14285714285714285,0.14285714285714285,0.0,2.72996806657851e-05,4.799904534299791e-05,False,below_selector_resolution,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,4.605433868716795e-05,3.570741983751133e-05,5.6250932006871715e-05
submission_e276_only_diary_global_m160_6988f6a1.csv,axis_ablation,diary_global,only,3,block_or_reject,False,9.479587206218516e-05,0.00011803293460169235,0.058823529411764705,21,0.0,8.155181582081523e-05,8.68584515117071e-05,6.376570245520148e-05,5.8018995600481674e-05,0.14285714285714285,0.14285714285714285,0.0,3.117448308998525e-05,5.4267232146490874e-05,False,block_or_reject,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,7.896276710539224e-05,6.376570245520148e-05,0.00010663864605207218
submission_e276_only_media_game_m160_8f065696.csv,axis_ablation,media_game,only,1,below_selector_resolution,False,4.288851460156601e-05,7.631684903180087e-05,0.11764705882352941,21,0.0,5.2633413102429254e-05,6.217469984158936e-05,4.787693625464423e-05,2.8036919915270566e-05,0.047619047619047616,0.0,0.0,1.414214919021151e-05,2.8439912777156644e-05,False,below_selector_resolution,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,4.953758285195019e-05,4.787693625464423e-05,4.957721344274028e-05
submission_e276_nonjepa_only_m160_a1ae06d0.csv,axis_ablation,all,nonjepa_only,6,block_or_reject,False,0.00012931208151349054,0.0001837961537821693,0.058823529411764705,21,0.0,0.0001163279011826405,0.00012857826659406176,0.00010333453723746327,7.794481856597703e-05,0.047619047619047616,0.047619047619047616,0.0,5.521788718810755e-05,8.046161654470604e-05,False,block_or_reject,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.00010333453723746327,0.00011208495094018213,0.00011863199213378207
