train_scope,view,model,target,scheme,rows,valid_oof_rows,feature_count,numeric_feature_count,cat_feature_count,oof_spearman,oof_mae,target_mean,target_std,e351_oof_pred
compat_pool,action_augmented,randomforest,e352_top3_rate,random_kfold,36,36,171,165,6,0.7960287107987853,0.04405447870054185,0.054810176903200156,0.07237825871620876,0.06807537197944172
compat_pool,selector_context,randomforest,e352_top3_rate,random_kfold,36,36,159,153,6,0.7864815269091403,0.04386512983104118,0.054810176903200156,0.07237825871620876,0.06647199312315585
compat_pool,action_augmented,extratrees,e352_top3_rate,random_kfold,36,36,171,165,6,0.7526793352998564,0.03886816667218799,0.054810176903200156,0.07237825871620876,0.08080339395746369
compat_pool,selector_context,extratrees,e352_top3_rate,random_kfold,36,36,159,153,6,0.7326818555310052,0.03975518797345348,0.054810176903200156,0.07237825871620876,0.0785210445239515
compat_pool,strict_geometry,randomforest,e352_top3_rate,random_kfold,36,36,127,121,6,0.4159475791921044,0.05252590515042998,0.054810176903200156,0.07237825871620876,0.04608795696452224
compat_pool,strict_geometry,extratrees,e352_top3_rate,random_kfold,36,36,127,121,6,0.38640291553360817,0.04930996571258199,0.054810176903200156,0.07237825871620876,0.04523885244815473
compat_pool,action_augmented,extratrees,e352_top3_rate,s3_holdout,36,36,171,165,6,0.5302557538708279,0.05167062476534378,0.054810176903200156,0.07237825871620876,0.0536265570131849
compat_pool,selector_context,extratrees,e352_top3_rate,s3_holdout,36,36,159,153,6,0.4881965383569861,0.05401435751120829,0.054810176903200156,0.07237825871620876,0.055901079970847395
compat_pool,selector_context,randomforest,e352_top3_rate,s3_holdout,36,36,159,153,6,0.18371878187641336,0.06483380109817449,0.054810176903200156,0.07237825871620876,0.03756132653538744
compat_pool,action_augmented,randomforest,e352_top3_rate,s3_holdout,36,36,171,165,6,0.18152550990176516,0.0647255085431144,0.054810176903200156,0.07237825871620876,0.038294073224529435
compat_pool,strict_geometry,extratrees,e352_top3_rate,s3_holdout,36,36,127,121,6,0.10153559082636048,0.06376975253428742,0.054810176903200156,0.07237825871620876,0.021288552640296825
compat_pool,strict_geometry,randomforest,e352_top3_rate,s3_holdout,36,36,127,121,6,-0.11908176662354603,0.0747043661643704,0.054810176903200156,0.07237825871620876,0.021362840970399106
compat_pool,strict_geometry,randomforest,e352_top3_rate,scale_holdout,36,36,127,121,6,-0.38101658379721787,0.09825851315941518,0.054810176903200156,0.07237825871620876,0.1281800834824092
compat_pool,action_augmented,extratrees,e352_top3_rate,scale_holdout,36,36,171,165,6,-0.3835910201742261,0.0975999094963076,0.054810176903200156,0.07237825871620876,0.1271914132379242
compat_pool,selector_context,randomforest,e352_top3_rate,scale_holdout,36,36,159,153,6,-0.3844491656332288,0.10012949915641979,0.054810176903200156,0.07237825871620876,0.1281800834824091
compat_pool,action_augmented,randomforest,e352_top3_rate,scale_holdout,36,36,171,165,6,-0.3844491656332288,0.10026264963861868,0.054810176903200156,0.07237825871620876,0.12818008348240914
compat_pool,strict_geometry,extratrees,e352_top3_rate,scale_holdout,36,36,127,121,6,-0.38573638382173286,0.09734129416138415,0.054810176903200156,0.07237825871620876,0.1271914132379242
compat_pool,selector_context,extratrees,e352_top3_rate,scale_holdout,36,36,159,153,6,-0.3861654565512343,0.09748197978091343,0.054810176903200156,0.07237825871620876,0.1271914132379242
compat_pool,action_augmented,extratrees,e352_top3_rate,threshold_holdout,36,36,171,165,6,0.7728058310672163,0.03800406806503379,0.054810176903200156,0.07237825871620876,0.10257967269595189
compat_pool,selector_context,extratrees,e352_top3_rate,threshold_holdout,36,36,159,153,6,0.7566788312536267,0.037637171527271626,0.054810176903200156,0.07237825871620876,0.10996115749022722
compat_pool,action_augmented,randomforest,e352_top3_rate,threshold_holdout,36,36,171,165,6,0.733713983519075,0.0421412000766006,0.054810176903200156,0.07237825871620876,0.08772004352236909
compat_pool,selector_context,randomforest,e352_top3_rate,threshold_holdout,36,36,159,153,6,0.7301015355608309,0.04229287457749741,0.054810176903200156,0.07237825871620876,0.08595083394211293
compat_pool,strict_geometry,extratrees,e352_top3_rate,threshold_holdout,36,36,127,121,6,0.42639787507131055,0.04820155429853424,0.054810176903200156,0.07237825871620876,0.07618548333664621
compat_pool,strict_geometry,randomforest,e352_top3_rate,threshold_holdout,36,36,127,121,6,0.355439075891516,0.05325440505720272,0.054810176903200156,0.07237825871620876,0.06973626841091063
compat_pool,action_augmented,extratrees,transfer_signal_rank,random_kfold,36,36,171,165,6,0.8642954156250577,0.08984477343098732,0.8506162915326902,0.19589180741436,0.9382350095272115
compat_pool,selector_context,extratrees,transfer_signal_rank,random_kfold,36,36,159,153,6,0.8495894936278552,0.08756318600889218,0.8506162915326902,0.19589180741436,0.9393220793140393
compat_pool,action_augmented,randomforest,transfer_signal_rank,random_kfold,36,36,171,165,6,0.8399145449454851,0.08150453187167196,0.8506162915326902,0.19589180741436,0.9333259106619238
compat_pool,selector_context,randomforest,transfer_signal_rank,random_kfold,36,36,159,153,6,0.8333355798414734,0.08224244045968324,0.8506162915326902,0.19589180741436,0.9329174457494397
compat_pool,strict_geometry,randomforest,transfer_signal_rank,random_kfold,36,36,127,121,6,0.441564657863369,0.1452278744062525,0.8506162915326902,0.19589180741436,0.9015234451002143
