source_basename,feature_block,actual_identity_pred,null_pred_mean,actual_rank_vs_placement_null,placement_null_count,recipe,source_actual_p90,source_null_strict_rate,source_p90_dominance,source_mean_dominance,source_worst_mode_p90_dominance,source_row_p90_dominance,source_subject_p90_dominance,source_dateblock_p90_dominance,source_final_decision,identity_health_gap
submission_e315_humancomp_family_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv__09a4b12d.csv,action_shape,0.5,0.5,0.0,15,family_consensus,-0.0001714366393983,0.7727272727272727,0.4545454545454545,0.5454545454545454,0.0,0.8,0.0,0.0,blocked_by_human_ready_composition_nulls,0.0
submission_e315_humancomp_family_bedtime_arousal_l1mean_c160_w12_00_6e0c7ea0.csv,action_shape,0.5,0.5,0.0,15,family_consensus,-0.000264852647856,0.4545454545454545,0.8636363636363636,0.7727272727272727,0.6,1.0,0.6,0.8,blocked_by_human_ready_composition_nulls,-0.6
submission_e315_humancomp_family_bedtime_arousal_l1mean_c24_w12_00_0958e5f2.csv,action_shape,0.4999999999999942,0.49999999999999445,0.0,15,family_consensus,-0.0002904996770849,0.6818181818181818,0.6363636363636364,0.6818181818181818,0.0,1.0,0.0,0.4,blocked_by_human_ready_composition_nulls,0.0
submission_e315_humancomp_family_bedtime_arousal_l1mean_c48_w12_00_e61f47be.csv,action_shape,0.5,0.5,0.0,15,family_consensus,-0.0002578236366014,0.6363636363636364,0.7272727272727273,0.7727272727272727,0.4,1.0,0.4,0.4,blocked_by_human_ready_composition_nulls,-0.4
submission_e315_humancomp_family_bedtime_arousal_l1mean_c96_w12_00_6e0c7ea0.csv,action_shape,0.5,0.5,0.0,15,family_consensus,-0.000264852647856,0.5909090909090909,0.8636363636363636,0.8636363636363636,0.6,1.0,0.6,0.8,blocked_by_human_ready_composition_nulls,-0.6
submission_e315_humancomp_family_bedtime_arousal_l1mean_call_w12_00_6e0c7ea0.csv,action_shape,0.500000000000001,0.500000000000001,0.0,15,family_consensus,-0.000264852647856,0.6363636363636364,0.7727272727272727,0.7272727272727273,0.4,0.8,0.4,0.8,blocked_by_human_ready_composition_nulls,-0.4
submission_e315_humancomp_family_bedtime_arousal_maxmean_c160_w5_00_5548dd85.csv,action_shape,0.5,0.5,0.0,15,family_consensus,-0.0001997063601529,0.5454545454545454,0.7272727272727273,0.8181818181818182,0.2,0.6,0.2,1.0,blocked_by_human_ready_composition_nulls,-0.2
submission_e315_humancomp_family_bedtime_arousal_maxmean_c160_w8_00_6d271745.csv,action_shape,0.499999999999994,0.4999999999999939,0.0,15,family_consensus,-0.0002935588545162,0.5,0.9545454545454546,0.7272727272727273,0.8,0.8,1.0,1.0,blocked_by_human_ready_composition_nulls,-0.8
submission_e315_humancomp_family_bedtime_arousal_maxmean_c24_w12_00_7d4e5920.csv,action_shape,0.5,0.5,0.0,15,family_consensus,-0.0003035021835329,0.7272727272727273,0.7727272727272727,0.7727272727272727,0.4,1.0,0.4,0.6,blocked_by_human_ready_composition_nulls,-0.4
submission_e315_humancomp_family_bedtime_arousal_maxmean_c24_w5_00_827a8fe9.csv,action_shape,0.5,0.5,0.0,15,family_consensus,-0.0002352953433375,0.6363636363636364,0.5909090909090909,0.6818181818181818,0.0,1.0,0.0,0.2,blocked_by_human_ready_composition_nulls,0.0
submission_e315_humancomp_family_bedtime_arousal_maxmean_c24_w8_00_82833aba.csv,action_shape,0.5000000000000002,0.5000000000000001,0.0,15,family_consensus,-0.0002910702772185,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,1.0,0.4,0.0,blocked_by_human_ready_composition_nulls,0.0
submission_e315_humancomp_family_bedtime_arousal_maxmean_c48_w12_00_8467d720.csv,action_shape,0.5,0.5,0.0,15,family_consensus,-0.0003388626996542,0.5454545454545454,0.7272727272727273,0.7727272727272727,0.2,0.8,0.8,0.2,information_sensor_only,-0.2
submission_e315_humancomp_family_bedtime_arousal_maxmean_c48_w5_00_d15a6127.csv,action_shape,0.5000000000000082,0.5000000000000081,0.0,15,family_consensus,-0.0002289347369142,0.5909090909090909,0.6363636363636364,0.6818181818181818,0.2,1.0,0.2,0.2,blocked_by_human_ready_composition_nulls,-0.2
