combo,target,base_loss,candidate_loss,delta
q3_center,Q1,0.5746308240745168,0.5746308240745168,0.0
q3_center,Q2,0.6429986926145494,0.6429986926145494,0.0
q3_center,Q3,0.6303484889503163,0.6238909164414952,-0.006457572508821063
q3_center,S1,0.47894327588040597,0.47894327588040597,0.0
q3_center,S2,0.5389534496173579,0.5389534496173579,0.0
q3_center,S3,0.5034376794790675,0.5034376794790675,0.0
q3_center,S4,0.6034040622125061,0.6034040622125061,0.0
q3_z,Q1,0.5746308240745168,0.5746308240745168,0.0
q3_z,Q2,0.6429986926145494,0.6429986926145494,0.0
q3_z,Q3,0.6303484889503163,0.6245382834051111,-0.0058102055452051715
q3_z,S1,0.47894327588040597,0.47894327588040597,0.0
q3_z,S2,0.5389534496173579,0.5389534496173579,0.0
q3_z,S3,0.5034376794790675,0.5034376794790675,0.0
q3_z,S4,0.6034040622125061,0.6034040622125061,0.0
q3_rank,Q1,0.5746308240745168,0.5746308240745168,0.0
q3_rank,Q2,0.6429986926145494,0.6429986926145494,0.0
q3_rank,Q3,0.6303484889503163,0.6245790986637999,-0.0057693902865163516
q3_rank,S1,0.47894327588040597,0.47894327588040597,0.0
q3_rank,S2,0.5389534496173579,0.5389534496173579,0.0
q3_rank,S3,0.5034376794790675,0.5034376794790675,0.0
q3_rank,S4,0.6034040622125061,0.6034040622125061,0.0
q3_center_c010,Q1,0.5746308240745168,0.5746308240745168,0.0
q3_center_c010,Q2,0.6429986926145494,0.6429986926145494,0.0
q3_center_c010,Q3,0.6303484889503163,0.6245731767600037,-0.005775312190312576
q3_center_c010,S1,0.47894327588040597,0.47894327588040597,0.0
q3_center_c010,S2,0.5389534496173579,0.5389534496173579,0.0
q3_center_c010,S3,0.5034376794790675,0.5034376794790675,0.0
q3_center_c010,S4,0.6034040622125061,0.6034040622125061,0.0
s4_rank,Q1,0.5746308240745168,0.5746308240745168,0.0
s4_rank,Q2,0.6429986926145494,0.6429986926145494,0.0
s4_rank,Q3,0.6303484889503163,0.6303484889503163,0.0
s4_rank,S1,0.47894327588040597,0.47894327588040597,0.0
s4_rank,S2,0.5389534496173579,0.5389534496173579,0.0
s4_rank,S3,0.5034376794790675,0.5034376794790675,0.0
s4_rank,S4,0.6034040622125061,0.6002703073847276,-0.0031337548277784455
q3_center_s4_rank,Q1,0.5746308240745168,0.5746308240745168,0.0
q3_center_s4_rank,Q2,0.6429986926145494,0.6429986926145494,0.0
q3_center_s4_rank,Q3,0.6303484889503163,0.6238909164414952,-0.006457572508821063
q3_center_s4_rank,S1,0.47894327588040597,0.47894327588040597,0.0
q3_center_s4_rank,S2,0.5389534496173579,0.5389534496173579,0.0
q3_center_s4_rank,S3,0.5034376794790675,0.5034376794790675,0.0
q3_center_s4_rank,S4,0.6034040622125061,0.6002703073847276,-0.0031337548277784455
q3_z_s4_rank,Q1,0.5746308240745168,0.5746308240745168,0.0
q3_z_s4_rank,Q2,0.6429986926145494,0.6429986926145494,0.0
q3_z_s4_rank,Q3,0.6303484889503163,0.6245382834051111,-0.0058102055452051715
q3_z_s4_rank,S1,0.47894327588040597,0.47894327588040597,0.0
q3_z_s4_rank,S2,0.5389534496173579,0.5389534496173579,0.0
q3_z_s4_rank,S3,0.5034376794790675,0.5034376794790675,0.0
q3_z_s4_rank,S4,0.6034040622125061,0.6002703073847276,-0.0031337548277784455
q3_rank_s4_rank,Q1,0.5746308240745168,0.5746308240745168,0.0
q3_rank_s4_rank,Q2,0.6429986926145494,0.6429986926145494,0.0
q3_rank_s4_rank,Q3,0.6303484889503163,0.6245790986637999,-0.0057693902865163516
q3_rank_s4_rank,S1,0.47894327588040597,0.47894327588040597,0.0
q3_rank_s4_rank,S2,0.5389534496173579,0.5389534496173579,0.0
q3_rank_s4_rank,S3,0.5034376794790675,0.5034376794790675,0.0
q3_rank_s4_rank,S4,0.6034040622125061,0.6002703073847276,-0.0031337548277784455
q3_center_c010_s4_rank,Q1,0.5746308240745168,0.5746308240745168,0.0
q3_center_c010_s4_rank,Q2,0.6429986926145494,0.6429986926145494,0.0
q3_center_c010_s4_rank,Q3,0.6303484889503163,0.6245731767600037,-0.005775312190312576
q3_center_c010_s4_rank,S1,0.47894327588040597,0.47894327588040597,0.0
q3_center_c010_s4_rank,S2,0.5389534496173579,0.5389534496173579,0.0
q3_center_c010_s4_rank,S3,0.5034376794790675,0.5034376794790675,0.0
q3_center_c010_s4_rank,S4,0.6034040622125061,0.6002703073847276,-0.0031337548277784455
