pred_index,base_index,tag,strategy,mask_name,ranker,top_n,keep_factor,rollback_cells,rollback_q2s3_cells,rollback_s_cells,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,e72_adverse_exposure_e101_plausible,e72_adverse_exposure_tail_equal,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,changed_cells_vs_e95,changed_rows_vs_e95,tail_equal_law_cosine,tail_equal_law_resid_ratio,tail_equal_delta95_l1,tail_equal_delta101_l1,e101_active_delta95_l1,q2s3_delta95_l1,e101_plausible_delta95_l1,e95rel_rmse_tail_equal,transfer_shrinkage_risk_index,gate_cos95_resid025,gate_active_q2s3_not_more_than_e101,gate_e72_not_more_than_e95,gate_material_vs_e95,gate_strict_veto,gate_strict_actionable,post101_beat_e95_rate_broad,post101_beat_e95_rate_e101_order,post101_beat_e95_rate_e101_sensor,post101_beat_e95_rate_tight,post101_mean_vs_e95_broad,post101_mean_vs_e95_e101_order,post101_mean_vs_e95_e101_sensor,post101_mean_vs_e95_tight,post101_n_scenarios_broad,post101_n_scenarios_e101_order,post101_n_scenarios_e101_sensor,post101_n_scenarios_tight,post101_p95_vs_e95_broad,post101_p95_vs_e95_e101_order,post101_p95_vs_e95_e101_sensor,post101_p95_vs_e95_tight,tail_pass_tol1e12,all_sets_mean_beat,relaxed_structural_tol1e12,e72_plausible_gap_vs_e95,post101_ok,budget_ok,local_material,submit_relaxed,original_strict_submit,relaxed_submit,beats_e143_local,p95_not_worse_than_e143,e144_submit,materialized_submission
1,0,e144_control_e142,control_e142,none,,0,1.0,0,0,0,-3.6874173200418525e-05,-1.0666781972479278e-05,0.0,-2.6610187541575847e-05,-2.1372487977622256e-05,-1.1292219075142995e-05,-4.082791462445279e-05,-7.0027886320822574e-06,0.0,-4.318441743511592e-05,-3.6250693076222973e-06,0.0,-4.318441743511592e-05,-2.6610187541575847e-05,3,3,0,-0.0002841440927040695,-4.913008727369661e-05,-2.1880927121964433e-05,0.0,9.587940856241317e-05,4.7939704281206585e-05,3.1879535541087534e-05,0.0012309635877555908,0.027777777777777776,0.8888888888888888,True,0.00753849038190021,0.006196975742043658,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.0008644101133912341,0.002735958315180478,0.35057933574115685,0.003599916210676708,1.5931781434739626e-05,0.00155733502026093,0.0013155806066907404,0.0021142857142857135,0.02000000000000135,185,108,0.9716933166277121,0.24367180360849447,0.00031379025240636484,0.0003137902524063572,0.0015999999999999938,0.0018799999999999997,0.000305472962205152,0.0025051556933905618,-0.9674346491175816,True,False,True,True,False,False,0.985225955967555,1.0,1.0,0.9842293906810036,-3.250161237602204e-05,-1.4379590653791665e-05,-1.4379590653791665e-05,-2.6575492285601906e-05,3452,57,57,2790,-4.0940130154892034e-06,-3.7623425360367202e-06,-3.7623425360367202e-06,-4.2875710534162355e-06,True,True,True,-1.5178830414797062e-18,True,True,True,False,False,True,True,True,False,False
2,0,e144_control_e143,control_e143,none,,0,1.0,0,0,0,-3.575874899786058e-05,-9.551357769921331e-06,0.0,-2.43545129027245e-05,-1.911681333877091e-05,-1.0379447629604854e-05,-4.0185414194926494e-05,-6.360288202555964e-06,0.0,-4.273631989581972e-05,-3.176971768326098e-06,0.0,-4.273631989581972e-05,-2.43545129027245e-05,3,3,1,-0.0002667513696687829,-4.4712197194707315e-05,-2.13468773615777e-05,0.0,9.961775688560603e-05,4.980887844280302e-05,3.150987652896712e-05,0.00109593151691741,0.027777777777777776,0.8888888888888888,True,0.0072984903819002175,0.005356975742043684,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.0008528247823648871,0.0026736913307924266,0.35057933574115685,0.003501476957898603,1.5338184140131062e-05,0.00155733502026093,0.0013155806066907404,0.0018742857142857098,0.02000000000000135,164,106,0.9716933166277121,0.24367180360849447,0.0003137902524063658,0.0003137902524063582,0.0007999999999999884,0.0010399999999999858,0.0003054729622051528,0.0025051556933905618,-0.9690746491175817,True,True,True,True,True,True,0.9875434530706837,1.0,1.0,0.9867383512544803,-3.164194962240743e-05,-1.3131201275026914e-05,-1.3131201275026914e-05,-2.5783277056235088e-05,3452,57,57,2790,-4.4110210487850775e-06,-3.3689147961770574e-06,-3.3689147961770574e-06,-4.705844959393513e-06,True,True,True,-1.5178830414797062e-18,True,True,True,False,True,True,False,True,False,False
2,0,e143_top_q2s3_weighted_21_68ca656f,active_boundary_refine,top_q2s3_weighted_21,q2s3_weighted,21,0.0,21,21,21,-3.575874899786058e-05,-9.551357769921331e-06,0.0,-2.43545129027245e-05,-1.911681333877091e-05,-1.0379447629604854e-05,-4.0185414194926494e-05,-6.360288202555964e-06,0.0,-4.273631989581972e-05,-3.176971768326098e-06,0.0,-4.273631989581972e-05,-2.43545129027245e-05,3,3,103,-0.0002667513696687829,-4.4712197194707315e-05,-2.13468773615777e-05,0.0,9.961775688560603e-05,4.980887844280302e-05,3.150987652896712e-05,0.00109593151691741,0.027777777777777776,0.8888888888888888,True,0.0072984903819002175,0.005356975742043684,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.0008528247823648871,0.0026736913307924266,0.35057933574115685,0.003501476957898603,1.5338184140131062e-05,0.00155733502026093,0.0013155806066907404,0.0018742857142857098,0.02000000000000135,164,106,0.9716933166277121,0.24367180360849447,0.0003137902524063658,0.0003137902524063582,0.0007999999999999884,0.0010399999999999858,0.0003054729622051528,0.0025051556933905618,-0.9690746491175817,True,True,True,True,True,True,0.9875434530706837,1.0,1.0,0.9867383512544803,-3.164194962240743e-05,-1.3131201275026914e-05,-1.3131201275026914e-05,-2.5783277056235088e-05,3452,57,57,2790,-4.4110210487850775e-06,-3.3689147961770574e-06,-3.3689147961770574e-06,-4.705844959393513e-06,True,True,True,-1.5178830414797062e-18,True,True,True,False,True,True,False,True,False,False
68,0,e143_top_q2s3_weighted_15_ab032a07,active_boundary_refine,top_q2s3_weighted_15,q2s3_weighted,15,0.3,15,15,15,-3.639018079160117e-05,-1.018278956366192e-05,1.1102230246251565e-16,-2.5571447289429727e-05,-2.0333747725476137e-05,-1.0695573509300615e-05,-4.05638899930727e-05,-6.738764000702169e-06,1.1102230246251565e-16,-4.3035205092301076e-05,-3.4758569648074555e-06,1.1102230246251565e-16,-4.3035205092301076e-05,-2.5571447289429727e-05,3,1,67,-0.00027728103715360386,-4.404634242149985e-05,-2.163095506396706e-05,0.0,9.762921296860294e-05,4.881460648430147e-05,3.199603285387379e-05,0.0012061786299826592,0.2222222222222222,0.9166666666666666,True,0.007418490381900218,0.005776975742043659,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008579849295756359,0.00270240780387257,0.36294395924662354,0.003548999955528935,1.5634479029532112e-05,0.0015573350202609344,0.0013155806066907447,0.0019942857142857687,0.020000000000003126,185,108,0.971693316627712,0.2436718036084944,0.00031379025240638647,0.0003137902524063828,0.0013200000000002294,0.0014600000000000303,0.00030547296220517696,0.002505155693390561,-0.9681346491175813,True,False,True,True,False,False,0.9872537659327926,1.0,1.0,0.9867383512544803,-3.2763936166715544e-05,-1.383790348115829e-05,-1.383790348115829e-05,-2.67089758526846e-05,3452,57,57,2790,-4.599930806635811e-06,-3.5916307664035867e-06,-3.5916307664035867e-06,-4.7476437115924605e-06,True,True,True,2.8189256484623115e-18,True,True,True,False,False,True,True,True,False,False
61,0,e143_top_q2s3_weighted_14_128f38cc,active_boundary_refine,top_q2s3_weighted_14,q2s3_weighted,14,0.3,14,14,14,-3.638824082319303e-05,-1.0180849595253783e-05,1.1102230246251565e-16,-2.5513084872419434e-05,-2.0275385308465843e-05,-1.0461507754966348e-05,-4.059460059091524e-05,-6.769474598544711e-06,1.1102230246251565e-16,-4.305703700613339e-05,-3.497688878639771e-06,1.1102230246251565e-16,-4.305703700613339e-05,-2.5513084872419434e-05,3,1,60,-0.00027596799608782806,-4.307371940981408e-05,-2.171374112092117e-05,0.0,9.704971056995193e-05,4.8524855284975965e-05,3.187027278471472e-05,0.0012061786299826592,0.2222222222222222,0.9166666666666666,True,0.007426490381900219,0.0058049757420436604,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008579849295756359,0.00270240780387257,0.36294395924662354,0.00354997257854058,1.5645536587487537e-05,0.0015573350202609344,0.0013155806066907447,0.0020022857142857685,0.020000000000003126,185,108,0.971693316627712,0.2436718036084944,0.00031379025240638647,0.0003137902524063828,0.0013200000000002294,0.0014880000000000305,0.00030547296220517696,0.002505155693390561,-0.9681066491175813,True,False,True,True,False,False,0.9872537659327926,1.0,1.0,0.9867383512544803,-3.2756993513320065e-05,-1.3835732257017462e-05,-1.3835732257017462e-05,-2.6703312159934683e-05,3452,57,57,2790,-4.598977938099202e-06,-3.5909465088946827e-06,-3.5909465088946827e-06,-4.744180637165966e-06,True,True,True,2.8189256484623115e-18,True,True,True,False,False,True,True,True,False,False
75,0,e143_top_q2s3_weighted_16_c39ab896,active_boundary_refine,top_q2s3_weighted_16,q2s3_weighted,16,0.3,16,16,16,-3.637192901884134e-05,-1.0164537790902095e-05,1.1102230246251565e-16,-2.5454834213567423e-05,-2.0217134649613833e-05,-1.0695573509300615e-05,-4.05851575412397e-05,-6.760031548869172e-06,1.1102230246251565e-16,-4.30757953017169e-05,-3.5164471742232806e-06,1.1102230246251565e-16,-4.30757953017169e-05,-2.5454834213567423e-05,3,1,74,-0.0002722503419540334,-3.9727308940418204e-05,-2.1734711235704696e-05,0.0,9.69029197668142e-05,4.84514598834071e-05,3.1766773636143436e-05,0.0012061786299826592,0.2222222222222222,0.9166666666666666,True,0.007410490381900218,0.00574897574204366,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008579849295756359,0.00270240780387257,0.36294395924662354,0.003545318989010027,1.560865688276692e-05,0.0015573350202609344,0.0013155806066907447,0.0019862857142857685,0.020000000000003126,185,108,0.971693316627712,0.2436718036084944,0.00031379025240638647,0.0003137902524063828,0.0013200000000002294,0.0014320000000000303,0.00030547296220517696,0.002505155693390561,-0.9681626491175812,True,False,True,True,False,False,0.9872537659327926,1.0,1.0,0.9867383512544803,-3.269861771534642e-05,-1.3817475988904906e-05,-1.3817475988904906e-05,-2.6655690225651046e-05,3452,57,57,2790,-4.594124789850915e-06,-3.5851930777745775e-06,-3.5851930777745775e-06,-4.721209170451396e-06,True,True,True,2.8189256484623115e-18,True,True,True,False,False,True,True,True,False,False
137,0,e143_top_tension_14_e34185e8,active_boundary_refine,top_tension_14,tension,14,0.3,14,14,14,-3.63592666564605e-05,-1.0151875428521251e-05,1.1102230246251565e-16,-2.4892365714346276e-05,-1.9654666150392686e-05,-1.0461507754966348e-05,-4.08018171129676e-05,-6.976691120597067e-06,1.1102230246251565e-16,-4.338361714217864e-05,-3.824269014685022e-06,1.1102230246251565e-16,-4.338361714217864e-05,-2.4892365714346276e-05,3,1,137,-0.0002687687204201206,-3.714833002632645e-05,-2.0723217167423202e-05,0.0,0.00010398337824449322,5.199168912224661e-05,3.3406039038172006e-05,0.0012061786299826592,0.19444444444444445,0.8888888888888888,True,0.007426490381900219,0.005804975742043664,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008461625742479115,0.002657203472127859,0.36294395924662354,0.0035478979679241514,1.545034608368824e-05,0.0015573350202609344,0.0013155806066907447,0.0020022857142857698,0.020000000000003126,185,108,0.971693316627712,0.2436718036084944,0.00031379025240638647,0.0003137902524063828,0.00048000000000024244,0.0014880000000000336,0.00030547296220517696,0.002505155693390561,-0.9689466491175812,True,False,True,True,False,False,0.9947856315179606,1.0,1.0,0.9949820788530466,-3.4879552994621106e-05,-1.380330419787682e-05,-1.380330419787682e-05,-2.8545280989400898e-05,3452,57,57,2790,-6.25944676105668e-06,-3.580726862498491e-06,-3.580726862498491e-06,-6.503801528104726e-06,True,True,True,2.8189256484623115e-18,True,True,True,False,False,True,True,True,False,False
67,0,e143_top_q2s3_weighted_15_8ba32b99,active_boundary_refine,top_q2s3_weighted_15,q2s3_weighted,15,0.25,15,15,15,-3.6348717940004605e-05,-1.0141326712065357e-05,1.1102230246251565e-16,-2.54883411914264e-05,-2.025064162747281e-05,-1.0645406320231032e-05,-4.053979128249008e-05,-6.714665290119548e-06,1.1102230246251565e-16,-4.301802134598631e-05,-3.4586732184926916e-06,1.1102230246251565e-16,-4.301802134598631e-05,-2.54883411914264e-05,3,1,66,-0.00027677804733395873,-4.367375736991086e-05,-2.1603639497685956e-05,0.0,9.782042193272333e-05,4.891021096636167e-05,3.202061954841598e-05,0.0012045771918664315,0.2222222222222222,0.9166666666666666,True,0.007409918953328786,0.005746975742043648,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008575266665453258,0.0027000148826081104,0.36294395924662354,0.0035453725405805406,1.562270356275056e-05,0.0015573350202609344,0.0013155806066907447,0.001985714285714337,0.020000000000003126,185,108,0.971693316627712,0.2436718036084944,0.00031379025240638647,0.0003137902524063828,0.001300000000000218,0.0014300000000000191,0.00030547296220517696,0.002505155693390561,-0.9681846491175813,True,False,True,True,False,False,0.9875434530706837,1.0,1.0,0.9870967741935484,-3.2757798327203143e-05,-1.3791498011895793e-05,-1.3791498011895793e-05,-2.669822611016232e-05,3452,57,57,2790,-4.609614124233553e-06,-3.5770061635355804e-06,-3.5770061635355804e-06,-4.696204328619026e-06,True,True,True,2.8189256484623115e-18,True,True,True,False,False,True,True,True,False,False
144,0,e143_top_tension_15_56291f88,active_boundary_refine,top_tension_15,tension,15,0.3,15,15,15,-3.6347134275249715e-05,-1.0139743047310468e-05,1.1102230246251565e-16,-2.483319691781727e-05,-1.9595497353863678e-05,-1.0461507754966348e-05,-4.081205613004624e-05,-6.9869301376757065e-06,1.1102230246251565e-16,-4.339614977788564e-05,-3.836801650392019e-06,1.1102230246251565e-16,-4.339614977788564e-05,-2.483319691781727e-05,3,1,144,-0.0002707073392912818,-3.858434400505484e-05,-2.0736198725002097e-05,0.0,0.00010389250734200994,5.194625367100497e-05,3.3385004107055726e-05,0.0012061786299826592,0.19444444444444445,0.8888888888888888,True,0.007418490381900218,0.005776975742043662,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008461625742479115,0.002657203472127859,0.36294395924662354,0.0035464619539454702,1.5435086524604363e-05,0.0015573350202609344,0.0013155806066907447,0.001994285714285769,0.020000000000003126,185,108,0.971693316627712,0.2436718036084944,0.00031379025240638647,0.0003137902524063828,0.00048000000000024244,0.0014600000000000329,0.00030547296220517696,0.002505155693390561,-0.9689746491175812,True,False,True,True,False,False,0.9947856315179606,1.0,1.0,0.9949820788530466,-3.4836134288803517e-05,-1.3789725564915539e-05,-1.3789725564915539e-05,-2.8509860783992158e-05,3452,57,57,2790,-6.254852685038084e-06,-3.576447579954748e-06,-3.576447579954748e-06,-6.497805753244888e-06,True,True,True,2.8189256484623115e-18,True,True,True,False,False,True,True,True,False,False
60,0,e143_top_q2s3_weighted_14_ac55b612,active_boundary_refine,top_q2s3_weighted_14,q2s3_weighted,14,0.25,14,14,14,-3.634710646704953e-05,-1.013971523911028e-05,1.1102230246251565e-16,-2.5426377834536495e-05,-2.0188678270582905e-05,-1.039690546256189e-05,-4.057322823736165e-05,-6.7481022449911165e-06,1.1102230246251565e-16,-4.3041713328917375e-05,-3.482365201423754e-06,1.1102230246251565e-16,-4.3041713328917375e-05,-2.5426377834536495e-05,3,1,59,-0.000275371834267979,-4.2632118061769475e-05,-2.1692795620198435e-05,0.0,9.719632907505271e-05,4.8598164537526356e-05,3.188518273034807e-05,0.0012045771918664315,0.2222222222222222,0.9166666666666666,True,0.007418490381900215,0.005776975742043649,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008575266665453258,0.0027000148826081104,0.36294395924662354,0.0035464141798886607,1.5634094170489335e-05,0.0015573350202609344,0.0013155806066907447,0.0019942857142857657,0.020000000000003126,185,108,0.971693316627712,0.2436718036084944,0.00031379025240638647,0.0003137902524063828,0.001300000000000218,0.0014600000000000192,0.00030547296220517696,0.002505155693390561,-0.9681546491175813,True,False,True,True,False,False,0.9875434530706837,1.0,1.0,0.9870967741935484,-3.275203127546335e-05,-1.3789694441813068e-05,-1.3789694441813068e-05,-2.6693521452264767e-05,3452,57,57,2790,-4.608494323404637e-06,-3.576437771563176e-06,-3.576437771563176e-06,-4.694687690345066e-06,True,True,True,2.8189256484623115e-18,True,True,True,False,False,True,True,True,False,False
