pred_index,base_index,tag,base_tag,variant_id,variant_kind,variant_name,reason,subset_key,pool,pool_size,pool_support_mean,pool_support2_count,base_agg,delta_agg,gate,alpha,gate_active_q2s3,gate_weight_q2s3_mean,mean_abs_q2s3_delta_unit,weight_max,weight_entropy,cell_heldout_mean,cell_world_mean,cell_hidden_q2s3_mean,cell_block_win_mean,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,mean_abs_logit_delta_vs_e73,mean_abs_q2s3_logit_delta_vs_e73,q2s3_topabs_jaccard_vs_e73
214,210,e74_bootstrap8_002_20.00_14082f63,e74_base_bootstrap8_002_8ee55021,35,bootstrap8,bootstrap8_002,deterministic random 8-of-13 subset,43-48-49-58-76-97-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,20.0,0.156,0.156,0.00029185630580997365,0.24037635972617777,1.9796492584136118,-2.1526766046803258e-07,-2.2324995871015113e-05,-2.1315592172662517e-05,0.7309027777777778,-1.0808386055272123e-05,-5.962422098271247e-06,-2.3102215740422594e-06,-5.0182288311551027e-05,-1.4448230478025792e-05,-8.258925817683505e-06,7.2838842685163385e-06,-2.6377337085659036e-06,-2.3102215740422594e-06,1.0473245877551385e-05,-8.013021078889793e-07,-2.3102215740422594e-06,-5.0182288311551027e-05,1.0473245877551385e-05,3,3,178,-0.0003642819229081385,-0.00020299081857011458,-0.00014252635097894428,-0.0006148385032250514,-0.00038284595362771123,-0.0004988422284263813,-0.0006144154711104887,0.0,0.7222222222222222,1.0,True,0.006880483227492295,0.005837126116199509,True,True,True,True,True,True,True,True,True,True,True,0.0006496058550737433,0.0014732442642434508,0.6981132075471698
556,552,e74_bootstrap8_059_20.00_d2041cb1,e74_base_bootstrap8_059_6449ccf1,92,bootstrap8,bootstrap8_059,deterministic random 8-of-13 subset,43-47-48-50-58-76-97-99,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,20.0,0.16,0.16,0.00029882282459399315,0.21088203533197866,1.9740924488233542,-2.284507672409286e-07,-2.29238574346608e-05,-2.2702728120809618e-05,0.75,-1.0773656237472728e-05,-6.062323154365501e-06,-1.9272860667385316e-06,-5.0645773548407824e-05,-1.492708828243483e-05,-8.775047963371918e-06,7.395345029803657e-06,-2.6701603276224617e-06,-1.9272860667385316e-06,1.0929459806297004e-05,-5.897208529281883e-07,-1.9272860667385316e-06,-5.0645773548407824e-05,1.0929459806297004e-05,3,3,463,-0.0003678176993545611,-0.00019486158445214397,-0.00014404642185181227,-0.0006057505264870366,-0.0004025744264754133,-0.000504162476481225,-0.0006235843268646858,0.0,0.75,1.0,True,0.006995654527008546,0.005976456491879906,True,True,True,True,True,True,True,True,True,True,True,0.0006070986440814266,0.0015500510826965239,0.6915887850467289
58,54,e74_drop_cell_077_20.00_df6fde28,e74_base_drop_cell_077_0b2bb1be,9,jackknife,drop_cell_077,leave out cell 77,43-46-47-48-49-50-58-76-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.5,6,mean,signed_p75,top_abs50,20.0,0.16,0.16,0.000294714948220235,0.14198832183529886,2.3778318550199264,-2.129087363263634e-07,-2.2774567243379762e-05,-2.230197033455117e-05,0.7453703703703703,-1.0769713702063477e-05,-5.959120681908736e-06,-5.651844436904696e-07,-5.081529080908087e-05,-1.5385212386087588e-05,-8.70483350423612e-06,7.4538716273719885e-06,-2.300258160170543e-06,-5.651844436904696e-07,1.1052278075740496e-05,-1.91891499246033e-07,-5.651844436904696e-07,-5.081529080908087e-05,1.1052278075740496e-05,3,3,48,-0.0003800284787117247,-0.0002013651182202203,-0.0001417444313006333,-0.0006199185248771943,-0.0003722924942269057,-0.00049610550955205,-0.0005826436617582861,0.0,0.7222222222222222,1.0,True,0.006919200669849248,0.005894298964404778,True,True,True,True,True,True,True,True,True,True,True,0.0005078929405767271,0.0013762854345003104,0.8504672897196262
70,66,e74_drop_cell_098_20.00_3031d776,e74_base_drop_cell_098_0f623b3e,11,jackknife,drop_cell_098,leave out cell 98,43-46-47-48-49-50-58-76-77-97-99-100,translator_tail_soft_p90_m0.50,12,1.5,6,mean,signed_p75,top_abs50,20.0,0.16,0.16,0.0003016076597514753,0.13996217714458248,2.3879341876559517,-2.187922381324814e-07,-2.330004043546049e-05,-2.2733290375524448e-05,0.7453703703703703,-1.0758431596702422e-05,-5.9923569929454246e-06,-1.0877933047659383e-06,-5.135451245052991e-05,-1.5185085798674613e-05,-9.512273690281958e-06,7.789230334509512e-06,-2.3924351403303845e-06,-1.0877933047659383e-06,1.1289987326135176e-05,-3.995500396092311e-07,-1.0877933047659383e-06,-5.135451245052991e-05,1.1289987326135176e-05,3,3,58,-0.0003829983772254131,-0.00021376265366701563,-0.00014225218451147104,-0.000622925871548663,-0.00037283942003110693,-0.000497882645789885,-0.0005917286465842463,0.0,0.7222222222222222,1.0,True,0.0070984014788427145,0.006032153195029581,True,True,True,True,True,True,True,True,True,True,True,0.0005081985840759041,0.0013734060223065385,0.8679245283018868
316,312,e74_bootstrap8_019_20.00_0153f491,e74_base_bootstrap8_019_e02203bd,52,bootstrap8,bootstrap8_019,deterministic random 8-of-13 subset,46-47-48-50-58-98-99-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,20.0,0.154,0.154,0.00028935153310452366,0.20316985557801287,1.9789185480082687,-2.083726061002933e-07,-2.290552886548313e-05,-2.2512080768196958e-05,0.7378472222222223,-1.0751879748083226e-05,-5.886449774616942e-06,-1.6959459401277854e-06,-5.029477042151065e-05,-1.451594643420151e-05,-7.378527643986388e-06,7.297601445022117e-06,-2.5394839079373455e-06,-1.6959459401277854e-06,1.074152973257192e-05,-6.039189816009483e-07,-1.6959459401277854e-06,-5.029477042151065e-05,1.074152973257192e-05,3,3,263,-0.0003673015477534513,-0.0002002759144608124,-0.00013823439167387486,-0.0006057505264870366,-0.00036189021522939346,-0.00048382037085821505,-0.0005769219247322697,0.0,0.7222222222222222,1.0,True,0.006915874338022771,0.005787030662090521,True,True,True,True,True,True,True,True,True,True,True,0.0005386221501443004,0.0012690171321861148,0.7211538461538461
52,48,e74_drop_cell_076_20.00_b7466cf1,e74_base_drop_cell_076_dc6828b8,8,jackknife,drop_cell_076,leave out cell 76,43-46-47-48-49-50-58-77-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.5,6,mean,signed_p75,top_abs50,20.0,0.16,0.16,0.000294714948220235,0.14189511233522195,2.3781979127344886,-2.126631163205476e-07,-2.280124459498022e-05,-2.2320461662486458e-05,0.7453703703703703,-1.0748175737651522e-05,-5.959302731950444e-06,-5.651844439125142e-07,-5.077515333484772e-05,-1.5377283365203276e-05,-8.70483350423612e-06,7.471837020878169e-06,-2.2998444481059366e-06,-5.651844439125142e-07,1.105878910112601e-05,-2.007803827641652e-07,-5.651844439125142e-07,-5.077515333484772e-05,1.105878910112601e-05,3,3,43,-0.000380033668427221,-0.00020136511822033132,-0.0001417444313005778,-0.0006199185248771943,-0.0003722924942269057,-0.00049610550955205,-0.0005826436617582861,0.0,0.7222222222222222,1.0,True,0.006926001518230844,0.005894298964404778,True,True,True,True,True,True,True,True,True,True,True,0.0005055040452126248,0.0013762854345003104,0.8504672897196262
490,486,e74_bootstrap8_048_20.00_eab5aec2,e74_base_bootstrap8_048_9b942acf,81,bootstrap8,bootstrap8_048,deterministic random 8-of-13 subset,43-46-47-48-50-76-99-100,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,20.0,0.154,0.154,0.0002981497050776484,0.18306655948598452,2.004123561797292,-2.1645070653192322e-07,-2.4852988876898293e-05,-2.4721804746234612e-05,0.7552083333333334,-1.0739236856682766e-05,-6.000346921997135e-06,-1.8728754340724407e-06,-5.2039255029723286e-05,-1.5143795926819692e-05,-8.25618228850189e-06,8.069876446525903e-06,-2.4922287973350166e-06,-1.8728754340724407e-06,1.1751668013038064e-05,-3.6501604194771886e-07,-1.8728754340724407e-06,-5.2039255029723286e-05,1.1751668013038064e-05,3,3,408,-0.00035802121017530775,-0.00019996630592067355,-0.00013966824068539774,-0.0005953037802335359,-0.00038237390456456744,-0.0004888388423990517,-0.00061080010157937,0.0,0.75,1.0,True,0.007179040591376384,0.005962994101553009,True,True,True,True,True,True,True,True,True,True,True,0.0007313881094788724,0.0014364357284936302,0.7047619047619048
64,60,e74_drop_cell_097_20.00_ec2f88ca,e74_base_drop_cell_097_77a31434,10,jackknife,drop_cell_097,leave out cell 97,43-46-47-48-49-50-58-76-77-98-99-100,translator_tail_soft_p90_m0.50,12,1.5,6,mean,signed_p75,top_abs50,20.0,0.16,0.16,0.0003016076597514753,0.1398959458970251,2.388349504882114,-2.1861309462689604e-07,-2.3319541330704473e-05,-2.274681858484689e-05,0.7453703703703703,-1.0737428737139787e-05,-5.987422149966726e-06,-1.0877933052100275e-06,-5.1325020196224536e-05,-1.517930590888561e-05,-9.512273690059914e-06,7.802562233316657e-06,-2.3921320764230813e-06,-1.0877933052100275e-06,1.1310171751710563e-05,-3.908284642584192e-07,-1.0877933052100275e-06,-5.1325020196224536e-05,1.1310171751710563e-05,3,3,53,-0.00038300216970980623,-0.00021376265366701563,-0.00014225218451141552,-0.000622925871548663,-0.00037283942003110693,-0.000497882645789885,-0.0005917286465842463,0.0,0.7222222222222222,1.0,True,0.007103371329583112,0.006032153195029581,True,True,True,True,True,True,True,True,True,True,True,0.0005075897758196487,0.0013734060223065385,0.8679245283018868
502,498,e74_bootstrap8_050_20.00_84a515f1,e74_base_bootstrap8_050_7ea2c948,83,bootstrap8,bootstrap8_050,deterministic random 8-of-13 subset,43-47-49-58-76-98-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,20.0,0.164,0.164,0.00029983797164850266,0.22780586902974087,1.9620944519177503,-2.1828506022864014e-07,-2.3229495816255705e-05,-2.217972296386433e-05,0.7291666666666667,-1.0730055659768922e-05,-5.93153623928977e-06,-8.363440571201863e-07,-5.210747399475579e-05,-1.5217140688084108e-05,-9.52992441960454e-06,8.14186363784497e-06,-2.3679193241754604e-06,-8.363440571201863e-07,1.1775443377937123e-05,-2.0954870549871885e-07,-8.363440571201863e-07,-5.210747399475579e-05,1.1775443377937123e-05,3,3,418,-0.00038981965824864116,-0.00020972092778237528,-0.00014513698706566935,-0.0006392448008968599,-0.0003767141085630754,-0.0005079794547299676,-0.0005970954358738978,0.0,0.7222222222222222,1.0,True,0.007176602324947341,0.005996759432970099,True,True,True,True,True,True,True,True,True,True,True,0.0006952639477022895,0.0014312778754801468,0.7169811320754716
4,0,e74_full_pool_20.00_55455b60,e74_base_full_pool_7ae60a81,0,reference,full_pool,E73 selected pool,43-46-47-48-49-50-58-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,20.0,0.158,0.158,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-2.136698712919592e-07,-2.282538175438627e-05,-2.2068050717619296e-05,0.7435897435897437,-1.0726078925937799e-05,-5.960546473282591e-06,-1.6063293331036732e-06,-5.076325442487928e-05,-1.5061643484304277e-05,-8.185967829810181e-06,7.548361460107955e-06,-2.4090569289425545e-06,-1.6063293331036732e-06,1.1036656187179972e-05,-4.1093900626787416e-07,-1.6063293331036732e-06,-5.076325442487928e-05,1.1036656187179972e-05,3,3,3,-0.00035111471289970284,-0.0001976360000734978,-0.00013843040927596917,-0.0006047036596022459,-0.0003643092053294966,-0.00048450643246587127,-0.0005830422182868586,0.0,0.7222222222222222,1.0,True,0.007027333061676942,0.006004449810466943,True,True,True,True,True,True,True,True,True,True,True,0.0003431114177409589,0.0012008899620933563,1.0
