target,n_train,target_mean,oof_spearman,oof_pearson,oof_rmse,pred_min,pred_max
target_worst_placement_dominance,47,0.4521276595744681,0.4929464280919041,0.5360052030511241,0.25918054546330666,-0.1340573145296849,1.1987409599162147
null_strict_rate,47,0.40992907801418443,0.5649567115685595,0.5157312467123738,0.16708635109402348,6.91954322105115e-05,1.0761146399899353
target_adversarial_health,47,0.042198581560283686,0.42324297542333283,0.45731545218713265,0.3210470893985647,-1.0369370128929998,1.1986717644840044
row_p90_dominance,47,0.7553191489361702,0.20859792807733205,0.21549838118039516,0.2934265716775246,0.28257716447829573,1.3395025771564808
subject_p90_dominance,47,0.6117021276595744,0.5897439856241946,0.6205725531540637,0.2900053795995229,-0.08678630318198521,1.20863871477428
dateblock_p90_dominance,47,0.7021276595744681,0.7218505955988388,0.7540397612254045,0.2264521264018541,-0.0843501227296497,1.2694379488938812
