role,file,left,right,pred_corr,train_corr,mixmin_corr,abs_gap_to_train,abs_gap_delta_vs_mixmin
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q1,S4,-0.04513719083769201,0.01898235753215377,-0.05705002817986378,0.06411954836984578,-0.011912837342171773
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,S1,S2,0.16157945976125093,0.3816084277893237,0.15153288479880278,0.22002896802807276,-0.010046574962448152
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q1,S2,-0.028850101402664943,0.0727581810116198,-0.0382757493605033,0.10160828241428474,-0.009425647957838346
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q3,S2,0.01810587441336042,0.001903446779540778,0.02263914791095247,0.01620242763381964,-0.004533273497592052
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,S1,S4,0.06885768691578072,0.10653252046740275,0.0657174403806242,0.03767483355162203,-0.0031402465351565156
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,S2,S3,0.17752726859894208,0.3940225040709118,0.17634741681213947,0.21649523547196975,-0.0011798517868026048
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,S3,S4,0.1104862583330101,0.08632658492237472,0.1113210480936677,0.02415967341063538,-0.0008347897606576088
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,S2,S4,0.10717778388723083,0.4782824077147669,0.10641070641507858,0.37110462382753606,-0.0007670774721522111
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q2,S1,0.046552450017196025,0.05192744263883158,0.04803081878528462,0.005374992621635558,0.0014783687680885935
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q2,S2,0.03984114359327193,0.0025270181445755267,0.038350266716860135,0.0373141254486964,0.0014908768764117925
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q3,S3,0.00025640931286821894,-0.026854834760353396,-0.002706460060162671,0.027111244073221616,0.002962869373030891
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q2,S4,0.0026459498997348273,-0.024183606552649548,-0.0005443684697291507,0.026829556452384374,0.003190318369463978
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q1,Q3,0.023405705395963004,0.10161247780374832,0.02676941276904281,0.07820677240778531,0.0033637073730797967
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q3,S1,0.05902617288168588,0.06624698007546015,0.06274879157435019,0.00722080719377427,0.0037226186926643118
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,S1,S3,0.1290322748877803,0.11804531301889201,0.1251328824501438,0.010986961868888284,0.003899392437636484
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q3,S4,0.0003019898854043702,0.007310574388441834,0.004358751944043567,0.007008584503037463,0.004056762058639197
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q2,Q3,0.01437741588386691,0.34012922174108057,0.018825373158770572,0.32575180585721364,0.004447957274903658
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q2,S3,0.029021634693550423,-0.05248958625179382,0.02238516736402956,0.08151122094534424,0.006636467329520862
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q1,S1,0.08734524639258712,0.3614444298659205,0.09444456339387833,0.2740991834733334,0.007099317001291183
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q1,S3,-0.07571761472184768,-0.11911987546652744,-0.08513602825825727,0.04340226074467976,0.009418413536409584
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q1,Q2,0.0172922507381274,0.12205977985582872,0.026926619449947526,0.10476752911770132,0.009634368711820121
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,S1,S2,0.15736763378286203,0.3816084277893237,0.15153288479880278,0.22424079400646166,-0.0058347489840592515
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q1,Q3,0.03080995562436433,0.10161247780374832,0.02676941276904281,0.07080252217938399,-0.00404054285532153
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q1,S2,-0.03448228637390566,0.0727581810116198,-0.0382757493605033,0.10724046738552545,-0.0037934629865976344
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,S2,S3,0.17907264123005964,0.3940225040709118,0.17634741681213947,0.21494986284085218,-0.002725224417920169
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q3,S1,0.06539078263449606,0.06624698007546015,0.06274879157435019,0.0008561974409640877,-0.0026419910601458707
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,S1,S4,0.06809909255249166,0.10653252046740275,0.0657174403806242,0.038433427914911084,-0.0023816521718674627
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q1,S4,-0.0546768606312732,0.01898235753215377,-0.05705002817986378,0.07365921816342696,-0.002373167548590585
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q3,S2,0.020987057400581252,0.001903446779540778,0.02263914791095247,0.019083610621040473,-0.0016520905103712194
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q1,S3,-0.08600550709405919,-0.11911987546652744,-0.08513602825825727,0.033114368372468256,-0.0008694788358019206
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,S2,S4,0.10702540539398792,0.4782824077147669,0.10641070641507858,0.37125700232077896,-0.0006146989789093116
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q3,S3,-0.0024702070881352975,-0.026854834760353396,-0.002706460060162671,0.0243846276722181,0.00023625297202737455
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,S3,S4,0.11183402867907505,0.08632658492237472,0.1113210480936677,0.025507443756700332,0.0005129805854073438
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q2,Q3,0.01703020473813546,0.34012922174108057,0.018825373158770572,0.32309901700294513,0.0017951684206351515
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q2,S4,0.002106468056136571,-0.024183606552649548,-0.0005443684697291507,0.02629007460878612,0.0026508365258657227
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q3,S4,0.0009627262855079806,0.007310574388441834,0.004358751944043567,0.006347848102933853,0.0033960256585355867
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q1,S1,0.09076418282365266,0.3614444298659205,0.09444456339387833,0.27068024704226784,0.0036803805702256276
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,S1,S3,0.12891803777666258,0.11804531301889201,0.1251328824501438,0.010872724757770569,0.0037851553265187687
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q1,Q2,0.021011306594688375,0.12205977985582872,0.026926619449947526,0.10104847326114035,0.005915312855259147
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q2,S1,0.06687086256459078,0.05192744263883158,0.04803081878528462,0.014943419925759198,0.011046796072212234
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q2,S2,0.05890158813166573,0.0025270181445755267,0.038350266716860135,0.05637456998709021,0.020551321414805597
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q2,S3,0.04938354249205112,-0.05248958625179382,0.02238516736402956,0.10187312874384494,0.026998375128021557
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S1,S2,0.16662305274075084,0.3816084277893237,0.15153288479880278,0.21498537504857285,-0.015090167941948063
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q1,S2,-0.027845667486213845,0.0727581810116198,-0.0382757493605033,0.10060384849783363,-0.010430081874289454
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S1,S4,0.07451628044420608,0.10653252046740275,0.0657174403806242,0.03201624002319667,-0.008798840063581878
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S2,S4,0.11400562204078421,0.4782824077147669,0.10641070641507858,0.3642767856739827,-0.007594915625705578
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q1,S1,0.10065822293021968,0.3614444298659205,0.09444456339387833,0.2607862069357008,-0.006213659536341398
