role,file,left,right,pred_corr,train_corr,mixmin_corr,abs_gap_to_train,abs_gap_delta_vs_mixmin
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q1,Q3,0.0308384768933604,0.10161247780374832,0.02676941276904281,0.07077400091038792,-0.004069064124317595
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q1,S4,-0.05336347747530192,0.01898235753215377,-0.05705002817986378,0.0723458350074557,-0.00368655070456185
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S2,S3,0.1774504846073775,0.3940225040709118,0.17634741681213947,0.21657201946353433,-0.0011030677952380274
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q2,Q3,0.019140735200467267,0.34012922174108057,0.018825373158770572,0.3209884865406133,-0.00031536204169668736
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q3,S1,0.06977865050390253,0.06624698007546015,0.06274879157435019,0.0035316704284423794,3.348192733242106e-05
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q3,S3,-0.001964030312393449,-0.026854834760353396,-0.002706460060162671,0.024890804447959946,0.0007424297477692209
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S3,S4,0.11247241172625617,0.08632658492237472,0.1113210480936677,0.02614582680388146,0.0011513636325884702
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q3,S2,0.02400581404953096,0.001903446779540778,0.02263914791095247,0.02210236726999018,0.001366666138578488
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q2,S4,0.002518833407164439,-0.024183606552649548,-0.0005443684697291507,0.026702439959813987,0.0030632018768935905
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q2,S1,0.059519396502094105,0.05192744263883158,0.04803081878528462,0.0075919538632625225,0.0036953300097155584
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q3,S4,0.0004697475340678709,0.007310574388441834,0.004358751944043567,0.006840826854373963,0.0038890044099756963
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S1,S3,0.13019565768729122,0.11804531301889201,0.1251328824501438,0.012150344668399204,0.005062775237147404
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q1,S3,-0.07912546231641299,-0.11911987546652744,-0.08513602825825727,0.039994413150114455,0.006010565941844279
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q1,Q2,0.020315270371017876,0.12205977985582872,0.026926619449947526,0.10174450948481084,0.006611349078929643
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q2,S2,0.0514856407825627,0.0025270181445755267,0.038350266716860135,0.04895862263798718,0.013135374065702567
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q2,S3,0.037569948369965564,-0.05248958625179382,0.02238516736402956,0.09005953462175939,0.01518478100593601
balanced_e90,submission_e90_e72pareto_28925de5.csv,S1,S2,0.15320281223192397,0.3816084277893237,0.15153288479880278,0.22840561555739972,-0.0016699274331211933
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q3,S1,0.0632525587495365,0.06624698007546015,0.06274879157435019,0.0029944213259236463,-0.0005037671751863121
balanced_e90,submission_e90_e72pareto_28925de5.csv,S2,S4,0.10687765087321671,0.4782824077147669,0.10641070641507858,0.37140475684155017,-0.0004669444581381077
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q1,S2,-0.03784665875367431,0.0727581810116198,-0.0382757493605033,0.1106048397652941,-0.0004290906068289829
balanced_e90,submission_e90_e72pareto_28925de5.csv,S3,S4,0.11101138893495786,0.08632658492237472,0.1113210480936677,0.024684804012583147,-0.00030965915870984073
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q3,S2,0.022397626763762165,0.001903446779540778,0.02263914791095247,0.020494179984221386,-0.00024152114719030657
balanced_e90,submission_e90_e72pareto_28925de5.csv,S2,S3,0.17653662400421352,0.3940225040709118,0.17634741681213947,0.2174858800666983,-0.0001892071920740479
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q2,S4,-0.0006351460389360382,-0.024183606552649548,-0.0005443684697291507,0.02354846051371351,-9.07775692068867e-05
balanced_e90,submission_e90_e72pareto_28925de5.csv,S1,S3,0.12504254074527538,0.11804531301889201,0.1251328824501438,0.006997227726383365,-9.034170486843518e-05
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q3,S4,0.0043587519440437955,0.007310574388441834,0.004358751944043567,0.002951822444398038,-2.2811613709095013e-16
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q1,Q3,0.026769412769043033,0.10161247780374832,0.02676941276904281,0.0748430650347053,-2.220446049250313e-16
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q1,S4,-0.057050028179864,0.01898235753215377,-0.05705002817986378,0.07603238571201777,2.220446049250313e-16
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q2,S1,0.04802960616235489,0.05192744263883158,0.04803081878528462,0.003897836476476693,1.212622929729068e-06
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q2,S3,0.02239982452553007,-0.05248958625179382,0.02238516736402956,0.07488941077732389,1.4657161500508664e-05
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q1,Q2,0.026909156749495712,0.12205977985582872,0.026926619449947526,0.09515062310633302,1.7462700451817414e-05
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q2,S2,0.03838090985612827,0.0025270181445755267,0.038350266716860135,0.035853891711552746,3.0643139268135555e-05
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q1,S3,-0.08506846251118252,-0.11911987546652744,-0.08513602825825727,0.03405141295534492,6.756574707474094e-05
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q2,Q3,0.018755787555843655,0.34012922174108057,0.018825373158770572,0.3213734341852369,6.958560292691374e-05
balanced_e90,submission_e90_e72pareto_28925de5.csv,S1,S4,0.0656471567680306,0.10653252046740275,0.0657174403806242,0.04088536369937215,7.028361259360516e-05
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q3,S3,-0.002601918726293817,-0.026854834760353396,-0.002706460060162671,0.024252916034059577,0.00010454133386885237
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q1,S1,0.0936826854704615,0.3614444298659205,0.09444456339387833,0.267761744395459,0.0007618779234168094
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S1,S2,0.1529577499111011,0.3816084277893237,0.15153288479880278,0.2286506778782226,-0.001424865112298307
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q3,S1,0.0631640768603099,0.06624698007546015,0.06274879157435019,0.003082903215150243,-0.0004152852859597156
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S2,S4,0.10681559393021159,0.4782824077147669,0.10641070641507858,0.37146681378455526,-0.00040488751513301224
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q1,S2,-0.03793039442791249,0.0727581810116198,-0.0382757493605033,0.11068857543953228,-0.0003453549325908023
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S3,S4,0.11101871527281582,0.08632658492237472,0.1113210480936677,0.0246921303504411,-0.00030233282085188884
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q3,S2,0.0224474370749053,0.001903446779540778,0.02263914791095247,0.020543990295364523,-0.00019171083604717018
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q2,S1,0.04819969653060526,0.05192744263883158,0.04803081878528462,0.003727746108226321,-0.0001688777453206433
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S2,S3,0.17649111456927802,0.3940225040709118,0.17634741681213947,0.2175313895016338,-0.0001436977571385445
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S1,S3,0.12504097515901758,0.11804531301889201,0.1251328824501438,0.006995662140125564,-9.190729112623641e-05
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q2,Q3,0.0188253731587708,0.34012922174108057,0.018825373158770572,0.32130384858230976,-2.220446049250313e-16
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q1,Q2,0.02692661944994753,0.12205977985582872,0.026926619449947526,0.09513316040588118,-1.3877787807814457e-17
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q1,Q3,0.026769412769042815,0.10161247780374832,0.02676941276904281,0.0748430650347055,-1.3877787807814457e-17
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q2,S4,-0.0005443684697291508,-0.024183606552649548,-0.0005443684697291507,0.023639238082920396,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q3,S4,0.004358751944043567,0.007310574388441834,0.004358751944043567,0.0029518224443982662,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q1,S4,-0.057050028179864,0.01898235753215377,-0.05705002817986378,0.07603238571201777,2.220446049250313e-16
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S1,S4,0.06568312015318603,0.10653252046740275,0.0657174403806242,0.040849400314216716,3.432022743816987e-05
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q2,S3,0.022438519816426843,-0.05248958625179382,0.02238516736402956,0.07492810606822066,5.335245239727893e-05
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q1,S3,-0.0850619845808348,-0.11911987546652744,-0.08513602825825727,0.03405789088569264,7.404367742246121e-05
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q3,S3,-0.002617380248672487,-0.026854834760353396,-0.002706460060162671,0.024237454511680908,8.907981149018293e-05
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q2,S2,0.03853343151586535,0.0025270181445755267,0.038350266716860135,0.036006413371289826,0.0001831647990052157
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q1,S1,0.0938340416416484,0.3614444298659205,0.09444456339387833,0.26761038822427213,0.00061052175222992
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q2,S2,0.03753226539912063,0.0025270181445755267,0.038350266716860135,0.035005247254545103,-0.0008180013177395071
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q3,S2,0.021964881227107564,0.001903446779540778,0.02263914791095247,0.020061434447566785,-0.0006742666838449075
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S3,S4,0.11082113796166985,0.08632658492237472,0.1113210480936677,0.02449455303929514,-0.0004999101319978494
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S1,S3,0.12466198896743547,0.11804531301889201,0.1251328824501438,0.0066166759485434545,-0.0004708934827083455
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q3,S3,-0.0031698247162775515,-0.026854834760353396,-0.002706460060162671,0.023685010044075843,-0.000463364656114882
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q2,S4,-0.0009161243030805626,-0.024183606552649548,-0.0005443684697291507,0.023267482249568986,-0.0003717558333514101
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q2,S3,0.022063700576228484,-0.05248958625179382,0.02238516736402956,0.0745532868280223,-0.00032146678780108073
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q1,Q3,0.026956075051122987,0.10161247780374832,0.02676941276904281,0.07465640275262533,-0.00018666228208018276
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q1,S3,-0.08523357005664174,-0.11911987546652744,-0.08513602825825727,0.0338863054098857,-9.754179838447619e-05
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q1,Q2,0.026744843424205123,0.12205977985582872,0.026926619449947526,0.0953149364316236,0.00018177602574240281
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q2,Q3,0.018551732851757374,0.34012922174108057,0.018825373158770572,0.3215774888893232,0.00027364030701321207
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S2,S3,0.17606398308503232,0.3940225040709118,0.17634741681213947,0.2179585209858795,0.00028343372710715187
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q1,S2,-0.03866694381929999,0.0727581810116198,-0.0382757493605033,0.11142512483091979,0.00039119445879670645
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q3,S1,0.062331176778167956,0.06624698007546015,0.06274879157435019,0.003915803297292193,0.0004176147961822349
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q3,S4,0.003909204319310507,0.007310574388441834,0.004358751944043567,0.0034013700691313264,0.0004495476247330602
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q1,S4,-0.057509260691718876,0.01898235753215377,-0.05705002817986378,0.07649161822387265,0.00045923251185510383
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S1,S4,0.06493334116996471,0.10653252046740275,0.0657174403806242,0.04159917929743803,0.0007840992106594863
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S1,S2,0.15069558772340724,0.3816084277893237,0.15153288479880278,0.23091284006591645,0.0008372970753955378
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S2,S4,0.10554569648444448,0.4782824077147669,0.10641070641507858,0.37273671123032237,0.0008650099306340975
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q2,S1,0.047064443774182216,0.05192744263883158,0.04803081878528462,0.004862998864649366,0.0009663750111024022
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q1,S1,0.09289551004845238,0.3614444298659205,0.09444456339387833,0.26854891981746815,0.0015490533454259325
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S3,S4,0.09948180022530832,0.08632658492237472,0.1113210480936677,0.013155215302933607,-0.011839247868359382
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S1,S3,0.11519874576369302,0.11804531301889201,0.1251328824501438,0.002846567255198995,-0.004241002176052805
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q3,S3,-0.005829684779149839,-0.026854834760353396,-0.002706460060162671,0.021025149981203556,-0.0031232247189871692
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q2,Q3,0.02149985066045858,0.34012922174108057,0.018825373158770572,0.318629371080622,-0.0026744775016879774
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q2,S1,0.049876311609963614,0.05192744263883158,0.04803081878528462,0.0020511310288679682,-0.0018454928246789959
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q3,S1,0.06427795745521023,0.06624698007546015,0.06274879157435019,0.0019690226202499217,-0.0015291658808600367
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q2,S4,-0.0019711598721288068,-0.024183606552649548,-0.0005443684697291507,0.02221244668052074,-0.0014267914023996554
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q1,Q3,0.0270278946478531,0.10161247780374832,0.02676941276904281,0.07458458315589522,-0.0002584818788102933
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q3,S2,0.023514898257744034,0.001903446779540778,0.02263914791095247,0.021611451478203255,0.0008757503467915623
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q2,S2,0.03982470093263714,0.0025270181445755267,0.038350266716860135,0.037297682788061615,0.001474434215777004
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q3,S4,0.002364308401957012,0.007310574388441834,0.004358751944043567,0.004946265986484822,0.0019944435420865556
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q1,S3,-0.08285096027165416,-0.11911987546652744,-0.08513602825825727,0.03626891519487328,0.0022850679866031065
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S2,S3,0.17321151392637796,0.3940225040709118,0.17634741681213947,0.22081099014453387,0.0031359028857615157
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q2,S3,0.027629576227956313,-0.05248958625179382,0.02238516736402956,0.08011916247975014,0.0052444088639267555
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q1,Q2,0.0194787986211573,0.12205977985582872,0.026926619449947526,0.10258098123467142,0.007447820828790225
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q1,S1,0.08592519413456932,0.3614444298659205,0.09444456339387833,0.2755192357313512,0.008519369259308962
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q1,S2,-0.04764109837728244,0.0727581810116198,-0.0382757493605033,0.12039927938890224,0.009365349016779156
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S2,S4,0.09603488073453299,0.4782824077147669,0.10641070641507858,0.3822475269802339,0.010375825680545625
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q1,S4,-0.07196450645295992,0.01898235753215377,-0.05705002817986378,0.09094686398511369,0.014914478273096138
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S1,S2,0.13462921485900445,0.3816084277893237,0.15153288479880278,0.24697921293031924,0.016903669939798333
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S1,S4,0.04790017452476283,0.10653252046740275,0.0657174403806242,0.05863234594263992,0.017817265855861374
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q1,Q2,0.026926619449947526,0.12205977985582872,0.026926619449947526,0.0951331604058812,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q1,Q3,0.02676941276904281,0.10161247780374832,0.02676941276904281,0.07484306503470552,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q1,S1,0.09444456339387833,0.3614444298659205,0.09444456339387833,0.2669998664720422,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q1,S2,-0.0382757493605033,0.0727581810116198,-0.0382757493605033,0.11103393037212309,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q1,S3,-0.08513602825825727,-0.11911987546652744,-0.08513602825825727,0.033983847208270176,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q1,S4,-0.05705002817986378,0.01898235753215377,-0.05705002817986378,0.07603238571201755,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q2,Q3,0.018825373158770572,0.34012922174108057,0.018825373158770572,0.32130384858231,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q2,S1,0.04803081878528462,0.05192744263883158,0.04803081878528462,0.003896623853546964,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q2,S2,0.038350266716860135,0.0025270181445755267,0.038350266716860135,0.03582324857228461,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q2,S3,0.02238516736402956,-0.05248958625179382,0.02238516736402956,0.07487475361582338,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q2,S4,-0.0005443684697291507,-0.024183606552649548,-0.0005443684697291507,0.023639238082920396,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q3,S1,0.06274879157435019,0.06624698007546015,0.06274879157435019,0.0034981885011099584,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q3,S2,0.02263914791095247,0.001903446779540778,0.02263914791095247,0.020735701131411693,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q3,S3,-0.002706460060162671,-0.026854834760353396,-0.002706460060162671,0.024148374700190725,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q3,S4,0.004358751944043567,0.007310574388441834,0.004358751944043567,0.0029518224443982662,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,S1,S2,0.15153288479880278,0.3816084277893237,0.15153288479880278,0.2300755429905209,0.0
