target,view_id,split,mode,rep,null_delta
Q2,family,subject,row,0,-0.00015451491554208108
Q2,family,subject,row,1,0.0029415843666052988
Q2,family,subject,row,2,0.003931009392941998
Q2,family,subject,row,3,0.002021802813714113
Q2,family,subject,row,4,0.004143982687080938
Q2,family,subject,row,5,-0.0010892353933417143
Q2,family,subject,row,6,0.0023199762938397317
Q2,family,subject,row,7,0.006760848946338771
Q2,family,subject,row,8,-0.00038631875546280003
Q2,family,subject,row,9,-0.0007037092948291024
Q2,family,subject,subject,0,0.02297238816685343
Q2,family,subject,subject,1,0.005863683806300091
Q2,family,subject,subject,2,0.001182530437260465
Q2,family,subject,subject,3,0.010338972551082848
Q2,family,subject,subject,4,0.00875699530532248
Q2,family,subject,subject,5,0.0011936255798842277
Q2,family,subject,subject,6,-0.008439034291213399
Q2,family,subject,subject,7,-0.005493812089103267
Q2,family,subject,subject,8,-0.002792476561903401
Q2,family,subject,subject,9,0.0020018688359256798
Q2,family,subject,dateblock,0,0.0019296933168377883
Q2,family,subject,dateblock,1,-0.0019322440753596348
Q2,family,subject,dateblock,2,-0.0006456935127838737
Q2,family,subject,dateblock,3,-0.009194566166017881
Q2,family,subject,dateblock,4,0.00022414947659221696
Q2,family,subject,dateblock,5,0.0004452515869550755
Q2,family,subject,dateblock,6,-0.0044092324933989735
Q2,family,subject,dateblock,7,-0.005293947349678696
Q2,family,subject,dateblock,8,0.0013740942674090872
Q2,family,subject,dateblock,9,0.004502941881399991
Q2,jepa_resid,subject,row,0,0.005542279508808146
Q2,jepa_resid,subject,row,1,0.0012261646462066178
Q2,jepa_resid,subject,row,2,0.00284091542391407
Q2,jepa_resid,subject,row,3,0.0004219261189464252
Q2,jepa_resid,subject,row,4,0.002274804942156927
Q2,jepa_resid,subject,row,5,-0.00016074241653896149
Q2,jepa_resid,subject,row,6,0.0010630836242805364
Q2,jepa_resid,subject,row,7,0.002015779872026724
Q2,jepa_resid,subject,row,8,0.0028995694761385638
Q2,jepa_resid,subject,row,9,0.0006859789871139776
Q2,jepa_resid,subject,subject,0,-0.001510214068317084
Q2,jepa_resid,subject,subject,1,0.012054663630082563
Q2,jepa_resid,subject,subject,2,-0.0028885552136976855
Q2,jepa_resid,subject,subject,3,0.0132241285032626
Q2,jepa_resid,subject,subject,4,0.005358192511902837
Q2,jepa_resid,subject,subject,5,-0.012404214240811284
Q2,jepa_resid,subject,subject,6,0.01099255016656564
Q2,jepa_resid,subject,subject,7,0.007137431009697548
Q2,jepa_resid,subject,subject,8,-0.0049334838361085875
Q2,jepa_resid,subject,subject,9,-0.0014739222207654779
Q2,jepa_resid,subject,dateblock,0,-0.00931649964280623
Q2,jepa_resid,subject,dateblock,1,-0.027840404191436185
Q2,jepa_resid,subject,dateblock,2,0.01901213603390517
Q2,jepa_resid,subject,dateblock,3,-0.005110700990362926
Q2,jepa_resid,subject,dateblock,4,-0.01311211390846978
Q2,jepa_resid,subject,dateblock,5,-0.02404980369549803
Q2,jepa_resid,subject,dateblock,6,-0.015811849211849083
Q2,jepa_resid,subject,dateblock,7,-0.013277110267016945
Q2,jepa_resid,subject,dateblock,8,0.004553063106596977
Q2,jepa_resid,subject,dateblock,9,-0.002093763481671229
Q2,story_bundle,subject,row,0,-0.019555113054132378
Q2,story_bundle,subject,row,1,0.0029260170512250827
Q2,story_bundle,subject,row,2,-0.009972022479196596
Q2,story_bundle,subject,row,3,0.008213792577100532
Q2,story_bundle,subject,row,4,0.0025366205370447314
Q2,story_bundle,subject,row,5,0.0033368437646098537
Q2,story_bundle,subject,row,6,-0.004087508516096627
Q2,story_bundle,subject,row,7,-0.002922852127611675
Q2,story_bundle,subject,row,8,-0.0020505191892584707
Q2,story_bundle,subject,row,9,-0.0005095826024323902
Q2,story_bundle,subject,subject,0,0.00195806197581605
Q2,story_bundle,subject,subject,1,0.003129961078882637
Q2,story_bundle,subject,subject,2,-0.0010495426792251905
Q2,story_bundle,subject,subject,3,0.0029144766861018967
Q2,story_bundle,subject,subject,4,0.0026070295773440444
Q2,story_bundle,subject,subject,5,0.0007503591499066209
Q2,story_bundle,subject,subject,6,0.0052891698855713765
Q2,story_bundle,subject,subject,7,0.0005725337428651445
Q2,story_bundle,subject,subject,8,0.005848603333231006
Q2,story_bundle,subject,subject,9,0.008052115926556747
Q2,story_bundle,subject,dateblock,0,0.0012070743953677132
Q2,story_bundle,subject,dateblock,1,0.0024292028285327616
Q2,story_bundle,subject,dateblock,2,0.0051592211234695595
Q2,story_bundle,subject,dateblock,3,0.003243136060442353
Q2,story_bundle,subject,dateblock,4,0.0021645557525450387
Q2,story_bundle,subject,dateblock,5,0.002075478550280563
Q2,story_bundle,subject,dateblock,6,0.007302258203605305
Q2,story_bundle,subject,dateblock,7,0.0021495080551829915
Q2,story_bundle,subject,dateblock,8,0.007952331122947576
Q2,story_bundle,subject,dateblock,9,0.002130048199334267
Q2,raw_day,subject,row,0,-0.0003121786986903796
Q2,raw_day,subject,row,1,0.001568813052765794
Q2,raw_day,subject,row,2,-0.0026808307659447195
Q2,raw_day,subject,row,3,0.003244027801322047
Q2,raw_day,subject,row,4,0.0006206220838125276
Q2,raw_day,subject,row,5,0.001405248458580144
Q2,raw_day,subject,row,6,0.0060199220309749
Q2,raw_day,subject,row,7,5.899849699164683e-05
Q2,raw_day,subject,row,8,0.004875615349941076
Q2,raw_day,subject,row,9,0.0019713068161384406
Q2,raw_day,subject,subject,0,0.003476653124793505
Q2,raw_day,subject,subject,1,0.0038398115385025466
Q2,raw_day,subject,subject,2,0.0016488300554265978
Q2,raw_day,subject,subject,3,0.004477621799636067
Q2,raw_day,subject,subject,4,0.007329529184936123
Q2,raw_day,subject,subject,5,0.002947870723802315
Q2,raw_day,subject,subject,6,0.0019424248930196564
Q2,raw_day,subject,subject,7,0.004492150743966694
Q2,raw_day,subject,subject,8,0.0051625589091958135
Q2,raw_day,subject,subject,9,-0.00024392857319022188
Q2,raw_day,subject,dateblock,0,0.0019901504576277373
Q2,raw_day,subject,dateblock,1,0.0020536178172451125
Q2,raw_day,subject,dateblock,2,0.004241600779973154
Q2,raw_day,subject,dateblock,3,0.007662264090681936
Q2,raw_day,subject,dateblock,4,-0.0006347678359770459
Q2,raw_day,subject,dateblock,5,-0.0003351015894761389
Q2,raw_day,subject,dateblock,6,-0.000500149650873527
Q2,raw_day,subject,dateblock,7,0.0022514409639348143
Q2,raw_day,subject,dateblock,8,0.005605331132367275
Q2,raw_day,subject,dateblock,9,0.0024738255709695345
Q2,family_story,subject,row,0,0.004244571412147846
Q2,family_story,subject,row,1,0.004770227262916316
Q2,family_story,subject,row,2,-0.00022627960131238467
Q2,family_story,subject,row,3,-0.0005535016833798645
Q2,family_story,subject,row,4,-0.002529203435974292
Q2,family_story,subject,row,5,0.0019167756742317632
Q2,family_story,subject,row,6,0.00031372526008555113
Q2,family_story,subject,row,7,-0.0005431105236954892
Q2,family_story,subject,row,8,-1.4886529214219735e-05
Q2,family_story,subject,row,9,0.0026443093857334565
Q2,family_story,subject,subject,0,0.0060826875555505255
Q2,family_story,subject,subject,1,0.004941395320384956
Q2,family_story,subject,subject,2,-0.00028629701918336803
Q2,family_story,subject,subject,3,0.0017899834943569948
Q2,family_story,subject,subject,4,0.002262054498364474
Q2,family_story,subject,subject,5,5.2813473625401564e-05
Q2,family_story,subject,subject,6,-0.004068823794240006
Q2,family_story,subject,subject,7,-0.0002859620251511874
Q2,family_story,subject,subject,8,0.004433819088558333
Q2,family_story,subject,subject,9,-0.0050773442695468685
Q2,family_story,subject,dateblock,0,0.0028600897273961534
Q2,family_story,subject,dateblock,1,0.005467098039757534
Q2,family_story,subject,dateblock,2,0.004218555720109429
Q2,family_story,subject,dateblock,3,0.0022572523841680736
Q2,family_story,subject,dateblock,4,0.0011556266884397148
Q2,family_story,subject,dateblock,5,0.00230806912188275
Q2,family_story,subject,dateblock,6,0.007018322589723347
Q2,family_story,subject,dateblock,7,-0.0007221312482745823
