candidate,world,n_cells,n_rows,targets,swing_sum,q_tie,q_visible_mean,surplus_to_tie_visible_mean,q_focus_mean,surplus_to_tie_focus_mean,pred_delta_visible_mean,pred_delta_focus_mean,visible_causes_loss_e72_vs_e95,visible_causes_loss_e72_vs_mixmin,visible_delta_vs_e95_e72_vs_e95,visible_delta_vs_e95_e72_vs_mixmin,visible_outcome_e72_vs_e95,visible_outcome_e72_vs_mixmin,visible_q_after_slippage_e72_vs_e95,visible_q_after_slippage_e72_vs_mixmin,focus_causes_loss_e72_vs_e95,focus_causes_loss_e72_vs_mixmin,focus_delta_vs_e95_e72_vs_e95,focus_delta_vs_e95_e72_vs_mixmin,focus_outcome_e72_vs_e95,focus_outcome_e72_vs_mixmin,focus_q_after_slippage_e72_vs_e95,focus_q_after_slippage_e72_vs_mixmin,shape_e72_prob_max,shape_e72_prob_mean,shape_e72_prob_min,shape_scenarios,scenarios_above_non_e72_p95,scenarios_above_non_e72_p99,scenarios_above_positive_floor,known_non_e72_p95,known_non_e72_p99,known_positive_floor,shape_e72_band,visible_e72_like_causes_loss,focus_e72_like_causes_loss,thin_visible_margin,e72_slippage_needed_visible,e72_slippage_needed_focus,verdict
e176,broad_q2_underopen,904,193,"Q1,Q2,Q3,S1,S2,S3,S4",0.0008229143385317,0.3118625179651967,0.3736234387537668,0.06176092078857,0.4066985795948107,0.094836061629614,-5.082394727783768e-05,-7.804195492488964e-05,True,True,7.889391970834878e-06,4.8507396712584375e-05,small_loss,branch_loss,0.3022753816115986,0.2529166539289328,False,True,-9.726987632477475e-06,3.015258863086774e-05,micro_win,branch_loss,0.3236826882757937,0.2752212939409971,8.338338466278932e-06,6.315911870000436e-06,4.872836459868364e-06,3.0,0.0,0.0,0.0,0.0208146649598867,0.0448123614399356,0.8048492248406639,below_non_e72_p95,True,True,False,-0.06176092078857,-0.094836061629614,failure_algebraic_not_shape_supported
e144,conservative_unrepaired_branch,185,108,"Q1,Q3,S2,S3,S4",0.0018811428571428,0.4576460827022093,0.4691914185789376,0.0115453358767282,0.4738468482207182,0.0162007655185089,-2.171842611782245e-05,-3.047595433538922e-05,True,True,0.0001124974619461,0.000205348279964,hard_fail,hard_fail,0.3978433614367693,0.3484846337541035,True,True,0.0001256887966487,0.0002168516024488,hard_fail,hard_fail,0.3908309569017011,0.3423695625669046,0.0387227287262173,0.02266644518562977,0.009909105228071,3.0,1.0,0.0,0.0,0.0208146649598867,0.0448123614399356,0.8048492248406639,non_e72_p95_tail,True,True,True,-0.0115453358767282,-0.0162007655185089,thin_margin_plus_shape_tail_alarm
e154,repaired_branch_counterworld,294,139,"Q1,Q3,S2,S3,S4",0.0020176469477509,0.4579940910304584,0.4682782857058521,0.0102841946753937,0.472782385903543,0.0147882948730846,-2.0749873996885092e-05,-2.9837558013120742e-05,True,True,0.0001232053157239,0.0002227938019777,hard_fail,hard_fail,0.3969302285636839,0.347571500881018,True,True,0.0001376592017215,0.0002354371860848,hard_fail,hard_fail,0.389766494584526,0.3413051002497294,0.0079727349190803,0.0058527281622794336,0.0043013631796053,3.0,0.0,0.0,0.0,0.0208146649598867,0.0448123614399356,0.8048492248406639,below_non_e72_p95,True,True,True,-0.0102841946753937,-0.0147882948730846,thin_margin_not_e72_shape
e155,low_body_repaired_branch_control,294,139,"Q1,Q3,S2,S3,S4",0.0019152688797948,0.4577242141827087,0.468950932794709,0.0112267186120002,0.4735665077985592,0.0158422936158504,-2.1502184779778025e-05,-3.0342251947011365e-05,True,True,0.0001151485286984,0.0002096837637753,hard_fail,hard_fail,0.3976028756525407,0.3482441479698749,True,True,0.0001286555012247,0.0002214721016656,hard_fail,hard_fail,0.3905506164795421,0.3420892221447456,,,,,,,,0.0208146649598867,0.0448123614399356,0.8048492248406639,not_scored,True,True,True,-0.0112267186120002,-0.0158422936158504,needs_shape_score_if_prioritized
e166,broad_plateau_break_safety_atlas_test,1750,250,"Q1,Q2,Q3,S1,S2,S3,S4",0.0022439863912539,0.3177617124605112,0.3747296368302339,0.0569679243697226,0.4028980829762995,0.0851363705157882,-0.0001278352470236,-0.0001910448568381,True,True,3.226882224579273e-05,0.0001430291354553,branch_loss,hard_fail,0.3033815796880657,0.2540228520053998,False,True,-4.758326460491558e-06,0.0001039883829279,micro_win,hard_fail,0.3198821916572824,0.2714207973224858,,,,,,,,0.0208146649598867,0.0448123614399356,0.8048492248406639,not_scored,True,True,False,-0.0569679243697226,-0.0851363705157882,needs_shape_score_if_prioritized
e172,safer_tail_repair_contrast,904,193,"Q1,Q2,Q3,S1,S2,S3,S4",0.0007484935097949,0.3185705575469967,0.389183596785098,0.0706130392381012,0.4204601901537429,0.1018896326067461,-5.285340157661601e-05,-7.626372872154301e-05,True,True,5.501561307772384e-07,3.749484345298969e-05,tie,branch_loss,0.3178355396429297,0.2684768119602639,False,True,-1.412687285941454e-05,2.2146166275795203e-05,micro_win,branch_loss,0.3374442988347259,0.2889829044999293,,,,,,,,0.0208146649598867,0.0448123614399356,0.8048492248406639,not_scored,True,True,False,-0.0706130392381012,-0.1018896326067461,needs_shape_score_if_prioritized
e174,full_q2_reopen_contrast,904,193,"Q1,Q2,Q3,S1,S2,S3,S4",0.0008289501788628,0.3120753495674913,0.3731565735346099,0.0610812239671185,0.4063202216911397,0.0942448721236483,-5.06332915327069e-05,-7.812430360380805e-05,True,True,8.510693196812815e-06,4.942661933780311e-05,small_loss,branch_loss,0.3018085163924416,0.2524497887097758,False,True,-9.308265646447032e-06,3.086381585532742e-05,micro_win,branch_loss,0.3233043303721226,0.274842936037326,,,,,,,,0.0208146649598867,0.0448123614399356,0.8048492248406639,not_scored,True,True,False,-0.0610812239671185,-0.0942448721236483,needs_shape_score_if_prioritized
