candidate_id,basename,source_path,target,view_id,split,rep,delta_mode,scale,train_actual_delta,train_dominance,train_min_mode_dominance,delta_mean,delta_std,delta_p90_abs,delta_max_abs,changed_cells_vs_current,l1_logit_delta_vs_current
Q3_raw_human_context_subject5_pc_centered,submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_centered_s025_c4162f27.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_centered_s025_c4162f27.csv,Q3,raw_human_context,subject5,pc,centered,0.25,-0.014465897699500574,0.9629629629629629,0.8888888888888888,0.01533613485603313,0.0587254495172975,0.08,0.08,250,3.550659571154227
Q3_raw_human_context_subject5_pc_centered,submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_centered_s050_726a66f2.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_centered_s050_726a66f2.csv,Q3,raw_human_context,subject5,pc,centered,0.5,-0.014465897699500574,0.9629629629629629,0.8888888888888888,0.01533613485603313,0.0587254495172975,0.08,0.08,250,7.101319142308454
Q3_raw_human_context_subject5_pc_raw,submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_raw_s025_10f4f218.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_raw_s025_10f4f218.csv,Q3,raw_human_context,subject5,pc,raw,0.25,-0.014465897699500574,0.9629629629629629,0.8888888888888888,-0.007233230966704379,0.07469860478241101,0.08,0.08,250,4.554537758837666
Q3_raw_human_context_subject5_pc_raw,submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_raw_s050_e6ddbb9c.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_raw_s050_e6ddbb9c.csv,Q3,raw_human_context,subject5,pc,raw,0.5,-0.014465897699500574,0.9629629629629629,0.8888888888888888,-0.007233230966704379,0.07469860478241101,0.08,0.08,250,9.109075517675333
S4_family_jepa_context_dateblock5_cluster6_centered,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_centered_s025_9643309a.csv,analysis_outputs/submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_centered_s025_9643309a.csv,S4,family_jepa_context,dateblock5,cluster6,centered,0.25,-0.01113070390183557,1.0,1.0,-0.021381310671740032,0.0337931026607512,0.08,0.08,79,1.336331916983752
S4_family_jepa_context_dateblock5_cluster6_centered,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_centered_s050_9c1e103a.csv,analysis_outputs/submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_centered_s050_9c1e103a.csv,S4,family_jepa_context,dateblock5,cluster6,centered,0.5,-0.01113070390183557,1.0,1.0,-0.021381310671740032,0.0337931026607512,0.08,0.08,79,2.672663833967504
S4_family_jepa_context_dateblock5_cluster6_raw,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_raw_s025_7028d955.csv,analysis_outputs/submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_raw_s025_7028d955.csv,S4,family_jepa_context,dateblock5,cluster6,raw,0.25,-0.01113070390183557,1.0,1.0,0.04333628012501786,0.06230208190738098,0.08,0.08,250,4.6188186582188795
S4_family_jepa_context_dateblock5_cluster6_raw,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_raw_s050_a32b1096.csv,analysis_outputs/submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_raw_s050_a32b1096.csv,S4,family_jepa_context,dateblock5,cluster6,raw,0.5,-0.01113070390183557,1.0,1.0,0.04333628012501786,0.06230208190738098,0.08,0.08,250,9.237637316437759
S4_raw_human_context_dateblock5_cluster6_centered,submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_centered_s025_c4c96e6b.csv,analysis_outputs/submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_centered_s025_c4c96e6b.csv,S4,raw_human_context,dateblock5,cluster6,centered,0.25,-0.009936445201720101,1.0,1.0,-0.023032927707899487,0.03533794883360507,0.08,0.08,82,1.4395579817437179
S4_raw_human_context_dateblock5_cluster6_centered,submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_centered_s050_126fa814.csv,analysis_outputs/submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_centered_s050_126fa814.csv,S4,raw_human_context,dateblock5,cluster6,centered,0.5,-0.009936445201720101,1.0,1.0,-0.023032927707899487,0.03533794883360507,0.08,0.08,82,2.8791159634874357
S4_raw_human_context_dateblock5_cluster6_raw,submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_raw_s025_ed16db5d.csv,analysis_outputs/submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_raw_s025_ed16db5d.csv,S4,raw_human_context,dateblock5,cluster6,raw,0.25,-0.009936445201720101,1.0,1.0,0.03739028585105328,0.06795366503235568,0.08,0.08,250,4.783991170821734
S4_raw_human_context_dateblock5_cluster6_raw,submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_raw_s050_7a8e30f1.csv,analysis_outputs/submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_raw_s050_7a8e30f1.csv,S4,raw_human_context,dateblock5,cluster6,raw,0.5,-0.009936445201720101,1.0,1.0,0.03739028585105328,0.06795366503235568,0.08,0.08,250,9.567982341643468
Q3_family_jepa_context_dateblock5_pc_centered,submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_centered_s025_78b305b4.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_centered_s025_78b305b4.csv,Q3,family_jepa_context,dateblock5,pc,centered,0.25,-0.006199601019677647,0.9814814814814815,0.9444444444444444,0.03275293587346175,0.03807421038271354,0.08,0.08,115,2.0470584920913595
Q3_family_jepa_context_dateblock5_pc_centered,submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_centered_s050_a5007702.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_centered_s050_a5007702.csv,Q3,family_jepa_context,dateblock5,pc,centered,0.5,-0.006199601019677647,0.9814814814814815,0.9444444444444444,0.03275293587346175,0.03807421038271354,0.08,0.08,115,4.094116984182719
Q3_family_jepa_context_dateblock5_pc_raw,submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_raw_s025_750b0763.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_raw_s025_750b0763.csv,Q3,family_jepa_context,dateblock5,pc,raw,0.25,-0.006199601019677647,0.9814814814814815,0.9444444444444444,-0.020614044900407278,0.07271040540327887,0.08,0.08,250,4.617505209541826
Q3_family_jepa_context_dateblock5_pc_raw,submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_raw_s050_761585f9.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_raw_s050_761585f9.csv,Q3,family_jepa_context,dateblock5,pc,raw,0.5,-0.006199601019677647,0.9814814814814815,0.9444444444444444,-0.020614044900407278,0.07271040540327887,0.08,0.08,250,9.235010419083652
Q3_raw_human_context_dateblock5_cluster6_centered,submission_e289_lifeslice_Q3_raw_human_context_dateblock5_cluster6_centered_s025_8d52bc40.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_dateblock5_cluster6_centered_s025_8d52bc40.csv,Q3,raw_human_context,dateblock5,cluster6,centered,0.25,-0.005295264017629031,0.9629629629629629,0.8888888888888888,-0.028676976872292415,0.03558545909016941,0.08,0.08,115,1.7923110545182759
Q3_raw_human_context_dateblock5_cluster6_centered,submission_e289_lifeslice_Q3_raw_human_context_dateblock5_cluster6_centered_s050_5795b74f.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_dateblock5_cluster6_centered_s050_5795b74f.csv,Q3,raw_human_context,dateblock5,cluster6,centered,0.5,-0.005295264017629031,0.9629629629629629,0.8888888888888888,-0.028676976872292415,0.03558545909016941,0.08,0.08,115,3.5846221090365518
Q3_raw_human_context_dateblock5_cluster6_raw,submission_e289_lifeslice_Q3_raw_human_context_dateblock5_cluster6_raw_s025_dcf6ef83.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_dateblock5_cluster6_raw_s025_dcf6ef83.csv,Q3,raw_human_context,dateblock5,cluster6,raw,0.25,-0.005295264017629031,0.9629629629629629,0.8888888888888888,0.03159258388602794,0.06660299193725013,0.08,0.08,250,4.440841398086702
Q3_raw_human_context_dateblock5_cluster6_raw,submission_e289_lifeslice_Q3_raw_human_context_dateblock5_cluster6_raw_s050_e502ea53.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_dateblock5_cluster6_raw_s050_e502ea53.csv,Q3,raw_human_context,dateblock5,cluster6,raw,0.5,-0.005295264017629031,0.9629629629629629,0.8888888888888888,0.03159258388602794,0.06660299193725013,0.08,0.08,250,8.881682796173404
S1_raw_human_context_dateblock5_pc_centered,submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_centered_s025_12cb13a6.csv,analysis_outputs/submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_centered_s025_12cb13a6.csv,S1,raw_human_context,dateblock5,pc,centered,0.25,-0.0036541525696837107,0.9629629629629629,0.9444444444444444,0.023241465753468766,0.0526391951744841,0.08,0.08,250,3.1978982808942664
S1_raw_human_context_dateblock5_pc_centered,submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_centered_s050_139a16bf.csv,analysis_outputs/submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_centered_s050_139a16bf.csv,S1,raw_human_context,dateblock5,pc,centered,0.5,-0.0036541525696837107,0.9629629629629629,0.9444444444444444,0.023241465753468766,0.0526391951744841,0.08,0.08,250,6.395796561788533
S1_raw_human_context_dateblock5_pc_raw,submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_raw_s025_7b9ff5c6.csv,analysis_outputs/submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_raw_s025_7b9ff5c6.csv,S1,raw_human_context,dateblock5,pc,raw,0.25,-0.0036541525696837107,0.9629629629629629,0.9444444444444444,-0.0068350015128435535,0.07564051802286445,0.08,0.08,250,4.6461609337664544
S1_raw_human_context_dateblock5_pc_raw,submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_raw_s050_d8b40b15.csv,analysis_outputs/submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_raw_s050_d8b40b15.csv,S1,raw_human_context,dateblock5,pc,raw,0.5,-0.0036541525696837107,0.9629629629629629,0.9444444444444444,-0.0068350015128435535,0.07564051802286445,0.08,0.08,250,9.292321867532909
Q3_family_jepa_context_subject5_cluster6_centered,submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_centered_s025_dc4a6957.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_centered_s025_dc4a6957.csv,Q3,family_jepa_context,subject5,cluster6,centered,0.25,-0.0034369192882864885,0.9444444444444444,0.9444444444444444,-0.025333668558057333,0.035205849151312626,0.08,0.08,102,1.5833542848785833
Q3_family_jepa_context_subject5_cluster6_centered,submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_centered_s050_8d8db650.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_centered_s050_8d8db650.csv,Q3,family_jepa_context,subject5,cluster6,centered,0.5,-0.0034369192882864885,0.9444444444444444,0.9444444444444444,-0.025333668558057333,0.035205849151312626,0.08,0.08,102,3.1667085697571666
Q3_family_jepa_context_subject5_cluster6_raw,submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_raw_s025_8e4a42d3.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_raw_s025_8e4a42d3.csv,Q3,family_jepa_context,subject5,cluster6,raw,0.25,-0.0034369192882864885,0.9444444444444444,0.9444444444444444,0.035864915400921,0.06627408152089166,0.08,0.08,250,4.591734217685271
Q3_family_jepa_context_subject5_cluster6_raw,submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_raw_s050_09f712a2.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_raw_s050_09f712a2.csv,Q3,family_jepa_context,subject5,cluster6,raw,0.5,-0.0034369192882864885,0.9444444444444444,0.9444444444444444,0.035864915400921,0.06627408152089166,0.08,0.08,250,9.183468435370543
