variant,target_set,row_mask,cell_mask,sign_mask,scale,threshold_frac,s3_alpha,targets,file,basename,changed_rows_vs_e247,changed_cells_vs_e247,move_l1,move_l2,row_entropy,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,family
compact_t45_s0.990_s3a1.00,compact_s3tail,all,abs_top45,both,0.99,45.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s0_990_s3a1_00_3b4f31ba.csv,submission_e350_compactplateau_compact_t45_s0_990_s3a1_00_3b4f31ba.csv,220,375,4.578591873552894,0.4372526937125564,0.8307090803089261,2.202836368843328,1.014485174994395,0.2259991593521585,1.1035335949633054,0.0,0.0317375753997074,0.0,compact_s3tail
compact_t45_s0.995_s3a0.00,compact_s3tail,all,abs_top45,both,0.995,45.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t45_s0_995_s3a0_00_c6a1d057.csv,submission_e350_compactplateau_compact_t45_s0_995_s3a0_00_c6a1d057.csv,179,251,4.56981820874992,0.43944933033086775,0.8265596210192819,2.2139618050496073,1.0196088374943666,0.22714056924787646,1.1091069969580696,0.0,0.0,0.0,compact_s3tail
compact_t45_s0.995_s3a0.25,compact_s3tail,all,abs_top45,both,0.995,45.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s0_995_s3a0_25_c0ebe5af.csv,submission_e350_compactplateau_compact_t45_s0_995_s3a0_25_c0ebe5af.csv,220,375,4.577752602599847,0.43945005489765454,0.8277681143622708,2.2139618050496073,1.0196088374943666,0.22714056924787646,1.1091069969580696,0.0,0.00793439384992685,0.0,compact_s3tail
compact_t45_s0.995_s3a0.50,compact_s3tail,all,abs_top45,both,0.995,45.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s0_995_s3a0_50_87237209.csv,submission_e350_compactplateau_compact_t45_s0_995_s3a0_50_87237209.csv,220,375,4.585686996449773,0.439452228590847,0.828808217158427,2.2139618050496073,1.0196088374943666,0.22714056924787646,1.1091069969580696,0.0,0.0158687876998537,0.0,compact_s3tail
compact_t45_s0.995_s3a0.75,compact_s3tail,all,abs_top45,both,0.995,45.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s0_995_s3a0_75_fab01a86.csv,submission_e350_compactplateau_compact_t45_s0_995_s3a0_75_fab01a86.csv,220,375,4.593621390299701,0.43945585138894155,0.8297750609999722,2.2139618050496073,1.0196088374943666,0.22714056924787646,1.1091069969580696,0.0,0.02380318154978055,0.0,compact_s3tail
compact_t45_s0.995_s3a1.00,compact_s3tail,all,abs_top45,both,0.995,45.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s0_995_s3a1_00_28eb21bf.csv,submission_e350_compactplateau_compact_t45_s0_995_s3a1_00_28eb21bf.csv,220,375,4.601555784149627,0.4394609232561001,0.8306910130580573,2.2139618050496073,1.0196088374943666,0.22714056924787646,1.1091069969580696,0.0,0.0317375753997074,0.0,compact_s3tail
compact_t45_s1.000_s3a0.00,compact_s3tail,all,abs_top45,both,1.0,45.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_000_s3a0_00_d09da892.csv,submission_e350_compactplateau_compact_t45_s1_000_s3a0_00_d09da892.csv,179,251,4.592782119346654,0.4416576184229826,0.8265596210192819,2.225087241255887,1.0247324999943386,0.22828197914359444,1.1146803989528338,0.0,0.0,0.0,compact_s3tail
compact_t45_s1.000_s3a0.25,compact_s3tail,all,abs_top45,both,1.0,45.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_000_s3a0_25_1fd9aa68.csv,submission_e350_compactplateau_compact_t45_s1_000_s3a0_25_1fd9aa68.csv,220,375,4.600716513196581,0.44165833936694143,0.8277626564777123,2.225087241255887,1.0247324999943386,0.22828197914359444,1.1146803989528338,0.0,0.00793439384992685,0.0,compact_s3tail
compact_t45_s1.000_s3a0.50,compact_s3tail,all,abs_top45,both,1.0,45.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_000_s3a0_50_d2bbcc15.csv,submission_e350_compactplateau_compact_t45_s1_000_s3a0_50_d2bbcc15.csv,220,375,4.608650907046507,0.44166050219175684,0.8287982327117216,2.225087241255887,1.0247324999943386,0.22828197914359444,1.1146803989528338,0.0,0.0158687876998537,0.0,compact_s3tail
compact_t45_s1.000_s3a0.75,compact_s3tail,all,abs_top45,both,1.0,45.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_000_s3a0_75_c0fb8e73.csv,submission_e350_compactplateau_compact_t45_s1_000_s3a0_75_c0fb8e73.csv,220,375,4.616585300896435,0.44166410687624624,0.8297609708032936,2.225087241255887,1.0247324999943386,0.22828197914359444,1.1146803989528338,0.0,0.02380318154978055,0.0,compact_s3tail
compact_t45_s1.000_s3a1.00,compact_s3tail,all,abs_top45,both,1.0,45.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_000_s3a1_00_ce85e5c5.csv,submission_e350_compactplateau_compact_t45_s1_000_s3a1_00_ce85e5c5.csv,220,375,4.624519694746361,0.4416691533851064,0.8306731106768148,2.225087241255887,1.0247324999943386,0.22828197914359444,1.1146803989528338,0.0,0.0317375753997074,0.0,compact_s3tail
compact_t45_s1.005_s3a0.00,compact_s3tail,all,abs_top45,both,1.005,45.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_005_s3a0_00_f20d5420.csv,submission_e350_compactplateau_compact_t45_s1_005_s3a0_00_f20d5420.csv,179,251,4.615746029943386,0.44386590651509755,0.8265596210192819,2.2362126774621665,1.02985616249431,0.2294233890393124,1.1202538009475977,0.0,0.0,0.0,compact_s3tail
compact_t45_s1.005_s3a0.25,compact_s3tail,all,abs_top45,both,1.005,45.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_005_s3a0_25_8a1a58a4.csv,submission_e350_compactplateau_compact_t45_s1_005_s3a0_25_8a1a58a4.csv,220,375,4.623680423793314,0.44386662387227627,0.8277572497345713,2.2362126774621665,1.02985616249431,0.2294233890393124,1.1202538009475977,0.0,0.00793439384992685,0.0,compact_s3tail
compact_t45_s1.005_s3a0.50,compact_s3tail,all,abs_top45,both,1.005,45.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,220,375,4.63161481764324,0.44386877593685636,0.8287883406211491,2.2362126774621665,1.02985616249431,0.2294233890393124,1.1202538009475977,0.0,0.0158687876998537,0.0,compact_s3tail
compact_t45_s1.005_s3a0.75,compact_s3tail,all,abs_top45,both,1.005,45.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_005_s3a0_75_03f45ba1.csv,submission_e350_compactplateau_compact_t45_s1_005_s3a0_75_03f45ba1.csv,220,375,4.639549211493167,0.44387236268796987,0.8297470096480052,2.2362126774621665,1.02985616249431,0.2294233890393124,1.1202538009475977,0.0,0.02380318154978055,0.0,compact_s3tail
compact_t45_s1.005_s3a1.00,compact_s3tail,all,abs_top45,both,1.005,45.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_005_s3a1_00_ef54727b.csv,submission_e350_compactplateau_compact_t45_s1_005_s3a1_00_ef54727b.csv,220,375,4.647483605343094,0.4438773840908377,0.8306553708733279,2.2362126774621665,1.02985616249431,0.2294233890393124,1.1202538009475977,0.0,0.0317375753997074,0.0,compact_s3tail
compact_t45_s1.010_s3a0.00,compact_s3tail,all,abs_top45,both,1.01,45.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_010_s3a0_00_533cb9a8.csv,submission_e350_compactplateau_compact_t45_s1_010_s3a0_00_533cb9a8.csv,179,251,4.638709940540121,0.4460741946072125,0.8265596210192818,2.247338113668446,1.0349798249942816,0.23056479893503037,1.1258272029423622,0.0,0.0,0.0,compact_s3tail
compact_t45_s1.010_s3a0.25,compact_s3tail,all,abs_top45,both,1.01,45.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_010_s3a0_25_64787094.csv,submission_e350_compactplateau_compact_t45_s1_010_s3a0_25_64787094.csv,220,375,4.646644334390047,0.44607490841312375,0.8277518934066425,2.247338113668446,1.0349798249942816,0.23056479893503037,1.1258272029423622,0.0,0.00793439384992685,0.0,compact_s3tail
compact_t45_s1.010_s3a0.50,compact_s3tail,all,abs_top45,both,1.01,45.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_010_s3a0_50_bbcf5244.csv,submission_e350_compactplateau_compact_t45_s1_010_s3a0_50_bbcf5244.csv,220,375,4.654578728239974,0.44607704982400426,0.8287785395893239,2.247338113668446,1.0349798249942816,0.23056479893503037,1.1258272029423622,0.0,0.0158687876998537,0.0,compact_s3tail
compact_t45_s1.010_s3a0.75,compact_s3tail,all,abs_top45,both,1.01,45.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_010_s3a0_75_69a84d60.csv,submission_e350_compactplateau_compact_t45_s1_010_s3a0_75_69a84d60.csv,220,375,4.662513122089901,0.4460806188192944,0.8297331757363344,2.247338113668446,1.0349798249942816,0.23056479893503037,1.1258272029423622,0.0,0.02380318154978055,0.0,compact_s3tail
compact_t45_s1.010_s3a1.00,compact_s3tail,all,abs_top45,both,1.01,45.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s1_010_s3a1_00_79cbdde5.csv,submission_e350_compactplateau_compact_t45_s1_010_s3a1_00_79cbdde5.csv,220,375,4.670447515939828,0.44608561536472907,0.8306377913984816,2.247338113668446,1.0349798249942816,0.23056479893503037,1.1258272029423622,0.0,0.0317375753997074,0.0,compact_s3tail
compact_t50_s0.990_s3a0.00,compact_s3tail,all,abs_top50,both,0.99,50.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t50_s0_990_s3a0_00_26e36b97.csv,submission_e350_compactplateau_compact_t50_s0_990_s3a0_00_26e36b97.csv,189,279,4.54945452126765,0.4372413193505547,0.826961433904367,2.204713561125634,1.014485174994395,0.2259991593521585,1.104256625795463,0.0,0.0,0.0,compact_s3tail
compact_t50_s0.990_s3a0.25,compact_s3tail,all,abs_top50,both,0.99,50.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s0_990_s3a0_25_587427ef.csv,submission_e350_compactplateau_compact_t50_s0_990_s3a0_25_587427ef.csv,224,417,4.55770688560936,0.43724205584816295,0.8281826953773171,2.204713561125634,1.014485174994395,0.2259991593521585,1.104256625795463,0.0,0.008252364341709206,0.0,compact_s3tail
compact_t50_s0.990_s3a0.50,compact_s3tail,all,abs_top50,both,0.99,50.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s0_990_s3a0_50_fb04830f.csv,submission_e350_compactplateau_compact_t50_s0_990_s3a0_50_fb04830f.csv,224,417,4.565959249951069,0.43724426533354427,0.8292467613955564,2.204713561125634,1.014485174994395,0.2259991593521585,1.104256625795463,0.0,0.016504728683418412,0.0,compact_s3tail
compact_t50_s0.990_s3a0.75,compact_s3tail,all,abs_top50,both,0.99,50.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s0_990_s3a0_75_b30eca56.csv,submission_e350_compactplateau_compact_t50_s0_990_s3a0_75_b30eca56.csv,224,417,4.574211614292778,0.43724794778436893,0.8302396183005214,2.204713561125634,1.014485174994395,0.2259991593521585,1.104256625795463,0.0,0.024757093025127616,0.0,compact_s3tail
compact_t50_s0.990_s3a1.00,compact_s3tail,all,abs_top50,both,0.99,50.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s0_990_s3a1_00_a4071368.csv,submission_e350_compactplateau_compact_t50_s0_990_s3a1_00_a4071368.csv,224,417,4.582463978634487,0.43725310316342203,0.8311822318956151,2.204713561125634,1.014485174994395,0.2259991593521585,1.104256625795463,0.0,0.033009457366836824,0.0,compact_s3tail
compact_t50_s0.995_s3a0.00,compact_s3tail,all,abs_top50,both,0.995,50.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t50_s0_995_s3a0_00_457eab6c.csv,submission_e350_compactplateau_compact_t50_s0_995_s3a0_00_457eab6c.csv,189,279,4.572431564304356,0.4394496088422241,0.8269614339043669,2.215848478101017,1.0196088374943666,0.22714056924787646,1.1098336794610968,0.0,0.0,0.0,compact_s3tail
compact_t50_s0.995_s3a0.25,compact_s3tail,all,abs_top50,both,0.995,50.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s0_995_s3a0_25_99c0c3ff.csv,submission_e350_compactplateau_compact_t50_s0_995_s3a0_25_99c0c3ff.csv,224,417,4.5806839286460646,0.43945034163884555,0.8281771004834997,2.215848478101017,1.0196088374943666,0.22714056924787646,1.1098336794610968,0.0,0.008252364341709206,0.0,compact_s3tail
compact_t50_s0.995_s3a0.50,compact_s3tail,all,abs_top50,both,0.995,50.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s0_995_s3a0_50_5b33b121.csv,submission_e350_compactplateau_compact_t50_s0_995_s3a0_50_5b33b121.csv,224,417,4.588936292987774,0.43945254002137807,0.8292364719218067,2.215848478101017,1.0196088374943666,0.22714056924787646,1.1098336794610968,0.0,0.016504728683418412,0.0,compact_s3tail
compact_t50_s0.995_s3a0.75,compact_s3tail,all,abs_top50,both,0.995,50.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s0_995_s3a0_75_9cae5940.csv,submission_e350_compactplateau_compact_t50_s0_995_s3a0_75_9cae5940.csv,224,417,4.597188657329483,0.43945620396782686,0.830225058411308,2.215848478101017,1.0196088374943666,0.22714056924787646,1.1098336794610968,0.0,0.024757093025127616,0.0,compact_s3tail
compact_t50_s0.995_s3a1.00,compact_s3tail,all,abs_top50,both,0.995,50.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s0_995_s3a1_00_ca9484dc.csv,submission_e350_compactplateau_compact_t50_s0_995_s3a1_00_ca9484dc.csv,224,417,4.605441021671193,0.43946133344153526,0.831163701201766,2.215848478101017,1.0196088374943666,0.22714056924787646,1.1098336794610968,0.0,0.033009457366836824,0.0,compact_s3tail
compact_t50_s1.000_s3a0.00,compact_s3tail,all,abs_top50,both,1.0,50.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_000_s3a0_00_f9e24350.csv,submission_e350_compactplateau_compact_t50_s1_000_s3a0_00_f9e24350.csv,189,279,4.595408607341061,0.4416578983338936,0.8269614339043669,2.2269833950763984,1.0247324999943386,0.22828197914359444,1.1154107331267302,0.0,0.0,0.0,compact_s3tail
compact_t50_s1.000_s3a0.25,compact_s3tail,all,abs_top50,both,1.0,50.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_000_s3a0_25_be770da3.csv,submission_e350_compactplateau_compact_t50_s1_000_s3a0_25_be770da3.csv,224,417,4.603660971682769,0.44165862746653795,0.828171558504513,2.2269833950763984,1.0247324999943386,0.22828197914359444,1.1154107331267302,0.0,0.008252364341709206,0.0,compact_s3tail
compact_t50_s1.000_s3a0.50,compact_s3tail,all,abs_top50,both,1.0,50.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_000_s3a0_50_6f4f77bf.csv,submission_e350_compactplateau_compact_t50_s1_000_s3a0_50_6f4f77bf.csv,224,417,4.611913336024479,0.4416608148572488,0.8292262784635086,2.2269833950763984,1.0247324999943386,0.22828197914359444,1.1154107331267302,0.0,0.016504728683418412,0.0,compact_s3tail
compact_t50_s1.000_s3a0.75,compact_s3tail,all,abs_top50,both,1.0,50.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_000_s3a0_75_00098229.csv,submission_e350_compactplateau_compact_t50_s1_000_s3a0_75_00098229.csv,224,417,4.620165700366188,0.44166446048435953,0.8302106329845039,2.2269833950763984,1.0247324999943386,0.22828197914359444,1.1154107331267302,0.0,0.024757093025127616,0.0,compact_s3tail
compact_t50_s1.000_s3a1.00,compact_s3tail,all,abs_top50,both,1.0,50.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_000_s3a1_00_d875299f.csv,submission_e350_compactplateau_compact_t50_s1_000_s3a1_00_d875299f.csv,224,417,4.628418064707898,0.44166956431176047,0.8311453401509065,2.2269833950763984,1.0247324999943386,0.22828197914359444,1.1154107331267302,0.0,0.033009457366836824,0.0,compact_s3tail
compact_t50_s1.005_s3a0.00,compact_s3tail,all,abs_top50,both,1.005,50.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_005_s3a0_00_c20d8244.csv,submission_e350_compactplateau_compact_t50_s1_005_s3a0_00_c20d8244.csv,189,279,4.618385650377766,0.44386618782556303,0.826961433904367,2.2381183120517805,1.02985616249431,0.2294233890393124,1.1209877867923637,0.0,0.0,0.0,compact_s3tail
compact_t50_s1.005_s3a0.25,compact_s3tail,all,abs_top50,both,1.005,50.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_005_s3a0_25_b7352888.csv,submission_e350_compactplateau_compact_t50_s1_005_s3a0_25_b7352888.csv,224,417,4.626638014719475,0.4438669133306878,0.8281660686832509,2.2381183120517805,1.02985616249431,0.2294233890393124,1.1209877867923637,0.0,0.008252364341709206,0.0,compact_s3tail
compact_t50_s1.005_s3a0.50,compact_s3tail,all,abs_top50,both,1.005,50.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_005_s3a0_50_b77c409a.csv,submission_e350_compactplateau_compact_t50_s1_005_s3a0_50_b77c409a.csv,224,417,4.634890379061185,0.4438690898389469,0.8292161796622449,2.2381183120517805,1.02985616249431,0.2294233890393124,1.1209877867923637,0.0,0.016504728683418412,0.0,compact_s3tail
compact_t50_s1.005_s3a0.75,compact_s3tail,all,abs_top50,both,1.005,50.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_005_s3a0_75_f035bea9.csv,submission_e350_compactplateau_compact_t50_s1_005_s3a0_75_f035bea9.csv,224,417,4.643142743402893,0.4438727173289957,0.8301963401340436,2.2381183120517805,1.02985616249431,0.2294233890393124,1.1209877867923637,0.0,0.024757093025127616,0.0,compact_s3tail
compact_t50_s1.005_s3a1.00,compact_s3tail,all,abs_top50,both,1.005,50.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_005_s3a1_00_2b419710.csv,submission_e350_compactplateau_compact_t50_s1_005_s3a1_00_2b419710.csv,224,417,4.6513951077446025,0.44387779576526065,0.8311271463807407,2.2381183120517805,1.02985616249431,0.2294233890393124,1.1209877867923637,0.0,0.033009457366836824,0.0,compact_s3tail
compact_t50_s1.010_s3a0.00,compact_s3tail,all,abs_top50,both,1.01,50.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_010_s3a0_00_84270360.csv,submission_e350_compactplateau_compact_t50_s1_010_s3a0_00_84270360.csv,189,279,4.641362693414472,0.44607447731723254,0.826961433904367,2.249253229027162,1.0349798249942816,0.23056479893503037,1.1265648404579975,0.0,0.0,0.0,compact_s3tail
compact_t50_s1.010_s3a0.25,compact_s3tail,all,abs_top50,both,1.01,50.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_010_s3a0_25_b7c8cab4.csv,submission_e350_compactplateau_compact_t50_s1_010_s3a0_25_b7c8cab4.csv,224,417,4.649615057756181,0.44607519923075356,0.828160630277084,2.249253229027162,1.0349798249942816,0.23056479893503037,1.1265648404579975,0.0,0.008252364341709206,0.0,compact_s3tail
compact_t50_s1.010_s3a0.50,compact_s3tail,all,abs_top50,both,1.01,50.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_010_s3a0_50_ce940d1a.csv,submission_e350_compactplateau_compact_t50_s1_010_s3a0_50_ce940d1a.csv,224,417,4.65786742209789,0.4460773649643067,0.8292061741853225,2.249253229027162,1.0349798249942816,0.23056479893503037,1.1265648404579975,0.0,0.016504728683418412,0.0,compact_s3tail
compact_t50_s1.010_s3a0.75,compact_s3tail,all,abs_top50,both,1.01,50.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_010_s3a0_75_9eda044f.csv,submission_e350_compactplateau_compact_t50_s1_010_s3a0_75_9eda044f.csv,224,417,4.6661197864396,0.44608097449686274,0.8301821780093115,2.249253229027162,1.0349798249942816,0.23056479893503037,1.1265648404579975,0.0,0.024757093025127616,0.0,compact_s3tail
compact_t50_s1.010_s3a1.00,compact_s3tail,all,abs_top50,both,1.01,50.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t50_s1_010_s3a1_00_696b4d3d.csv,submission_e350_compactplateau_compact_t50_s1_010_s3a1_00_696b4d3d.csv,224,417,4.674372150781309,0.4460860277933738,0.8311091175730901,2.249253229027162,1.0349798249942816,0.23056479893503037,1.1265648404579975,0.0,0.033009457366836824,0.0,compact_s3tail
compact_t55_s0.990_s3a0.00,compact_s3tail,all,abs_top55,both,0.99,55.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t55_s0_990_s3a0_00_afa31375.csv,submission_e350_compactplateau_compact_t55_s0_990_s3a0_00_afa31375.csv,205,313,4.552073305414035,0.4372415509518293,0.8275315077342228,2.206063425966233,1.014485174994395,0.2259991593521585,1.1055255451012493,0.0,0.0,0.0,compact_s3tail
compact_t55_s0.990_s3a0.25,compact_s3tail,all,abs_top55,both,0.99,55.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t55_s0_990_s3a0_25_ad1be192.csv,submission_e350_compactplateau_compact_t55_s0_990_s3a0_25_ad1be192.csv,232,459,4.560478590379537,0.43724229080226346,0.8287270593395591,2.206063425966233,1.014485174994395,0.2259991593521585,1.1055255451012493,0.0,0.008405284965501395,0.0,compact_s3tail
compact_t55_s0.990_s3a0.50,compact_s3tail,all,abs_top55,both,0.99,55.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t55_s0_990_s3a0_50_fb616a1e.csv,submission_e350_compactplateau_compact_t55_s0_990_s3a0_50_fb616a1e.csv,232,459,4.568883875345039,0.43724451034605477,0.8297861697350234,2.206063425966233,1.014485174994395,0.2259991593521585,1.1055255451012493,0.0,0.01681056993100279,0.0,compact_s3tail
compact_t55_s0.990_s3a0.75,compact_s3tail,all,abs_top55,both,0.99,55.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t55_s0_990_s3a0_75_f24fd343.csv,submission_e350_compactplateau_compact_t55_s0_990_s3a0_75_f24fd343.csv,232,459,4.57728916031054,0.4372482095606698,0.8307788890257638,2.206063425966233,1.014485174994395,0.2259991593521585,1.1055255451012493,0.0,0.025215854896504183,0.0,compact_s3tail
compact_t55_s0.990_s3a1.00,compact_s3tail,all,abs_top55,both,0.99,55.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t55_s0_990_s3a1_00_9e3c2340.csv,submission_e350_compactplateau_compact_t55_s0_990_s3a1_00_9e3c2340.csv,232,459,4.585694445276041,0.4372533884085539,0.8317237322405066,2.206063425966233,1.014485174994395,0.2259991593521585,1.1055255451012493,0.0,0.03362113986200558,0.0,compact_s3tail
compact_t55_s0.995_s3a0.00,compact_s3tail,all,abs_top55,both,0.995,55.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t55_s0_995_s3a0_00_fc096f42.csv,submission_e350_compactplateau_compact_t55_s0_995_s3a0_00_fc096f42.csv,205,313,4.575063574633299,0.43944984161320205,0.8275315077342228,2.21720516044081,1.0196088374943666,0.22714056924787646,1.1111090074502457,0.0,0.0,0.0,compact_s3tail
compact_t55_s0.995_s3a0.25,compact_s3tail,all,abs_top55,both,0.995,55.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t55_s0_995_s3a0_25_59c3b525.csv,submission_e350_compactplateau_compact_t55_s0_995_s3a0_25_59c3b525.csv,232,459,4.5834688595988,0.43945057774580115,0.8287215112054119,2.21720516044081,1.0196088374943666,0.22714056924787646,1.1111090074502457,0.0,0.008405284965501395,0.0,compact_s3tail
compact_t55_s0.995_s3a0.50,compact_s3tail,all,abs_top55,both,0.995,55.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t55_s0_995_s3a0_50_89c2094b.csv,submission_e350_compactplateau_compact_t55_s0_995_s3a0_50_89c2094b.csv,232,459,4.591874144564302,0.43945278613619976,0.8297758995572421,2.21720516044081,1.0196088374943666,0.22714056924787646,1.1111090074502457,0.0,0.01681056993100279,0.0,compact_s3tail
compact_t55_s0.995_s3a0.75,compact_s3tail,all,abs_top55,both,0.995,55.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t55_s0_995_s3a0_75_8574a232.csv,submission_e350_compactplateau_compact_t55_s0_995_s3a0_75_8574a232.csv,232,459,4.600279429529803,0.4394564667622024,0.8307643102118182,2.21720516044081,1.0196088374943666,0.22714056924787646,1.1111090074502457,0.0,0.025215854896504183,0.0,compact_s3tail
compact_t55_s0.995_s3a1.00,compact_s3tail,all,abs_top55,both,0.995,55.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t55_s0_995_s3a1_00_019216dd.csv,submission_e350_compactplateau_compact_t55_s0_995_s3a1_00_019216dd.csv,232,459,4.608684714495305,0.4394616195868178,0.8317051407679678,2.21720516044081,1.0196088374943666,0.22714056924787646,1.1111090074502457,0.0,0.03362113986200558,0.0,compact_s3tail
compact_t55_s1.000_s3a0.00,compact_s3tail,all,abs_top55,both,1.0,55.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t55_s1_000_s3a0_00_122aaee6.csv,submission_e350_compactplateau_compact_t55_s1_000_s3a0_00_122aaee6.csv,205,313,4.598053843852561,0.44165813227457495,0.8275315077342228,2.2283468949153864,1.0247324999943386,0.22828197914359444,1.1166924697992417,0.0,0.0,0.0,compact_s3tail
