candidate_id,file,public_lb,delta_vs_e247,delta_vs_e95,delta_vs_mixmin,e259_outcome,world_update_class,e260_expected_vs_e247,actual_over_e260_expected,actual_over_expected_ratio,e260_swing_sum,top1_swing,top5_swing,min_top_cells_to_explain_actual_delta,min_top_cells_to_explain_excess_over_expected,branch_read
E256,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,0.5762805676,0.00012161820000000656,-1.0762199999958533e-05,-2.607290000000706e-05,same_family_loss,rejection,1.910109032526915e-05,0.00010251710967473741,6.367081560737704,0.0005427961937147,8.463831019350367e-05,0.0002837174220099,2,2,same_family_loss_but_not_hard_loss
