prior,outcome,rank,direction,group_kind,group,cells,world_rate,support_rate_lift,delta_shift_per_all,conditional_delta_per_all,unconditional_delta_per_all
both_distance_beta,clean_win,1,credit,component,inherited_e143_body,161,0.079252,-0.0013158746591186987,2.421209372784087e-06,-1.3726320201972756e-05,-1.6147529574756842e-05
both_distance_beta,clean_win,2,credit,target,Q3,56,0.079252,-0.0010639278107447137,6.809137988864149e-07,-1.1508584849889666e-05,-1.218949864877608e-05
both_distance_beta,clean_win,3,credit,target_component,Q3:inherited_e143_body,56,0.079252,-0.0010639278107447137,6.809137988864149e-07,-1.1508584849889666e-05,-1.218949864877608e-05
both_distance_beta,clean_win,4,credit,target,Q1,38,0.079252,-0.001351793097036258,5.870644306999124e-07,-1.0603528583678269e-05,-1.1190593014378181e-05
both_distance_beta,clean_win,5,credit,target_component,Q1:inherited_e143_body,38,0.079252,-0.001351793097036258,5.870644306999124e-07,-1.0603528583678269e-05,-1.1190593014378181e-05
both_distance_beta,clean_win,6,credit,target,S4,21,0.079252,-0.0022446854950933792,5.387245188289778e-07,-2.3352310112671847e-06,-2.8739555300961626e-06
both_distance_beta,clean_win,7,credit,target_component,S4:inherited_e143_body,21,0.079252,-0.0022446854950933792,5.387245188289778e-07,-2.3352310112671847e-06,-2.8739555300961626e-06
both_distance_beta,clean_win,8,credit,target,S2,23,0.079252,-0.0006228679632827028,1.6372529321207455e-07,-4.67032875996591e-08,-2.1042858081173364e-07
both_distance_beta,micro_win,1,credit,target,Q1,38,0.022736,-0.006503905774287944,2.8245533648206308e-06,-8.36603964955755e-06,-1.1190593014378181e-05
both_distance_beta,micro_win,2,credit,target_component,Q1:inherited_e143_body,38,0.022736,-0.006503905774287944,2.8245533648206308e-06,-8.36603964955755e-06,-1.1190593014378181e-05
both_distance_beta,micro_win,3,credit,target,Q3,56,0.022736,-0.007951568714185175,5.089003977088277e-06,-7.100494671687803e-06,-1.218949864877608e-05
both_distance_beta,micro_win,4,credit,target_component,Q3:inherited_e143_body,56,0.022736,-0.007951568714185175,5.089003977088277e-06,-7.100494671687803e-06,-1.218949864877608e-05
both_distance_beta,micro_win,5,credit,component,inherited_e143_body,161,0.022736,-0.007004156761269531,1.2887648440741556e-05,-3.2598811340152867e-06,-1.6147529574756842e-05
both_distance_beta,micro_win,6,credit,target,S4,21,0.022736,-0.006622401260011401,1.5893763024092876e-06,-1.284579227686875e-06,-2.8739555300961626e-06
both_distance_beta,micro_win,7,credit,target_component,S4:inherited_e143_body,21,0.022736,-0.006622401260011401,1.5893763024092876e-06,-1.284579227686875e-06,-2.8739555300961626e-06
both_distance_beta,micro_win,8,credit,component,e144_fine_tail_delta,24,0.022736,0.03826923457658932,-1.5745056511511613e-06,-1.2351405017314321e-06,3.3936514941972916e-07
both_distance_beta,tie,1,blame,target,S3,47,0.0364,-0.018442469955576413,2.7675749576097588e-06,1.3423886306334805e-05,1.0656311348725047e-05
both_distance_beta,tie,2,blame,target_component,S3:inherited_e143_body,23,0.0364,-0.005736235069278561,1.5078103610635402e-06,1.1824756560368858e-05,1.0316946199305318e-05
both_distance_beta,tie,3,blame,component,e144_fine_tail_delta,24,0.0364,-0.030619278388278326,1.2597645965462142e-06,1.5991297459659433e-06,3.3936514941972916e-07
both_distance_beta,tie,4,blame,target_component,S3:e144_fine_tail_delta,24,0.0364,-0.030619278388278326,1.2597645965462142e-06,1.5991297459659433e-06,3.3936514941972916e-07
both_distance_beta,tie,5,blame,target,S2,23,0.0364,-0.005888464405159999,1.5478249293626516e-06,1.3373963485509178e-06,-2.1042858081173364e-07
both_distance_beta,tie,6,blame,target_component,S2:inherited_e143_body,23,0.0364,-0.005888464405159999,1.5478249293626516e-06,1.3373963485509178e-06,-2.1042858081173364e-07
both_distance_beta,tie,7,blame,target,S4,21,0.0364,-0.006305387755102032,1.5132930612310461e-06,-1.3606624688651164e-06,-2.8739555300961626e-06
both_distance_beta,tie,8,blame,target_component,S4:inherited_e143_body,21,0.0364,-0.006305387755102032,1.5132930612310461e-06,-1.3606624688651164e-06,-2.8739555300961626e-06
both_distance_beta,fine_loss_branch_alive,1,blame,target_component,S3:inherited_e143_body,23,0.03162,-0.012220458708027404,3.212234860391779e-06,1.3529181059697097e-05,1.0316946199305318e-05
both_distance_beta,fine_loss_branch_alive,2,blame,target,S3,47,0.03162,0.010204212200734752,1.908231676873169e-06,1.2564543025598216e-05,1.0656311348725047e-05
both_distance_beta,fine_loss_branch_alive,3,blame,component,inherited_e143_body,161,0.03162,-0.012448660404414225,2.290553514412779e-05,6.758005569370948e-06,-1.6147529574756842e-05
both_distance_beta,fine_loss_branch_alive,4,blame,target,S2,23,0.03162,-0.007613161620328324,2.001173911635456e-06,1.7907453308237224e-06,-2.1042858081173364e-07
both_distance_beta,fine_loss_branch_alive,5,blame,target_component,S2:inherited_e143_body,23,0.03162,-0.007613161620328324,2.001173911635456e-06,1.7907453308237224e-06,-2.1042858081173364e-07
both_distance_beta,fine_loss_branch_alive,6,blame,target,S4,21,0.03162,-0.010760158910876172,2.5824381386168226e-06,-2.915173914793398e-07,-2.8739555300961626e-06
both_distance_beta,fine_loss_branch_alive,7,blame,target_component,S4:inherited_e143_body,21,0.03162,-0.010760158910876172,2.5824381386168226e-06,-2.915173914793398e-07,-2.8739555300961626e-06
both_distance_beta,fine_loss_branch_alive,8,blame,component,e144_fine_tail_delta,24,0.03162,0.03169452182163196,-1.3040031835186145e-06,-9.646380340988853e-07,3.3936514941972916e-07
both_distance_beta,branch_loss,1,blame,target,S3,47,0.039744,-0.022208584780895657,4.545217641587816e-06,1.5201528990312863e-05,1.0656311348725047e-05
both_distance_beta,branch_loss,2,blame,target_component,S3:inherited_e143_body,23,0.039744,-0.012334323321431084,3.2421649873435966e-06,1.3559111186648915e-05,1.0316946199305318e-05
both_distance_beta,branch_loss,3,blame,component,inherited_e143_body,161,0.039744,-0.014102410337964222,2.594843502185973e-05,9.800905447102889e-06,-1.6147529574756842e-05
both_distance_beta,branch_loss,4,blame,target,S2,23,0.039744,-0.010273474480151146,2.7004561490745955e-06,2.4900275682628618e-06,-2.1042858081173364e-07
both_distance_beta,branch_loss,5,blame,target_component,S2:inherited_e143_body,23,0.039744,-0.010273474480151146,2.7004561490745955e-06,2.4900275682628618e-06,-2.1042858081173364e-07
both_distance_beta,branch_loss,6,blame,component,e144_fine_tail_delta,24,0.039744,-0.031671418679549035,1.3030526542442172e-06,1.6424178036639464e-06,3.3936514941972916e-07
both_distance_beta,branch_loss,7,blame,target_component,S3:e144_fine_tail_delta,24,0.039744,-0.031671418679549035,1.3030526542442172e-06,1.6424178036639464e-06,3.3936514941972916e-07
both_distance_beta,branch_loss,8,blame,target,S4,21,0.039744,-0.012578542749789146,3.0188502599559285e-06,1.44894729859766e-07,-2.8739555300961626e-06
both_distance_beta,hard_fail,1,blame,component,inherited_e143_body,161,0.31528,-0.03937168349301268,7.244389762714847e-05,5.6296368052391635e-05,-1.6147529574756842e-05
both_distance_beta,hard_fail,2,blame,target,S3,47,0.31528,-0.016828388107565373,8.40379737006144e-06,1.9060108718786487e-05,1.0656311348725047e-05
