prior,outcome,rank,direction,group_kind,group,cells,world_rate,support_rate_lift,delta_shift_per_all,conditional_delta_per_all,unconditional_delta_per_all
global,breakthrough_win,1,credit,component,inherited_e143_body,161,0.662544,0.021231564046523266,-3.90660778455475e-05,-8.742645313463818e-05,-4.836037528909068e-05
global,breakthrough_win,2,credit,target,S4,21,0.662544,0.0220656586134369,-5.295758067216682e-06,-4.163865074017058e-05,-3.63428926729539e-05
global,breakthrough_win,3,credit,target_component,S4:inherited_e143_body,21,0.662544,0.0220656586134369,-5.295758067216682e-06,-4.163865074017058e-05,-3.63428926729539e-05
global,breakthrough_win,4,credit,target,Q3,56,0.662544,0.021258045621552202,-1.3605149197808028e-05,-2.3301756417987938e-05,-9.69660722017991e-06
global,breakthrough_win,5,credit,target_component,Q3:inherited_e143_body,56,0.662544,0.021258045621552202,-1.3605149197808028e-05,-2.3301756417987938e-05,-9.69660722017991e-06
global,breakthrough_win,6,credit,target,Q1,38,0.662544,0.02222973703911313,-9.654057228455582e-06,-1.9997290242806567e-05,-1.0343233014350984e-05
global,breakthrough_win,7,credit,target_component,Q1:inherited_e143_body,38,0.662544,0.02222973703911313,-9.654057228455582e-06,-1.9997290242806567e-05,-1.0343233014350984e-05
global,breakthrough_win,8,credit,target,S3,47,0.662544,0.011177385456856703,-5.292850934141663e-06,-1.0786820728321074e-05,-5.4939697941794115e-06
global,clean_win,1,credit,target,S4,21,0.064664,-0.01886667081411314,4.528000995395221e-06,-3.181489167755868e-05,-3.63428926729539e-05
global,clean_win,2,credit,target_component,S4:inherited_e143_body,21,0.064664,-0.01886667081411314,4.528000995395221e-06,-3.181489167755868e-05,-3.63428926729539e-05
global,clean_win,3,credit,component,inherited_e143_body,161,0.064664,-0.01976546337647528,3.636845261276923e-05,-1.1991922676321446e-05,-4.836037528909068e-05
global,clean_win,4,credit,component,e144_fine_tail_delta,24,0.064664,-2.8706874510342484e-05,1.1810828333703807e-09,-1.448729196314375e-06,-1.4499102791477454e-06
global,clean_win,5,credit,target_component,S3:e144_fine_tail_delta,24,0.064664,-2.8706874510342484e-05,1.1810828333703807e-09,-1.448729196314375e-06,-1.4499102791477454e-06
global,clean_win,6,credit,target,Q1,38,0.064664,-0.021356633610501496,9.274880882234166e-06,-1.068352132116818e-06,-1.0343233014350984e-05
global,clean_win,7,credit,target_component,Q1:inherited_e143_body,38,0.064664,-0.021356633610501496,9.274880882234166e-06,-1.068352132116818e-06,-1.0343233014350984e-05
global,clean_win,8,credit,target,S3,47,0.064664,-0.008869476331991755,4.757483055628296e-06,-7.364867385511152e-07,-5.4939697941794115e-06
global,micro_win,1,credit,target,S4,21,0.018352,-0.024298041931332337,5.831530063527785e-06,-3.0511362609426114e-05,-3.63428926729539e-05
global,micro_win,2,credit,target_component,S4:inherited_e143_body,21,0.018352,-0.024298041931332337,5.831530063527785e-06,-3.0511362609426114e-05,-3.63428926729539e-05
global,micro_win,3,credit,component,inherited_e143_body,161,0.018352,-0.024741460271732407,4.552428690004213e-05,-2.8360883890485527e-06,-4.836037528909068e-05
global,micro_win,4,credit,component,e144_fine_tail_delta,24,0.018352,0.007490579192095281,-3.081838296212696e-07,-1.758094108769015e-06,-1.4499102791477454e-06
global,micro_win,5,credit,target_component,S3:e144_fine_tail_delta,24,0.018352,0.007490579192095281,-3.081838296212696e-07,-1.758094108769015e-06,-1.4499102791477454e-06
global,micro_win,6,credit,target,S3,47,0.018352,-0.008015187668107382,6.05167583912754e-06,5.577060449481279e-07,-5.4939697941794115e-06
global,micro_win,7,credit,target,Q1,38,0.018352,-0.025759210755747164,1.118685724245513e-05,8.436242281041446e-07,-1.0343233014350984e-05
global,micro_win,8,credit,target_component,Q1:inherited_e143_body,38,0.018352,-0.025759210755747164,1.118685724245513e-05,8.436242281041446e-07,-1.0343233014350984e-05
global,tie,1,blame,target,S2,23,0.021772,-0.025094793919593572,6.596345830347379e-06,1.8662762963773155e-05,1.2066417133425777e-05
global,tie,2,blame,target_component,S2:inherited_e143_body,23,0.021772,-0.025094793919593572,6.596345830347379e-06,1.8662762963773155e-05,1.2066417133425777e-05
global,tie,3,blame,target,Q3,56,0.021772,-0.025806291015983918,1.6516026250214942e-05,6.8194190300350325e-06,-9.69660722017991e-06
global,tie,4,blame,target_component,Q3:inherited_e143_body,56,0.021772,-0.025806291015983918,1.6516026250214942e-05,6.8194190300350325e-06,-9.69660722017991e-06
global,tie,5,blame,target,S3,47,0.021772,-0.034366970217456716,8.252157983509216e-06,2.758188189329805e-06,-5.4939697941794115e-06
global,tie,6,blame,target_component,S3:inherited_e143_body,23,0.021772,-0.02454100682967353,6.450778938133459e-06,2.406719423101792e-06,-4.044059515031667e-06
global,tie,7,blame,target,Q1,38,0.021772,-0.026543799568736204,1.1527592955524672e-05,1.1843599411736878e-06,-1.0343233014350984e-05
global,tie,8,blame,target_component,Q1:inherited_e143_body,38,0.021772,-0.026543799568736204,1.1527592955524672e-05,1.1843599411736878e-06,-1.0343233014350984e-05
global,fine_loss_branch_alive,1,blame,target,S2,23,0.027696,-0.029258610303167343,7.690834708315296e-06,1.9757251841741072e-05,1.2066417133425777e-05
global,fine_loss_branch_alive,2,blame,target_component,S2:inherited_e143_body,23,0.027696,-0.029258610303167343,7.690834708315296e-06,1.9757251841741072e-05,1.2066417133425777e-05
global,fine_loss_branch_alive,3,blame,target,Q3,56,0.027696,-0.03125738615168777,2.0004727137065424e-05,1.0308119916885514e-05,-9.69660722017991e-06
global,fine_loss_branch_alive,4,blame,target_component,Q3:inherited_e143_body,56,0.027696,-0.03125738615168777,2.0004727137065424e-05,1.0308119916885514e-05,-9.69660722017991e-06
global,fine_loss_branch_alive,5,blame,component,inherited_e143_body,161,0.027696,-0.0305898533214205,5.6285330111468225e-05,7.924954822377546e-06,-4.836037528909068e-05
global,fine_loss_branch_alive,6,blame,target_component,S3:inherited_e143_body,23,0.027696,-0.028475055082510747,7.484871621736362e-06,3.4408121067046952e-06,-4.044059515031667e-06
global,fine_loss_branch_alive,7,blame,target,Q1,38,0.027696,-0.03123126394843251,1.3563291771849923e-05,3.2200587574989385e-06,-1.0343233014350984e-05
global,fine_loss_branch_alive,8,blame,target_component,Q1:inherited_e143_body,38,0.027696,-0.03123126394843251,1.3563291771849923e-05,3.2200587574989385e-06,-1.0343233014350984e-05
global,branch_loss,1,blame,target,S2,23,0.023448,-0.030687604052630824,8.066455922459967e-06,2.0132873055885744e-05,1.2066417133425777e-05
global,branch_loss,2,blame,target_component,S2:inherited_e143_body,23,0.023448,-0.030687604052630824,8.066455922459967e-06,2.0132873055885744e-05,1.2066417133425777e-05
global,branch_loss,3,blame,component,inherited_e143_body,161,0.023448,-0.03268506755161682,6.014052429502938e-05,1.1780149005938695e-05,-4.836037528909068e-05
global,branch_loss,4,blame,target,Q3,56,0.023448,-0.03252383867037095,2.081525674902267e-05,1.111864952884276e-05,-9.69660722017991e-06
global,branch_loss,5,blame,target_component,Q3:inherited_e143_body,56,0.023448,-0.03252383867037095,2.081525674902267e-05,1.111864952884276e-05,-9.69660722017991e-06
global,branch_loss,6,blame,target_component,S3:inherited_e143_body,23,0.023448,-0.031614688086867515,8.310146582881565e-06,4.266087067849899e-06,-4.044059515031667e-06
global,branch_loss,7,blame,target,Q1,38,0.023448,-0.03332342186069054,1.4471886065173396e-05,4.128653050822412e-06,-1.0343233014350984e-05
global,branch_loss,8,blame,target_component,Q1:inherited_e143_body,38,0.023448,-0.03332342186069054,1.4471886065173396e-05,4.128653050822412e-06,-1.0343233014350984e-05
global,hard_fail,1,blame,component,inherited_e143_body,161,0.181524,-0.055964655442717504,0.00010297496601465426,5.4614590725563574e-05,-4.836037528909068e-05
global,hard_fail,2,blame,target,S2,23,0.181524,-0.05372499202596759,1.4121997904022606e-05,2.6188415037448383e-05,1.2066417133425777e-05
global,hard_fail,3,blame,target_component,S2:inherited_e143_body,23,0.181524,-0.05372499202596759,1.4121997904022606e-05,2.6188415037448383e-05,1.2066417133425777e-05
global,hard_fail,4,blame,target,Q3,56,0.181524,-0.055824806158650486,3.57278759415215e-05,2.603126872134159e-05,-9.69660722017991e-06
global,hard_fail,5,blame,target_component,Q3:inherited_e143_body,56,0.181524,-0.055824806158650486,3.57278759415215e-05,2.603126872134159e-05,-9.69660722017991e-06
global,hard_fail,6,blame,target,Q1,38,0.181524,-0.058670920753990385,2.5479942727406472e-05,1.5136709713055486e-05,-1.0343233014350984e-05
global,hard_fail,7,blame,target_component,Q1:inherited_e143_body,38,0.181524,-0.058670920753990385,2.5479942727406472e-05,1.5136709713055486e-05,-1.0343233014350984e-05
global,hard_fail,8,blame,target_component,S3:inherited_e143_body,23,0.181524,-0.05148782297130672,1.3533942038219737e-05,9.48988252318807e-06,-4.044059515031667e-06
subject,breakthrough_win,1,credit,component,inherited_e143_body,161,0.497248,0.02840461431645247,-5.2264490342313946e-05,-7.175341420273694e-05,-1.9488923860423e-05
subject,breakthrough_win,2,credit,target,Q3,56,0.497248,0.03100457243985172,-1.9842926361499022e-05,-2.9580219295985523e-05,-9.737292934486501e-06
subject,breakthrough_win,3,credit,target_component,Q3:inherited_e143_body,56,0.497248,0.03100457243985172,-1.9842926361499022e-05,-2.9580219295985523e-05,-9.737292934486501e-06
subject,breakthrough_win,4,credit,target,Q1,38,0.497248,0.032572708174000264,-1.4145861835630162e-05,-2.156004342138559e-05,-7.414181585755429e-06
subject,breakthrough_win,5,credit,target_component,Q1:inherited_e143_body,38,0.497248,0.032572708174000264,-1.4145861835630162e-05,-2.156004342138559e-05,-7.414181585755429e-06
subject,breakthrough_win,6,credit,target,S4,21,0.497248,0.025571920249816915,-6.137260859951903e-06,-9.868907818616891e-06,-3.731646958664988e-06
subject,breakthrough_win,7,credit,target_component,S4:inherited_e143_body,21,0.497248,0.025571920249816915,-6.137260859951903e-06,-9.868907818616891e-06,-3.731646958664988e-06
subject,breakthrough_win,8,credit,target,S2,23,0.497248,0.02173430307473223,-5.713016808206501e-06,-5.887331103306235e-06,-1.7431429509973405e-07
subject,clean_win,1,credit,component,inherited_e143_body,161,0.079392,-0.0033534354260078003,6.170321183812484e-06,-1.3318602676610515e-05,-1.9488923860423e-05
subject,clean_win,2,credit,target,Q3,56,0.079392,-0.004186253699545173,2.679202367714926e-06,-7.058090566771575e-06,-9.737292934486501e-06
subject,clean_win,3,credit,target_component,Q3:inherited_e143_body,56,0.079392,-0.004186253699545173,2.679202367714926e-06,-7.058090566771575e-06,-9.737292934486501e-06
subject,clean_win,4,credit,target,Q1,38,0.079392,-0.0026037848490634286,1.130786562957434e-06,-6.2833950227979955e-06,-7.414181585755429e-06
subject,clean_win,5,credit,target_component,Q1:inherited_e143_body,38,0.079392,-0.0026037848490634286,1.130786562957434e-06,-6.2833950227979955e-06,-7.414181585755429e-06
subject,clean_win,6,credit,target,S4,21,0.079392,-0.004075594019308626,9.78142564638162e-07,-2.753504394026826e-06,-3.731646958664988e-06
subject,clean_win,7,credit,target_component,S4:inherited_e143_body,21,0.079392,-0.004075594019308626,9.78142564638162e-07,-2.753504394026826e-06,-3.731646958664988e-06
subject,clean_win,8,credit,component,e144_fine_tail_delta,24,0.079392,-0.00034094551927987826,1.4027472793939362e-08,-7.846337778713267e-08,-9.249085058107203e-08
subject,micro_win,1,credit,target,Q3,56,0.02312,-0.008574897182402452,5.48793419674356e-06,-4.249358737742941e-06,-9.737292934486501e-06
subject,micro_win,2,credit,target_component,Q3:inherited_e143_body,56,0.02312,-0.008574897182402452,5.48793419674356e-06,-4.249358737742941e-06,-9.737292934486501e-06
subject,micro_win,3,credit,component,inherited_e143_body,161,0.02312,-0.00883980743192414,1.6265245674698454e-05,-3.223678185724543e-06,-1.9488923860423e-05
subject,micro_win,4,credit,target,Q1,38,0.02312,-0.010834559460936088,4.705294394399283e-06,-2.7088871913561463e-06,-7.414181585755429e-06
subject,micro_win,5,credit,target_component,Q1:inherited_e143_body,38,0.02312,-0.010834559460936088,4.705294394399283e-06,-2.7088871913561463e-06,-7.414181585755429e-06
subject,micro_win,6,credit,target,S4,21,0.02312,-0.00866873554127534,2.0804965299101486e-06,-1.6511504287548395e-06,-3.731646958664988e-06
subject,micro_win,7,credit,target_component,S4:inherited_e143_body,21,0.02312,-0.00866873554127534,2.0804965299101486e-06,-1.6511504287548395e-06,-3.731646958664988e-06
subject,micro_win,8,credit,component,e144_fine_tail_delta,24,0.02312,0.02993830161476352,-1.2317472664352684e-06,-1.3242381170163404e-06,-9.249085058107203e-08
subject,tie,1,blame,target,S3,47,0.033068,-0.021625825561254752,3.3113096808351532e-06,4.787330743837733e-06,1.4760210630025794e-06
subject,tie,2,blame,target_component,S3:inherited_e143_body,23,0.033068,-0.00702186838188501,1.8457482603848235e-06,3.414260173968475e-06,1.5685119135836515e-06
subject,tie,3,blame,target,S2,23,0.033068,-0.00606399068060004,1.5939632646235251e-06,1.4196489695237912e-06,-1.7431429509973405e-07
subject,tie,4,blame,target_component,S2:inherited_e143_body,23,0.033068,-0.00606399068060004,1.5939632646235251e-06,1.4196489695237912e-06,-1.7431429509973405e-07
subject,tie,5,blame,component,e144_fine_tail_delta,24,0.033068,-0.035621284524817554,1.4655614204503285e-06,1.3730705698692564e-06,-9.249085058107203e-08
subject,tie,6,blame,target_component,S3:e144_fine_tail_delta,24,0.033068,-0.035621284524817554,1.4655614204503285e-06,1.3730705698692564e-06,-9.249085058107203e-08
subject,tie,7,blame,target,S4,21,0.033068,-0.01075994209910891,2.5823861037902056e-06,-1.1492608548747822e-06,-3.731646958664988e-06
subject,tie,8,blame,target_component,S4:inherited_e143_body,21,0.033068,-0.01075994209910891,2.5823861037902056e-06,-1.1492608548747822e-06,-3.731646958664988e-06
subject,fine_loss_branch_alive,1,blame,component,inherited_e143_body,161,0.03334,-0.01450108313740972,2.66819929727919e-05,7.193069112368899e-06,-1.9488923860423e-05
subject,fine_loss_branch_alive,2,blame,target_component,S3:inherited_e143_body,23,0.03334,-0.014216642132443058,3.7369459319600462e-06,5.3054578455436975e-06,1.5685119135836515e-06
subject,fine_loss_branch_alive,3,blame,target,S3,47,0.03334,0.009189752313367161,2.43597257006173e-06,3.911993633064309e-06,1.4760210630025794e-06
subject,fine_loss_branch_alive,4,blame,target,S2,23,0.03334,-0.009825086773949332,2.582594237732493e-06,2.408279942632759e-06,-1.7431429509973405e-07
subject,fine_loss_branch_alive,5,blame,target_component,S2:inherited_e143_body,23,0.03334,-0.009825086773949332,2.582594237732493e-06,2.408279942632759e-06,-1.7431429509973405e-07
subject,fine_loss_branch_alive,6,blame,target,Q3,56,0.03334,-0.01600862978832812,1.0245523064535986e-05,5.082301300494844e-07,-9.737292934486501e-06
subject,fine_loss_branch_alive,7,blame,target_component,Q3:inherited_e143_body,56,0.03334,-0.01600862978832812,1.0245523064535986e-05,5.082301300494844e-07,-9.737292934486501e-06
subject,fine_loss_branch_alive,8,blame,target,S4,21,0.03334,-0.013546286971177213,3.251108873086591e-06,-4.80538085578397e-07,-3.731646958664988e-06
subject,branch_loss,1,blame,component,inherited_e143_body,161,0.036668,-0.016089986699523717,2.9605575527081564e-05,1.0116651666658567e-05,-1.9488923860423e-05
subject,branch_loss,2,blame,target,S3,47,0.036668,-0.024596441203298514,5.105654816504464e-06,6.581675879507043e-06,1.4760210630025794e-06
subject,branch_loss,3,blame,target_component,S3:inherited_e143_body,23,0.036668,-0.013981579844527359,3.675158130565072e-06,5.243670044148723e-06,1.5685119135836515e-06
subject,branch_loss,4,blame,target,S2,23,0.036668,-0.012089079695125515,3.1777009484416342e-06,3.0033866533419003e-06,-1.7431429509973405e-07
subject,branch_loss,5,blame,target_component,S2:inherited_e143_body,23,0.036668,-0.012089079695125515,3.1777009484416342e-06,3.0033866533419003e-06,-1.7431429509973405e-07
subject,branch_loss,6,blame,target,Q3,56,0.036668,-0.0183807944802008,1.1763708467334493e-05,2.026415532847992e-06,-9.737292934486501e-06
subject,branch_loss,7,blame,target_component,Q3:inherited_e143_body,56,0.036668,-0.0183807944802008,1.1763708467334493e-05,2.026415532847992e-06,-9.737292934486501e-06
subject,branch_loss,8,blame,component,e144_fine_tail_delta,24,0.036668,-0.03476901667212101,1.4304966859393899e-06,1.3380058353583178e-06,-9.249085058107203e-08
subject,hard_fail,1,blame,component,inherited_e143_body,161,0.297164,-0.0412712122741099,7.593903058431979e-05,5.645010672389679e-05,-1.9488923860423e-05
subject,hard_fail,2,blame,target,Q3,56,0.297164,-0.04487437619438622,2.8719600764413125e-05,1.8982307829926624e-05,-9.737292934486501e-06
subject,hard_fail,3,blame,target_component,Q3:inherited_e143_body,56,0.297164,-0.04487437619438622,2.8719600764413125e-05,1.8982307829926624e-05,-9.737292934486501e-06
subject,hard_fail,4,blame,target,Q1,38,0.297164,-0.047723784600954,2.072575788377844e-05,1.3311576298023009e-05,-7.414181585755429e-06
subject,hard_fail,5,blame,target_component,Q1:inherited_e143_body,38,0.297164,-0.047723784600954,2.072575788377844e-05,1.3311576298023009e-05,-7.414181585755429e-06
subject,hard_fail,6,blame,target,S3,47,0.297164,-0.01883506744982416,9.420752258324266e-06,1.0896773321326846e-05,1.4760210630025794e-06
subject,hard_fail,7,blame,target_component,S3:inherited_e143_body,23,0.297164,-0.035372306756099536,9.297863490178209e-06,1.0866375403761861e-05,1.5685119135836515e-06
subject,hard_fail,8,blame,target,S2,23,0.297164,-0.03194257376603038,8.396333675650809e-06,8.222019380551075e-06,-1.7431429509973405e-07
prev_beta,breakthrough_win,1,credit,component,inherited_e143_body,161,0.510952,0.027294329033544895,-5.0221565421726176e-05,-7.180680928218732e-05,-2.1585243860461146e-05
prev_beta,breakthrough_win,2,credit,target,Q3,56,0.510952,0.029517585875553365,-1.8891254960346956e-05,-2.987773646626309e-05,-1.0986481505916135e-05
prev_beta,breakthrough_win,3,credit,target_component,Q3:inherited_e143_body,56,0.510952,0.029517585875553365,-1.8891254960346956e-05,-2.987773646626309e-05,-1.0986481505916135e-05
prev_beta,breakthrough_win,4,credit,target,Q1,38,0.510952,0.031519693014731565,-1.3688552394990296e-05,-2.70866425522174e-05,-1.3398090157227105e-05
prev_beta,breakthrough_win,5,credit,target_component,Q1:inherited_e143_body,38,0.510952,0.031519693014731565,-1.3688552394990296e-05,-2.70866425522174e-05,-1.3398090157227105e-05
prev_beta,breakthrough_win,6,credit,target,S4,21,0.510952,0.025190814093430824,-6.045795382411681e-06,-8.735705198227198e-06,-2.689909815815516e-06
prev_beta,breakthrough_win,7,credit,target_component,S4:inherited_e143_body,21,0.510952,0.025190814093430824,-6.045795382411681e-06,-8.735705198227198e-06,-2.689909815815516e-06
prev_beta,breakthrough_win,8,credit,target,S2,23,0.510952,0.021447556439913917,-5.6376434070627495e-06,-7.55454055929696e-06,-1.9168971522342106e-06
prev_beta,clean_win,1,credit,component,inherited_e143_body,161,0.07966,-0.004512628241454708,8.303235964272739e-06,-1.3282007896188407e-05,-2.1585243860461146e-05
prev_beta,clean_win,2,credit,target,Q1,38,0.07966,-0.005156410402103739,2.239355374606714e-06,-1.1158734782620391e-05,-1.3398090157227105e-05
prev_beta,clean_win,3,credit,target_component,Q1:inherited_e143_body,38,0.07966,-0.005156410402103739,2.239355374606714e-06,-1.1158734782620391e-05,-1.3398090157227105e-05
prev_beta,clean_win,4,credit,target,Q3,56,0.07966,-0.004399841397367377,2.815898494322215e-06,-8.17058301159392e-06,-1.0986481505916135e-05
prev_beta,clean_win,5,credit,target_component,Q3:inherited_e143_body,56,0.07966,-0.004399841397367377,2.815898494322215e-06,-8.17058301159392e-06,-1.0986481505916135e-05
prev_beta,clean_win,6,credit,target,S4,21,0.07966,-0.005176037636144104,1.2422490326862379e-06,-1.4476607831292783e-06,-2.689909815815516e-06
prev_beta,clean_win,7,credit,target_component,S4:inherited_e143_body,21,0.07966,-0.005176037636144104,1.2422490326862379e-06,-1.4476607831292783e-06,-2.689909815815516e-06
prev_beta,clean_win,8,credit,target,S2,23,0.07966,-0.00392875870274767,1.0327022875795971e-06,-8.841948646546135e-07,-1.9168971522342106e-06
prev_beta,micro_win,1,credit,target,Q1,38,0.023772,-0.010098409185507973,4.3855948462565546e-06,-9.01249531097055e-06,-1.3398090157227105e-05
prev_beta,micro_win,2,credit,target_component,Q1:inherited_e143_body,38,0.023772,-0.010098409185507973,4.3855948462565546e-06,-9.01249531097055e-06,-1.3398090157227105e-05
prev_beta,micro_win,3,credit,target,Q3,56,0.023772,-0.012125149347371467,7.760095582324807e-06,-3.2263859235913277e-06,-1.0986481505916135e-05
prev_beta,micro_win,4,credit,target_component,Q3:inherited_e143_body,56,0.023772,-0.012125149347371467,7.760095582324807e-06,-3.2263859235913277e-06,-1.0986481505916135e-05
prev_beta,micro_win,5,credit,component,inherited_e143_body,161,0.023772,-0.010094695052271896,1.8574238896176287e-05,-3.011004964284857e-06,-2.1585243860461146e-05
prev_beta,micro_win,6,credit,component,e144_fine_tail_delta,24,0.023772,0.032920601183465126,-1.3544475915481115e-06,-1.501493870700063e-06,-1.4704627915195145e-07
prev_beta,micro_win,7,credit,target_component,S3:e144_fine_tail_delta,24,0.023772,0.032920601183465126,-1.3544475915481115e-06,-1.501493870700063e-06,-1.4704627915195145e-07
prev_beta,micro_win,8,credit,target,S4,21,0.023772,-0.009702533080134301,2.3286079392438694e-06,-3.613018765716465e-07,-2.689909815815516e-06
prev_beta,tie,1,blame,target,S3,47,0.032708,-0.023326730242324734,4.076467530458289e-06,1.1335556022038156e-05,7.2590884915798664e-06
prev_beta,tie,2,blame,target_component,S3:inherited_e143_body,23,0.032708,-0.009833118194724322,2.5847053540399704e-06,9.990840124771787e-06,7.406134770731817e-06
prev_beta,tie,3,blame,component,e144_fine_tail_delta,24,0.032708,-0.03625810845460847,1.4917621764183215e-06,1.34471589726637e-06,-1.4704627915195145e-07
prev_beta,tie,4,blame,target_component,S3:e144_fine_tail_delta,24,0.032708,-0.03625810845460847,1.4917621764183215e-06,1.34471589726637e-06,-1.4704627915195145e-07
prev_beta,tie,5,blame,target,S2,23,0.032708,-0.006806065071170098,1.789022818707759e-06,-1.2787433352645164e-07,-1.9168971522342106e-06
prev_beta,tie,6,blame,target_component,S2:inherited_e143_body,23,0.032708,-0.006806065071170098,1.789022818707759e-06,-1.2787433352645164e-07,-1.9168971522342106e-06
prev_beta,tie,7,blame,target,S4,21,0.032708,-0.009471613200789708,2.2731871682011684e-06,-4.1672264761434755e-07,-2.689909815815516e-06
prev_beta,tie,8,blame,target_component,S4:inherited_e143_body,21,0.032708,-0.009471613200789708,2.2731871682011684e-06,-4.1672264761434755e-07,-2.689909815815516e-06
prev_beta,fine_loss_branch_alive,1,blame,target_component,S3:inherited_e143_body,23,0.032384,-0.013870142292490117,3.6458659740240944e-06,1.1052000744755911e-05,7.406134770731817e-06
prev_beta,fine_loss_branch_alive,2,blame,target,S3,47,0.032384,0.01088359179211168,2.2220795392416677e-06,9.481168030821534e-06,7.2590884915798664e-06
prev_beta,fine_loss_branch_alive,3,blame,component,inherited_e143_body,161,0.032384,-0.0157646032455257,2.900686997176322e-05,7.421626111302074e-06,-2.1585243860461146e-05
prev_beta,fine_loss_branch_alive,4,blame,target,S2,23,0.032384,-0.012281241794122821,3.2282121287410393e-06,1.3113149765068287e-06,-1.9168971522342106e-06
prev_beta,fine_loss_branch_alive,5,blame,target_component,S2:inherited_e143_body,23,0.032384,-0.012281241794122821,3.2282121287410393e-06,1.3113149765068287e-06,-1.9168971522342106e-06
prev_beta,fine_loss_branch_alive,6,blame,target,S4,21,0.032384,-0.015486938829286645,3.7168653190404353e-06,1.0269555032249191e-06,-2.689909815815516e-06
prev_beta,fine_loss_branch_alive,7,blame,target_component,S4:inherited_e143_body,21,0.032384,-0.015486938829286645,3.7168653190404353e-06,1.0269555032249191e-06,-2.689909815815516e-06
prev_beta,fine_loss_branch_alive,8,blame,target,Q3,56,0.032384,-0.01704463466967815,1.090856618860108e-05,-7.791531731505454e-08,-1.0986481505916135e-05
prev_beta,branch_loss,1,blame,target,S3,47,0.036284,-0.02636775536723296,5.538588003337011e-06,1.2797676494916878e-05,7.2590884915798664e-06
prev_beta,branch_loss,2,blame,target_component,S3:inherited_e143_body,23,0.036284,-0.015280499997603447,4.016588570796729e-06,1.1422723341528546e-05,7.406134770731817e-06
prev_beta,branch_loss,3,blame,component,inherited_e143_body,161,0.036284,-0.017184820089411912,3.162006896451383e-05,1.003482510405268e-05,-2.1585243860461146e-05
prev_beta,branch_loss,4,blame,target,S4,21,0.036284,-0.01759213344462468,4.222112026721554e-06,1.5322022109060378e-06,-2.689909815815516e-06
prev_beta,branch_loss,5,blame,target_component,S4:inherited_e143_body,21,0.036284,-0.01759213344462468,4.222112026721554e-06,1.5322022109060378e-06,-2.689909815815516e-06
prev_beta,branch_loss,6,blame,component,e144_fine_tail_delta,24,0.036284,-0.0369930417631279,1.521999432540279e-06,1.3749531533883275e-06,-1.4704627915195145e-07
prev_beta,branch_loss,7,blame,target_component,S3:e144_fine_tail_delta,24,0.036284,-0.0369930417631279,1.521999432540279e-06,1.3749531533883275e-06,-1.4704627915195145e-07
prev_beta,branch_loss,8,blame,target,S2,23,0.036284,-0.012477468435003192,3.279791702915308e-06,1.3628945506810973e-06,-1.9168971522342106e-06
prev_beta,hard_fail,1,blame,component,inherited_e143_body,161,0.28424,-0.041734776637012194,7.679198901209793e-05,5.5206745151636784e-05,-2.1585243860461146e-05
prev_beta,hard_fail,2,blame,target,Q3,56,0.28424,-0.04519651795263557,2.8925771489693797e-05,1.793928998377766e-05,-1.0986481505916135e-05
prev_beta,hard_fail,3,blame,target_component,Q3:inherited_e143_body,56,0.28424,-0.04519651795263557,2.8925771489693797e-05,1.793928998377766e-05,-1.0986481505916135e-05
prev_beta,hard_fail,4,blame,target_component,S3:inherited_e143_body,23,0.28424,-0.034318186810900764,9.020780533149072e-06,1.6426915303880888e-05,7.406134770731817e-06
prev_beta,hard_fail,5,blame,target,S3,47,0.28424,-0.018321394326640317,9.143844367494459e-06,1.6402932859074326e-05,7.2590884915798664e-06
prev_beta,hard_fail,6,blame,target,Q1,38,0.28424,-0.04845439687736092,2.1043052358146917e-05,7.644962200919811e-06,-1.3398090157227105e-05
prev_beta,hard_fail,7,blame,target_component,Q1:inherited_e143_body,38,0.28424,-0.04845439687736092,2.1043052358146917e-05,7.644962200919811e-06,-1.3398090157227105e-05
prev_beta,hard_fail,8,blame,target,S2,23,0.28424,-0.0331028756592715,8.701327316151439e-06,6.784430163917228e-06,-1.9168971522342106e-06
next_beta,breakthrough_win,1,credit,component,inherited_e143_body,161,0.46122,0.03048255985516135,-5.608791013353139e-05,-7.000513113681875e-05,-1.3917221003287355e-05
next_beta,breakthrough_win,2,credit,target,Q3,56,0.46122,0.034165431839159544,-2.1865876377050006e-05,-3.309907788297114e-05,-1.1233201505921133e-05
next_beta,breakthrough_win,3,credit,target_component,Q3:inherited_e143_body,56,0.46122,0.034165431839159544,-2.1865876377050006e-05,-3.309907788297114e-05,-1.1233201505921133e-05
next_beta,breakthrough_win,4,credit,target,Q1,38,0.46122,0.03466351565527581,-1.5053869656058172e-05,-2.0267136956111004e-05,-5.213267300052832e-06
next_beta,breakthrough_win,5,credit,target_component,Q1:inherited_e143_body,38,0.46122,0.03466351565527581,-1.5053869656058172e-05,-2.0267136956111004e-05,-5.213267300052832e-06
next_beta,breakthrough_win,6,credit,target,S4,21,0.46122,0.02631933808677195,-6.3166411408241135e-06,-1.0154665242343276e-05,-3.838024101519162e-06
next_beta,breakthrough_win,7,credit,target_component,S4:inherited_e143_body,21,0.46122,0.02631933808677195,-6.3166411408241135e-06,-1.0154665242343276e-05,-3.838024101519162e-06
