strategy,weight,base_loss,candidate_loss,delta,changed_blocks,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
nearest,1.0,0.5630268114609339,0.5622943243469831,-0.0007324871139507971,100,0.0,-0.003069112110003047,-0.0020582976876520886,0.0,0.0,0.0,0.0
nearest,0.75,0.5630268114609339,0.5623503773905342,-0.0006764340703997451,100,0.0,-0.0028883705679547678,-0.00184666792484256,0.0,0.0,0.0,0.0
nearest,0.5,0.5630268114609339,0.5624918691903297,-0.0005349422706042439,100,0.0,-0.002311015960193008,-0.0014335799340366995,0.0,0.0,0.0,0.0
nearest,0.25,0.5630268114609339,0.5627175396302887,-0.0003092718306452191,100,0.0,-0.0013463999256765335,-0.0008185028888395562,0.0,0.0,0.0,0.0
range,0.25,0.5630268114609339,0.5630268114609339,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,0.5,0.5630268114609339,0.5630268114609339,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,0.75,0.5630268114609339,0.5630268114609339,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,1.0,0.5630268114609339,0.5630268114609339,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
