method,blocks,weighted_row_logloss,weighted_count_nll_per_row,rate_mae_weighted,count_mae_mean,is_subject_mean,mean_manifold_energy,weighted_manifold_energy,energy_delta_vs_raw,family,mask,mode,estimator,strength,k,alpha,pseudo_support_mean,hidden_support_mean,pseudo_dist_median,delta_weighted_row_logloss_vs_subject,delta_weighted_row_logloss_vs_raw,hidden_blocks,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mean_raw05_delta_vs_a2c8,mixmin_better_block_rate,s3_delta_vs_subject,s3_delta_vs_raw,fixes_s3_vs_subject,improves_vs_raw,hidden_mixmin_negative,joint_gate
raw_phone_td_knn_groupcross_s3_k16_a8_w0.25,369,0.6064721261279045,0.2842400824477256,0.1920258066011775,0.8851921328688425,0.0,0.7523689105523736,0.7918850368160295,-0.04686279043541097,target_dependency,s3,groupcross,knn,0.25,16.0,8.0,16.0,16.0,0.05811672170293225,-0.006529647448665465,0.0012035262278130565,36.0,0.00028747334917167487,-2.5526217696837973e-05,0.0007267178336254707,0.5277777777777778,0.016227047582457743,0.00842468359469195,False,False,False,False
raw_phone_s3_calendar_w0p50,369,0.6064814592104599,0.284249415530281,0.19203431424228243,0.8852313510193016,0.0,0.7926981043339114,0.821263914600027,-0.0065335966538732125,replacement,s3_calendar_w0p50,,,,,,,,,-0.006520314366110003,0.0012128593103685192,36.0,0.0001970623780140322,-9.93000198179547e-05,0.0007164023972236397,0.5277777777777778,0.01629237916034565,0.008490015172579857,False,False,False,False
raw_phone_td_knn_allcross_stage_k8_a8_w0.25,369,0.6065676635063538,0.2843356198261749,0.1924301342558547,0.8870559847404034,0.0,0.7396708457332786,0.7752573613643827,-0.059560855254505905,target_dependency,stage,allcross,knn,0.25,8.0,8.0,8.0,8.0,0.0773105193430974,-0.006434110070216104,0.0012990636062624183,36.0,0.00027469292515819104,-3.711186625925387e-05,0.0007316502937935212,0.5277777777777778,0.013726950020643502,0.00592458603287771,False,False,False,False
raw_phone_td_knn_pair_s2s3_k16_a24_w0.50,369,0.6066279001235871,0.2843958564434082,0.19235822084576568,0.8867244814597489,0.0,0.749568339168124,0.7779140717711291,-0.04966336181966076,target_dependency,s2s3,pair,knn,0.5,16.0,24.0,16.0,16.0,0.06015293931669426,-0.006373873452982792,0.0013593002234957297,36.0,0.0003297161521123649,2.4907236002593702e-05,0.0007166011427966258,0.5277777777777778,0.015383046155767022,0.007580682168001229,False,False,False,False
raw_phone_td_knn_groupcross_all_k8_a24_w0.50,369,0.6066489032145479,0.28441685953436907,0.19194238156513063,0.8848075638002361,0.0,0.8086585653974389,0.839537724264714,0.009426864409654326,target_dependency,all,groupcross,knn,0.5,8.0,24.0,8.0,8.0,0.04438089651008853,-0.006352870362022034,0.001380303314456488,36.0,0.0003153935800342676,9.208785999903813e-06,0.0007477771849991766,0.5277777777777778,0.007244803819414614,-0.0005575601683511788,False,False,False,False
raw_phone_td_knn_allcross_s3_k16_a8_w0.25,369,0.6066710949153493,0.2844390512351705,0.19226217432648438,0.8862817304318426,0.0,0.7550330178705259,0.7929736194499283,-0.044198683117258546,target_dependency,s3,allcross,knn,0.25,16.0,8.0,16.0,16.0,0.07109501060945383,-0.006330678661220612,0.0014024950152579096,36.0,0.000262529744399403,-5.138998573700636e-05,0.0007366544249165787,0.5277777777777778,0.017619829094572048,0.009817465106806256,False,False,False,False
raw_phone_td_knn_pair_all_k8_a8_w0.25,369,0.606673527680371,0.284441484000192,0.1925397931549704,0.8875614855192535,0.0,0.70187044125696,0.7400673855292695,-0.09736125973082456,target_dependency,all,pair,knn,0.25,8.0,8.0,8.0,8.0,0.04382803582476375,-0.0063282458961989585,0.0014049277802795634,36.0,0.0003058736060766218,-2.49766612695203e-06,0.0007367576603059027,0.5277777777777778,0.013079384526567095,0.0052770205388013025,False,False,False,False
raw_phone_td_knn_pair_s3_k16_a8_w0.25,369,0.6066869292493998,0.2844548855692209,0.19231315640282287,0.8865167453691101,0.0,0.7487042565002061,0.7848846199559529,-0.050527444487578316,target_dependency,s3,pair,knn,0.25,16.0,8.0,16.0,16.0,0.04966253128615455,-0.0063148443271701105,0.0014183293493084115,36.0,0.000325819539078765,8.880753238925271e-06,0.000717402318320365,0.5277777777777778,0.017730669432925006,0.009928305445159213,False,False,False,False
raw_phone_td_knn_groupcross_stage_k16_a24_w0.50,369,0.6067012078046352,0.2844691641244564,0.1926694641810594,0.8881592373224446,0.0,0.745872388778354,0.7763363844919965,-0.053359312209430486,target_dependency,stage,groupcross,knn,0.5,16.0,24.0,16.0,16.0,0.07007698969726027,-0.0063005657719347186,0.0014326079045438034,36.0,0.00030079784721059503,-1.241984440611457e-05,0.0007343441585265388,0.5277777777777778,0.013643001593724668,0.005840637605958876,False,False,False,False
raw_phone_td_knn_allcross_s2s3_k16_a24_w0.50,369,0.6067425624281776,0.28451051874799876,0.19250175255732274,0.8873861276422926,0.0,0.752169073886377,0.7808861016265904,-0.04706262710140765,target_dependency,s2s3,allcross,knn,0.5,16.0,24.0,16.0,16.0,0.08552946149922527,-0.006259211148392341,0.0014739625280861812,36.0,0.00023059656521130225,-7.782462665884907e-05,0.0007384623091449457,0.5277777777777778,0.015181308176508312,0.00737894418874252,False,False,False,False
raw_phone_td_knn_groupcross_s2s3_k16_a8_w0.25,369,0.6067786410445046,0.28454659736432575,0.19240045373569736,0.8869191647816294,0.0,0.7343147740810766,0.7715387654397615,-0.06491692690670789,target_dependency,s2s3,groupcross,knn,0.25,16.0,8.0,16.0,16.0,0.06432912892211218,-0.006223132532065301,0.0015100411444132211,36.0,0.0002642191614100811,-3.763175379632611e-05,0.0007243353213178523,0.5277777777777778,0.016227047582457743,0.00842468359469195,False,False,False,False
raw_phone_td_knn_groupcross_s3_k16_a24_w0.75,369,0.6067788992448955,0.2845468555647165,0.19236394662095974,0.8867508758868629,0.0,0.7520207775753367,0.7861091975478652,-0.04721092341244775,target_dependency,s3,groupcross,knn,0.75,16.0,24.0,16.0,16.0,0.05811672170293225,-0.006222874331674455,0.001510299344804067,36.0,0.0002712436436864977,-6.953668038399066e-05,0.000735347642899287,0.5277777777777778,0.018374459401394372,0.01057209541362858,False,False,False,False
raw_phone_td_knn_groupcross_all_k8_a8_w0.25,369,0.6068579604069867,0.2846259167268077,0.19239593197342578,0.8868983205604257,0.0,0.705229093974396,0.7435621240793236,-0.09400260701338864,target_dependency,all,groupcross,knn,0.25,8.0,8.0,8.0,8.0,0.04438089651008853,-0.006143813169583234,0.0015893605068952876,36.0,0.0002818034296947476,-4.564183147228956e-05,0.0007361881340623008,0.5277777777777778,0.012283133744229069,0.0044807697564632765,False,False,False,False
raw_phone_td_knn_groupcross_s3_k8_a8_w0.50,369,0.606910338193727,0.2846782945135481,0.19236800593328,0.8867695883265831,0.0,0.755375650547111,0.7923125361812373,-0.04385605044067366,target_dependency,s3,groupcross,knn,0.5,8.0,8.0,8.0,8.0,0.04599082763832923,-0.006091435382842958,0.001641738293635564,36.0,0.00025916746548608184,-6.458574090345737e-05,0.0007290518123277177,0.5277777777777778,0.019294532043215518,0.011492168055449725,False,False,False,False
raw_phone_td_knn_allcross_all_k16_a24_w0.25,369,0.6069505732468132,0.28471852956663435,0.19280544071908687,0.888786055997742,0.0,0.7227818580882618,0.76715546858607,-0.07644984289952275,target_dependency,all,allcross,knn,0.25,16.0,24.0,16.0,16.0,0.09526290523476119,-0.006051200329756701,0.0016819733467218212,36.0,0.00030419846311309273,1.13667573113471e-05,0.0007365783314495362,0.5277777777777778,0.010908306188455175,0.003105942200689382,False,False,False,False
raw_phone_td_knn_pair_s2s3_k16_a8_w0.25,369,0.606993444166,0.28476140048582105,0.19268780353734274,0.8882437772818969,0.0,0.7307330942039408,0.7644798618865392,-0.06849860678384374,target_dependency,s2s3,pair,knn,0.25,16.0,8.0,16.0,16.0,0.06015293931669426,-0.006008329410569946,0.001724844265908576,36.0,0.00030256535131717135,-3.224782860562404e-06,0.000715019806012747,0.5277777777777778,0.017730669432925006,0.009928305445159213,False,False,False,False
raw_phone_td_knn_allcross_s3_k16_a24_w0.75,369,0.6070909805343981,0.28485893685421926,0.1927837091778703,0.8886858788931092,0.0,0.7564614395162196,0.7871481360314191,-0.042770261471564985,target_dependency,s3,allcross,knn,0.75,16.0,24.0,16.0,16.0,0.07109501060945383,-0.005910793042171791,0.0018223806343067306,36.0,0.00022634515509640794,-0.0001160914628562956,0.0007532335072232781,0.5277777777777778,0.020559028427913795,0.012756664440148002,False,False,False,False
raw_phone_td_knn_allcross_s2s3_k16_a8_w0.25,369,0.6071021916651164,0.2848701479849375,0.19280650620695092,0.8887909676369202,0.0,0.7325484964281194,0.7668074956675383,-0.06668320455966523,target_dependency,s2s3,allcross,knn,0.25,16.0,8.0,16.0,16.0,0.08552946149922527,-0.005899581911453566,0.0018335917650249556,36.0,0.00021996569556627837,-8.883466841176831e-05,0.0007332374446363509,0.5277777777777778,0.017619829094572048,0.009817465106806256,False,False,False,False
raw_phone_td_knn_pair_stage_k16_a24_w0.50,369,0.6071337997813696,0.2849017561011908,0.19308632610603976,0.8900808691229637,0.0,0.7277498984880876,0.7584440966779218,-0.07148180249969692,target_dependency,stage,pair,knn,0.5,16.0,24.0,16.0,16.0,0.06276078342115465,-0.005867973795200321,0.0018651998812782011,36.0,0.0003158040353528609,2.3836501328655337e-05,0.0007264609109319377,0.5277777777777778,0.015383046155767022,0.007580682168001229,False,False,False,False
raw_phone_td_knn_pair_s3_k8_a8_w0.50,369,0.6071510342660897,0.28491899058591086,0.1928506160281918,0.8889943031543475,0.0,0.7475616388623973,0.7788243964141442,-0.05167006212538709,target_dependency,s3,pair,knn,0.5,8.0,8.0,8.0,8.0,0.03635168298349849,-0.005850739310480191,0.0018824343659983311,36.0,0.00032221393699378216,-3.201334428584726e-05,0.0007261193596647816,0.5277777777777778,0.020979404549754777,0.013177040561988984,False,False,False,False
raw_phone_td_knn_pair_s3_k16_a24_w0.75,369,0.6071562001482912,0.2849241564681123,0.19279861595600406,0.8887545955045065,0.0,0.7431957587132378,0.7730422485386478,-0.0560359422745467,target_dependency,s3,pair,knn,0.75,16.0,24.0,16.0,16.0,0.04966253128615455,-0.005845573428278739,0.0018876002481997833,36.0,0.0003402667855192672,-7.6041326996117466e-06,0.0007185797153500964,0.5277777777777778,0.021015565725164942,0.01321320173739915,False,False,False,False
raw_phone_td_knn_groupcross_stage_k16_a8_w0.25,369,0.6071742513098985,0.28494220762971967,0.19316253651798632,0.890432180534132,0.0,0.708740025440574,0.7438119423180567,-0.0904916755472105,target_dependency,stage,groupcross,knn,0.25,16.0,8.0,16.0,16.0,0.07007698969726027,-0.005827522266671381,0.0019056514098071409,36.0,0.0002796620247663734,-4.3790069712446684e-05,0.0007260888252484763,0.5277777777777778,0.016227047582457743,0.00842468359469195,False,False,False,False
raw_phone_td_knn_groupcross_s2s3_k16_a24_w0.75,369,0.6072873657988658,0.28505532211868706,0.19285759991940266,0.889026497189441,0.0,0.7408317119589913,0.7685466064486896,-0.05839998902879329,target_dependency,s2s3,groupcross,knn,0.75,16.0,24.0,16.0,16.0,0.06432912892211218,-0.005714407777704156,0.002018765898774366,36.0,0.00027015213405899954,-4.150402242065811e-05,0.0007335762147603688,0.5277777777777778,0.018374459401394372,0.01057209541362858,False,False,False,False
raw_phone_td_knn_allcross_all_k8_a24_w0.50,369,0.607301147215086,0.285069103534907,0.19286891996630803,0.8890786798446885,0.0,0.7895586567590065,0.8353984791546535,-0.009673044228778125,target_dependency,all,allcross,knn,0.5,8.0,24.0,8.0,8.0,0.07893206647371107,-0.00570062636148394,0.0020325473149945816,36.0,0.00034233901706791527,5.024527766353357e-05,0.000746836202463801,0.5277777777777778,0.008484232812676185,0.0006818688249103921,False,False,False,False
raw_phone_td_knn_allcross_s3_k8_a8_w0.50,369,0.6073184573122584,0.2850864136320794,0.19295739077283325,0.8894865086845238,0.0,0.7464194672915163,0.7808161374481791,-0.052812233696268245,target_dependency,s3,allcross,knn,0.5,8.0,8.0,8.0,8.0,0.062298600958210784,-0.005683316264311511,0.002049857412167011,36.0,0.00025004198018116654,-9.384550917555928e-05,0.0007484103882867515,0.5277777777777778,0.02215136587293498,0.014349001885169188,False,False,False,False
raw_phone_td_knn_groupcross_s2s3_k8_a8_w0.50,369,0.6073386528476927,0.2851066091675139,0.19285977361379208,0.8890365173904071,0.0,0.7414239674421389,0.7750187975371458,-0.05780773354564579,target_dependency,s2s3,groupcross,knn,0.5,8.0,8.0,8.0,8.0,0.05111338117059348,-0.005663120728877202,0.0020700529476013196,36.0,0.00025628461040642133,-4.51738173676255e-05,0.0007236151621732064,0.5277777777777778,0.019294532043215518,0.011492168055449725,False,False,False,False
raw_phone_td_knn_allcross_all_k8_a8_w0.25,369,0.6075655760470275,0.2853335323668486,0.19332337280765619,0.8911735966011469,0.0,0.6878948783510461,0.7401421161172382,-0.11133682263673843,target_dependency,all,allcross,knn,0.25,8.0,8.0,8.0,8.0,0.07893206647371107,-0.005436197529542386,0.002296976146936136,36.0,0.0003087488667284044,-4.6053398086476416e-06,0.0007352471515269265,0.5277777777777778,0.013726950020643502,0.00592458603287771,False,False,False,False
raw_phone_td_knn_pair_stage_k16_a8_w0.25,369,0.6075689773312903,0.2853369336511114,0.19352448731866365,0.8921006854445712,0.0,0.694462767738163,0.7293604305774705,-0.10476893324962154,target_dependency,stage,pair,knn,0.25,16.0,8.0,16.0,16.0,0.06276078342115465,-0.005432796245279592,0.00230037743119893,36.0,0.00029216718155159534,-1.3576448266805193e-05,0.0007195194522529753,0.5277777777777778,0.017730669432925006,0.009928305445159213,False,False,False,False
raw_phone_td_knn_pair_s2s3_k8_a8_w0.50,369,0.6075793489200555,0.2853473052398766,0.1933423837087039,0.8912612322181716,0.0,0.7334699158694585,0.7610787283571613,-0.06576178511832598,target_dependency,s2s3,pair,knn,0.5,8.0,8.0,8.0,8.0,0.04656989925409688,-0.005422424656514435,0.0023107490199640868,36.0,0.00031933108191412214,-1.2601420750015168e-05,0.0007206827095102705,0.5277777777777778,0.020979404549754777,0.013177040561988984,False,False,False,False
raw_phone_td_knn_allcross_stage_k16_a24_w0.50,369,0.607598747567542,0.28536670388736296,0.19349917600105399,0.8919840064438829,0.0,0.7305760504213874,0.759064943099787,-0.06865565056639714,target_dependency,stage,allcross,knn,0.5,16.0,24.0,16.0,16.0,0.0928840311565769,-0.005403026009027978,0.002330147667450544,36.0,0.000246231889292607,-5.030899718313309e-05,0.0007460481211988019,0.5277777777777778,0.015181308176508312,0.00737894418874252,False,False,False,False
raw_phone_td_knn_pair_all_k8_a24_w0.75,369,0.607630617560866,0.28539857388068707,0.19315702128741724,0.8904067566663865,0.0,0.8231135300118344,0.846299699625521,0.02388182902404995,target_dependency,all,pair,knn,0.75,8.0,24.0,8.0,8.0,0.04382803582476375,-0.005371156015703926,0.0023620176607745957,36.0,0.0003537966823473897,6.15970982776599e-05,0.0007644266398804056,0.5277777777777778,0.00873221555861059,0.0009298515708447974,False,False,False,False
raw_phone_td_knn_pair_s2s3_k16_a24_w0.75,369,0.6076646667022617,0.28543262302208283,0.19329226925444698,0.8910302168070847,0.0,0.7325692644190877,0.7554269420083982,-0.06666243656869691,target_dependency,s2s3,pair,knn,0.75,16.0,24.0,16.0,16.0,0.06015293931669426,-0.005337106874308217,0.0023960668021703047,36.0,0.000339175275891769,2.042852526372076e-05,0.0007168082872111782,0.5277777777777778,0.021015565725164942,0.01321320173739915,False,False,False,False
raw_phone_td_knn_allcross_s2s3_k8_a8_w0.50,369,0.6076759895180394,0.2854439458378605,0.19333433257933902,0.8912241184754894,0.0,0.7274244955316167,0.7549079923833129,-0.0718072054561679,target_dependency,s2s3,allcross,knn,0.5,8.0,8.0,8.0,8.0,0.07324997877234529,-0.005325784058530569,0.0024073896179479526,36.0,0.00021793420904004995,-0.00011770876881201151,0.0007460661659173589,0.5277777777777778,0.02215136587293498,0.014349001885169188,False,False,False,False
raw_phone_td_knn_allcross_s2s3_k16_a24_w0.75,369,0.607842345014917,0.28561030133473814,0.19356542071047383,0.8922893783970623,0.0,0.7379448086020044,0.7604347817677767,-0.06128689238578016,target_dependency,s2s3,allcross,knn,0.75,16.0,24.0,16.0,16.0,0.08552946149922527,-0.005159428561652968,0.002573745114825554,36.0,0.0001904958955401599,-0.0001336692687284555,0.0007496000367336562,0.5277777777777778,0.020559028427913795,0.012756664440148002,False,False,False,False
raw_phone_td_knn_groupcross_stage_k8_a8_w0.50,369,0.6078776590647812,0.2856456153846022,0.19376901393723803,0.8932278935155604,0.0,0.7336441468617348,0.7635606774227557,-0.06558755412604973,target_dependency,stage,groupcross,knn,0.5,8.0,8.0,8.0,8.0,0.05548688526284086,-0.0051241145117887354,0.0026090591646897865,36.0,0.00026679684641854644,-5.966469001710085e-05,0.0007260013323151585,0.5277777777777778,0.019294532043215518,0.011492168055449725,False,False,False,False
raw_phone_td_knn_allcross_stage_k16_a8_w0.25,369,0.6079726788220863,0.28574063514190734,0.19388888401922988,0.8937804653569378,0.0,0.6962579512456046,0.7298389082498453,-0.10297374974217989,target_dependency,stage,allcross,knn,0.25,16.0,8.0,16.0,16.0,0.0928840311565769,-0.005029094754483654,0.002704078921994868,36.0,0.00023419039316803766,-7.536436369330357e-05,0.0007358421274753605,0.5277777777777778,0.017619829094572048,0.009817465106806256,False,False,False,False
raw_phone_td_knn_groupcross_all_k16_a8_w0.25,369,0.6079823991914506,0.28575035551127165,0.19363650214113132,0.8926170464554589,0.0,0.6340989634818813,0.6722715974967984,-0.1651327375059032,target_dependency,all,groupcross,knn,0.25,16.0,8.0,16.0,16.0,0.054302884759377154,-0.005019374385119346,0.0027137992913591757,36.0,0.00028040436523571455,-6.512991530474159e-05,0.0007434430414626329,0.5277777777777778,0.016227047582457743,0.00842468359469195,False,False,False,False
raw_phone_td_knn_groupcross_all_k8_a24_w0.75,369,0.608037411986773,0.28580536830659403,0.19282752630169614,0.888887865146843,0.0,0.8302164862700983,0.8531880886638769,0.03098478528231364,target_dependency,all,groupcross,knn,0.75,8.0,24.0,8.0,8.0,0.04438089651008853,-0.004964361589796962,0.00276881208668156,36.0,0.00031769141777459497,-3.1191497403391913e-06,0.0007635723505150046,0.5277777777777778,0.007907961317803802,0.00010559733003800975,False,False,False,False
raw_phone_td_knn_groupcross_stage_k16_a24_w0.75,369,0.6080391606244994,0.2858071169443205,0.19400464923329702,0.8943141147583688,0.0,0.7346056151178031,0.7593882283295628,-0.0646260858699816,target_dependency,stage,groupcross,knn,0.75,16.0,24.0,16.0,16.0,0.07007698969726027,-0.004962612952070566,0.0027705607244079555,36.0,0.00029579781853909256,-3.556209534935543e-05,0.0007434228108060342,0.5277777777777778,0.018374459401394372,0.01057209541362858,False,False,False,False
raw_phone_td_knn_pair_all_k16_a8_w0.25,369,0.6080674164324588,0.2858353727522799,0.19394688639995386,0.894047842185153,0.0,0.6294230110252128,0.67036710638276,-0.1698086899625718,target_dependency,all,pair,knn,0.25,16.0,8.0,16.0,16.0,0.054627664873909125,-0.004934357144111168,0.002798816532367354,36.0,0.00032008013122363166,-3.725224727550794e-06,0.000733184477469277,0.5277777777777778,0.017730669432925006,0.009928305445159213,False,False,False,False
raw_phone_s2s3_calendar_w0p50,369,0.608123850202991,0.2858918065228121,0.193331957732136,0.8912131710091147,0.0,0.7813021073311893,0.8046084792925684,-0.017929593656595178,replacement,s2s3_calendar_w0p50,,,,,,,,,-0.004877923373578952,0.00285525030289957,36.0,0.00017195931365699205,-0.00014577799733275312,0.0007281811523950387,0.5277777777777778,0.01629237916034565,0.008490015172579857,False,False,False,False
raw_phone_td_knn_groupcross_all_k16_a24_w0.50,369,0.608132014799847,0.28589997111966814,0.19370820444226836,0.8929475765753346,0.0,0.6803212859163982,0.713364109052055,-0.1189104150713864,target_dependency,all,groupcross,knn,0.5,16.0,24.0,16.0,16.0,0.054302884759377154,-0.00486975877672291,0.002863414899755612,36.0,0.00030119777764374455,-4.104833588402106e-05,0.0007581655197111555,0.5277777777777778,0.013643001593724668,0.005840637605958876,False,False,False,False
raw_phone_td_knn_pair_all_k16_a24_w0.50,369,0.6082007335288659,0.2859686898486871,0.19405022583686152,0.8945242117845567,0.0,0.6738817815970936,0.71050549835874,-0.12534991939069096,target_dependency,all,pair,knn,0.5,16.0,24.0,16.0,16.0,0.054627664873909125,-0.004801040047703986,0.002932133628774536,36.0,0.00034880869682924186,3.2637292808606306e-05,0.0007458552429191252,0.5277777777777778,0.015383046155767022,0.007580682168001229,False,False,False,False
raw_phone_td_knn_groupcross_s3_k8_a8_w0.75,369,0.608261332098162,0.2860292884179831,0.19360370729902,0.8924658702320676,0.0,0.7472969801594992,0.7817218808501618,-0.05193472082828538,target_dependency,s3,groupcross,knn,0.75,8.0,8.0,8.0,8.0,0.04599082763832923,-0.0047404414784079085,0.0029927321980706134,36.0,0.0002333522459523378,-0.00011381094009535925,0.0007354842915078203,0.5277777777777778,0.02875148937426053,0.020949125386494738,False,False,False,False
raw_phone_td_knn_pair_stage_k8_a8_w0.50,369,0.6082812298261597,0.28604918614598085,0.19429246596445973,0.8956408796898262,0.0,0.7026083315210087,0.7303474997783825,-0.0966233694667759,target_dependency,stage,pair,knn,0.5,8.0,8.0,8.0,8.0,0.04992913598413992,-0.0047205437504102,0.003012629926068322,36.0,0.00026482073087572797,-3.292379411704811e-05,0.0007329333016126494,0.5,0.020979404549754777,0.013177040561988984,False,False,False,False
raw_phone_td_knn_groupcross_s3_k16_a8_w0.50,369,0.60830711876343,0.2860750750832511,0.19369088119901748,0.8928677206491293,0.0,0.7221179908583703,0.7605735934702051,-0.07711371012941438,target_dependency,s3,groupcross,knn,0.5,16.0,8.0,16.0,16.0,0.05811672170293225,-0.004694654813139909,0.003038518863338613,36.0,0.00026414879378977595,-8.491709287402753e-05,0.0007372488132834212,0.5277777777777778,0.029071996031136416,0.021269632043370623,False,False,False,False
raw_phone_td_knn_pair_s3_k8_a8_w0.75,369,0.6086229462237693,0.28639090254359056,0.19420994942317024,0.8952604985604675,0.0,0.7328780473400334,0.7609237398407781,-0.06635365364775107,target_dependency,s3,pair,knn,0.75,8.0,8.0,8.0,8.0,0.03635168298349849,-0.004378827352800596,0.003354346323677926,36.0,0.0003279219532138877,-6.49523451689465e-05,0.0007310856125134146,0.5,0.03128278825351305,0.023480424265747257,False,False,False,False
raw_phone_td_knn_pair_stage_k16_a24_w0.75,369,0.6086303019814904,0.28639825830131144,0.1945769166387152,0.896952127919931,0.0,0.7044388481904073,0.730442907671339,-0.09479285279737734,target_dependency,stage,pair,knn,0.75,16.0,24.0,16.0,16.0,0.06276078342115465,-0.004371471595079557,0.003361702081398965,36.0,0.00031830710075250263,1.8822423252803957e-05,0.0007315979394141378,0.5277777777777778,0.021015565725164942,0.01321320173739915,False,False,False,False
raw_phone_td_knn_allcross_stage_k8_a8_w0.50,369,0.6086371890885343,0.28640514540835543,0.19452707617548612,0.8967223755406554,0.0,0.698000000974951,0.7285563163390653,-0.10123170001283362,target_dependency,stage,allcross,knn,0.5,8.0,8.0,8.0,8.0,0.0773105193430974,-0.004364584488035672,0.00336858918844285,36.0,0.0002385879457627962,-0.00010808838999887002,0.000747113733619524,0.5277777777777778,0.02215136587293498,0.014349001885169188,False,False,False,False
raw_phone_stage_calendar_w0p50,369,0.6086794542898456,0.2864474106096668,0.19396192376660926,0.8941171607777839,0.0,0.7759774988956135,0.7886733363651798,-0.023254202092171203,replacement,stage_calendar_w0p50,,,,,,,,,-0.00432231928672433,0.003410854389754192,36.0,0.000142248019647769,-0.00011656701317171502,0.0007565198389100798,0.5277777777777778,0.01629237916034565,0.008490015172579857,False,False,False,False
raw_phone_td_knn_allcross_s3_k16_a8_w0.50,369,0.6086939248961533,0.2864618812159744,0.19421214820340796,0.8952706344010755,0.0,0.7279261589353565,0.7627837283281186,-0.07130554205242802,target_dependency,s3,allcross,knn,0.5,16.0,8.0,16.0,16.0,0.07109501060945383,-0.0043078486804166705,0.0034253249960618515,36.0,0.0002142615842452333,-0.00013664462895436583,0.0007571219958656373,0.5277777777777778,0.03177963896019964,0.02397727497243385,False,False,False,False
raw_phone_td_knn_pair_s3_k16_a8_w0.50,369,0.6087549020185961,0.2865228583384171,0.19423336448001866,0.8953684362615493,0.0,0.7127053636655473,0.7463153327898205,-0.08652633732223741,target_dependency,s3,pair,knn,0.5,16.0,8.0,16.0,16.0,0.04966253128615455,-0.004246871557973875,0.0034863021185046472,36.0,0.00034084117360396414,-1.610315100249614e-05,0.0007186177826732117,0.5277777777777778,0.03220647881729888,0.024404114829533086,False,False,False,False
raw_phone_td_knn_allcross_s3_k8_a8_w0.75,369,0.6088542974888675,0.28662225380868855,0.1943688264292198,0.8959928828078666,0.0,0.7339048461497554,0.7645861694385236,-0.06532685483802929,target_dependency,s3,allcross,knn,0.75,8.0,8.0,8.0,8.0,0.062298600958210784,-0.004147476087702384,0.0035856975887761378,36.0,0.00021966401799495934,-0.00015770059250351298,0.0007645221554463669,0.5555555555555556,0.03290224710919898,0.025099883121433186,False,False,False,False
raw_phone_td_knn_allcross_all_k8_a24_w0.75,369,0.608960187212634,0.28672814353245507,0.19421053116429765,0.895263180245177,0.0,0.8010158033450265,0.8462817835584336,0.0017841023572418718,target_dependency,all,allcross,knn,0.75,8.0,24.0,8.0,8.0,0.07893206647371107,-0.004041586363935923,0.003691587312542599,36.0,0.00035810957332509086,5.8435587755137534e-05,0.0007621608767119527,0.5,0.009597842816265079,0.0017954788284992862,False,False,False,False
raw_phone_s3_calendar_w1p00,369,0.6090530008391108,0.28682095715893197,0.19395057200293228,0.8940648319159563,0.0,0.821598592809967,0.8347044324400861,0.02236689182218238,replacement,s3_calendar_w1p00,,,,,,,,,-0.003948772737459083,0.003784400939019439,36.0,8.332685147448828e-05,-0.0002324646971162619,0.0007166179404797507,0.5833333333333334,0.034293170560902864,0.02649080657313707,False,False,False,False
raw_phone_td_knn_allcross_all_k16_a8_w0.25,369,0.6090538339453727,0.2868217902651937,0.19492588313845607,0.898560778369956,0.0,0.6211176006994606,0.6704905606862847,-0.17811410028832392,target_dependency,all,allcross,knn,0.25,16.0,8.0,16.0,16.0,0.09526290523476119,-0.003947939631197217,0.003785234045281305,36.0,0.00027740540192639943,-4.019892111612481e-05,0.0007424466158129487,0.5277777777777778,0.017619829094572048,0.009817465106806256,False,False,False,False
raw_phone_td_knn_groupcross_s2s3_k8_a8_w0.75,369,0.6091064103475705,0.28687436666739174,0.19453673536350216,0.8967669020415098,0.0,0.7313058605967682,0.7603192761905557,-0.06792584039101643,target_dependency,s2s3,groupcross,knn,0.75,8.0,8.0,8.0,8.0,0.05111338117059348,-0.0038953632289994156,0.0038378104474791064,36.0,0.00022902796333284397,-8.469305479161487e-05,0.0007273293162760546,0.4722222222222222,0.02875148937426053,0.020949125386494738,False,False,False,False
raw_phone_td_knn_groupcross_s2s3_k16_a8_w0.50,369,0.609150587637519,0.28691854395734007,0.19456789523844123,0.8969105414650095,0.0,0.6898749605184639,0.7243109582571646,-0.10935674046932062,target_dependency,s2s3,groupcross,knn,0.5,16.0,8.0,16.0,16.0,0.06432912892211218,-0.003851185939050983,0.003881987737427539,36.0,0.0002176404182665806,-0.00010912816507300856,0.0007324837886681853,0.5277777777777778,0.029071996031136416,0.021269632043370623,False,False,False,False
raw_phone_td_knn_pair_all_k8_a8_w0.50,369,0.6092425633652793,0.2870105196851004,0.1952433385052352,0.9000241701826693,0.0,0.6288391779961033,0.6650750976799427,-0.17039252299168114,target_dependency,all,pair,knn,0.5,8.0,8.0,8.0,8.0,0.04382803582476375,-0.0037592102112906645,0.0039739634651878575,36.0,0.00030094930759965853,-3.885998973425616e-05,0.0007573284666442779,0.5277777777777778,0.020979404549754777,0.013177040561988984,False,False,False,False
