strategy,weight,base_loss,candidate_loss,delta,changed_blocks,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
nearest,0.75,0.5636969395169388,0.563254037430031,-0.00044290208690778154,100,0.0,-0.0015224368969247726,-0.0015778777114295872,0.0,0.0,0.0,0.0
nearest,1.0,0.5636969395169388,0.5632933123722972,-0.000403627144641594,100,0.0,-0.001241362672140256,-0.001584027340351124,0.0,0.0,0.0,0.0
nearest,0.5,0.5636969395169388,0.5633093886140441,-0.0003875509028946622,100,0.0,-0.0014025859018325093,-0.001310270418429793,0.0,0.0,0.0,0.0
nearest,0.25,0.5636969395169388,0.5634574121161122,-0.00023952740082655577,100,0.0,-0.0008927888916112625,-0.000783902914175072,0.0,0.0,0.0,0.0
range,0.25,0.5636969395169388,0.5636969395169388,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,0.5,0.5636969395169388,0.5636969395169388,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,0.75,0.5636969395169388,0.5636969395169388,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,1.0,0.5636969395169388,0.5636969395169388,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
