base_loss,candidate_loss,delta,corrected_loss,half_mean_delta,half_median_delta,half_p25_delta,half_p75_delta,half_win_rate,axis_id,target,feature,null_kind,rep
0.6303484889503163,0.6333600872275287,0.003011598277212424,0.6382244698279016,0.002985915312673801,0.0030310283465516674,0.001945048452357545,0.0038525515048215553,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,0
0.6303484889503163,0.6337988199284098,0.003450330978093552,0.6388159741696673,0.0033210845388925714,0.00334421416063424,0.0027873350467891578,0.003827943936173056,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,1
0.6303484889503163,0.633283753263358,0.0029352643130416967,0.6378681536222917,0.002733227349546519,0.0028648349094744785,0.0018598936015241097,0.0035688894982863206,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,2
0.6303484889503163,0.634823274890546,0.004474785940229764,0.6413572598487864,0.004277625020099085,0.0043390758102812566,0.0034592944071034915,0.005025411058712348,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,3
0.6303484889503163,0.6334881086139449,0.0031396196636286344,0.6386516146222326,0.002973954496252563,0.003132316686774994,0.0019328696440507054,0.0038476749159633283,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,4
0.6303484889503163,0.6338484723191032,0.0034999833687869852,0.6388338171423811,0.0034309281842692507,0.003476671505796003,0.0029691716147642044,0.003980429210241082,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,5
0.6303484889503163,0.6337541654197274,0.003405676469411145,0.63875470541793,0.0034699434880448234,0.0034757016454117218,0.0027614126871315925,0.004116884893802353,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,6
0.6303484889503163,0.6337395018239934,0.003391012873677157,0.6386426548856324,0.003309265074899099,0.003272680975265785,0.002594970828061066,0.003968949581088677,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,7
0.6303484889503163,0.6343493645708749,0.004000875620558619,0.6400899813951444,0.004001778777505473,0.003985134379340893,0.003029917078842953,0.004878266170695311,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,8
0.6303484889503163,0.634293873479653,0.003945384529336793,0.6400049130733844,0.004059187674522585,0.003992526149361297,0.0030406471832044313,0.005120163194939353,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,9
0.6303484889503163,0.6335315267780731,0.0031830378277568627,0.6381532617503659,0.003152226945861126,0.003123522188743344,0.002564800602065792,0.0037894672720394373,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,10
0.6303484889503163,0.6343460469246677,0.003997557974351418,0.6404866496229965,0.004139344707526402,0.004346271984020544,0.003026495537589713,0.005430520396894456,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,11
0.6303484889503163,0.6352165026060581,0.004868013655741854,0.6420504530334193,0.004919087671300471,0.005004011796237051,0.004252698208452865,0.005429252565767262,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,12
0.6303484889503163,0.6310547995983622,0.000706310648045938,0.6344103356601624,0.0007058269727480184,0.0006659495149624051,-0.00039204464636688474,0.0018622665905137226,0.325,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,13
0.6303484889503163,0.6353572901299851,0.0050088011796688425,0.6425774915878115,0.0048748791046134676,0.0048951167974148335,0.004071315588923929,0.005580419613396503,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,14
0.6303484889503163,0.6334302322249626,0.003081743274646387,0.6380796772670022,0.0029644624784780573,0.0031059387094186097,0.0025453591329902547,0.0036699276218676857,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,15
0.6303484889503163,0.6343249189372386,0.003976429986922381,0.6399905098092591,0.0038728534484491002,0.003909485880892016,0.003217664868602088,0.004454507544661673,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,16
0.6303484889503163,0.6344258741160557,0.004077385165739411,0.6403896689137797,0.0040804182791268845,0.003886812944139617,0.0033737255032144364,0.004778440653038757,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,17
0.6303484889503163,0.6337397747031644,0.0033912857528481943,0.6387473932618196,0.003267859370019118,0.003235442294956481,0.0025278799669986585,0.004054894759779021,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,18
0.6303484889503163,0.6340218451803414,0.003673356230025182,0.6394412680546212,0.003561419611532185,0.0035542819324672625,0.0028267037526346073,0.004206820537629941,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,19
0.6303484889503163,0.6337755217291319,0.0034270327788156196,0.6387172588459669,0.0033589347473929176,0.0033389508673074553,0.002840425935469293,0.0038845488177563503,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,20
0.6303484889503163,0.6342214845908095,0.0038729956404932597,0.6397407695644861,0.0039773795336113206,0.003920410522972928,0.0034162110055898642,0.004646211724838617,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,global_perm,21
