file,oof,gain_vs_stage2,projection,orth_ratio,linear_public_est,linear_public_delta
submission_label_prior_gate_orthcap005q3_r8_S2__subject_joint_a0.5_w0.25_sh8.csv,0.5631103380593075,0.004420586630509593,-0.01409776898261271,0.9995939840935462,0.5779399232076232,-5.052492376794083e-06
submission_label_prior_gate_orthcap009q2q3_r8_S2__subject_joint_a0.5_w0.25_sh8.csv,0.5620223606241416,0.00550856406567557,0.04303341376911747,0.9974330538923009,0.577960398423644,1.5422723644007143e-05
submission_label_prior_gate_orthcap010q3_r8_S2__subject_joint_a0.5_w0.25_sh8.csv,0.5612142055449321,0.006316719144885075,0.09247652159122513,0.9874857179238807,0.5779781183143349,3.314261433481841e-05
