base_mean_loss,nested_mean_loss,nested_delta_mean,nested_win_rate,fixed_stage2_mean_loss,fixed_stage2_delta_mean,fixed_stage2_win_rate
0.568596322881651,0.5779466994522392,0.009350376570588273,0.0,0.5658154516400058,-0.0027808712416450923,1.0
