pred_index,filter,n_scenarios,tag,strategy,source,mask_name,alpha,local_delta,mean_pred_delta,p90_pred_delta,p95_pred_delta,mean_vs_e95,p90_vs_e95,p95_vs_e95,beat_e95_rate
289,broad,3452,e142_cell_clip_530ea6a0,transfer_budget_clip,,,,-3.071924941422388e-05,-2.901801454260709e-05,-1.7438788484377638e-05,-1.574160895570143e-05,-1.3707314542558567e-05,-2.1280884843291106e-06,-4.309089556529026e-07,0.9608922363847046
289,tight,2790,e142_cell_clip_530ea6a0,transfer_budget_clip,,,,-3.071924941422388e-05,-2.6183002517168673e-05,-1.7369929962913926e-05,-1.5749507308935394e-05,-1.087230251712015e-05,-2.0592299628654006e-06,-4.3880730888686586e-07,0.9620071684587813
289,e101_order,57,e142_cell_clip_530ea6a0,transfer_budget_clip,,,,-3.071924941422388e-05,-1.8367384939412115e-05,-1.2653874149476372e-05,-1.1628915602003714e-05,-3.056684939363591e-06,2.656825850572155e-06,3.6817843980448127e-06,0.7543859649122807
289,e101_sensor,57,e142_cell_clip_530ea6a0,transfer_budget_clip,,,,-3.071924941422388e-05,-1.8367384939412115e-05,-1.2653874149476372e-05,-1.1628915602003714e-05,-3.056684939363591e-06,2.656825850572155e-06,3.6817843980448127e-06,0.7543859649122807
290,broad,3452,e142_cell_clip_5ed7e2ff,transfer_budget_clip,,,,-3.0719730713668625e-05,-2.8990536837017323e-05,-1.7408764073618852e-05,-1.5726790159892894e-05,-1.3679836836968796e-05,-2.0980640735703237e-06,-4.160901598443669e-07,0.9603128621089224
290,tight,2790,e142_cell_clip_5ed7e2ff,transfer_budget_clip,,,,-3.0719730713668625e-05,-2.615734503266751e-05,-1.7366045271116055e-05,-1.5739428964542306e-05,-1.0846645032618983e-05,-2.0553452710675293e-06,-4.2872896449378056e-07,0.9612903225806452
290,e101_order,57,e142_cell_clip_5ed7e2ff,transfer_budget_clip,,,,-3.0719730713668625e-05,-1.8332092325909803e-05,-1.2522673459220719e-05,-1.1629031664571632e-05,-3.0213923258612745e-06,2.788026540827809e-06,3.681668335476896e-06,0.7543859649122807
290,e101_sensor,57,e142_cell_clip_5ed7e2ff,transfer_budget_clip,,,,-3.0719730713668625e-05,-1.8332092325909803e-05,-1.2522673459220719e-05,-1.1629031664571632e-05,-3.0213923258612745e-06,2.788026540827809e-06,3.681668335476896e-06,0.7543859649122807
316,broad,3452,e142_cell_clip_eb4f42b1,transfer_budget_clip,,,,-3.071948618305065e-05,-2.903957851095989e-05,-1.744539189622899e-05,-1.584215204965727e-05,-1.3728878510911361e-05,-2.134691896180462e-06,-5.314520496087437e-07,0.9629200463499421
316,tight,2790,e142_cell_clip_eb4f42b1,transfer_budget_clip,,,,-3.071948618305065e-05,-2.6204826838511723e-05,-1.737134454379054e-05,-1.5861121463694337e-05,-1.0894126838463195e-05,-2.060644543742011e-06,-5.504214636458101e-07,0.964516129032258
316,e101_order,57,e142_cell_clip_eb4f42b1,transfer_budget_clip,,,,-3.071948618305065e-05,-1.8481768649955156e-05,-1.265399404494349e-05,-1.1628972697432221e-05,-3.171068649906625e-06,2.6567059551050376e-06,3.6817273026163062e-06,0.7543859649122807
316,e101_sensor,57,e142_cell_clip_eb4f42b1,transfer_budget_clip,,,,-3.071948618305065e-05,-1.8481768649955156e-05,-1.265399404494349e-05,-1.1628972697432221e-05,-3.171068649906625e-06,2.6567059551050376e-06,3.6817273026163062e-06,0.7543859649122807
317,broad,3452,e142_cell_clip_b9d74000,transfer_budget_clip,,,,-3.072166245043917e-05,-2.901126476953737e-05,-1.7410646697707437e-05,-1.5795444804936926e-05,-1.3700564769488843e-05,-2.0999466976589115e-06,-4.847448048883983e-07,0.9617612977983777
317,tight,2790,e142_cell_clip_b9d74000,transfer_budget_clip,,,,-3.072166245043917e-05,-2.6177077136291936e-05,-1.7367384620080266e-05,-1.5818870924336254e-05,-1.0866377136243407e-05,-2.056684620031739e-06,-5.08170924287726e-07,0.9630824372759856
317,e101_order,57,e142_cell_clip_b9d74000,transfer_budget_clip,,,,-3.072166245043917e-05,-1.8410353585182683e-05,-1.2523421942932505e-05,-1.1629497491683159e-05,-3.0996535851341516e-06,2.7872780571160227e-06,3.681202508365368e-06,0.7543859649122807
317,e101_sensor,57,e142_cell_clip_b9d74000,transfer_budget_clip,,,,-3.072166245043917e-05,-1.8410353585182683e-05,-1.2523421942932505e-05,-1.1629497491683159e-05,-3.0996535851341516e-06,2.7872780571160227e-06,3.681202508365368e-06,0.7543859649122807
351,broad,3452,e142_cell_clip_3bfe57fa,transfer_budget_clip,,,,-3.0719270295631596e-05,-2.9090546149813492e-05,-1.747411946418438e-05,-1.5833646361792718e-05,-1.3779846149764965e-05,-2.163419464135852e-06,-5.229463617441893e-07,0.9611819235225956
351,tight,2790,e142_cell_clip_3bfe57fa,transfer_budget_clip,,,,-3.0719270295631596e-05,-2.6252354867767684e-05,-1.739986065134357e-05,-1.5860857648635457e-05,-1.0941654867719155e-05,-2.0891606512950423e-06,-5.501576485869298e-07,0.9623655913978495
351,e101_order,57,e142_cell_clip_3bfe57fa,transfer_budget_clip,,,,-3.0719270295631596e-05,-1.8414710903089363e-05,-1.2653884723444939e-05,-1.1628920637434002e-05,-3.1040109030408377e-06,2.656815276603588e-06,3.6817793626145253e-06,0.7543859649122807
351,e101_sensor,57,e142_cell_clip_3bfe57fa,transfer_budget_clip,,,,-3.0719270295631596e-05,-1.8414710903089363e-05,-1.2653884723444939e-05,-1.1628920637434002e-05,-3.1040109030408377e-06,2.656815276603588e-06,3.6817793626145253e-06,0.7543859649122807
352,broad,3452,e142_cell_clip_f1e29862,transfer_budget_clip,,,,-3.071991511227612e-05,-2.9052873989468002e-05,-1.7466555685710054e-05,-1.576196579245196e-05,-1.3742173989419479e-05,-2.1558556856615273e-06,-4.512657924034325e-07,0.9611819235225956
352,tight,2790,e142_cell_clip_f1e29862,transfer_budget_clip,,,,-3.071991511227612e-05,-2.62166504226603e-05,-1.7380122073958133e-05,-1.5819724984125642e-05,-1.0905950422611766e-05,-2.0694220739096053e-06,-5.090249840771163e-07,0.9623655913978495
352,e101_order,57,e142_cell_clip_f1e29862,transfer_budget_clip,,,,-3.071991511227612e-05,-1.8376759638819338e-05,-1.265421124697363e-05,-1.1629076131225683e-05,-3.0660596387708107e-06,2.656488753074897e-06,3.6816238688228436e-06,0.7543859649122807
352,e101_sensor,57,e142_cell_clip_f1e29862,transfer_budget_clip,,,,-3.071991511227612e-05,-1.8376759638819338e-05,-1.265421124697363e-05,-1.1629076131225683e-05,-3.0660596387708107e-06,2.656488753074897e-06,3.6816238688228436e-06,0.7543859649122807
353,broad,3452,e142_cell_clip_1f386f43,transfer_budget_clip,,,,-3.07203312062132e-05,-2.9014348487636823e-05,-1.7410923065782255e-05,-1.5741473045188914e-05,-1.3703648487588295e-05,-2.100223065733728e-06,-4.30773045140388e-07,0.9603128621089224
353,tight,2790,e142_cell_clip_1f386f43,transfer_budget_clip,,,,-3.07203312062132e-05,-2.6180245417981232e-05,-1.7369942590520955e-05,-1.5750423179644044e-05,-1.0869545417932705e-05,-2.0592425904724265e-06,-4.3972317959551526e-07,0.9612903225806452
353,e101_order,57,e142_cell_clip_1f386f43,transfer_budget_clip,,,,-3.07203312062132e-05,-1.8338520488011262e-05,-1.2522906130097786e-05,-1.1629176469863841e-05,-3.0278204879627367e-06,2.787793869950742e-06,3.681523530184685e-06,0.7543859649122807
