combo,n_ops,targets,base_loss,candidate_loss,delta,subject_half_delta,subject_half_win_rate,geometry_delta,geometry_win_rate
q1_s2_s4_rank,3,"Q1,S2,S4",0.5675309246898171,0.5657240630595054,-0.0018068616303117402,-0.0017863284788748007,1.0,-0.0016284891432700038,1.0
q1_s2_rank,2,"Q1,S2",0.5675309246898171,0.5661972854763102,-0.001333639213506932,-0.0012952365993210094,1.0,-0.0013572582288844948,0.875
q1_s4_rank,2,"Q1,S4",0.5675309246898171,0.5663484094448562,-0.0011825152449609355,-0.0011873545387725494,0.9846153846153847,-0.0009421447372896935,0.875
s2_s4_rank,2,"S2,S4",0.5675309246898171,0.5664333558876615,-0.001097568802155613,-0.001090065819656048,1.0,-0.0009575753203657916,0.875
q1_rank,1,Q1,0.5675309246898171,0.566821631861661,-0.0007092928281561273,-0.0006962626592187587,0.9769230769230769,-0.0006709138229042122,0.75
s2_rank,1,S2,0.5675309246898171,0.5669065783044663,-0.0006243463853508047,-0.0005989739401022615,0.9346153846153846,-0.0006863444059803103,0.875
s4_deep_rank,1,S4,0.5675309246898171,0.5670577022730123,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625
s4_deep_z,1,S4,0.5675309246898171,0.567107145200636,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625
