target,view_id,split,mode,rep,null_delta
S1,raw_day,subject,subject,2,0.005918935105171164
S1,raw_day,subject,subject,3,0.004650723283730063
S1,raw_day,subject,subject,4,0.0030137015183554494
S1,raw_day,subject,subject,5,0.002998757344727321
S1,raw_day,subject,subject,6,0.001410127714251752
S1,raw_day,subject,subject,7,0.01802691628510178
S1,raw_day,subject,dateblock,0,-0.004641918038177151
S1,raw_day,subject,dateblock,1,-0.004026529954675784
S1,raw_day,subject,dateblock,2,-0.0044244091998476565
S1,raw_day,subject,dateblock,3,-0.0035040862329887013
S1,raw_day,subject,dateblock,4,-0.006508932091879971
S1,raw_day,subject,dateblock,5,-0.011136732032434149
S1,raw_day,subject,dateblock,6,-0.0034364295563609204
S1,raw_day,subject,dateblock,7,0.00098670717149274
S1,family_story,subject,row,0,0.00544322218270088
S1,family_story,subject,row,1,0.00021308192708635598
S1,family_story,subject,row,2,0.0007279463271477882
S1,family_story,subject,row,3,0.0018409583953107322
S1,family_story,subject,row,4,-0.0004900781584438185
S1,family_story,subject,row,5,0.004946576483224385
S1,family_story,subject,row,6,0.0031994521583745827
S1,family_story,subject,row,7,-0.00023280195937680492
S1,family_story,subject,subject,0,0.0026138168922289484
S1,family_story,subject,subject,1,0.003897298860278786
S1,family_story,subject,subject,2,0.0009580876128860716
S1,family_story,subject,subject,3,0.002910017983451363
S1,family_story,subject,subject,4,-0.0012743633062374249
S1,family_story,subject,subject,5,0.0025268708328682887
S1,family_story,subject,subject,6,0.002029056285345554
S1,family_story,subject,subject,7,0.0017169861001388176
S1,family_story,subject,dateblock,0,-0.0036961787104600186
S1,family_story,subject,dateblock,1,0.002665335085517584
S1,family_story,subject,dateblock,2,-0.0005762799861627199
S1,family_story,subject,dateblock,3,0.0024541284205831237
S1,family_story,subject,dateblock,4,-0.0032192214387580798
S1,family_story,subject,dateblock,5,-0.004324167934377954
S1,family_story,subject,dateblock,6,0.004483544751395674
S1,family_story,subject,dateblock,7,0.0049894214417536276
S1,family_jepa_story,subject,row,0,0.0034696652385521887
S1,family_jepa_story,subject,row,1,0.0019448169905381674
S1,family_jepa_story,subject,row,2,0.002585427254663819
S1,family_jepa_story,subject,row,3,0.002113926824786394
S1,family_jepa_story,subject,row,4,0.0009052904426721797
S1,family_jepa_story,subject,row,5,4.403730846203047e-05
S1,family_jepa_story,subject,row,6,-0.0006358836276653124
S1,family_jepa_story,subject,row,7,0.0017692200582759554
S1,family_jepa_story,subject,subject,0,-0.005946189747767394
S1,family_jepa_story,subject,subject,1,0.00474246985927973
S1,family_jepa_story,subject,subject,2,-0.0011411213158808442
S1,family_jepa_story,subject,subject,3,-0.0009248745008546555
S1,family_jepa_story,subject,subject,4,0.004301957297723202
S1,family_jepa_story,subject,subject,5,-0.004499314503696561
S1,family_jepa_story,subject,subject,6,0.014602056738857394
S1,family_jepa_story,subject,subject,7,-0.0011138385282190022
S1,family_jepa_story,subject,dateblock,0,0.0023419787678757853
S1,family_jepa_story,subject,dateblock,1,3.480621248208582e-05
S1,family_jepa_story,subject,dateblock,2,0.004433443300126516
S1,family_jepa_story,subject,dateblock,3,0.007091451838045493
S1,family_jepa_story,subject,dateblock,4,-0.001661512207817295
S1,family_jepa_story,subject,dateblock,5,-0.003494397197749355
S1,family_jepa_story,subject,dateblock,6,0.004745973342449417
S1,family_jepa_story,subject,dateblock,7,-0.003482509667475542
S2,family,subject,row,0,0.00013215795555665544
S2,family,subject,row,1,0.000997491841262188
S2,family,subject,row,2,-0.0017262864243646758
S2,family,subject,row,3,0.004077455666079088
S2,family,subject,row,4,-0.0018674446693444091
S2,family,subject,row,5,0.0007201186296357243
S2,family,subject,row,6,0.009909177548090398
S2,family,subject,row,7,4.893542123762806e-05
S2,family,subject,subject,0,0.0015924474438165914
S2,family,subject,subject,1,-0.0022345283425129203
S2,family,subject,subject,2,-9.683772896418308e-05
S2,family,subject,subject,3,0.001793479851460833
S2,family,subject,subject,4,0.018346987302327644
S2,family,subject,subject,5,0.001966851177893969
S2,family,subject,subject,6,0.005576807126704941
S2,family,subject,subject,7,-0.0009356652469146853
S2,family,subject,dateblock,0,0.007085194220704638
S2,family,subject,dateblock,1,0.0029704343446093073
S2,family,subject,dateblock,2,0.003609398217512272
S2,family,subject,dateblock,3,0.0006502990810859366
S2,family,subject,dateblock,4,0.0003938881333385158
S2,family,subject,dateblock,5,0.0007624605842500021
S2,family,subject,dateblock,6,0.009381528345663304
S2,family,subject,dateblock,7,-0.0014927319434131503
S2,jepa_resid,subject,row,0,0.0006257054923316518
S2,jepa_resid,subject,row,1,0.011329153750192167
S2,jepa_resid,subject,row,2,-0.006948366816378004
S2,jepa_resid,subject,row,3,0.004280521075020638
S2,jepa_resid,subject,row,4,0.0017223153745679065
S2,jepa_resid,subject,row,5,0.001921130130077664
S2,jepa_resid,subject,row,6,0.002025089876262709
S2,jepa_resid,subject,row,7,0.008032426082270838
S2,jepa_resid,subject,subject,0,0.0013848465067298754
S2,jepa_resid,subject,subject,1,0.0068549825260287855
S2,jepa_resid,subject,subject,2,0.019467135965391402
S2,jepa_resid,subject,subject,3,0.03281145328240909
S2,jepa_resid,subject,subject,4,0.0069728046141066535
S2,jepa_resid,subject,subject,5,0.0165306243868496
S2,jepa_resid,subject,subject,6,0.06742997915584437
S2,jepa_resid,subject,subject,7,-0.0013153009127492288
S2,jepa_resid,subject,dateblock,0,0.006582112701565279
S2,jepa_resid,subject,dateblock,1,0.024413699904081376
S2,jepa_resid,subject,dateblock,2,0.00688602828569318
S2,jepa_resid,subject,dateblock,3,0.002217968979500995
S2,jepa_resid,subject,dateblock,4,0.003701092749760604
S2,jepa_resid,subject,dateblock,5,0.0023650240982139303
S2,jepa_resid,subject,dateblock,6,0.019552097913295707
S2,jepa_resid,subject,dateblock,7,0.005790784808266447
S2,story_bundle,subject,row,0,0.008586569290745527
S2,story_bundle,subject,row,1,0.005465600481218691
S2,story_bundle,subject,row,2,-0.000608328203510422
S2,story_bundle,subject,row,3,-0.004309367019615928
S2,story_bundle,subject,row,4,0.0006333133463469753
S2,story_bundle,subject,row,5,-0.0004957350393275384
S2,story_bundle,subject,row,6,-0.0014170715403970524
S2,story_bundle,subject,row,7,-0.001639805768096525
S2,story_bundle,subject,subject,0,-0.007321414692477601
S2,story_bundle,subject,subject,1,0.0011764738347028736
S2,story_bundle,subject,subject,2,-0.0005023080016002268
S2,story_bundle,subject,subject,3,0.010068786127354068
S2,story_bundle,subject,subject,4,-0.003969837407702292
S2,story_bundle,subject,subject,5,-0.004730556482684056
S2,story_bundle,subject,subject,6,-0.006550622663506256
S2,story_bundle,subject,subject,7,0.00792988241750514
S2,story_bundle,subject,dateblock,0,-0.0026557602605480346
S2,story_bundle,subject,dateblock,1,-0.0010647846008059458
S2,story_bundle,subject,dateblock,2,-0.0016703043043213572
S2,story_bundle,subject,dateblock,3,0.0012787826006082081
S2,story_bundle,subject,dateblock,4,-0.002820641045820471
S2,story_bundle,subject,dateblock,5,-0.0029138581408637565
S2,story_bundle,subject,dateblock,6,-0.0070514262270013894
S2,story_bundle,subject,dateblock,7,-0.004110030444030133
S2,raw_day,subject,row,0,0.002498279762897848
S2,raw_day,subject,row,1,-0.002198698123904941
S2,raw_day,subject,row,2,0.00019496840116683956
S2,raw_day,subject,row,3,0.0019684554869117132
S2,raw_day,subject,row,4,0.0019111724297434796
S2,raw_day,subject,row,5,0.0034978564376466625
S2,raw_day,subject,row,6,0.0019153326229763845
S2,raw_day,subject,row,7,-0.0005316473530629917
S2,raw_day,subject,subject,0,-0.0018560996663601337
S2,raw_day,subject,subject,1,-0.011877824110260615
S2,raw_day,subject,subject,2,0.006990510168941477
S2,raw_day,subject,subject,3,0.014331702918281453
S2,raw_day,subject,subject,4,0.0053339125988132174
S2,raw_day,subject,subject,5,-0.0039865500714764135
S2,raw_day,subject,subject,6,0.0034778598972969865
S2,raw_day,subject,subject,7,0.002805824342463792
S2,raw_day,subject,dateblock,0,0.0004175608689075405
S2,raw_day,subject,dateblock,1,-0.00931788347613649
S2,raw_day,subject,dateblock,2,-0.010085256283532296
S2,raw_day,subject,dateblock,3,-0.015240132804361206
S2,raw_day,subject,dateblock,4,-0.01743335559009429
S2,raw_day,subject,dateblock,5,0.011164043876240926
S2,raw_day,subject,dateblock,6,-0.009536449203732311
S2,raw_day,subject,dateblock,7,-0.0077974403907513645
S2,family_story,subject,row,0,0.0010273275143398708
S2,family_story,subject,row,1,0.002605076809972906
S2,family_story,subject,row,2,0.000703588714741743
S2,family_story,subject,row,3,6.016703338473928e-05
S2,family_story,subject,row,4,0.0014699714454663448
S2,family_story,subject,row,5,0.0057037106389751235
S2,family_story,subject,row,6,0.004410992944111403
S2,family_story,subject,row,7,0.005593892548520718
S2,family_story,subject,subject,0,0.0006678278433908114
S2,family_story,subject,subject,1,-0.0037745617463176284
S2,family_story,subject,subject,2,0.003005881860620452
S2,family_story,subject,subject,3,0.002075235960006694
S2,family_story,subject,subject,4,0.010193065433839688
S2,family_story,subject,subject,5,0.0003811351880952385
S2,family_story,subject,subject,6,0.002450290331272642
S2,family_story,subject,subject,7,-0.005772904641687782
S2,family_story,subject,dateblock,0,0.006209467346132147
S2,family_story,subject,dateblock,1,0.003927229344571459
S2,family_story,subject,dateblock,2,0.0064255111167675905
S2,family_story,subject,dateblock,3,-0.0012570591048064461
S2,family_story,subject,dateblock,4,0.0014982075076562795
S2,family_story,subject,dateblock,5,0.0023599850768892816
S2,family_story,subject,dateblock,6,0.004585480801246655
S2,family_story,subject,dateblock,7,-0.00027939708706026245
S2,family_jepa_story,subject,row,0,0.001983882579784879
S2,family_jepa_story,subject,row,1,0.00033915024714059605
S2,family_jepa_story,subject,row,2,-0.0010828332739980517
S2,family_jepa_story,subject,row,3,0.0012851465114651628
S2,family_jepa_story,subject,row,4,0.0054917078307143985
S2,family_jepa_story,subject,row,5,0.002604081851300011
S2,family_jepa_story,subject,row,6,-0.0006066197060642375
S2,family_jepa_story,subject,row,7,0.0012886636351744363
S2,family_jepa_story,subject,subject,0,0.004091530444141789
S2,family_jepa_story,subject,subject,1,-0.0010113375409400716
S2,family_jepa_story,subject,subject,2,0.005228975615708675
S2,family_jepa_story,subject,subject,3,-0.0011990427452843733
S2,family_jepa_story,subject,subject,4,0.0022290682342936963
S2,family_jepa_story,subject,subject,5,0.006924212408784602
S2,family_jepa_story,subject,subject,6,0.0027558568418446505
S2,family_jepa_story,subject,subject,7,0.002215097268802202
S2,family_jepa_story,subject,dateblock,0,-0.0009128500321470279
S2,family_jepa_story,subject,dateblock,1,0.0012671544479819774
S2,family_jepa_story,subject,dateblock,2,0.0013442881282733632
S2,family_jepa_story,subject,dateblock,3,-0.0004786972880450602
S2,family_jepa_story,subject,dateblock,4,0.0019349891158642052
S2,family_jepa_story,subject,dateblock,5,-0.0001066222557414287
S2,family_jepa_story,subject,dateblock,6,0.0006007723960846922
S2,family_jepa_story,subject,dateblock,7,0.003808187519274142
S3,family,subject,row,0,0.0022855234882063202
S3,family,subject,row,1,0.0008165780842083192
S3,family,subject,row,2,-0.001705490125047504
S3,family,subject,row,3,0.008373612231931338
S3,family,subject,row,4,0.0029340098327181874
S3,family,subject,row,5,-0.0004910648440944465
S3,family,subject,row,6,-0.002272162769717867
S3,family,subject,row,7,0.004111547310780672
S3,family,subject,subject,0,3.6706603098513035e-05
S3,family,subject,subject,1,0.001078915112973422
S3,family,subject,subject,2,0.01205249471953973
S3,family,subject,subject,3,0.0008896122778949689
S3,family,subject,subject,4,0.0024041007499328026
S3,family,subject,subject,5,0.0008848081554287957
S3,family,subject,subject,6,-9.968369152946188e-05
S3,family,subject,subject,7,0.00026678670272550775
S3,family,subject,dateblock,0,-4.361923127382816e-05
S3,family,subject,dateblock,1,0.003571543709827263
S3,family,subject,dateblock,2,0.0035890826032030088
S3,family,subject,dateblock,3,0.0016110207523923892
S3,family,subject,dateblock,4,-0.00019404649655319073
S3,family,subject,dateblock,5,-0.0012834939894567077
S3,family,subject,dateblock,6,0.0013199823261430543
S3,family,subject,dateblock,7,0.004302701767023298
S3,jepa_resid,subject,row,0,0.005872579738224526
S3,jepa_resid,subject,row,1,0.0030583063448961223
S3,jepa_resid,subject,row,2,0.00011799000158263517
S3,jepa_resid,subject,row,3,0.001494776978561263
S3,jepa_resid,subject,row,4,-0.0029376934214039307
S3,jepa_resid,subject,row,5,0.0019766477152014517
S3,jepa_resid,subject,row,6,0.002179078307504967
S3,jepa_resid,subject,row,7,0.0015063800661245796
S3,jepa_resid,subject,subject,0,-0.007295955690018063
S3,jepa_resid,subject,subject,1,0.0020735759058503334
S3,jepa_resid,subject,subject,2,-0.0010630704396369373
S3,jepa_resid,subject,subject,3,0.0029220400759985
S3,jepa_resid,subject,subject,4,0.00538351649411184
S3,jepa_resid,subject,subject,5,-0.00445892828832839
S3,jepa_resid,subject,subject,6,0.005501078607107357
S3,jepa_resid,subject,subject,7,0.004379802149326983
S3,jepa_resid,subject,dateblock,0,0.014080934926396504
S3,jepa_resid,subject,dateblock,1,0.010992349004005475
S3,jepa_resid,subject,dateblock,2,0.008956422458230695
S3,jepa_resid,subject,dateblock,3,0.0093936617580751
S3,jepa_resid,subject,dateblock,4,0.0012693341633152055
S3,jepa_resid,subject,dateblock,5,0.01258903751996665
S3,jepa_resid,subject,dateblock,6,0.00652892682888373
S3,jepa_resid,subject,dateblock,7,0.009285333836310805
S3,story_bundle,subject,row,0,0.0032784409345606447
S3,story_bundle,subject,row,1,0.0023752058504910023
S3,story_bundle,subject,row,2,-0.00039395388962515376
S3,story_bundle,subject,row,3,0.00714923542275403
S3,story_bundle,subject,row,4,0.0011810032754419053
S3,story_bundle,subject,row,5,0.0030219329728194966
S3,story_bundle,subject,row,6,0.002153684948835277
S3,story_bundle,subject,row,7,-6.880326814295845e-05
S3,story_bundle,subject,subject,0,-0.0017474578675396035
S3,story_bundle,subject,subject,1,0.004503702142889976
S3,story_bundle,subject,subject,2,-0.010496672782352445
S3,story_bundle,subject,subject,3,-0.0080456145492932
S3,story_bundle,subject,subject,4,0.0014203673223172064
S3,story_bundle,subject,subject,5,-0.0018987922894231346
S3,story_bundle,subject,subject,6,-0.004334969942224265
S3,story_bundle,subject,subject,7,0.00987470157473358
S3,story_bundle,subject,dateblock,0,0.012759255058160779
S3,story_bundle,subject,dateblock,1,0.011546748145312868
S3,story_bundle,subject,dateblock,2,-0.00017308901086754425
S3,story_bundle,subject,dateblock,3,0.009935549281326783
S3,story_bundle,subject,dateblock,4,0.007788847113412323
S3,story_bundle,subject,dateblock,5,0.006018505728247359
S3,story_bundle,subject,dateblock,6,2.9261224969268085e-05
S3,story_bundle,subject,dateblock,7,-0.003176559266337864
S3,raw_day,subject,row,0,0.003288822841935213
S3,raw_day,subject,row,1,0.003435747273918266
S3,raw_day,subject,row,2,0.0010413560221367302
S3,raw_day,subject,row,3,-0.003063726846740833
S3,raw_day,subject,row,4,-0.001241683957842854
S3,raw_day,subject,row,5,-0.000562182148130419
S3,raw_day,subject,row,6,0.0024948763977701294
S3,raw_day,subject,row,7,0.005498002828759896
S3,raw_day,subject,subject,0,-0.008572703572310991
S3,raw_day,subject,subject,1,0.020205335515315115
S3,raw_day,subject,subject,2,-0.001000621849618244
S3,raw_day,subject,subject,3,0.0020958097776724305
S3,raw_day,subject,subject,4,-0.002910253215173686
S3,raw_day,subject,subject,5,-0.0054563226118548025
S3,raw_day,subject,subject,6,0.0005437607343510287
S3,raw_day,subject,subject,7,0.02652068846396516
S3,raw_day,subject,dateblock,0,0.01620347606086725
S3,raw_day,subject,dateblock,1,-0.0005097761153235458
S3,raw_day,subject,dateblock,2,0.0010003666272053735
S3,raw_day,subject,dateblock,3,0.0005150982007502414
S3,raw_day,subject,dateblock,4,0.011404861304598723
S3,raw_day,subject,dateblock,5,0.008796900578389999
S3,raw_day,subject,dateblock,6,0.010473576089816916
S3,raw_day,subject,dateblock,7,0.004204528906353366
S3,family_story,subject,row,0,0.005391539793599964
S3,family_story,subject,row,1,0.005895794819948841
S3,family_story,subject,row,2,0.003293822364520693
S3,family_story,subject,row,3,0.0026000363539903093
S3,family_story,subject,row,4,0.002362063971054096
S3,family_story,subject,row,5,0.007039339800089195
S3,family_story,subject,row,6,0.0024356883345750813
S3,family_story,subject,row,7,-0.0019008942983135269
S3,family_story,subject,subject,0,0.00721726278465451
S3,family_story,subject,subject,1,0.011566974435662458
S3,family_story,subject,subject,2,-0.002313201929696085
S3,family_story,subject,subject,3,0.010265752183399868
S3,family_story,subject,subject,4,-0.007958818653329813
S3,family_story,subject,subject,5,-0.004799704821114359
S3,family_story,subject,subject,6,0.007793610532066952
S3,family_story,subject,subject,7,-0.009028268173171372
S3,family_story,subject,dateblock,0,0.015117320439900217
S3,family_story,subject,dateblock,1,-0.0003422932955514657
S3,family_story,subject,dateblock,2,0.022367383177446687
S3,family_story,subject,dateblock,3,0.00857024558729258
S3,family_story,subject,dateblock,4,0.006708345553267825
S3,family_story,subject,dateblock,5,0.014097206831580444
S3,family_story,subject,dateblock,6,0.009867676291238858
S3,family_story,subject,dateblock,7,0.01582848343560539
S3,family_jepa_story,subject,row,0,0.0007784287993420902
S3,family_jepa_story,subject,row,1,0.004415365302191998
S3,family_jepa_story,subject,row,2,0.004085644694912793
S3,family_jepa_story,subject,row,3,0.0016324321988918644
S3,family_jepa_story,subject,row,4,0.0010996639924584217
S3,family_jepa_story,subject,row,5,0.0019800529464428784
S3,family_jepa_story,subject,row,6,0.0007314536918758829
S3,family_jepa_story,subject,row,7,0.0016649162487255564
S3,family_jepa_story,subject,subject,0,-0.0004339784876873365
S3,family_jepa_story,subject,subject,1,0.008282948798036815
S3,family_jepa_story,subject,subject,2,0.012372175453253642
S3,family_jepa_story,subject,subject,3,0.0027589470436212293
S3,family_jepa_story,subject,subject,4,0.001972796671796062
S3,family_jepa_story,subject,subject,5,0.005691132812999156
S3,family_jepa_story,subject,subject,6,0.005221104445202629
S3,family_jepa_story,subject,subject,7,-0.01147310265367063
S3,family_jepa_story,subject,dateblock,0,0.007982428573478084
S3,family_jepa_story,subject,dateblock,1,0.01062186452521341
S3,family_jepa_story,subject,dateblock,2,0.004929552856351105
S3,family_jepa_story,subject,dateblock,3,0.009456433164429234
S3,family_jepa_story,subject,dateblock,4,0.013646690504638737
S3,family_jepa_story,subject,dateblock,5,0.0036836491686199624
S3,family_jepa_story,subject,dateblock,6,0.00840215879905648
S3,family_jepa_story,subject,dateblock,7,0.008876823007887946
S4,family,subject,row,0,-0.0001418547003567694
S4,family,subject,row,1,-0.002272527890787468
S4,family,subject,row,2,0.0011611576352169584
S4,family,subject,row,3,0.0022258744973966405
S4,family,subject,row,4,0.0017760884855986259
S4,family,subject,row,5,0.0014148824633974932
S4,family,subject,row,6,0.0011846923191988212
S4,family,subject,row,7,0.0013767722217354894
S4,family,subject,subject,0,0.01319991183266589
S4,family,subject,subject,1,-0.0009820188858105094
S4,family,subject,subject,2,0.006808762522609757
S4,family,subject,subject,3,-0.00866201127356181
S4,family,subject,subject,4,-0.0002915976081696581
S4,family,subject,subject,5,0.015763901010894976
S4,family,subject,subject,6,0.004370213639024345
S4,family,subject,subject,7,-0.014561782970789916
S4,family,subject,dateblock,0,0.022530299369996398
S4,family,subject,dateblock,1,0.010582594161939074
S4,family,subject,dateblock,2,0.027262658844002585
S4,family,subject,dateblock,3,0.008325594687991655
S4,family,subject,dateblock,4,0.024062457975294604
S4,family,subject,dateblock,5,0.010867648973025501
S4,family,subject,dateblock,6,0.005638330956769466
S4,family,subject,dateblock,7,0.02160508584843679
S4,jepa_resid,subject,row,0,0.0022840868270131987
S4,jepa_resid,subject,row,1,0.005437022505445199
S4,jepa_resid,subject,row,2,0.006889749933324918
S4,jepa_resid,subject,row,3,0.0012526836043345035
S4,jepa_resid,subject,row,4,0.0058566712606574756
S4,jepa_resid,subject,row,5,0.00020176416790496088
S4,jepa_resid,subject,row,6,0.0055081541076758
S4,jepa_resid,subject,row,7,0.0011044631136166716
S4,jepa_resid,subject,subject,0,0.0041366163354301655
S4,jepa_resid,subject,subject,1,-0.002318046564471987
S4,jepa_resid,subject,subject,2,0.0017404105271375814
S4,jepa_resid,subject,subject,3,0.004926082801331222
S4,jepa_resid,subject,subject,4,-0.0013509168794250126
S4,jepa_resid,subject,subject,5,-0.0033301754361794167
S4,jepa_resid,subject,subject,6,0.00010527702271023731
S4,jepa_resid,subject,subject,7,0.003340812165538165
S4,jepa_resid,subject,dateblock,0,0.002333368064470598
S4,jepa_resid,subject,dateblock,1,0.003310057054299431
S4,jepa_resid,subject,dateblock,2,0.009626943419455247
S4,jepa_resid,subject,dateblock,3,0.0038503237730671547
S4,jepa_resid,subject,dateblock,4,0.002929854923958475
S4,jepa_resid,subject,dateblock,5,0.005348186539998134
S4,jepa_resid,subject,dateblock,6,0.002661236427213165
S4,jepa_resid,subject,dateblock,7,0.0015516486844968647
S4,story_bundle,subject,row,0,6.087740955262877e-05
S4,story_bundle,subject,row,1,0.00536810012390998
S4,story_bundle,subject,row,2,0.0027118960576769657
S4,story_bundle,subject,row,3,0.00038926047092735505
S4,story_bundle,subject,row,4,0.0019110266020245792
S4,story_bundle,subject,row,5,-0.0009818383199295955
S4,story_bundle,subject,row,6,0.0005746391145182717
S4,story_bundle,subject,row,7,0.001121156726386352
S4,story_bundle,subject,subject,0,0.0013755728087365693
S4,story_bundle,subject,subject,1,-0.00579225456683774
S4,story_bundle,subject,subject,2,0.003735245540872012
S4,story_bundle,subject,subject,3,0.008902003030718308
S4,story_bundle,subject,subject,4,0.0015103062435769532
S4,story_bundle,subject,subject,5,0.0024558173298638852
S4,story_bundle,subject,subject,6,0.00153791966313932
S4,story_bundle,subject,subject,7,-0.019164068473539908
S4,story_bundle,subject,dateblock,0,-0.0025891484794136055
S4,story_bundle,subject,dateblock,1,0.0014006107128546885
S4,story_bundle,subject,dateblock,2,0.0037105619985848826
S4,story_bundle,subject,dateblock,3,-0.00670067439831501
S4,story_bundle,subject,dateblock,4,0.006222083764556352
S4,story_bundle,subject,dateblock,5,0.000856548474672425
S4,story_bundle,subject,dateblock,6,0.003014270497691207
S4,story_bundle,subject,dateblock,7,-0.010795018289093239
S4,raw_day,subject,row,0,-0.0030037543068738293
S4,raw_day,subject,row,1,-0.00030071465120040664
S4,raw_day,subject,row,2,0.0029527924666975514
S4,raw_day,subject,row,3,0.0002920152012749755
S4,raw_day,subject,row,4,0.005448759888574073
S4,raw_day,subject,row,5,0.0030392147444342488
S4,raw_day,subject,row,6,0.00562371005835105
S4,raw_day,subject,row,7,0.0011378627515543638
S4,raw_day,subject,subject,0,0.0008595902908111741
S4,raw_day,subject,subject,1,0.008738793745761475
S4,raw_day,subject,subject,2,0.0027977777444269103
S4,raw_day,subject,subject,3,0.007649024288201467
S4,raw_day,subject,subject,4,0.007362249204904248
S4,raw_day,subject,subject,5,0.0016575082379861605
S4,raw_day,subject,subject,6,0.0068949377738777295
S4,raw_day,subject,subject,7,-0.0035289892699997827
S4,raw_day,subject,dateblock,0,0.007144679022775047
S4,raw_day,subject,dateblock,1,0.0020641214686012432
S4,raw_day,subject,dateblock,2,0.005897806400738892
S4,raw_day,subject,dateblock,3,0.0008858978421797392
S4,raw_day,subject,dateblock,4,-0.005303563890261986
S4,raw_day,subject,dateblock,5,0.0007628338007010793
S4,raw_day,subject,dateblock,6,0.001446106635231037
S4,raw_day,subject,dateblock,7,0.0021263992590346836
S4,family_story,subject,row,0,0.0007250054505613113
S4,family_story,subject,row,1,0.009821156063763548
S4,family_story,subject,row,2,0.0013329091531067983
S4,family_story,subject,row,3,0.007610694390381201
S4,family_story,subject,row,4,0.002773996307884441
S4,family_story,subject,row,5,0.0007917253475506758
S4,family_story,subject,row,6,0.0002226974862706843
S4,family_story,subject,row,7,0.0033478367155843625
S4,family_story,subject,subject,0,-0.004773253850558157
S4,family_story,subject,subject,1,0.004099673663011338
S4,family_story,subject,subject,2,0.00423766458052921
S4,family_story,subject,subject,3,0.0005124020002787999
S4,family_story,subject,subject,4,0.00027746683534835004
S4,family_story,subject,subject,5,0.005119001730169881
S4,family_story,subject,subject,6,-0.000433617234623096
S4,family_story,subject,subject,7,0.00013087244106602114
S4,family_story,subject,dateblock,0,0.009431027705584794
S4,family_story,subject,dateblock,1,0.004571978171257873
S4,family_story,subject,dateblock,2,0.0009367278996768036
S4,family_story,subject,dateblock,3,0.008064418612772295
S4,family_story,subject,dateblock,4,0.007044671649769296
S4,family_story,subject,dateblock,5,0.006694538578559395
S4,family_story,subject,dateblock,6,0.016834115047939968
S4,family_story,subject,dateblock,7,0.01009577779096793
S4,family_jepa_story,subject,row,0,0.00918912437890107
S4,family_jepa_story,subject,row,1,4.525408232147754e-06
S4,family_jepa_story,subject,row,2,0.00412970742396257
S4,family_jepa_story,subject,row,3,0.0002241868909457212
S4,family_jepa_story,subject,row,4,0.0009306667769634069
S4,family_jepa_story,subject,row,5,0.0011585447168125373
S4,family_jepa_story,subject,row,6,0.0032201779660240293
S4,family_jepa_story,subject,row,7,0.005429667390545845
S4,family_jepa_story,subject,subject,0,-0.00020206507272824137
S4,family_jepa_story,subject,subject,1,0.00037714700385826916
S4,family_jepa_story,subject,subject,2,0.0073035721782782614
S4,family_jepa_story,subject,subject,3,-0.001698136407905726
S4,family_jepa_story,subject,subject,4,0.005938377879012746
S4,family_jepa_story,subject,subject,5,0.004666437795761147
S4,family_jepa_story,subject,subject,6,-0.0037674421209793474
S4,family_jepa_story,subject,subject,7,-0.003776157290496296
S4,family_jepa_story,subject,dateblock,0,0.012117654826253266
S4,family_jepa_story,subject,dateblock,1,0.010342125124518375
S4,family_jepa_story,subject,dateblock,2,0.007444766539228764
S4,family_jepa_story,subject,dateblock,3,0.0057065720299807055
S4,family_jepa_story,subject,dateblock,4,0.011042074282878622
S4,family_jepa_story,subject,dateblock,5,0.0048059105558697635
S4,family_jepa_story,subject,dateblock,6,0.010640489770464168
S4,family_jepa_story,subject,dateblock,7,0.004399396280130863
Q1,family,dateblock,row,0,0.0004396304940242901
Q1,family,dateblock,row,1,0.0007715602825277834
Q1,family,dateblock,row,2,0.002825565392899909
Q1,family,dateblock,row,3,0.0013583959505627519
Q1,family,dateblock,row,4,0.002073174723608129
Q1,family,dateblock,row,5,0.0025659383964301563
Q1,family,dateblock,row,6,-0.0007087882185430328
Q1,family,dateblock,row,7,0.00044156950393892114
Q1,family,dateblock,subject,0,0.0018378042041932163
Q1,family,dateblock,subject,1,0.0009957046793193092
Q1,family,dateblock,subject,2,0.001296116462509378
Q1,family,dateblock,subject,3,0.0007620607583256334
Q1,family,dateblock,subject,4,0.003492832972487925
Q1,family,dateblock,subject,5,0.007587219097761055
Q1,family,dateblock,subject,6,-0.0033821637346954647
Q1,family,dateblock,subject,7,0.006187024670866514
Q1,family,dateblock,dateblock,0,0.004984722205069736
Q1,family,dateblock,dateblock,1,-0.004282666076041219
Q1,family,dateblock,dateblock,2,-0.010432983854935185
Q1,family,dateblock,dateblock,3,-0.005258675368388976
Q1,family,dateblock,dateblock,4,0.004112684996439353
Q1,family,dateblock,dateblock,5,0.003071683672262071
Q1,family,dateblock,dateblock,6,-0.00219268425797825
Q1,family,dateblock,dateblock,7,0.0004175323420808619
Q1,jepa_resid,dateblock,row,0,0.0009406636049889006
Q1,jepa_resid,dateblock,row,1,0.005119062644341366
Q1,jepa_resid,dateblock,row,2,-0.000763050564282941
Q1,jepa_resid,dateblock,row,3,-0.0033191663938197946
Q1,jepa_resid,dateblock,row,4,0.0010483264550386062
Q1,jepa_resid,dateblock,row,5,0.0009749106199880009
Q1,jepa_resid,dateblock,row,6,0.008385338419550692
Q1,jepa_resid,dateblock,row,7,0.0015670780380188098
