selected_index,original_candidate_index,candidate_id,kind,safe_file,risky_file,blend_mode,target_mask,risk_weight,posterior_mean_expected,posterior_p90_expected,conservative_mean_expected,conservative_p90_expected,posterior_mean_regret,conservative_mean_regret,p90_regret,p95_regret,max_regret,posterior_mean_delta_vs_stage2,conservative_mean_delta_vs_stage2,conservative_p90_delta_vs_stage2,conservative_p90_delta_vs_prior,win_rate_vs_stage2_all,win_rate_vs_prior_all,robust_score_t35,robust_score_t50,robust_score_t65,robust_score_t80
7,2003,submission_publicobsblend_anchor578_to_stage2_w095.csv|submission_public_entropyproj_public2d0_g100.csv|prob|all|0.50,frontier_blend,submission_publicobsblend_anchor578_to_stage2_w095.csv,submission_public_entropyproj_public2d0_g100.csv,prob,all,0.5,0.5748954831705614,0.5811246570583334,0.5746184261250242,0.5828200715458993,0.0003281211150826739,0.0012787070687749903,0.0010817056788099708,0.003199000830957055,0.005189558549587914,-0.0012559707852055142,-0.00041896763345094346,0.0006268277894572183,0.0006904492715566479,0.8815442561205273,0.7967514124293785,0.5781763395165758,0.5779683692605622,0.5777603990045485,0.5775524287485347
25,211,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv|submission_public_entropyproj_public2d0_g100.csv|prob|all|0.50,frontier_blend,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_public_entropyproj_public2d0_g100.csv,prob,all,0.5,0.574915120825886,0.5811570784402365,0.574618096695777,0.5829624933363075,0.00034775877040735546,0.001278377639527797,0.001044617924291073,0.003398661583226686,0.005517277633833917,-0.0012363331298808325,-0.00041929706269813684,0.0005620379031698319,0.0006185505445366335,0.8980225988700565,0.7987758945386064,0.5781966034272651,0.5779968695936374,0.5777971357600097,0.5775974019263818
46,1555,submission_publicobsblend_stage2_to_ordinal_w005.csv|submission_public_entropyproj_public2d0_g100.csv|prob|all|0.50,frontier_blend,submission_publicobsblend_stage2_to_ordinal_w005.csv,submission_public_entropyproj_public2d0_g100.csv,prob,all,0.5,0.574902225214901,0.5811338041245847,0.5746414288877616,0.5829309080537107,0.0003348631594222871,0.0013017098315123356,0.0010633302053021302,0.0033602607545265674,0.005431566227515061,-0.001249228740865901,-0.00039596487071359823,0.0006043320966992449,0.0006693953102089867,0.8926553672316384,0.7972693032015066,0.5782438750137208,0.5780291972113681,0.5778145194090154,0.5775998416066627
3,2035,submission_publicobsblend_anchor578_to_stage2_w095.csv|submission_public_entropyproj_public2d0_g100.csv|logit|all|0.50,frontier_blend,submission_publicobsblend_anchor578_to_stage2_w095.csv,submission_public_entropyproj_public2d0_g100.csv,logit,all,0.5,0.5748840779226205,0.5811183114255133,0.5746195230147273,0.5828419231457054,0.00031671586714183427,0.0012798039584780336,0.0011749087242535587,0.0032152978774527548,0.005207372560283918,-0.0012673760331463537,-0.0004178707437479002,0.0006413435338298856,0.000669463782637103,0.8826271186440678,0.7971280602636535,0.5782421038014662,0.5780289764136743,0.5778158490258827,0.5776027216380908
18,243,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv|submission_public_entropyproj_public2d0_g100.csv|logit|all|0.50,frontier_blend,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_public_entropyproj_public2d0_g100.csv,logit,all,0.5,0.5749042298801018,0.5811487599165129,0.5746193937664474,0.5829679219095898,0.00033686782462303736,0.0012796747101981886,0.001103928489897039,0.0034182259864169724,0.00554306759952139,-0.0012472240756651505,-0.0004179999920277452,0.0005766055830134786,0.0005971153144955776,0.8982580037664784,0.7993879472693032,0.5782385834437379,0.5780338220533227,0.5778290606629072,0.5776242992724919
0,1940,submission_publicobsblend_anchor578_to_stage2_w095.csv|submission_public_entropyproj_public2d0_g075.csv|prob|all|0.65,frontier_blend,submission_publicobsblend_anchor578_to_stage2_w095.csv,submission_public_entropyproj_public2d0_g075.csv,prob,all,0.65,0.5748029924593282,0.5810405390768669,0.5746408222766031,0.5830116601206459,0.00023563040384954015,0.0013011032203538407,0.00129869737367348,0.00346906217222816,0.00566013454287273,-0.001348461496438648,-0.00039657148187209314,0.0007255735963819232,0.0005360779733744048,0.8997175141242938,0.785075329566855,0.5783619214659931,0.5781065603790696,0.5778511992921459,0.5775958382052222
42,2011,submission_publicobsblend_anchor578_to_stage2_w095.csv|submission_public_entropyproj_public2d0_g100.csv|prob|noq2|0.50,frontier_blend,submission_publicobsblend_anchor578_to_stage2_w095.csv,submission_public_entropyproj_public2d0_g100.csv,prob,noq2,0.5,0.5749243232940567,0.5811613625844078,0.5746337816048245,0.58287165424951,0.0003569612385780601,0.0012940625485752546,0.0011004254073917435,0.0032628642555757926,0.005217839717007955,-0.001227130661710128,-0.0004036121536506794,0.0006014775541964834,0.0007009408718578469,0.8762711864406779,0.7963276836158192,0.578257530821152,0.5780551229806626,0.5778527151401732,0.5776503072996838
35,1587,submission_publicobsblend_stage2_to_ordinal_w005.csv|submission_public_entropyproj_public2d0_g100.csv|logit|all|0.50,frontier_blend,submission_publicobsblend_stage2_to_ordinal_w005.csv,submission_public_entropyproj_public2d0_g100.csv,logit,all,0.5,0.5748887643894006,0.5811256861201938,0.5746420166818773,0.5829362486555418,0.00032140233392194916,0.001302297625628136,0.0011412147944420293,0.0033809755745003666,0.005454113224358514,-0.001262689566366239,-0.00039537707659779753,0.0006195843472073803,0.0006433038858310591,0.8931261770244822,0.7981167608286253,0.5782960031056709,0.5780755302477264,0.5778550573897822,0.5776345845318376
1,1876,submission_publicobsblend_anchor578_to_stage2_w095.csv|submission_public_minimaxens_r05_a10_h506746.csv|prob|all|0.65,frontier_blend,submission_publicobsblend_anchor578_to_stage2_w095.csv,submission_public_minimaxens_r05_a10_h506746.csv,prob,all,0.65,0.5747918530490618,0.5810374805186997,0.5746464496718662,0.5830316953076622,0.00022449099358316012,0.0013067306156170268,0.0013252754793352693,0.0035076446747410615,0.005653199085963734,-0.0013596009067050282,-0.0003909440866089071,0.0007261623123502314,0.0005281253196225966,0.8997645951035782,0.7843220338983051,0.5783901604353376,0.5781278830411329,0.5778656056469286,0.5776033282527239
2,1812,submission_publicobsblend_anchor578_to_stage2_w095.csv|submission_public_minimaxens_r01_a6_h422045.csv|prob|all|0.65,frontier_blend,submission_publicobsblend_anchor578_to_stage2_w095.csv,submission_public_minimaxens_r01_a6_h422045.csv,prob,all,0.65,0.5747919294860159,0.5810375742593636,0.574646417451924,0.5830319466699506,0.00022456743053723182,0.0013066983956747048,0.0013254565877428757,0.0035084587711366076,0.005656146149553898,-0.0013595244697509562,-0.00039097630655122886,0.0007259394992381041,0.0005276091752900447,0.8997645951035782,0.7843691148775894,0.5783904195911083,0.5781281870178734,0.5778659544446386,0.5776037218714039
12,148,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv|submission_public_entropyproj_public2d0_g075.csv|prob|all|0.65,frontier_blend,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_public_entropyproj_public2d0_g075.csv,prob,all,0.65,0.574819142332578,0.5810672403784126,0.5746429992957701,0.5830908494294715,0.00025178027709925707,0.001303280239520932,0.0012514910992580642,0.003612603342941184,0.005897548566959121,-0.001332311623188931,-0.00039439446270500203,0.0006834182783575504,0.0004882798666357435,0.8999058380414313,0.7937853107344632,0.5783686268533453,0.5781190295687307,0.5778694322841161,0.5776198349995018
17,1492,submission_publicobsblend_stage2_to_ordinal_w005.csv|submission_public_entropyproj_public2d0_g075.csv|prob|all|0.65,frontier_blend,submission_publicobsblend_stage2_to_ordinal_w005.csv,submission_public_entropyproj_public2d0_g075.csv,prob,all,0.65,0.5748091614060197,0.5810529323521946,0.5746577524452384,0.5830839508624168,0.00024179935054097936,0.0013180333889890937,0.0012650112614894095,0.003583733441310316,0.005835230859542739,-0.0013422925497472088,-0.00037964131323684,0.0007099477860982861,0.000522320177585911,0.8998116760828625,0.7880414312617703,0.5783970240451163,0.5781372239541408,0.5778774238631654,0.57761762377219
