source_rank,source_kind,source_path,source_file,source_family,source_known_public_lb,source_known_delta_vs_e95,source_e164_broad_edge_score,source_e164_expected_delta_vs_e95,source_bad_span_energy,source_max_bad_cos,source_geometry_health_gate,source_move_norm_vs_e95,scale,scaled_expected_delta_focus_mean,scaled_moved_cells,scaled_moved_rows,scaled_targets_moved,scaled_cells_to_flip_expected,scaled_cells_for_2e6_guard,scaled_cells_for_e95_edge,scaled_top1_over_abs_expected,scaled_top5_over_abs_expected,scaled_support_prob_swing_weighted_focus_mean,bad_span_energy,bad_span_residual,max_bad_axis,max_bad_cos,entropy_delta_vs_e95,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,q2s3_share_vs_e95,cos_e154_axis,cos_e101_axis,cos_mixmin_axis,scaled_sensor_gate,material_gate,sensor_score,cos_bad_a2c8,cos_bad_raw05,cos_bad_stage2,cos_bad_ordinal,cos_bad_final9,cos_bad_e72,cos_bad_q2_bad,cos_bad_lejepa_bad,cos_bad_resid_bad
5,e165_health_survivor,jepa/submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw0p35_mw1p0.csv,submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw0p35_mw1p0.csv,jepa,,,0.0833679065618133,-0.023754522258768,0.4217414181250704,0.2237879140097765,True,11.547703328979727,0.02,-0.0005968919164696289,1750,250,"Q1,Q2,Q3,S1,S2,S3,S4",66,1,2,0.02553502314979561,0.1132351806989614,0.4564975096144184,0.42174141812507043,0.9067161497612439,stage2,0.22378791400977643,0.00043825728891165117,0.0039453374860872635,0.02667288558371106,0.15868321700006857,0.05207404897519729,-0.0931986416703107,-0.1346170879460084,True,True,0.022612121218363555,0.19135219221087177,0.15177962564075173,0.22378791400977643,-0.043739869915120175,0.1547438787604025,0.12031887763541602,0.12820427572772472,0.046555956315228054,0.15175301807925276
10,e165_health_survivor,jepa/submission_block_canvas_multifeature_k8_c0p02_all_scale0p75.csv,submission_block_canvas_multifeature_k8_c0p02_all_scale0p75.csv,jepa,,,0.0778970801633447,-0.0207369722440972,0.4942060890417638,0.3353736625871261,True,9.51811158607472,0.02,-0.0005000332896916502,1750,250,"Q1,Q2,Q3,S1,S2,S3,S4",73,1,2,0.023380661915143097,0.10504642446769162,0.46604731188892007,0.4942060890417631,0.869344777147735,stage2,0.33537366258712575,0.0003606157396184777,0.0034627239278844295,0.02045944126204513,0.25329654041484384,0.0776511397060198,-0.1028049454259852,-0.15997655809839284,True,True,0.02256163291916434,0.23602081798898772,0.210778438193896,0.33537366258712575,-0.020724825966906075,0.14685552955843806,0.0854807474328005,0.31182506258244147,0.12274552131941789,0.28595759047236363
5,e165_health_survivor,jepa/submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw0p35_mw1p0.csv,submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw0p35_mw1p0.csv,jepa,,,0.0833679065618133,-0.023754522258768,0.4217414181250704,0.2237879140097765,True,11.547703328979727,0.03,-0.0008935929559589387,1750,250,"Q1,Q2,Q3,S1,S2,S3,S4",66,1,1,0.025584885383224912,0.11345629500848572,0.456497509614418,0.4217414181250702,0.906716149761244,stage2,0.22378791400977677,0.0006567912163590562,0.005918006229130894,0.0400093283755667,0.1586832170000689,0.052074048975197004,-0.09319864167031072,-0.13461708794600846,True,True,0.02252406984197664,0.19135219221087188,0.15177962564075198,0.22378791400977677,-0.043739869915120536,0.1547438787604024,0.12031887763541604,0.12820427572772486,0.046555956315228665,0.15175301807925284
3,e165_health_survivor,jepa/submission_block_canvas_multifeature_k8_c0p02_noq2_scale1p0.csv,submission_block_canvas_multifeature_k8_c0p02_noq2_scale1p0.csv,jepa,,,0.0849155710982857,-0.0240976106310886,0.4484477362765348,0.2691544082881267,True,11.714458514070435,0.02,-0.0006073188398221008,1750,250,"Q1,Q2,Q3,S1,S2,S3,S4",67,1,1,0.025556613651588112,0.11380149363571979,0.4574829844282869,0.44844773627653567,0.8938090555753229,stage2,0.26915440828812676,0.00044300077858426047,0.004003632220385119,0.027161772667162243,0.16007405031413244,0.06505680736132287,-0.10243658014935546,-0.14385270699444933,True,True,0.021934146734454308,0.19156290535603757,0.15785028719028316,0.26915440828812676,-0.025573714620268872,0.16936294810979732,0.1157859735413974,0.15321210265196347,0.06700239172301428,0.170732325786077
3,e165_health_survivor,jepa/submission_block_canvas_multifeature_k8_c0p02_noq2_scale1p0.csv,submission_block_canvas_multifeature_k8_c0p02_noq2_scale1p0.csv,jepa,,,0.0849155710982857,-0.0240976106310886,0.4484477362765348,0.2691544082881267,True,11.714458514070435,0.03,-0.0009091835687511498,1750,250,"Q1,Q2,Q3,S1,S2,S3,S4",66,1,1,0.02560706135613046,0.11402613310501371,0.45748298442828667,0.4484477362765351,0.8938090555753231,stage2,0.2691544082881269,0.000663888728541,0.006005448330577674,0.040742659000743364,0.16007405031413235,0.0650568073613225,-0.10243658014935511,-0.14385270699444952,True,True,0.021521721563452934,0.19156290535603784,0.1578502871902835,0.2691544082881269,-0.025573714620268917,0.16936294810979707,0.11578597354139694,0.15321210265196342,0.06700239172301409,0.17073232578607722
15,e165_health_survivor,jepa/submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw1p0_mw0p75.csv,submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw1p0_mw0p75.csv,jepa,,,0.0644143306921389,-0.0180365065723687,0.4138079736204965,0.2514229962220819,True,8.626071741435783,0.03,-0.0006417885360269836,1750,250,"Q1,Q2,Q3,S1,S2,S3,S4",64,1,1,0.025459148195387155,0.11441097186920744,0.45487630309040006,0.4138079736204965,0.9103641913916091,a2c8,0.2514229962220821,0.0004827435029378873,0.004453338051961556,0.028593931535420447,0.1665406398909886,0.03243080980042745,-0.07023663308908375,-0.13181234031227967,True,True,0.021236468767055143,0.2514229962220821,0.20323698069698506,0.18343646926875898,-0.08657440812391141,0.09383862598279778,0.10637854237491698,0.10743646651449852,0.03160001318710224,0.150153680665376
16,e165_health_survivor,jepa/submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw0p75_mw0p75.csv,submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw0p75_mw0p75.csv,jepa,,,0.0661643346982762,-0.0183810050125316,0.4263810190097565,0.2526439221153165,True,8.681578571472777,0.03,-0.000653007956337111,1750,250,"Q1,Q2,Q3,S1,S2,S3,S4",64,1,1,0.025480100065952582,0.11431965602333494,0.4554520419380921,0.4263810190097565,0.9045436565629111,a2c8,0.25264392211531694,0.00048786032939822084,0.0044769927309650515,0.029117739124832287,0.1673128532489227,0.04545094176789911,-0.07996994737378775,-0.14171798571187624,True,True,0.02101524425010485,0.25264392211531694,0.2098709861715138,0.2290590924158236,-0.06911210643607815,0.10945187168305441,0.10298026719396318,0.1326115324378824,0.051743382708502095,0.16956831465714337
2,e165_health_survivor,jepa/submission_block_canvas_multifeature_k5_c0p02_all_scale1p0.csv,submission_block_canvas_multifeature_k5_c0p02_all_scale1p0.csv,jepa,,,0.0878213923923125,-0.024263333584815,0.5123995274142077,0.3140026369207378,True,11.079420908958191,0.02,-0.0006051593343393922,1750,250,"Q1,Q2,Q3,S1,S2,S3,S4",75,1,1,0.026448183000887953,0.10703654605286729,0.47579140802313963,0.5123995274142089,0.8587471829972403,q2_bad,0.3140026369207379,0.00041970202000265826,0.004150839566913818,0.028009388433781535,0.280110075769813,0.09001807839465707,-0.11587548772688612,-0.15107404116840636,True,True,0.020158737452702902,0.2339265971906394,0.1983919605480187,0.3016271111139178,-0.017285221373708474,0.18102283397293803,0.12182101175205919,0.3140026369207379,0.11452514889686757,0.30286655208005936
2,e165_health_survivor,jepa/submission_block_canvas_multifeature_k5_c0p02_all_scale1p0.csv,submission_block_canvas_multifeature_k5_c0p02_all_scale1p0.csv,jepa,,,0.0878213923923125,-0.024263333584815,0.5123995274142077,0.3140026369207378,True,11.079420908958191,0.03,-0.0009060007452926042,1750,250,"Q1,Q2,Q3,S1,S2,S3,S4",75,1,1,0.02649892657781641,0.10724190674659079,0.47579140802313935,0.5123995274142088,0.8587471829972406,q2_bad,0.31400263692073765,0.0006287955042879115,0.006226259350370723,0.0420140826506723,0.28011007576981295,0.090018078394657,-0.11587548772688647,-0.1510740411684067,True,True,0.020081606250751432,0.23392659719063896,0.19839196054801833,0.3016271111139176,-0.01728522137370829,0.18102283397293817,0.12182101175205884,0.31400263692073765,0.11452514889686745,0.3028665520800594
4,e165_health_survivor,jepa/submission_block_canvas_multifeature_k3_c0p02_all_scale1p0.csv,submission_block_canvas_multifeature_k3_c0p02_all_scale1p0.csv,jepa,,,0.084478478584673,-0.0236626824866527,0.4915022168579757,0.2965622595764489,True,10.678432692096765,0.02,-0.0005835129540823065,1750,250,"Q1,Q2,Q3,S1,S2,S3,S4",73,1,1,0.027634012200486342,0.1114974130339516,0.47915895455948504,0.49150221685797557,0.8708763234947287,stage2,0.29656225957644894,0.0003972404010123524,0.003938395298851299,0.028218407161441528,0.26505178718842604,0.11182732276601397,-0.11690630195670747,-0.13477506252346094,True,True,0.019902112487664974,0.2152171992731208,0.178831996056501,0.29656225957644894,0.010218501503930926,0.19849539370713595,0.1324711338419512,0.28393338697487963,0.15211222104729022,0.26332960570434516
