view_id,split,episode,target,base_loss,state_loss,delta_logloss,null_q20,null_median,null_best,dominance,row_dominance,subject_dominance,dateblock_dominance,target_gate
family_jepa_context,subject5,commute_pressure,Q1,0.7133767632509279,0.7159991230957162,0.0026223598447883134,0.00013701520785580629,0.0021981328463244187,-0.0011042489108538112,0.4166666666666667,0.25,0.5,0.5,False
family_jepa_context,subject5,commute_pressure,Q2,0.7227969273165776,0.7251536619623319,0.002356734645754255,-0.001936559281768435,0.002252478430036786,-0.008648020217214114,0.4166666666666667,0.75,0.25,0.25,False
family_jepa_context,subject5,commute_pressure,Q3,0.6943832259829932,0.7016627294720467,0.007279503489053485,-0.0019424320121816715,0.001426759230223118,-0.007761389443653455,0.16666666666666666,0.0,0.25,0.25,False
family_jepa_context,subject5,commute_pressure,S1,0.6555027986685907,0.6684485187956922,0.01294572012710149,-0.010051179083731364,0.0007850130052123871,-0.01851848919687571,0.08333333333333333,0.0,0.0,0.25,False
family_jepa_context,subject5,commute_pressure,S2,0.6809744824356668,0.6842275076447883,0.0032530252091215184,-0.0019660917294600285,0.002845054317109963,-0.009048274827115454,0.3333333333333333,0.25,0.5,0.25,False
family_jepa_context,subject5,commute_pressure,S3,0.6346768224885869,0.6342830376370374,-0.0003937848515495057,-0.00016661570332239238,0.0027598352758302913,-0.00419416469669609,0.8333333333333334,1.0,0.75,0.75,False
family_jepa_context,subject5,commute_pressure,S4,0.7226843518383355,0.7317841361986719,0.009099784360336427,3.1090182687365726e-05,0.001395491548489447,-0.005628220708402187,0.0,0.0,0.0,0.0,False
family_jepa_context,subject5,bedtime_arousal,Q1,0.7133767632509279,0.7145938616269017,0.0012170983759738352,0.0008535783930313067,0.002323070570665553,-0.005697219002076981,0.5833333333333334,0.5,0.75,0.5,False
family_jepa_context,subject5,bedtime_arousal,Q2,0.7227969273165776,0.731499105709457,0.008702178392879345,0.0013350169376803668,0.0037678188643740507,-0.005234109826283362,0.16666666666666666,0.0,0.0,0.5,False
family_jepa_context,subject5,bedtime_arousal,Q3,0.6943832259829932,0.7005629231021646,0.0061796971191714345,0.0019064551088703308,0.003269863237283177,-1.2566664948643336e-05,0.16666666666666666,0.0,0.0,0.5,False
family_jepa_context,subject5,bedtime_arousal,S1,0.6555027986685907,0.6559521654923262,0.0004493668237354198,0.0003102421127929579,0.002443050468500352,-1.4308193705181438e-05,0.75,0.5,0.75,1.0,False
family_jepa_context,subject5,bedtime_arousal,S2,0.6809744824356668,0.6887758712809736,0.007801388845306789,0.0012877635648430143,0.003714127693468905,-0.011939919032172286,0.08333333333333333,0.0,0.0,0.25,False
family_jepa_context,subject5,bedtime_arousal,S3,0.6346768224885869,0.6351338245139676,0.0004570020253806817,-0.0014029922882856205,0.0009198487101143571,-0.005817607429398297,0.5,0.0,0.5,1.0,False
