scenario_id,scenario,pool_size,top_variant,top_basename,top3_variants,top_score,worst_lambda,s3_bonus,risk_cap,l1_min,l1_max,p90_min,bad_min,support_min,q1_min,scale_max,bad_poscos_max,w_p90_pct,w_risk_pct,w_bad_margin_pct,w_q1_specificity_pct,w_support_pct,w_compat_e349_pct,w_micro_scale_pct
17,random,3,compact_t40_s1.000_s3a0.50,submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,compact_t40_s1.000_s3a0.50|compact_t45_s1.000_s3a1.00|compact_t45_s1.000_s3a0.75,1.437392148917007,2.510401694246883,0.05366461887383499,4.3927163391638294e-05,0.0024502249021591573,0.007726052765629693,3.447864708591372e-08,0.0003298373471979649,31.0,-0.008717354799692266,0.0001,1e-09,0.15060890101885865,0.09180221824175974,0.06960111973514352,0.026665084549870346,0.10716679369880619,0.5236967591017451,0.030459123653816547
18,random,11,compact_t40_s1.000_s3a0.50,submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,compact_t40_s1.000_s3a0.50|compact_t45_s1.000_s3a0.75|compact_t45_s1.000_s3a1.00,0.8827609150912313,0.7116621774415572,-0.03882713767335002,4.598473599515173e-05,0.00306921583486097,0.011132897237719425,3.065270031062344e-08,0.000293257177051878,30.0,-0.02392975119434293,0.0051,1e-09,0.012650467940249805,0.12342034912182624,0.042489304807905796,0.12475893217122477,0.11230049295848116,0.43061587927299594,0.1537645737273162
19,random,44,compact_t45_s1.005_s3a0.50,submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,compact_t45_s1.005_s3a0.50|compact_t50_s1.005_s3a0.50|compact_t75_s1.005_s3a0.25,0.8719077803892792,0.5076281266002859,-0.027399393846445866,4.199088023132715e-05,0.0016895009967616004,0.011063428324052283,2.342907222291409e-08,0.00021940504032352497,31.0,-0.023548713114754358,0.0051,1e-09,0.05513936170725693,0.17018813496131543,0.11236086018805964,0.29366217223970725,0.1528057506120066,0.08886197295591267,0.1269817473357414
21,random,18,compact_t75_s1.005_s3a0.25,submission_e350_compactplateau_compact_t75_s1_005_s3a0_25_58e03127.csv,compact_t75_s1.005_s3a0.25|compact_t45_s1.005_s3a0.50|compact_t70_s1.005_s3a0.25,1.7154038956895283,2.404645017821229,0.02300677014077556,4.9827633010020536e-05,0.0018501816990175478,0.00896786809715846,1.1326273177106663e-07,0.00023242108804792213,29.0,-0.00819199052183609,0.0051,1e-09,0.09812509015102042,0.18000488705492335,0.12714367054595987,0.11887305847130418,0.11261568697565016,0.056508896890924885,0.3067287099102169
22,random,34,compact_t75_s1.005_s3a0.25,submission_e350_compactplateau_compact_t75_s1_005_s3a0_25_58e03127.csv,compact_t75_s1.005_s3a0.25|compact_t45_s1.005_s3a0.50|compact_t70_s1.005_s3a0.25,1.044780580367547,0.9596479474556721,0.03864534383725362,3.8716061805418415e-05,0.002209521953290007,0.008925663790934272,3.608151992469335e-08,0.00020833442260807767,32.0,-0.025313140568089584,0.0101,1e-09,0.3082535867094178,0.029257107531140206,0.22521435071550677,0.11850047853731509,0.07264809860597134,0.01526101843282132,0.2308653594678274
26,random,15,compact_t40_s1.000_s3a0.50,submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,compact_t40_s1.000_s3a0.50|compact_t75_s1.000_s3a0.50|compact_t45_s1.000_s3a1.00,0.9187720910296553,0.8266411506766497,0.026907264524014707,5.308434783740999e-05,0.0029100379151623538,0.008629266022584934,2.2938959874499342e-08,0.00023100493535156206,32.0,-0.032429545598963654,0.0001,1e-09,0.25530793755169345,0.059676282671976805,0.12825151046498395,0.12175187090986885,0.030035614923867218,0.21968935354167182,0.18528742993593766
27,random,1,compact_t45_s1.000_s3a0.75,submission_e350_compactplateau_compact_t45_s1_000_s3a0_75_c0fb8e73.csv,compact_t45_s1.000_s3a0.75,1.0260003853029718,1.799638663347719,-0.02205692409873163,3.317634923082775e-05,0.001048218863501957,0.007027667898211424,1.9686896867526145e-08,0.00020719928412577055,36.0,-0.008687741230756043,0.0101,1e-09,0.18003184761096835,0.045791442754272944,0.1923080362515638,0.21105406315136402,8.150390747171793e-06,0.05560749839659179,0.31519896144449194
28,random,2,compact_t85_s1.005_s3a0.00,submission_e350_compactplateau_compact_t85_s1_005_s3a0_00_68311340.csv,compact_t85_s1.005_s3a0.00|compact_t35_s1.005_s3a0.00,0.9190135187820709,1.0887840518364351,0.07649234272342147,2.807266026890255e-05,0.0018189904883269246,0.007382681347272831,1.1068310310666633e-07,0.00025015673698320506,28.0,-0.0009514246608038543,0.0101,1e-09,0.022298435845129614,0.023046706890904774,0.15917801849183277,0.17860981230311798,0.1452765575864102,0.2980425682965533,0.1735479005860514
29,random,4,compact_t45_s1.005_s3a0.50,submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,compact_t45_s1.005_s3a0.50|compact_t45_s1.005_s3a0.75|compact_t45_s1.000_s3a1.00,1.6108059824418168,2.0927555813897953,0.030406091407883112,4.139432279939302e-05,0.003151894940564164,0.010439890579365696,2.3759639279539775e-08,0.00022889492462218022,36.0,-0.017029205424769177,0.0051,1e-09,0.01006629841154334,0.11184228575748265,0.07829550284784345,0.23103951912461188,0.2490627618950282,0.29861383551838633,0.021079796445104295
30,random,1,compact_t45_s1.005_s3a0.50,submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,compact_t45_s1.005_s3a0.50,1.0877770604976338,0.9295739983000267,0.04116087908905017,3.161037065316867e-05,0.002533693105866645,0.009215804864168451,7.680351334993586e-08,0.0002241461150804544,36.0,-0.029047873478574817,0.0051,1e-09,0.09469529684762053,0.2757372061887747,0.0035824787874571924,0.20745413397688928,0.07739232879311411,0.04988695173062889,0.2912516036755154
31,random,32,compact_t75_s1.005_s3a0.25,submission_e350_compactplateau_compact_t75_s1_005_s3a0_25_58e03127.csv,compact_t75_s1.005_s3a0.25|compact_t55_s1.005_s3a0.50|compact_t60_s1.005_s3a0.25,1.1168602967471146,1.1018419586705994,0.00998544592661264,5.019032689938199e-05,0.0034744971291700358,0.007818303100610768,4.00033804363776e-08,0.0002100597451493314,31.0,-0.024836177881068164,0.0051,1e-09,0.06956223836314483,0.2267312980632878,0.03814756271124604,0.14046887576385644,0.04856918211245511,0.22920668544793069,0.24731415753807917
36,random,23,compact_t45_s1.005_s3a0.50,submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,compact_t45_s1.005_s3a0.50|compact_t60_s1.005_s3a0.25|compact_t55_s1.005_s3a0.50,1.1862178542504658,1.233112870846619,0.05020304813313253,2.527811469801617e-05,0.0033748697773279043,0.010216621667192992,3.346131769386574e-08,0.0002291480041979449,33.0,-0.03421676708729733,0.0101,1e-09,0.12040255712709266,0.19813653493064085,0.166599621284187,0.1250078429670101,0.03191528214264909,0.3238467032128392,0.03409145833558115
37,random,2,compact_t50_s1.005_s3a0.50,submission_e350_compactplateau_compact_t50_s1_005_s3a0_50_b77c409a.csv,compact_t50_s1.005_s3a0.50|compact_t85_s1.005_s3a0.00,1.4199065109294162,2.557117791655256,0.0039180071228820225,5.577008630917354e-05,0.0027308451043974017,0.011610921637502627,1.2310598888115575e-07,0.0002598872171883831,31.0,-0.0018860412202385331,0.0051,1e-09,0.4238151560859612,0.1808223965123283,0.000848027779170576,0.13164555535996456,0.015605764311594283,0.13774332458985034,0.10951977536113072
42,random,1,compact_t35_s1.000_s3a0.50,submission_e350_compactplateau_compact_t35_s1_000_s3a0_50_f0d50be4.csv,compact_t35_s1.000_s3a0.50,1.0101091818302201,1.219537427657572,0.05610440259557125,3.840687520134616e-05,0.0016417925989428192,0.009754170690055321,1.0037319125336492e-07,0.0002523102785779823,30.0,0.0041710522530772395,0.0001,1e-09,0.13337459423447431,0.006926419804053187,0.18083038929047626,0.24221709193239518,0.0315827849674175,0.08481396878229745,0.32025475098888606
43,random,2,compact_t60_s1.005_s3a0.25,submission_e350_compactplateau_compact_t60_s1_005_s3a0_25_de9919ff.csv,compact_t60_s1.005_s3a0.25|compact_t45_s1.005_s3a0.50,0.9306630490409851,0.7154072946610243,-0.023764099576706298,2.3521847902628454e-05,0.002452325216454574,0.008952692332040517,1.408553692919656e-07,0.0002560095785547145,35.0,-0.021534629627332828,0.0051,1e-09,0.04005464246492901,0.05214009525701407,0.03974941256484329,0.330666123499667,0.11960977173786363,0.38628063601915075,0.03149931845653245
44,random,19,compact_t40_s1.000_s3a0.50,submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,compact_t40_s1.000_s3a0.50|compact_t45_s1.000_s3a1.00|compact_t45_s1.000_s3a0.75,1.1460044662293216,1.4840118016937525,-0.004214738050711648,4.245087495435925e-05,0.001617770250657925,0.011334104671481084,1.4161022802897643e-08,0.00029740237142924684,31.0,-0.028229984262152574,0.0051,1e-09,0.0015922094244342807,0.06210330248808539,0.19050339076950237,0.07466684344087611,0.18123933197884187,0.4742266913015984,0.01566823059666161
49,random,35,compact_t75_s1.005_s3a0.25,submission_e350_compactplateau_compact_t75_s1_005_s3a0_25_58e03127.csv,compact_t75_s1.005_s3a0.25|compact_t45_s1.005_s3a0.50|compact_t70_s1.005_s3a0.25,1.4394010740366852,1.7402681966082525,0.07815967969095197,3.75553732768165e-05,0.002393094409175107,0.011103133917808788,1.8317313590555975e-08,0.0002447607015951607,34.0,-0.024677848210893066,0.0051,1e-09,0.38158134989422493,0.17524615895287335,0.06927276884095986,0.09266778469005038,0.08416669121845385,0.14420413780383495,0.05286110859960275
50,random,7,compact_t75_s1.000_s3a0.50,submission_e350_compactplateau_compact_t75_s1_000_s3a0_50_c6bd4f20.csv,compact_t75_s1.000_s3a0.50|compact_t40_s1.000_s3a0.50|compact_t45_s1.000_s3a1.00,0.8899583608512086,0.8555206381835959,-0.031103351479102627,5.126066738683545e-05,0.00304503971542535,0.010575523175460701,2.6457008378237748e-08,0.00029602672712800745,32.0,-0.011359968341268288,0.0001,1e-09,0.16970165907259005,0.029704358017748084,0.17281885922700624,0.4316715326187277,0.14790776409476086,0.01718058492338224,0.031015242045784958
51,random,10,compact_t45_s1.005_s3a0.50,submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,compact_t45_s1.005_s3a0.50|compact_t70_s1.005_s3a0.25|compact_t45_s1.005_s3a0.75,1.030738421687993,0.8188496161122584,0.049078031114185905,2.8663944378987063e-05,0.0033725489056283696,0.011898219110301424,3.9161202770529296e-08,0.00025673938800914556,35.0,-0.008825678613704582,0.0051,1e-09,0.07486844061784692,0.0972608493627081,0.2832145946402414,0.10723559003744235,0.09488360870857038,0.15607753959683568,0.186459377036355
57,random,5,compact_t55_s1.005_s3a0.50,submission_e350_compactplateau_compact_t55_s1_005_s3a0_50_cd730cb4.csv,compact_t55_s1.005_s3a0.50|compact_t55_s1.005_s3a0.25|compact_t60_s1.005_s3a0.25,1.32916413664579,1.5684125662008268,0.06817091760606195,2.221181251974249e-05,0.002440487195331538,0.007985665409723432,1.2684557225304554e-07,0.00021379294529500062,35.0,-0.02428286328786769,0.0051,1e-09,0.1477654532497541,0.40244890759253604,0.27852759678091243,0.0233588952974182,0.07172570424273796,0.0633123889644359,0.012861053872205347
60,random,2,compact_t40_s1.000_s3a0.50,submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,compact_t40_s1.000_s3a0.50|compact_t45_s1.000_s3a1.00,1.3395434392811,2.3098796817014047,-0.019777714369128445,4.205053710557293e-05,0.002457747219054917,0.01198026816034173,6.10874948749769e-08,0.0002735825920179877,32.0,-0.023189792125859966,0.0101,1e-09,0.11397709554573643,0.152297328603363,0.17807122920298646,0.10422051076590784,0.027485299478304404,0.17274772520408174,0.25120081119962
68,random,2,compact_t45_s1.000_s3a1.00,submission_e350_compactplateau_compact_t45_s1_000_s3a1_00_ce85e5c5.csv,compact_t45_s1.000_s3a1.00|compact_t45_s1.000_s3a0.75,0.995866491795448,1.358369840702986,0.06698876091731228,3.840428057340206e-05,0.002533580523342599,0.011616071553451004,2.306445944042611e-08,0.00029896234256835346,36.0,-0.02166132321326893,0.0051,1e-09,0.38122087709177394,0.2124628068623554,0.005311679157768192,0.017913046148966147,0.2564912652515387,0.07703382790466944,0.049566497582928075
69,random,1,compact_t45_s1.000_s3a1.00,submission_e350_compactplateau_compact_t45_s1_000_s3a1_00_ce85e5c5.csv,compact_t45_s1.000_s3a1.00,1.2741194191457823,2.3836310814567865,-0.00490799058674746,3.810407304663202e-05,0.0029942976822471914,0.009076489933941176,5.484944160727894e-08,0.00028386406303238925,36.0,-0.0211899657182415,0.0101,1e-09,0.3512326263026192,0.08542285563908886,0.038408665044513915,0.010649981471214319,0.18062900297196466,0.07548919433600539,0.25816767423459364
70,random,1,compact_t35_s1.000_s3a0.50,submission_e350_compactplateau_compact_t35_s1_000_s3a0_50_f0d50be4.csv,compact_t35_s1.000_s3a0.50,0.838552365621234,1.0402993847082296,0.006517363364996278,5.374526864363132e-05,0.003443336539269672,0.01122163857026603,1.877336182642252e-08,0.00029248798516569633,28.0,0.005864856662292425,0.0051,1e-09,0.1506666017716507,0.16511704887488637,0.034251725798574974,0.18022931372874504,0.10267543620534993,0.005815268089584464,0.3612446055312086
71,random,15,compact_t45_s1.005_s3a0.50,submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,compact_t45_s1.005_s3a0.50|compact_t55_s1.005_s3a0.50|compact_t60_s1.005_s3a0.25,1.6110900078891217,2.3355333318038722,-0.021678516361454524,2.3953687494167887e-05,0.0025762128114159366,0.009789492148713642,5.1650541328499805e-08,0.00020207253899770104,33.0,-0.019337424854430477,0.0101,1e-09,0.15815893037949905,0.19518108081467583,0.11224140940396381,0.059359874343724126,0.1590055994506611,0.2919521847499618,0.02410092085751432
72,random,6,compact_t75_s1.005_s3a0.25,submission_e350_compactplateau_compact_t75_s1_005_s3a0_25_58e03127.csv,compact_t75_s1.005_s3a0.25|compact_t60_s1.005_s3a0.50|compact_t50_s1.005_s3a0.50,1.4903687454443826,2.1719615931059524,-0.02468546828710786,4.557513031027681e-05,0.0023715944702508308,0.009008358563157034,2.0465055469223185e-08,0.0002292361556660075,31.0,0.0004792351631317914,0.0051,1e-09,0.3411181161203596,0.3146099803625132,0.09394507661583865,0.012619772041038948,0.012553874200381327,0.0283061308210862,0.19684704983878207
74,random,2,compact_t35_s1.005_s3a0.25,submission_e350_compactplateau_compact_t35_s1_005_s3a0_25_aeb128bf.csv,compact_t35_s1.005_s3a0.25|compact_t40_s1.005_s3a0.25,0.8696707258714633,1.659736632389118,0.05151479311499281,2.2661946511447502e-05,0.001812916388360046,0.009704850275309023,1.5969254529541676e-07,0.00021268259917178237,28.0,-0.028386448065695204,0.0051,1e-09,0.11932843735620254,0.11762602008846754,0.10172449292114934,0.11490397588684137,0.034408640741921445,0.3798513433440151,0.13215708966140274
75,random,1,compact_t45_s1.000_s3a0.75,submission_e350_compactplateau_compact_t45_s1_000_s3a0_75_c0fb8e73.csv,compact_t45_s1.000_s3a0.75,1.0407426108946005,1.1473326196844302,-0.004571377009472062,3.192299053241707e-05,0.0020063974109367127,0.0076681540828474545,2.4370903962828266e-08,0.0002529211518156554,36.0,-0.019207220884539702,0.0051,1e-09,0.017950671881552745,0.17868105564295653,0.0021423932303541214,0.09030343532654798,0.27386318995521236,0.06512308268581017,0.3719361712775662
77,random,2,compact_t40_s1.000_s3a0.50,submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,compact_t40_s1.000_s3a0.50|compact_t35_s1.000_s3a0.50,0.9178435693073108,1.1226182429315958,-0.04112019903395713,3.742316621229902e-05,0.0022867191244627764,0.009643308055382943,7.562669456522032e-08,0.0002860007554247434,31.0,-0.029111585544689185,0.0051,1e-09,0.05461871569715076,0.29840955739484515,0.4117531440852245,0.011574772443835316,0.08441111381636815,0.022790802988438212,0.11644189357413791
78,random,2,compact_t40_s1.000_s3a0.50,submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,compact_t40_s1.000_s3a0.50|compact_t45_s1.000_s3a1.00,1.3402062703631696,2.099816157922394,-0.04645701566296617,5.760653271918527e-05,0.0019624404670711623,0.009964446982715853,6.527272708354493e-08,0.00032495892383204003,29.0,-0.009799513825697508,0.0051,1e-09,0.011833551510789094,0.06879833976070819,0.38231282826775687,0.2158438756943143,0.04175411870614242,0.04682193738702536,0.23263534867326366
79,random,1,compact_t45_s1.005_s3a0.00,submission_e350_compactplateau_compact_t45_s1_005_s3a0_00_f20d5420.csv,compact_t45_s1.005_s3a0.00,0.962529065164025,1.6417574160943509,0.0020792728237183167,2.402439449454033e-05,0.0022531313926570182,0.00772986120846028,7.462236864115458e-08,0.00026462456878380194,31.0,-0.018457407291347587,0.0051,1e-09,0.16986823070108809,0.07356013517313771,0.07491147415082357,0.0050964664839012914,0.606413690616332,0.009634893363298902,0.06051510951141832
80,random,18,compact_t75_s1.005_s3a0.25,submission_e350_compactplateau_compact_t75_s1_005_s3a0_25_58e03127.csv,compact_t75_s1.005_s3a0.25|compact_t45_s1.005_s3a0.50|compact_t70_s1.005_s3a0.25,1.6576051599919857,2.1738167391290264,0.06384843553956475,4.0301467040751375e-05,0.003265362054099631,0.010480438118905587,2.939317316382837e-08,0.00025730562881303933,31.0,-0.009245372208838674,0.0051,1e-09,0.16044993932433457,0.09217219010374904,0.4048554412591988,0.16800513467381617,0.01166349029503497,0.11242341331012329,0.05043039103374325
82,random,5,compact_t40_s1.000_s3a0.50,submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,compact_t40_s1.000_s3a0.50|compact_t45_s1.000_s3a1.00|compact_t45_s1.000_s3a0.75,0.9740787239276312,1.1665992168762844,-0.018677015138553594,4.922013282398592e-05,0.0037684060292715814,0.009562583326283122,2.20920037683188e-08,0.000305863107275113,34.0,-0.011912000241867764,0.0051,1e-09,0.12466459717713048,0.11449631127273453,0.1612147131823541,0.08663044953173435,0.12105955914518014,0.37312095971216375,0.018813409978702535
83,random,24,compact_t45_s1.005_s3a0.50,submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,compact_t45_s1.005_s3a0.50|compact_t45_s1.005_s3a0.75|compact_t60_s1.005_s3a0.25,1.1911083283701367,1.0888896605399332,0.04698536915136734,2.64186686497244e-05,0.003625079173058746,0.01144578686850739,4.7145289393710885e-08,0.00021100205411381847,32.0,-0.03437489293420017,0.0051,1e-09,0.16411159200205552,0.014810043788742282,0.023971789858545086,0.08171912972529417,0.3659566190698397,0.04326631517432873,0.3061645103811944
84,random,10,compact_t40_s1.000_s3a0.50,submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,compact_t40_s1.000_s3a0.50|compact_t45_s1.000_s3a1.00|compact_t55_s1.000_s3a1.00,0.917440143078595,0.8942068955086525,0.06491752286363667,4.798753051619419e-05,0.0037105039629340072,0.011071506712709095,6.410594696724956e-09,0.0003093219633730228,31.0,-0.02684487596994832,0.0051,1e-09,0.33374637996220413,0.09123896815846139,0.05543549897363086,0.19152559718039203,0.03016990704610482,0.11834457461487696,0.17953907406432987
86,random,19,compact_t40_s1.000_s3a0.50,submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,compact_t40_s1.000_s3a0.50|compact_t75_s1.000_s3a0.50|compact_t75_s1.000_s3a0.25,1.0278529039071556,1.1213077109244924,-0.013906212152925975,4.785253430537281e-05,0.0010605039240643775,0.01072325066496306,5.893521056370277e-09,0.0003189566434508138,31.0,-0.02203975402368163,0.0001,1e-09,0.021749324561651583,0.15099999939882672,0.21859702518050808,0.33728259293440344,0.05929063994888611,0.12878783225535353,0.08329258572037054
87,random,26,compact_t45_s1.005_s3a0.50,submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,compact_t45_s1.005_s3a0.50|compact_t75_s1.005_s3a0.25|compact_t45_s1.005_s3a0.75,1.8612311040777751,2.5662111213533634,0.04345876483111032,3.8581290431542126e-05,0.0023000480276223977,0.010999238720330646,8.188012382854943e-08,0.000210495887210711,31.0,-0.016871480742908222,0.0051,1e-09,0.13068239202130602,0.16658645030695507,0.07935481779784644,0.0244413055947421,0.39362664268478326,0.07653929904271194,0.1287690925516553
88,random,17,compact_t45_s1.005_s3a0.50,submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,compact_t45_s1.005_s3a0.50|compact_t60_s1.005_s3a0.25|compact_t45_s1.005_s3a0.75,1.4891362472160286,1.9776999658207148,0.037293778522494415,2.6450901720674897e-05,0.002387017613142312,0.011645703742784261,7.758195515872358e-08,0.00020926011808332059,29.0,-0.010688915789354192,0.0051,1e-09,0.07866445474276504,0.0016096876559869948,0.11372253579984563,0.19269082520217437,0.13495932136286312,0.14948889902260767,0.3288642762137572
92,random,3,compact_t45_s1.005_s3a0.75,submission_e350_compactplateau_compact_t45_s1_005_s3a0_75_03f45ba1.csv,compact_t45_s1.005_s3a0.75|compact_t50_s1.005_s3a1.00|compact_t35_s1.005_s3a0.25,1.1321375389483161,1.4484741357649589,-0.015528648911812286,3.376981527203409e-05,0.0018739486907854333,0.011423846408453448,1.5905765673216368e-07,0.00024282804591949078,30.0,-0.005935445269593261,0.0051,1e-09,0.07900445396347636,0.2184745027271108,0.17590204440391366,0.17487065991033215,0.020001949501085883,0.21542570930551172,0.11632068018856954
98,random,4,compact_t40_s1.000_s3a0.50,submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,compact_t40_s1.000_s3a0.50|compact_t45_s1.000_s3a1.00|compact_t55_s1.000_s3a1.00,0.978178539055736,0.6672141181575333,0.06990408851323057,5.283653676944549e-05,0.002618603158239427,0.009349998223293321,5.900768037367623e-08,0.00024659826621378046,29.0,-0.014445538274009486,0.0001,1e-09,0.05102354043688631,0.17729695105424823,0.24735732240360156,0.07309974635960337,0.022748687529024272,0.20119074726268205,0.2272830049539542
