experiment,basename,target_norm,family,outcome_quadrant,failure_mode,readiness_defects,readiness_distance,actual_mean,actual_p90,actual_beats_current_rate,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,selector_visible,old_ready_rule,source_governor_file
e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_undo_high_preserve_top5_94fc0ee8.csv,e247_body_vs_clean_neither,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5649866476695364,8.296536585661452e-06,1.4986647669536482e-05,0.0588235294117647,0.0,0.9047619047619048,0.9047619047619048,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_swap_low_high_top8_ccf96b52.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5650141570290276,1.0533824107822842e-05,1.5014157029027524e-05,0.0294117647058823,0.0,0.8571428571428571,0.7619047619047619,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_paymonth_start_near3_money_rumin_top3_f0p5_165a43e0.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5652277160151278,8.24814869402119e-06,1.5227716015127736e-05,0.088235294117647,0.0,0.9523809523809524,0.9523809523809524,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top8_b2465ac5.csv,e247_common_vs_e284_extra,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5653489617254186,1.063434594588747e-05,1.5348961725418594e-05,0.0294117647058823,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e247like_ctrl_z_diary_state_k8_5_top5_f0p5_428ed7b0.csv,multi,human_boundary_control,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5656937289496117,8.857684389098966e-06,1.5693728949611637e-05,0.0588235294117647,0.0,0.8571428571428571,0.9047619047619048,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_swap_low_high_top8_1d77d57d.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5657835898694393,1.0966756349875173e-05,1.5783589869439292e-05,0.0294117647058823,0.0,0.9523809523809524,0.9047619047619048,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_swap_low_high_top13_3b02aabd.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5660014524038006,6.500447568434649e-06,1.6001452403800645e-05,0.088235294117647,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top8_39f05de7.csv,e247_body_vs_clean_neither,human_plus_oldlaw_context,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5661153431483841,1.0334594591456855e-05,1.6115343148384054e-05,0.0294117647058823,0.0,0.9047619047619048,1.0,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_undo_high_preserve_top5_ab16dfaa.csv,e247_body_vs_clean_neither,human_plus_oldlaw_context,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5661384588054091,8.54743250614783e-06,1.6138458805409175e-05,0.088235294117647,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top8_41977437.csv,e247_body_vs_clean_neither,human_plus_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5663190254709005,1.0475504393551203e-05,1.6319025470900522e-05,0.0294117647058823,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_swap_low_high_top13_d8fee27a.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5664625148461311,8.184254076248337e-06,1.6462514846131042e-05,0.088235294117647,0.0,0.9047619047619048,0.9523809523809524,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_undo_low_preserve_top8_66a153a5.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.566518346238556,8.489269970612366e-06,1.6518346238556055e-05,0.088235294117647,0.0,0.9523809523809524,0.9523809523809524,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_ctrl_undo_high_preserve_top5_18ff0c1b.csv,e247_body_vs_clean_neither,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5670546000013732,1.1218191210779218e-05,1.7054600001373224e-05,0.0294117647058823,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_diary_state_pc8_top5_f0p5_ae0b1a40.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5672255758983227,1.3726918540300138e-05,1.722557589832267e-05,0.0,0.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_high_stateamp_top8_f0p25_36952c9e.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5672525039655235,8.922202212648932e-06,1.72525039655235e-05,0.088235294117647,0.0,0.9047619047619048,0.9523809523809524,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_undo_low_preserve_top8_36952c9e.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5672525039655235,8.922202212648932e-06,1.72525039655235e-05,0.088235294117647,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_undo_low_preserve_top8_3906637e.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5673431824047898,9.04128934819125e-06,1.734318240478971e-05,0.088235294117647,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_diary_state_pc6_top3_f0p5_c2f4cab7.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5673475101407671,1.3681161919703552e-05,1.734751014076713e-05,0.0,0.0,0.9047619047619048,0.8571428571428571,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_undo_low_preserve_top13_bc700d93.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5677226880851423,5.350034657213543e-06,1.7722688085142213e-05,0.3529411764705882,0.0,0.8571428571428571,1.0,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l1_c0p2_raw_ctrl_undo_high_preserve_top5_f5d5323a.csv,e247_body_vs_clean_neither,human_plus_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5677364329057084,9.58658941225028e-06,1.773643290570836e-05,0.088235294117647,0.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_ctrl_undo_high_preserve_top8_85b2949e.csv,e247_body_vs_clean_neither,human_plus_oldlaw_context,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5684276866625012,1.2009896722544883e-05,1.8427686662501244e-05,0.0294117647058823,0.0,0.8571428571428571,1.0,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_high_story_top8_f0p5_eb37f3cd.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5684965389377511,1.1513950422975538e-05,1.8496538937751096e-05,0.0294117647058823,0.0,0.9047619047619048,0.8571428571428571,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_smooth_weighted_ctrl_undo_high_preserve_top8_b4126c72.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5686580623543522,1.4799146184534736e-05,1.8658062354352225e-05,0.0,0.0,0.8095238095238095,0.8571428571428571,0.5714285714285714,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l1_c0p2_anti_amp_ctrl_undo_high_preserve_top8_03ce39e3.csv,e247_body_vs_clean_neither,human_plus_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5686755140993994,1.220894116991986e-05,1.867551409939939e-05,0.0294117647058823,0.0,0.8095238095238095,1.0,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top8_3bdf7d26.csv,e247_body_vs_clean_neither,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5688629678092026,1.2376371190090834e-05,1.8862967809202615e-05,0.0294117647058823,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top8_d0840e02.csv,e247_common_vs_e284_extra,human_plus_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5690101281935159,1.2517280992185426e-05,1.9010128193515955e-05,0.0294117647058823,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top13_d5ade3d6.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5694626171712072,1.197597013623302e-05,1.9462617171207102e-05,0.0294117647058823,0.0,0.8095238095238095,0.8571428571428571,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_swap_low_high_top13_a452cd5d.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5699068153690333,1.4227049899921832e-05,1.990681536903336e-05,0.0294117647058823,0.0,0.9047619047619048,0.9047619047619048,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_smooth_weighted_swap_low_high_top13_a7d62b5a.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5703680278056257,1.305018071975621e-05,2.036802780562566e-05,0.0294117647058823,0.0,0.9047619047619048,0.9047619047619048,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top13_884d0ca2.csv,e247_body_vs_clean_neither,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5704244524803593,1.1985061586493964e-05,2.0424452480359343e-05,0.0588235294117647,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_high_stateamp_top3_f0p5_5b08f594.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5710104092736203,1.0597996981584888e-05,2.101040927362034e-05,0.088235294117647,0.0,0.9047619047619048,0.9047619047619048,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_ctrl_undo_high_preserve_top13_75b046fa.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5710714845942627,1.5739239501630767e-05,2.1071484594262672e-05,0.0,0.0,0.8095238095238095,0.8571428571428571,0.5714285714285714,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l1_c0p2_anti_amp_ctrl_undo_high_preserve_top13_dddcda96.csv,e247_body_vs_clean_neither,human_plus_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5717912495547275,1.1265455053087085e-05,2.1791249554727444e-05,0.088235294117647,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_high_state_top8_f0p5_671bcce7.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.571910588139554,1.3669976505453183e-05,2.191058813955397e-05,0.0294117647058823,0.0,0.9523809523809524,0.9523809523809524,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_smooth_weighted_undo_low_preserve_top13_3f01a6b6.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5720113842548723,1.0215961300721416e-05,2.201138425487233e-05,0.088235294117647,0.0,0.9047619047619048,0.9523809523809524,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_undo_low_preserve_top13_2713b6f3.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5722854706456115,1.0017989196202818e-05,2.2285470645611585e-05,0.088235294117647,0.0,0.8095238095238095,1.0,0.5714285714285714,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_undo_low_preserve_top13_f7fc0480.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5728591807836211,1.0705682432566454e-05,2.2859180783621044e-05,0.088235294117647,0.0,0.8571428571428571,0.9523809523809524,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_undo_low_preserve_top13_fa90ccc6.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5730280735220353,1.4704221297227886e-05,2.3028073522035364e-05,0.0294117647058823,0.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top13_fca64227.csv,e247_body_vs_clean_neither,human_plus_oldlaw_context,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5731621298483198,1.486396529288409e-05,2.3162129848319823e-05,0.0294117647058823,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_jepa_prednorm_subject_social_com_top5_f0p5_21899e67.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5731985417870828,1.6670780814097953e-05,2.319854178708285e-05,0.0294117647058823,0.0,0.8095238095238095,0.7619047619047619,0.5714285714285714,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_ctrl_undo_high_preserve_top13_1c5b2e73.csv,e247_body_vs_clean_neither,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5731987030407687,1.420740550567714e-05,2.3198703040768655e-05,0.0294117647058823,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_high_amp_top3_f0p5_e261cc2f.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5734204337188045,1.2042518148923496e-05,2.342043371880445e-05,0.088235294117647,0.0,0.8095238095238095,0.8571428571428571,0.5714285714285714,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top8_3b9b84a5.csv,e247_body_vs_clean_neither,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5735026023927735,1.5034762097264597e-05,2.3502602392773497e-05,0.0294117647058823,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_ctrl_undo_high_preserve_top8_c686e7eb.csv,e247_body_vs_clean_neither,human_plus_oldlaw_context,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5741966072821313,1.3265120557544697e-05,2.4196607282131297e-05,0.0588235294117647,0.0,0.9523809523809524,0.9523809523809524,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_undo_high_preserve_top8_19f5e75a.csv,e247_body_vs_clean_neither,human_plus_oldlaw_context,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5743993655544617,1.3403160298735162e-05,2.4399365554461743e-05,0.0588235294117647,0.0,0.9047619047619048,1.0,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_high_amp_top5_f0p5_455e94c7.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5748057573251312,7.306921003477383e-06,2.480575732513116e-05,0.3529411764705882,0.0,0.8571428571428571,1.0,0.5714285714285714,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top8_c2d78557.csv,e247_body_vs_clean_neither,human_plus_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5749793123306024,1.3651330770289732e-05,2.4979312330602353e-05,0.0588235294117647,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top8_19519a9b.csv,e247_common_vs_e284_extra,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5750266925759658,1.3845561046512968e-05,2.5026692575965847e-05,0.0588235294117647,0.0,0.9047619047619048,1.0,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_ctrl_undo_high_preserve_top8_9eb59a4f.csv,e247_body_vs_clean_neither,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5751405678531685,1.6073919003383298e-05,2.514056785316853e-05,0.0294117647058823,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top8_4bb364ec.csv,e247_common_vs_e284_extra,human_plus_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5752542443784436,1.3977301374879435e-05,2.5254244378443604e-05,0.0588235294117647,0.0,0.8571428571428571,1.0,0.5714285714285714,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_ctrl_undo_high_preserve_top8_e0cc371d.csv,e247_common_vs_e284_extra,human_plus_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5755444147869087,1.6324737332725598e-05,2.5544414786908676e-05,0.0294117647058823,0.0,0.9523809523809524,0.9523809523809524,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_jepa_resid_dateblock_cognitive_m_top5_f0p5_1f0fcac3.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5763663107505024,1.5387296657035847e-05,2.636631075050241e-05,0.0588235294117647,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top8_08ad8d3f.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5764929701420791,1.3817616424536767e-05,2.6492970142079128e-05,0.088235294117647,0.0,0.8095238095238095,0.9047619047619048,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top13_e5cc6c6f.csv,e247_common_vs_e284_extra,human_plus_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5771260226953866,1.4788315251148231e-05,2.7126022695386644e-05,0.088235294117647,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
