candidate_id,basename,source_path,policy_id,target,view_id,split,rep,block_scheme,label_mode,cv_group,block_frac,delta_mode,scale,train_actual_delta,train_dominance,train_min_mode_dominance,test_selected_rows,test_delta_mean,test_delta_p90_abs,test_delta_l1
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_raw_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_r_15ac4c1c.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_r_15ac4c1c.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,0.5,raw,0.25,-0.017607255895929153,0.9791666666666666,0.9583333333333334,153,0.007813452631763003,0.02,2.8262585801987905
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_raw_s050,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_r_939ee787.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_r_939ee787.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,0.5,raw,0.5,-0.017607255895929153,0.9791666666666666,0.9583333333333334,153,0.015626905263526007,0.04,5.652517160397581
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_centered_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_c_b33bda32.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_c_b33bda32.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,0.5,centered,0.25,-0.017607255895929153,0.9791666666666666,0.9583333333333334,40,-0.0026807565237209193,0.01785332625644492,0.6701891309302298
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_centered_s050,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_c_340abac2.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_c_340abac2.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,0.5,centered,0.5,-0.017607255895929153,0.9791666666666666,0.9583333333333334,40,-0.005361513047441839,0.03570665251288984,1.3403782618604596
Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_raw_s025,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_raw_s025_6cc5fed3.csv,analysis_outputs/submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_raw_s025_6cc5fed3.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekend,strong35,subject_cv,0.7,raw,0.25,-0.016740756494282416,0.8402777777777778,0.625,189,-0.0034063883848343434,0.02,3.4884917814467054
Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_raw_s050,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_raw_s050_db9c6f09.csv,analysis_outputs/submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_raw_s050_db9c6f09.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekend,strong35,subject_cv,0.7,raw,0.5,-0.016740756494282416,0.8402777777777778,0.625,189,-0.006812776769668687,0.04,6.976983562893411
Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s025,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s025_f0ca188e.csv,analysis_outputs/submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s025_f0ca188e.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekend,strong35,subject_cv,0.7,centered,0.25,-0.016740756494282416,0.8402777777777778,0.625,89,0.0064398222446894185,0.02,1.6099555611723546
Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s050,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s050_11303716.csv,analysis_outputs/submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s050_11303716.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekend,strong35,subject_cv,0.7,centered,0.5,-0.016740756494282416,0.8402777777777778,0.625,89,0.012879644489378837,0.04,3.219911122344709
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_raw_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_ra_00c33377.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_ra_00c33377.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.7,raw,0.25,-0.014734683630404422,0.9375,0.8541666666666666,199,0.00940712144170983,0.02,3.709382640504696
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_raw_s050,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_ra_b3f307cb.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_ra_b3f307cb.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.7,raw,0.5,-0.014734683630404422,0.9375,0.8541666666666666,199,0.01881424288341966,0.04,7.418765281009392
