file_name,selector_id,sha256,exact_columns,exact_keys,finite_probs,in_bounds,changed_cells_vs_e224,changed_q3_vs_e224,changed_other_targets_vs_e224,selected_smooth_gain_sum,q3_top1_over_abs_expected,q3_adverse_delta,adverse_reduction_vs_e224,expected_loss_vs_e224,support_gain_vs_e224,actual_expected_delta_vs_e224,actual_adverse_reduction_vs_e224,actual_support_gain_vs_e224,e237_like_score,overlap_e237,overlap_e230_swing25,overlap_e230_risk21,overlap_amp_top25,global_pair_abs_delta,affected_pair_abs_delta,affected_pair_count,positive_pair_delta_share
submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,nn_smooth_sum_top34,3f4086d73b23a9c87294986aaa3a8ff32613312e69a398352d6744b8646ce839,True,True,True,True,34,34,0,3.5558895700071007,0.5497134939421922,0.0015830454061444,0.000632591525867,-6.65190691797919e-05,0.005788959476231,-6.65190691797919e-05,0.000596176291184,0.004986134957097,0.0730349390299703,13,10,7,10,-0.01422355828002847,-0.05735305758075959,62,0.03225806451612903
