basename,source_path,candidate_id,target_task,feature_set,model,score_col,score_variant,action,k,undo_fraction,add_fraction,latent_health_score,min_auc,mean_auc,min_ap_lift,source_transfer_auc,undo_count,add_count,undo_idx_list,add_idx_list,undo_e247_overlap,undo_e256_overlap,undo_e284_overlap,undo_smooth_sum,undo_mean_amp,undo_mean_app_state,undo_mean_app_story,undo_mean_state_amp_z,add_e247_overlap,add_e256_overlap,add_e284_overlap,add_smooth_sum,add_mean_amp,add_mean_app_state,add_mean_app_story,add_mean_state_amp_z
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top3_eca866ef.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top3_eca866ef.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,score_e247_body_vs_clean_n_cell_geometry_lr_l2_c0p35,raw,undo_low_preserve,3,0.25,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,3,0,103 90 46,,3,0,0,0.186368950677447,0.0310614917795745,0.22040083644526523,0.27053585745023284,-0.08737581991921217,0,0,0,0.0,,,,
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top3_a4fabc59.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top3_a4fabc59.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,score_e247_body_vs_clean_n_cell_geometry_lr_l2_c0p35,raw,undo_low_preserve,3,0.5,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,3,0,103 90 46,,3,0,0,0.186368950677447,0.0310614917795745,0.22040083644526523,0.27053585745023284,-0.08737581991921217,0,0,0,0.0,,,,
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top3_1cbce125.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top3_1cbce125.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,score_e247_body_vs_clean_n_cell_geometry_lr_l2_c0p35,raw,add_high_preserve,3,0.0,0.2,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,0,3,,188 87 147,0,0,0,0.0,,,,,0,2,1,0.0942145326285871,0.09703466884441077,0.40502616419903226,0.7980282941432219,0.6260307457820166
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top3_bd1ace77.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top3_bd1ace77.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,score_e247_body_vs_clean_n_cell_geometry_lr_l2_c0p35,raw,add_high_preserve,3,0.0,0.35,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,0,3,,188 87 147,0,0,0,0.0,,,,,0,2,1,0.0942145326285871,0.09703466884441077,0.40502616419903226,0.7980282941432219,0.6260307457820166
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top3_90a1b07d.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top3_90a1b07d.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,score_e247_body_vs_clean_n_cell_geometry_lr_l2_c0p35,raw,swap_low_high,3,0.25,0.2,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,3,3,103 90 46,188 87 147,3,0,0,0.186368950677447,0.0310614917795745,0.22040083644526523,0.27053585745023284,-0.08737581991921217,0,2,1,0.0942145326285871,0.09703466884441077,0.40502616419903226,0.7980282941432219,0.6260307457820166
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top3_2e3f6cdc.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top3_2e3f6cdc.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,score_e247_body_vs_clean_n_cell_geometry_lr_l2_c0p35,raw,ctrl_undo_high_preserve,3,0.25,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,3,0,150 5 223,,3,3,0,0.7188316674827646,0.1228399276015029,0.35767714861163397,-0.3851944083931254,1.1283705869853848,0,0,0,0.0,,,,
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,score_e247_body_vs_clean_n_cell_geometry_lr_l2_c0p35,raw,ctrl_add_low_preserve,3,0.0,0.2,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,0,3,,11 141 176,0,0,0,0.0,,,,,0,0,1,-0.6094062404412209,0.06367942830065973,0.2540991878973107,0.38387516449201176,0.038745698419960804
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top5_c788a1cd.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top5_c788a1cd.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top5,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,score_e247_body_vs_clean_n_cell_geometry_lr_l2_c0p35,raw,undo_low_preserve,5,0.25,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,5,0,103 90 46 77 231,,5,1,0,0.2995909504733594,0.03592685310353932,0.4021497240999925,0.3245344006185997,-0.11346990479801058,0,0,0,0.0,,,,
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top5_145144ab.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top5_145144ab.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top5,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,score_e247_body_vs_clean_n_cell_geometry_lr_l2_c0p35,raw,undo_low_preserve,5,0.5,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,5,0,103 90 46 77 231,,5,1,0,0.2995909504733594,0.03592685310353932,0.4021497240999925,0.3245344006185997,-0.11346990479801058,0,0,0,0.0,,,,
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top5_84e30081.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top5_84e30081.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top5,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,score_e247_body_vs_clean_n_cell_geometry_lr_l2_c0p35,raw,add_high_preserve,5,0.0,0.2,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,0,5,,188 87 147 96 38,0,0,0,0.0,,,,,0,3,2,0.1404550505287783,0.0911477127790678,0.5757376919225531,0.8865109143026733,1.1047299184013872
