method,hidden_blocks,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mean_raw05_delta_vs_a2c8,mixmin_better_block_rate
struct_raw_subject_fbsubject_k4_a24_w0.35,36.0,0.0003813833087846862,0.000188407551958232,0.000770622706266647,0.4444444444444444
struct_raw_fbsubject_k8_a4_w0.35,36.0,0.0003816500689531859,7.525497166721657e-05,0.000776408335376613,0.4722222222222222
struct_raw_calendar_fbsubject_k8_a12_w0.35,36.0,0.00038339192990104155,0.00012193585619535155,0.0007620694802361462,0.4444444444444444
struct_raw_calendar_subject_fbsubject_k4_a24_w0.35,36.0,0.00038734855658049787,0.00019206388031761432,0.0007692414424812075,0.4444444444444444
struct_raw_fbsubject_k16_a4_w0.35,36.0,0.00039103341356321145,8.116191989331098e-05,0.0007698211882381568,0.5
struct_raw_calendar_fbsubject_k16_a24_w0.35,36.0,0.00039236820278005103,0.0001475348322981207,0.0007609061593255426,0.4444444444444444
struct_raw_fbsubject_k4_a4_w0.35,36.0,0.00039371687326552197,0.0001248600188374111,0.0007700562040103732,0.5277777777777778
struct_raw_fbsubject_k16_a24_w0.65,36.0,0.0003948968381575256,9.345265455277865e-05,0.0007693007441143326,0.5
struct_raw_fbsubject_k4_a12_w0.65,36.0,0.0003973886218789928,0.00013402946048011823,0.0007695189730008024,0.5
struct_raw_fbsubject_k8_a24_w0.65,36.0,0.00040091814041740665,0.00012928377618027815,0.000772196778838199,0.5
struct_raw_fbsubject_k4_a24_w1.00,36.0,0.0004031585134381207,0.00014843858371156406,0.0007686747531355318,0.4722222222222222
struct_raw_fbsubject_k16_a12_w0.35,36.0,0.00040648711383176956,0.00013032485990053678,0.0007677394124584819,0.5
struct_raw_calendar_fbsubject_k8_a24_w0.35,36.0,0.00040654046780807173,0.0001711719883538235,0.000762244040066907,0.4444444444444444
struct_raw_fbsubject_k8_a12_w0.35,36.0,0.0004070385870632283,0.00014644586717124235,0.0007708589904423525,0.4722222222222222
struct_raw_calendar_fbsubject_k4_a24_w0.35,36.0,0.0004082877481966386,0.00019735959016309402,0.0007618873818621377,0.4166666666666667
struct_raw_fbsubject_k4_a24_w0.65,36.0,0.0004178455110546672,0.00018511635255863832,0.0007665258301455176,0.4444444444444444
struct_raw_fbsubject_k16_a24_w0.35,36.0,0.0004180773891500781,0.00016719706499287404,0.0007661780806673577,0.4166666666666667
struct_raw_fbsubject_k4_a12_w0.35,36.0,0.0004194191181158873,0.00018904611362890737,0.0007662955884540647,0.4444444444444444
struct_raw_fbsubject_k8_a24_w0.35,36.0,0.00042131962866437893,0.00018649074595869744,0.0007677374839758334,0.4444444444444444
struct_raw_fbsubject_k4_a24_w0.35,36.0,0.0004304343661193388,0.00021655444012656203,0.00076468389614283,0.4444444444444444
subject_indep,36.0,0.00044515850591159774,0.0002532671273690718,0.0007625430577150217,0.4166666666666667
