candidate_id,family_group,agg_mode,target_mask,gamma,included_masks,mean_inclusion,mean_abs_logit_delta,max_abs_logit_delta,mean_probability_move,p90_probability_move,oof_loss,expected_public_anchor,expected_public_stage2,expected_public_ordinal,posterior_mean_expected,posterior_p90_expected,conservative_mean_expected,conservative_p90_expected,posterior_mean_regret,conservative_mean_regret,p90_regret,p95_regret,max_regret,posterior_mean_delta_vs_stage2,conservative_mean_delta_vs_stage2,posterior_mean_delta_vs_prior,conservative_mean_delta_vs_prior,win_rate_vs_stage2_all,win_rate_vs_prior_all,robust_score_t35,robust_score_t50,robust_score_t65,robust_score_t80
subject_contig|marginal|noq2|g1.25,subject_contig,marginal,noq2,1.25,160,0.44000000000000006,0.03951211370582937,0.3557486765284741,0.008534935161608472,0.022576794392498902,0.5562754509608783,0.5777607619722979,0.5747586292065644,0.5765767543670283,0.5756188781635118,0.5816710881051596,0.5758569975955536,0.5845117439638933,0.00019284618120716095,0.0011269280294154977,0.0015466040253620083,0.001976610466098566,0.0034742543566436135,-0.001373510361021016,-1.8969862357015553e-05,-0.0005930238611421477,-0.00011647684125884503,0.8631736526946108,0.7,0.5781422789740535,0.5778963926434003,0.5776505063127472,0.577404619982094
subject_struct|marginal|all|g1.00,subject_struct,marginal,all,1.0,168,0.44,0.03954007937512027,0.34754335335468917,0.007607497245032504,0.018008970983415896,0.556809766172489,0.5777209053809126,0.5743312242140584,0.5764476406069838,0.575636626077136,0.5817129542204647,0.5757664700394464,0.5846703852914573,0.00021059409483134816,0.0010364004733082978,0.001567442165900479,0.0021876329256462425,0.003644548171706674,-0.0013557624473968287,-0.0001094974184642156,-0.0005752759475179605,-0.00020700439736604507,0.8982035928143712,0.7,0.5780633246819793,0.5778580416524755,0.5776527586229715,0.5774474755934677
subject_contig|marginal|all|g1.00,subject_contig,marginal,all,1.0,160,0.44000000000000006,0.03951211370582937,0.3557486765284741,0.007601462508363558,0.0182108677951418,0.5568933734964376,0.5777235110181225,0.5743298803141482,0.5764448845672557,0.5756425478528616,0.5817209200182454,0.5757744778174679,0.5846799376093621,0.0002165158705571139,0.0010444082513297302,0.0015659810492374968,0.0021956515073379146,0.0037109870681497625,-0.0013498406716710627,-0.00010148964044278316,-0.0005693541717921947,-0.00019899661934461263,0.8979041916167665,0.7,0.578082392033031,0.5778763267526662,0.5776702614723014,0.5774641961919367
random50|marginal|all|g0.75,random50,marginal,all,0.75,40,0.5,0.045873945010312826,0.3698860163364452,0.006565029382659953,0.014289169314676392,0.5561153499829457,0.5778699450949882,0.5742247399023405,0.5765656475622146,0.5756578135947218,0.5816929282717974,0.5757075655653334,0.5847573966671331,0.00023178161241725075,0.0009774959991952815,0.0015552735186905497,0.0024022577841146743,0.0035331576674927367,-0.0013345749298109262,-0.00016840189257723184,-0.0005540884299320579,-0.0002659088714790613,0.8985029940119761,0.7,0.5780229846375221,0.5778477361049053,0.5776724875722884,0.5774972390396717
random_all|conditional|core|g0.75,random_all,conditional,core,0.75,200,0.44,0.09137558790415291,0.7140419470163348,0.009083817969648154,0.026397976961639688,0.5555885411552116,0.5773278138943372,0.5747335753833197,0.5764287290970764,0.5755906420127584,0.5816418245211296,0.575898928063205,0.5844942902604204,0.0001646100304538986,0.0011688584970668686,0.0017016180122028212,0.0018977965209046818,0.002488872784920493,-0.0014017465117742783,2.2960605294355152e-05,-0.0006212600118954101,-7.454637360747432e-05,0.855688622754491,0.7,0.5782474535564597,0.5779752547439048,0.5777030559313499,0.5774308571187949
all_struct_random|conditional|core|g0.75,all_struct_random,conditional,core,0.75,395,0.436253164556962,0.09072948321977128,0.7182314185827349,0.009002326985663667,0.02626056245163333,0.5556430915036875,0.5773513682300945,0.5747225823220709,0.5764209161119613,0.5755913793410535,0.5816434397348772,0.5758956806946981,0.5845206266921096,0.00016534735874898482,0.0011656111285600656,0.0017183186206962907,0.0019215251808503912,0.0024996555752041516,-0.0014010091834791918,1.971323678755235e-05,-0.0006205226836003239,-7.779374211427711e-05,0.8634730538922155,0.7,0.5782559177811301,0.5779852132298758,0.5777145086786216,0.5774438041273675
random50|conditional|core|g0.75,random50,conditional,core,0.75,40,0.5,0.09158044736584241,0.7045447930218004,0.009043809395986056,0.02572166722336569,0.555688926960185,0.5775299071933716,0.5749090751748637,0.5766115611677651,0.575590960680627,0.5816422274989342,0.5759009393383899,0.5845151824253669,0.00016492869832240476,0.0011708697722517597,0.0017189583598370194,0.0019169538412245107,0.0025118397891783495,-0.001401427843905772,2.4971880479246196e-05,-0.0006209413440269039,-7.253509842258327e-05,0.8604790419161676,0.7,0.578263502350901,0.5779906688106025,0.577717835270304,0.5774450017300052
subject_struct|conditional|core|g0.75,subject_struct,conditional,core,0.75,168,0.44,0.08964991198487822,0.7110872071297093,0.008896256642609904,0.025652604571295916,0.5557569413810824,0.5774307877244405,0.5747604339003503,0.5764722139543992,0.575591124864583,0.581645290716822,0.5758942597843179,0.5845320827158911,0.00016509288227827326,0.0011641902181797714,0.0017347619098558417,0.001947841294191632,0.0025421337987887593,-0.0014012636599499034,1.8292326407257936e-05,-0.0006207771600710354,-7.921465249457153e-05,0.8694610778443114,0.7,0.5782668710020982,0.5779966038635601,0.577726336725022,0.577456069586484
subject_contig|conditional|core|g0.75,subject_contig,conditional,core,0.75,160,0.44000000000000006,0.08951226239403196,0.7108818571125647,0.008881217575417493,0.025804002764502634,0.5557594341808842,0.5774441815217719,0.5747675422674721,0.5764802819841309,0.5755912232850524,0.5816455492571315,0.5758936260427127,0.5845316317976429,0.00016519130274792742,0.0011635564765745006,0.001736227824223413,0.0019506944546260284,0.002550254002713803,-0.0014011652394802492,1.765858480198726e-05,-0.0006206787396013813,-7.984839409984221e-05,0.8712574850299402,0.7,0.5782672308791713,0.5779972383014113,0.5777272457236513,0.5774572531458912
rowmod|conditional|core|g0.75,rowmod,conditional,core,0.75,14,0.2857142857142857,0.09285193789500006,0.6688925401482796,0.00915197558902849,0.02656726053970526,0.5555804904747076,0.5775343149890622,0.5749253712412209,0.5766122807039584,0.5755964650242371,0.5816479043290074,0.5759071975640354,0.58451157895961,0.00017043304193252852,0.0011771279978972748,0.0017146421826565556,0.0019177553392474005,0.0025594858859619984,-0.001395923500295648,3.123010612476145e-05,-0.0006154370004167801,-6.627687277706802e-05,0.8550898203592814,0.7,0.5782764904792482,0.5780033742331865,0.5777302579871246,0.5774571417410628
structured|marginal|noq2|g1.00,structured,marginal,noq2,1.0,195,0.4324102564102564,0.03928517873401172,0.31856020546244845,0.006751971040561467,0.017374923107859843,0.5567639180431077,0.5776307040118046,0.5741001795311239,0.5762851860754218,0.5756394284585269,0.5816943534992101,0.5757663303579679,0.584746138059226,0.0002133964762222276,0.0010362607918296199,0.001665013061229146,0.0023130334216349626,0.003629013510334067,-0.0013529600660059492,-0.00010963709994289336,-0.0005724735661270811,-0.00020714407884472283,0.8985029940119761,0.7,0.5781394153301556,0.5779352355742279,0.5777310558183,0.5775268760623722
subject_struct|marginal|noq2|g1.00,subject_struct,marginal,noq2,1.0,168,0.44,0.03954007937512027,0.34754335335468917,0.006827239127765561,0.017802360927353916,0.5568825040215947,0.5777244042695233,0.5742202115788795,0.5763816580638489,0.5756426734447542,0.5817028732259492,0.5757834043886535,0.5847278716219513,0.0002166414624495807,0.0010533348225153162,0.0016436531284832357,0.002297845233143386,0.0037153186189819998,-0.001349715079778596,-9.256306925719705e-05,-0.000569228579899728,-0.00019007004815902652,0.8985029940119761,0.7,0.5781562823888975,0.5779469167412977,0.5777375510936981,0.5775281854460984
structured|conditional|core|g0.75,structured,conditional,core,0.75,195,0.4324102564102564,0.09129488852804724,0.7251601600194735,0.008979778823922402,0.025946779528155973,0.5557715081340381,0.5773384861172914,0.574674264929425,0.576367729942815,0.5755969710259021,0.5816508128664041,0.5758968009420706,0.584536236526126,0.00017093904359760865,0.0011667313759323864,0.0017358626034191245,0.0019430578517113043,0.002534253316014645,-0.0013954174986305682,2.0833484159872914e-05,-0.0006149309987517001,-7.667349474195655e-05,0.86437125748503,0.7,0.5782757094328863,0.5780066816706858,0.5777376539084852,0.5774686261462846
subject_contig|marginal|noq2|g1.00,subject_contig,marginal,noq2,1.0,160,0.44000000000000006,0.03951211370582937,0.3557486765284741,0.006822046072410109,0.017982289027288424,0.5569630778303993,0.5777273892798526,0.5742193327797864,0.5763794316861778,0.575648235139385,0.5817089420225989,0.5757910451674503,0.5847248118898316,0.00022220315708044457,0.0010609756013121208,0.0016253961576342842,0.0023056314170338595,0.003778379767685691,-0.0013441533851477323,-8.492229046039251e-05,-0.0005636668852688642,-0.000182429269362222,0.8982035928143712,0.7,0.5781659938885979,0.577955848584436,0.5777457032802741,0.5775355579761121
rowmod|marginal|all|g1.25,rowmod,marginal,all,1.25,14,0.2857142857142857,0.026529125112857162,0.19111215432807988,0.0063193630482111015,0.013794043946429095,0.55642040410997,0.5778530254750492,0.5741169756350631,0.5765171753071562,0.5756732611708277,0.5817093188050233,0.575702673674308,0.5847551931574985,0.0002472291885231864,0.0009726041081699737,0.0016517276192670612,0.002466623856316946,0.0036212822865964167,-0.0013191273537049907,-0.00017329378360253983,-0.0005386408538261223,-0.0002708007625043693,0.8985029940119761,0.7002994011976048,0.5780896522084272,0.5779220309759847,0.5777544097435422,0.5775867885110997
random50|marginal|noq2|g0.75,random50,marginal,noq2,0.75,40,0.5,0.045873945010312826,0.3698860163364452,0.005893693750477361,0.014289169314676392,0.5562155059112742,0.5778564287768984,0.5741140495439564,0.576491448500064,0.5756668346187656,0.5816964537955194,0.5757256023269935,0.5847933168050493,0.00024080263646104896,0.0009955327608553199,0.0016770862562195056,0.0024981376568366177,0.0036236690436335373,-0.001325553905767128,-0.00015036513091719352,-0.0005450674058882597,-0.000247872109819023,0.8982035928143712,0.7,0.5781402701145668,0.5779616406803438,0.577783011246121,0.5776043818118981
rowmod|marginal|noq2|g1.25,rowmod,marginal,noq2,1.25,14,0.2857142857142857,0.026529125112857162,0.19111215432807988,0.005676447649664608,0.013794043946429095,0.5565647315696537,0.577842877729103,0.57401382883954,0.576449246848219,0.5756824050430382,0.581715638677076,0.5757205491592305,0.5847630746298159,0.0002563730607336946,0.0009904795930924233,0.001662073542175612,0.0025574875034514383,0.003707648970218469,-0.0013099834814944821,-0.00015541829868009004,-0.0005294969816156142,-0.0002529252775819195,0.8973053892215569,0.7002994011976048,0.5781500464504915,0.577979150863282,0.5778082552760724,0.5776373596888629
random50|marginal|core|g1.25,random50,marginal,core,1.25,40,0.5,0.045873945010312826,0.3698860163364452,0.0075498627751235435,0.021559264876244134,0.5560519246967759,0.5775481532064017,0.5744629491345862,0.5764574924735448,0.5756181379996461,0.5816449815505873,0.5758457244341273,0.5846237583390217,0.00019210601734155516,0.0011156548679892627,0.00180639841293324,0.0021738769045462165,0.0029450969245626846,-0.0013742505248866216,-3.0243023783250724e-05,-0.0005937640250077536,-0.0001277500026850802,0.8985029940119761,0.7,0.5782926629248286,0.5780507264682606,0.5778087900116927,0.5775668535551247
random_all|marginal|core|g1.25,random_all,marginal,core,1.25,200,0.44,0.04027457800273986,0.31786446922545514,0.0066742507473180135,0.019269507367888173,0.5564132133927587,0.577389332347689,0.5740304791643209,0.5762122382674129,0.5756349911780764,0.5816853928847624,0.5757973591166838,0.5847690322619953,0.00020895919577194237,0.001067289550545689,0.00178714786953493,0.002331856341909544,0.003173265512442458,-0.0013573973464562343,-7.860834122682437e-05,-0.0005769108465773663,-0.00017611532012865385,0.8988023952095808,0.7,0.5782507864308828,0.5780333069102676,0.5778158273896524,0.5775983478690372
random_all|marginal|all|g0.75,random_all,marginal,all,0.75,200,0.44,0.04027457800273986,0.31786446922545514,0.005802294791989413,0.0126603789159479,0.5565831805423246,0.5776829883652215,0.5738325516269195,0.5763141761981032,0.5756977708963132,0.5817410315179776,0.5757067661910662,0.584747323664169,0.0002717389140087143,0.0009766966249280858,0.0016506358356774505,0.002565234130662413,0.003741515333691159,-0.0012946176282194626,-0.00016920126684442753,-0.0005141311283405944,-0.000266708245746257,0.8973053892215569,0.7002994011976048,0.5781369247210334,0.5779769599418635,0.5778169951626937,0.5776570303835239
all_struct_random|marginal|all|g0.75,all_struct_random,marginal,all,0.75,395,0.436253164556962,0.03966652627022557,0.27260587604046815,0.005708290894122552,0.012988525044638453,0.5570621555949246,0.5776517087834063,0.5737539626717394,0.5762391363514717,0.5756994506358054,0.5817455253354542,0.5757175944552319,0.5847557765635178,0.00027341865350088317,0.0009875248890937219,0.0016755587760968304,0.002567702363958335,0.0038951663288721017,-0.0012929378887272937,-0.00015837300267879155,-0.0005124513888484256,-0.000255879981580621,0.8967065868263473,0.7,0.578168945539227,0.5780055500633046,0.5778421545873823,0.5776787591114598
random_all|conditional|core|g0.50,random_all,conditional,core,0.5,200,0.44,0.09137558790415291,0.7140419470163348,0.006043725219452725,0.017484547823766818,0.5568753363717901,0.5774195480915171,0.5738430691310104,0.5761503540829094,0.5756597221425525,0.5817336229292547,0.5757857703135696,0.5848068911347133,0.00023369016024783371,0.0010557007474314914,0.0017565114209324812,0.0024820456213607896,0.00338821350812879,-0.0013326663819803431,-9.019714434102204e-05,-0.000552179882101475,-0.0001877041232428515,0.8985029940119761,0.7,0.5782683138513279,0.5780644542435589,0.5778605946357902,0.5776567350280212
all_struct_random|conditional|core|g0.50,all_struct_random,conditional,core,0.5,395,0.436253164556962,0.09072948321977128,0.7182314185827349,0.005989201423006226,0.01737327351533709,0.5569645645552351,0.5774361627103517,0.5738364654887658,0.5761460401359313,0.575662676356082,0.5817369895156232,0.5757860680625648,0.5848156722477498,0.0002366443737774707,0.0010559984964265401,0.0017509474518690095,0.0024983396105407334,0.003405593584381972,-0.0013297121684507063,-8.989939534597326e-05,-0.000549225668571838,-0.00018740637424780274,0.8982035928143712,0.7,0.5782718594435875,0.5780689960100192,0.5778661325764506,0.5776632691428822
random_all|marginal|noq2|g0.75,random_all,marginal,noq2,0.75,200,0.44,0.04027457800273986,0.31786446922545514,0.005213874853781403,0.0126603789159479,0.5566935523218755,0.5776858418571575,0.5737498474681549,0.5762638975174792,0.5757068569803732,0.5817554682461628,0.5757239951875309,0.5847700580373485,0.0002808249980686465,0.0009939256213927685,0.001658951551356862,0.0026507046643870825,0.0038240595703439295,-0.00128553154415953,-0.00015197227037974477,-0.0005050450442806621,-0.0002494792492815742,0.8961077844311377,0.7002994011976048,0.5781941241284254,0.5780311057571039,0.5778680873857823,0.5777050690144607
random50|conditional|core|g0.50,random50,conditional,core,0.5,40,0.5,0.09158044736584241,0.7045447930218004,0.00601586183167487,0.01712209785854481,0.5569195135821585,0.5775546461169042,0.5739600852438607,0.5762723608040031,0.5756613017448029,0.5817358517551622,0.5757884783206978,0.5848157086295085,0.0002352697624983749,0.001058408754559619,0.0017609488941225033,0.002498917163296027,0.0034142126634421066,-0.0013310867797298018,-8.74891372128943e-05,-0.0005506002798509338,-0.00018499611611472378,0.8985029940119761,0.7,0.5782796895598624,0.5780754068002643,0.5778711240406664,0.5776668412810683
rowmod|conditional|core|g0.50,rowmod,conditional,core,0.5,14,0.2857142857142857,0.09285193789500006,0.6688925401482796,0.0060873690815154416,0.017681828285148356,0.556874389788009,0.5775559270932468,0.5739690179947818,0.5762712039942497,0.5756626107267169,0.5817347644697826,0.5757902898906354,0.5848087136790306,0.00023657874441235566,0.0010602203244971932,0.0017575726434344995,0.002491634968766026,0.00343856857893865,-0.0013297777978158213,-8.56775672753201e-05,-0.000549291297936953,-0.00018318454617714957,0.8985029940119761,0.7,0.5782806341559357,0.5780761629258286,0.577871691695722,0.5776672204656149
structured|conditional|core|g0.50,structured,conditional,core,0.5,195,0.4324102564102564,0.09129488852804724,0.7251601600194735,0.005974089240859696,0.01726354477201901,0.5571033596464326,0.5774274005722175,0.5738038362980648,0.5761103742078925,0.5756674877349,0.5817431268949315,0.5757878984830651,0.5848291077493902,0.00024145575259542856,0.0010578289169269573,0.0017473133373680815,0.002516166707090339,0.0034247411743081324,-0.001324900789632748,-8.806897484555602e-05,-0.0005444142897538801,-0.00018557595374738548,0.8976047904191616,0.7,0.5782807921954257,0.5780790466212264,0.5778773010470271,0.5776755554728277
subject_struct|conditional|core|g0.50,subject_struct,conditional,core,0.5,168,0.44,0.08964991198487822,0.7110872071297093,0.005918230921173727,0.01708051905662234,0.5571084692840135,0.5774899242520133,0.5738624955928736,0.5761811089460788,0.5756656371144414,0.5817409797882718,0.5757882511983177,0.5848293457260116,0.00023960513213678724,0.0010581816321794636,0.0017520317981011932,0.0025220159698251636,0.00344411165634928,-0.0013267514100913896,-8.771625959304981e-05,-0.0005462649102125214,-0.00018522323849487927,0.8979041916167665,0.7,0.5782832751477234,0.5780807033226324,0.5778781314975414,0.5776755596724503
subject_contig|conditional|core|g0.50,subject_contig,conditional,core,0.5,160,0.44000000000000006,0.08951226239403196,0.7108818571125647,0.0059081354973284286,0.017093727128167868,0.5571204048753652,0.5774989197953992,0.5738672974631056,0.5761865967592232,0.5756660438775489,0.5817416892678129,0.5757881698533752,0.5848305483722813,0.0002400118952443445,0.0010581002872370661,0.0017517190060264407,0.0025244271557515402,0.00344698954489131,-0.001326344646983832,-8.779760453544723e-05,-0.0005458581471049641,-0.0001853045834372767,0.8979041916167665,0.7,0.578283824721059,0.5780814359364868,0.5778790471519143,0.577676658367342
all_struct_random|marginal|core|g1.25,all_struct_random,marginal,core,1.25,395,0.436253164556962,0.03966652627022557,0.27260587604046815,0.006542766299085786,0.019233945462622578,0.5571159430977896,0.5773904055619677,0.573953807223634,0.5761492110232819,0.5756433929041277,0.5816945907842282,0.5758188506682532,0.5847836172697509,0.0002173609218231709,0.0010887811021151486,0.0018403841650733905,0.002362572781346316,0.003379705289133117,-0.0013489956204050058,-5.71167896573648e-05,-0.0005685091205261378,-0.00015462376855919426,0.8985029940119761,0.7,0.5783258231481347,0.5781034349429501,0.5778810467377657,0.5776586585325811
all_struct_random|marginal|noq2|g0.75,all_struct_random,marginal,noq2,0.75,395,0.436253164556962,0.03966652627022557,0.27260587604046815,0.005124497877785292,0.012988525044638453,0.5571590687363569,0.5776599288123724,0.5736769877564027,0.5761945872660249,0.5757083489297234,0.5817608922761982,0.5757345861431856,0.5847965670901978,0.0002823169474189139,0.0010045165770473975,0.0016820622589926823,0.0026524272075582702,0.003972030078825628,-0.0012840395948092627,-0.00014138131472511578,-0.0005035530949303948,-0.00023888829362694525,0.8949101796407186,0.7,0.578224539749498,0.5780581092508124,0.5778916787521265,0.5777252482534408
random50|marginal|core|g1.00,random50,marginal,core,1.0,40,0.5,0.045873945010312826,0.3698860163364452,0.006033027555010837,0.01713283703976151,0.5567928962401728,0.5775625098151086,0.5739865219680269,0.5762881906792344,0.5756651028918895,0.5817406631208499,0.5757994865219064,0.5848201588215428,0.00023907090958505628,0.0010694169557682325,0.0017942083596507617,0.0024888350035910055,0.003410428082751382,-0.0013272856326431205,-7.648093600428101e-05,-0.0005467991327642524,-0.0001739879149061105,0.8985029940119761,0.7,0.5783155171913502,0.5781085317864565,0.5779015463815628,0.5776945609766692
random_all|marginal|core|g1.00,random_all,marginal,core,1.0,200,0.44,0.04027457800273986,0.31786446922545514,0.0053342688527516224,0.015395519274734747,0.5571785136208165,0.5774416330205708,0.573647227094527,0.5760987765744465,0.5756961458267322,0.581780397302297,0.5757783546600499,0.5848469167092807,0.00027011384442773975,0.0010482850939117472,0.001676126430150599,0.0026361300401184003,0.003614748385686428,-0.001296242697800437,-9.761279786076614e-05,-0.0005157561979215689,-0.00019511977676259562,0.8949101796407186,0.7,0.5782787585263762,0.5780913386702446,0.5779039188141131,0.5777164989579815
structured|marginal|all|g0.75,structured,marginal,all,0.75,195,0.4324102564102564,0.03928517873401172,0.31856020546244845,0.005640649692529635,0.013141753603042755,0.5576404455891082,0.5776240855820938,0.5736785782195011,0.5761670363605682,0.5757140094050003,0.5817627682445168,0.5757415363266558,0.584797587074154,0.00028797742269572285,0.001011466760517748,0.001714251298370228,0.0025977143521223305,0.004070030044922457,-0.0012783791195324539,-0.00013443113125476534,-0.0004978926196535858,-0.0002319381101565948,0.8946107784431138,0.7,0.578245938662106,0.5780790245228478,0.5779121103835895,0.5777451962443312
subject_struct|marginal|all|g0.75,subject_struct,marginal,all,0.75,168,0.44,0.03954007937512027,0.34754335335468917,0.00570067515511475,0.013591417870826149,0.5577189830175567,0.5777036598097989,0.5737788884615991,0.5762483088157934,0.5757119116380148,0.5817586231723963,0.5757496877127872,0.5848070772339565,0.0002858796557102227,0.0010196181466491931,0.0017220647207414294,0.002594334911559833,0.004089405062965401,-0.0012804768865179539,-0.00012627974512332017,-0.0004999903866390859,-0.00022378672402514966,0.8949101796407186,0.7,0.5782605799415304,0.5780898223698533,0.5779190647981761,0.577748307226499
subject_contig|marginal|all|g0.75,subject_contig,marginal,all,0.75,160,0.44000000000000006,0.03951211370582937,0.3557486765284741,0.005696112337001356,0.013651673857027676,0.5577758899467204,0.5777050888152002,0.5737773896004152,0.5762457236727402,0.5757146159631927,0.5817611786591275,0.5757539565396871,0.5848082479803741,0.00028858398088822137,0.0010238869735489358,0.001725719657533584,0.002601188730386052,0.004110311770904929,-0.0012777725613399554,-0.00012201091822357742,-0.0004972860614610873,-0.0002195178971254069,0.8940119760479042,0.7,0.5782730813019346,0.5781017370421118,0.577930392782289,0.5777590485224662
all_struct_random|marginal|core|g1.00,all_struct_random,marginal,core,1.0,395,0.436253164556962,0.03966652627022557,0.27260587604046815,0.005229826097793857,0.015343786786775618,0.5577724513604517,0.5774422949684559,0.5735862604684799,0.5760484219359547,0.575700743429069,0.5817934371196267,0.5757934241228011,0.584850214092244,0.00027471144676433567,0.0010633545566629194,0.0017239019208603267,0.002651913008551004,0.0037950602084128038,-0.0012916450954638412,-8.254333510959406e-05,-0.000511158595584973,-0.00018005031401142354,0.8949101796407186,0.7,0.578334313644433,0.5781429668406459,0.577951620036859,0.5777602732330718
rowmod|marginal|all|g1.00,rowmod,marginal,all,1.0,14,0.2857142857142857,0.026529125112857162,0.19111215432807988,0.0050519449687418,0.011035402561190552,0.5572964879574288,0.5778196468372448,0.5737244181145867,0.5763506627406713,0.5757513138788894,0.581814990146258,0.5757271583641056,0.5848388181153666,0.00032528189658498916,0.0009970887979674234,0.0016357866284978776,0.0027595899414543422,0.0040405969269470265,-0.0012410746456431878,-0.00014880909380508993,-0.0004605881457643195,-0.00024631607270691943,0.8919161676646706,0.701497005988024,0.5782483586705452,0.5781008254449517,0.5779532922193582,0.5778057589937647
subject_contig|conditional|noq2|g1.00,subject_contig,conditional,noq2,1.0,160,0.44000000000000006,0.08951226239403196,0.7108818571125647,0.01548884181505375,0.03817927574631468,0.5522756359673855,0.5781470547412347,0.5772810420306658,0.5777635853363693,0.5755952542654185,0.5815486020643889,0.5761272418633667,0.5839974410157898,0.00016922228311392427,0.0013971722972286494,0.0017120221017901337,0.002095763984054688,0.0026766597750774723,-0.0013971342591142524,0.0002512744054561359,-0.0006166477592353843,0.00015376742655430644,0.7,0.7,0.5786672947402235,0.5783112078473555,0.5779551209544874,0.5775990340616194
structured|marginal|noq2|g0.75,structured,marginal,noq2,0.75,195,0.4324102564102564,0.03928517873401172,0.31856020546244845,0.005059705626288202,0.013032775619212235,0.5577188125445469,0.5776377104944285,0.5736073669414644,0.5761282548508334,0.5757220968095603,0.5817852833329341,0.5757576663371806,0.5847982212021688,0.0002960648272556938,0.0010275967710424974,0.0017186757554936527,0.0026822018452202054,0.004140414345620735,-0.001270291714972483,-0.00011830112073001602,-0.0004898052150936149,-0.0002158080996318455,0.8919161676646706,0.7002994011976048,0.57829833613538,0.578128406018885,0.5779584759023898,0.5777885457858948
subject_struct|conditional|noq2|g1.00,subject_struct,conditional,noq2,1.0,168,0.44,0.08964991198487822,0.7110872071297093,0.015515217218087912,0.03822266680577074,0.5523708028550994,0.5781157016123946,0.5772606497363784,0.5777395219664403,0.5755962526462332,0.581549744387212,0.5761298760205275,0.5840023767667835,0.00017022066392870835,0.001399806454389335,0.001716202297970859,0.0021015199702669844,0.0026870366460308714,-0.0013961358782994683,0.0002539085626168218,-0.0006156493784206003,0.0001564015837149923,0.7,0.6997005988023952,0.5786756901241554,0.5783189898151576,0.5779622895061599,0.577605589197162
subject_struct|marginal|noq2|g0.75,subject_struct,marginal,noq2,0.75,168,0.44,0.03954007937512027,0.34754335335468917,0.005115685233237365,0.013364375799536934,0.5577911494309997,0.5777067182871437,0.5736960929495628,0.5761992852115809,0.5757197578594202,0.5817847507523926,0.5757656991703843,0.5847997961763501,0.00029372587711570466,0.0010356296042462608,0.0017298111347433941,0.0026727296824302577,0.004159434121070671,-0.0012726306651124723,-0.0001102682875262525,-0.0004921441652336041,-0.00020777526642808198,0.8922155688622755,0.7,0.5783130161650305,0.5781391966297815,0.5779653770945326,0.5777915575592836
subject_contig|marginal|noq2|g0.75,subject_contig,marginal,noq2,0.75,160,0.44000000000000006,0.03951211370582937,0.3557486765284741,0.005111758095594567,0.013453094242951583,0.5578460421679857,0.577708440073425,0.5736949518202535,0.5761971061812967,0.575722279536138,0.5817888185672653,0.5757697801602265,0.5848006819537674,0.000296247553833352,0.0010397105940883572,0.0017333448279988493,0.0026808611214681794,0.004179664395180027,-0.0012701089883948248,-0.00010618729768415613,-0.0004896224885159567,-0.0002036942765859856,0.891317365269461,0.7,0.5783252473750871,0.5781508430974165,0.5779764388197458,0.5778020345420752
structured|marginal|core|g1.25,structured,marginal,core,1.25,195,0.4324102564102564,0.03928517873401172,0.31856020546244845,0.006427318219903211,0.019035249067909002,0.558005816984444,0.5773999672186417,0.5738851858608052,0.5760940237041929,0.5756781813637016,0.5817296900155385,0.5758670645898971,0.5848304370069675,0.0002521493813970762,0.001136995023759036,0.0018306895880357383,0.0024313851940657477,0.0036262542857520286,-0.0013142071608311006,-8.902868013477466e-06,-0.0005337206609522325,-0.00010640984691530693,0.8973053892215569,0.7,0.5784435258669581,0.5782161031134975,0.5779886803600367,0.5777612576065759
rowmod|marginal|noq2|g1.00,rowmod,marginal,noq2,1.0,14,0.2857142857142857,0.026529125112857162,0.19111215432807988,0.004537722246075672,0.011035402561190552,0.5574226598923666,0.5778117616414931,0.5736421488442189,0.576296568266067,0.5757600052962975,0.5818492755755369,0.5757428350716831,0.5849127806384222,0.00033397331399298005,0.0010127655055449639,0.0016443771463194416,0.002834110767505237,0.004111009158724976,-0.0012323832282351967,-0.00013313238622754956,-0.00045189672835632867,-0.00023063936512937906,0.8850299401197604,0.701497005988024,0.5783006377347115,0.5781504850253045,0.5780003323158975,0.5778501796064904
subject_contig|conditional|core|g1.00,subject_contig,conditional,core,1.0,160,0.44000000000000006,0.08951226239403196,0.7108818571125647,0.01186365026899985,0.03423961237267401,0.5549957359379911,0.5774338985714529,0.575715324310483,0.576821171297198,0.5756492482875655,0.5816516919834382,0.5761319278270594,0.5842976846692284,0.00022321630526085377,0.001401858260921277,0.001691504561378243,0.0019318713124072177,0.0026926439401776525,-0.001343140236967323,0.0002559603691487635,-0.0005626537370884549,0.000158453390246934,0.7023952095808383,0.7,0.5786791168960673,0.5783415205251197,0.578003924154172,0.5776663277832244
subject_struct|conditional|core|g1.00,subject_struct,conditional,core,1.0,168,0.44,0.08964991198487822,0.7110872071297093,0.011883546508247371,0.034326773423417965,0.5550124626330051,0.5774161757485544,0.5757059682091256,0.5768106331317036,0.5756497941867503,0.581651573435728,0.5761334499423443,0.5842936035654673,0.0002237622044458376,0.001403380376206146,0.0016881841316490397,0.001936944297942938,0.0026975332359459037,-0.0013425943377823391,0.0002574824844336325,-0.0005621078379034712,0.00015997550553180305,0.7023952095808383,0.7,0.5786814223774345,0.5783434599254493,0.5780054974734642,0.5776675350214789
