role,worlds,better_rate,min_delta,median_delta,max_delta,frontier_worlds
mixmin_0c916,15,0.8666666666666667,-0.0106886434915906,-0.001012629847767313,0.00876489795722982,1
inverse7blend_1040,15,0.7333333333333333,-0.003028796990427522,-0.0002129687002435725,0.0027621899027935157,1
pair_sensor_1bb_s0p65,15,0.3333333333333333,-0.0024397280933956215,0.00011470271617284894,0.001484882001508413,1
pair_sensor_1bb,15,0.26666666666666666,-0.003704973591323904,0.0002249199618583591,0.0023328880931438437,1
pair_sensor_6b,15,0.26666666666666666,-0.004404079566127153,0.000248525327281682,0.0028177427190922326,1
