band,n_worlds,candidate,role,file,delta_mean_vs_e95,delta_min_vs_e95,delta_p25_vs_e95,delta_median_vs_e95,delta_p75_vs_e95,delta_max_vs_e95,negative_rate,current_anchor_sum_abs_residual_max,current_anchor_max_abs_residual_max
all_binary_worlds,29,mixmin,previous_public_anchor,submission_mixmin_0c916bb4.csv,-8.34094286394341e-05,-0.0010150640604177363,-0.0001417739720284139,-0.00011062281895435344,8.131547155842966e-06,0.0009071448255284498,0.6551724137931034,0.03719488626117884,0.00990410860484181
all_binary_worlds,29,e101,resolved_negative_q2s3_tail,submission_e101_q2s3tail_177569bc.csv,2.4331565350080966e-06,-6.044027211238312e-05,-1.2614610179761954e-05,7.527828218556465e-07,1.7915422821257465e-05,8.006783543668128e-05,0.4827586206896552,0.03719488626117884,0.00990410860484181
all_binary_worlds,29,e172,visible_tail_repair,submission_e172_vis_pos_all_keep0p25_d90f4407.csv,9.328393779799974e-06,-2.3170213132917006e-05,-1.035572467555923e-06,1.0971895555988986e-05,1.599546976593924e-05,3.170180074474338e-05,0.27586206896551724,0.03719488626117884,0.00990410860484181
all_binary_worlds,29,e176,risk_adjusted_broad_q2_underopen,submission_e176_abl_q2_to0p75_91e49725.csv,1.1950299328024089e-05,-2.403838363951305e-05,2.2827232368793915e-06,1.4078829047581287e-05,2.1903891354591032e-05,3.5430316111195737e-05,0.20689655172413793,0.03719488626117884,0.00990410860484181
all_binary_worlds,29,e174,max_edge_broad_reopen,submission_e174_ro_fc_top75_to1p0_95638e73.csv,1.2426816097676275e-05,-2.2988649415744966e-05,1.9696809406832827e-06,1.3369159286069632e-05,2.3458558301325816e-05,3.727855351964848e-05,0.20689655172413793,0.03719488626117884,0.00990410860484181
all_binary_worlds,29,e154,repaired_all_four_branch,submission_e154_s3repair_9f2e2e73.csv,1.7224119595693093e-05,-0.00011703087146019975,-2.8924206551872444e-05,2.283170116834654e-05,6.678840147866794e-05,0.00016932123115231956,0.3793103448275862,0.03719488626117884,0.00990410860484181
all_binary_worlds,29,e166,raw_broad_survivor,submission_e166_broadsurv_s0p01_d8bfa94b.csv,1.9466639697177007e-05,-3.653764506672541e-05,1.889701689905543e-06,1.6865532077914303e-05,3.611702572348108e-05,9.854904805450815e-05,0.2413793103448276,0.03719488626117884,0.00990410860484181
all_binary_worlds,29,e144,active_boundary_branch,submission_e144_activeboundary_d7b4b331.csv,2.0168595535284407e-05,-0.00011624519756814333,-3.281662613974223e-05,2.432623100334652e-05,7.004051671744005e-05,0.00017461194528911594,0.3793103448275862,0.03719488626117884,0.00990410860484181
all_binary_worlds,29,e169,context_veto_broad_body,submission_e169_ctx_veto_c5e806e3.csv,2.1250588812768137e-05,-1.1982537793664427e-05,1.205497636946884e-05,2.4651686510779314e-05,3.373596240519028e-05,4.806809789270616e-05,0.10344827586206896,0.03719488626117884,0.00990410860484181
best10_current_anchor_residual,10,mixmin,previous_public_anchor,submission_mixmin_0c916bb4.csv,-0.00010735776008076181,-0.00027799224064117833,-0.00014104498237066387,-0.00012644431901526199,-2.7715260045357848e-05,2.4771003340751108e-06,0.8,0.0014670623149843909,0.0003585905015222046
best10_current_anchor_residual,10,e154,repaired_all_four_branch,submission_e154_s3repair_9f2e2e73.csv,-5.175322858941289e-06,-8.659221081219748e-05,-4.2563594845862474e-05,-2.7362089894455988e-05,5.995602677816292e-05,6.678840147866794e-05,0.6,0.0014670623149843909,0.0003585905015222046
best10_current_anchor_residual,10,e144,active_boundary_branch,submission_e144_activeboundary_d7b4b331.csv,-4.166261395877058e-07,-8.024519756821835e-05,-3.967376899680075e-05,-3.281662613963121e-05,6.618337386052331e-05,8.146908814621323e-05,0.6,0.0014670623149843909,0.0003585905015222046
best10_current_anchor_residual,10,e101,resolved_negative_q2s3_tail,submission_e101_q2s3tail_177569bc.csv,2.4196535312603906e-06,-2.3103512990396702e-05,-4.93973915718926e-06,1.759261189837602e-06,1.6246211148401857e-05,1.8114115907574835e-05,0.4,0.0014670623149843909,0.0003585905015222046
best10_current_anchor_residual,10,e172,visible_tail_repair,submission_e172_vis_pos_all_keep0p25_d90f4407.csv,4.776206880385825e-06,-1.1175058153067852e-05,-1.3832718927242471e-06,5.055427354128117e-06,7.99427075376391e-06,2.3513829260135566e-05,0.4,0.0014670623149843909,0.0003585905015222046
best10_current_anchor_residual,10,e176,risk_adjusted_broad_q2_underopen,submission_e176_abl_q2_to0p75_91e49725.csv,7.442238265187307e-06,-6.6671713254695675e-06,9.041470505621874e-08,4.66215188676955e-06,1.402398313379849e-05,2.5311116154447255e-05,0.3,0.0014670623149843909,0.0003585905015222046
best10_current_anchor_residual,10,e174,max_edge_broad_reopen,submission_e174_ro_fc_top75_to1p0_95638e73.csv,7.7187569301862e-06,-5.364903603699567e-06,1.8045981017844603e-07,3.8490061457507885e-06,1.4302956090783692e-05,2.6600435357848617e-05,0.3,0.0014670623149843909,0.0003585905015222046
best10_current_anchor_residual,10,e166,raw_broad_survivor,submission_e166_broadsurv_s0p01_d8bfa94b.csv,1.496963337287438e-05,-1.9270112383895643e-05,-1.148222536578869e-06,1.3730185409288609e-05,3.229239140481455e-05,5.733155247367172e-05,0.3,0.0014670623149843909,0.0003585905015222046
best10_current_anchor_residual,10,e169,context_veto_broad_body,submission_e169_ctx_veto_c5e806e3.csv,1.8254601694178695e-05,-2.2284013706519445e-06,8.70158940047272e-06,1.9890170884828695e-05,2.945532405174145e-05,3.432125130831132e-05,0.1,0.0014670623149843909,0.0003585905015222046
best15_current_anchor_residual,15,mixmin,previous_public_anchor,submission_mixmin_0c916bb4.csv,-0.00011047266935243864,-0.00027799224064117833,-0.0001528715806956571,-0.0001267158541911062,-4.341342414626581e-05,2.4771003340751108e-06,0.8666666666666667,0.0017235444026301172,0.0008125308723593294
best15_current_anchor_residual,15,e101,resolved_negative_q2s3_tail,submission_e101_q2s3tail_177569bc.csv,-6.047886086231931e-07,-2.3103512990396702e-05,-1.1277121468811213e-05,-3.301624050711105e-06,1.4576999475379715e-05,1.8114115907574835e-05,0.5333333333333333,0.0017235444026301172,0.0008125308723593294
best15_current_anchor_residual,15,e172,visible_tail_repair,submission_e172_vis_pos_all_keep0p25_d90f4407.csv,4.383003928006465e-06,-1.1175058153067852e-05,-2.9304724017964467e-06,5.432430547291922e-06,8.181698997911102e-06,2.3513829260135566e-05,0.4,0.0017235444026301172,0.0008125308723593294
best15_current_anchor_residual,15,e154,repaired_all_four_branch,submission_e154_s3repair_9f2e2e73.csv,4.50878118885741e-06,-8.659221081219748e-05,-4.2227388556359546e-05,1.257118335673546e-05,6.464366287473045e-05,8.6415504175541e-05,0.4666666666666667,0.0017235444026301172,0.0008125308723593294
best15_current_anchor_residual,15,e176,risk_adjusted_broad_q2_underopen,submission_e176_abl_q2_to0p75_91e49725.csv,6.7255572161695195e-06,-6.6671713254695675e-06,7.129554518980896e-07,2.926068723763109e-06,1.3056729905314146e-05,2.5311116154447255e-05,0.26666666666666666,0.0017235444026301172,0.0008125308723593294
best15_current_anchor_residual,15,e174,max_edge_broad_reopen,submission_e174_ro_fc_top75_to1p0_95638e73.csv,6.989461501779223e-06,-5.364903603699567e-06,4.911665515971997e-07,3.513961078005501e-06,1.3516355602427588e-05,2.6600435357848617e-05,0.26666666666666666,0.0017235444026301172,0.0008125308723593294
best15_current_anchor_residual,15,e144,active_boundary_branch,submission_e144_activeboundary_d7b4b331.csv,7.145278622311402e-06,-9.853091185374474e-05,-3.795948328250143e-05,1.2897659574795384e-05,6.83262310032795e-05,0.00010604051671736503,0.4666666666666667,0.0017235444026301172,0.0008125308723593294
best15_current_anchor_residual,15,e166,raw_broad_survivor,submission_e166_broadsurv_s0p01_d8bfa94b.csv,1.2335864958856746e-05,-2.1599112484449456e-05,-1.0422684697530826e-06,1.0594838740662915e-05,2.5436458471139733e-05,5.733155247367172e-05,0.26666666666666666,0.0017235444026301172,0.0008125308723593294
best15_current_anchor_residual,15,e169,context_veto_broad_body,submission_e169_ctx_veto_c5e806e3.csv,1.583046211398968e-05,-7.003630722701715e-06,7.432078161617728e-06,1.369509372162181e-05,2.6430496020024563e-05,3.432125130831132e-05,0.13333333333333333,0.0017235444026301172,0.0008125308723593294
best3_current_anchor_residual,3,mixmin,previous_public_anchor,submission_mixmin_0c916bb4.csv,-8.318674647581996e-05,-0.00013885801339741377,-0.0001247404161758836,-0.00011062281895435344,-5.5351113015023046e-05,-7.940707569265015e-08,1.0,0.0006564318540551728,0.0003147354238616229
best3_current_anchor_residual,3,e144,active_boundary_branch,submission_e144_activeboundary_d7b4b331.csv,-4.748329280631255e-05,-7.681662613967521e-05,-5.4816626139708724e-05,-3.281662613974223e-05,-3.281662613963121e-05,-3.281662613952019e-05,1.0,0.0006564318540551728,0.0003147354238616229
best3_current_anchor_residual,3,e154,repaired_all_four_branch,submission_e154_s3repair_9f2e2e73.csv,-4.303643406429932e-05,-7.438512240398598e-05,-5.165466447792921e-05,-2.8924206551872444e-05,-2.7362089894455988e-05,-2.579997323703953e-05,1.0,0.0006564318540551728,0.0003147354238616229
best3_current_anchor_residual,3,e101,resolved_negative_q2s3_tail,submission_e101_q2s3tail_177569bc.csv,7.229944298803304e-08,-3.301624050711105e-06,-1.2744206144277292e-06,7.527828218556465e-07,1.759261189837602e-06,2.7657395578195576e-06,0.3333333333333333,0.0006564318540551728,0.0003147354238616229
best3_current_anchor_residual,3,e172,visible_tail_repair,submission_e172_vis_pos_all_keep0p25_d90f4407.csv,4.0886266191216453e-07,-1.0565324200739745e-05,-2.5664468267239116e-06,5.432430547291922e-06,5.895956093238119e-06,6.359481639184317e-06,0.3333333333333333,0.0006564318540551728,0.0003147354238616229
best3_current_anchor_residual,3,e176,risk_adjusted_broad_q2_underopen,submission_e176_abl_q2_to0p75_91e49725.csv,2.3191756979290545e-06,-6.6671713254695675e-06,-5.961458832137723e-08,6.547942148826813e-06,6.8123492096283655e-06,7.076756270429918e-06,0.3333333333333333,0.0006564318540551728,0.0003147354238616229
