pred_index,base_index,tag,strategy,ablation_family,alpha,keep_factor,target_group,source_tag,source_pred_index,repair_cells,body_norm_ratio,body_cos_e154,body_changed_cells,body_changed_rows,body_overlap_cells,e95_changed_cells,target_l1_total,body_share_Q1,body_share_Q2,body_share_Q3,body_share_S1,body_share_S2,body_share_S3,body_share_S4,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,e72_adverse_exposure_e101_plausible,e72_adverse_exposure_tail_equal,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,changed_cells_vs_e95,changed_rows_vs_e95,tail_equal_law_cosine,tail_equal_law_resid_ratio,tail_equal_delta95_l1,tail_equal_delta101_l1,e101_active_delta95_l1,q2s3_delta95_l1,e101_plausible_delta95_l1,e95rel_rmse_tail_equal,transfer_shrinkage_risk_index,gate_cos95_resid025,gate_active_q2s3_not_more_than_e101,gate_e72_not_more_than_e95,gate_material_vs_e95,gate_strict_veto,gate_strict_actionable,post101_beat_e95_rate_broad,post101_beat_e95_rate_e101_order,post101_beat_e95_rate_e101_sensor,post101_beat_e95_rate_tight,post101_mean_vs_e95_broad,post101_mean_vs_e95_e101_order,post101_mean_vs_e95_e101_sensor,post101_mean_vs_e95_tight,post101_n_scenarios_broad,post101_n_scenarios_e101_order,post101_n_scenarios_e101_sensor,post101_n_scenarios_tight,post101_p95_vs_e95_broad,post101_p95_vs_e95_e101_order,post101_p95_vs_e95_e101_sensor,post101_p95_vs_e95_tight,tail_pass_tol1e12,all_sets_mean_beat,relaxed_structural_tol1e12,e72_plausible_gap_vs_e95,post101_ok,budget_ok,local_material,submit_relaxed,all_four_health,beats_e144_local,e155_submit,health_class,materialized_submission
2,0,e155_9f2e2e73,control_e154,control,,,,e152_efe33e46,1275,3,1.0,1.0,294,139,294,294,0.45981902388551976,0.22077077730045935,4.828956467453885e-16,0.42699202560692034,0.0,0.09297802731979689,0.18625607138420308,0.07300309838861979,-3.8365440887644375e-05,-1.2158049659705128e-05,0.0,-3.194861005806349e-05,-2.6710910494109896e-05,-1.4848756924257245e-05,-4.140481237602245e-05,-7.579686383651918e-06,0.0,-4.1742900228625146e-05,-2.183552101131525e-06,0.0,-4.1742900228625146e-05,-3.194861005806349e-05,3,3,2,-0.00017647887921072304,-1.5795832387643927e-06,-2.2789828699215642e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761261016e-05,0.0008951467365869032,0.05555555555555555,0.9166666666666666,True,0.007441211442541966,0.005390982444780252,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.000838631695689858,0.0026321930914416313,0.34818826937116043,0.0035634633961046315,1.5296839071175937e-05,0.0015544751999902093,0.001312431694102546,0.0020176469477509893,0.026844358892442632,294,139,0.9724001850977176,0.2408177373789427,0.0003914210200020858,0.0003914210200020781,0.0002715583507408169,0.0010765290008003929,0.0004146116933463038,0.002475813438117715,-0.9702748601461814,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.3630340576659594e-05,-1.7010484039949125e-05,-1.7010484039949125e-05,-3.5839725467676316e-05,3452,57,57,2790,-8.597713622440638e-06,-4.653086188939701e-06,-4.653086188939701e-06,-8.946955314154623e-06,True,True,True,-2.859820270722244e-06,True,True,True,False,True,True,False,all_four,False
2,0,e155_9f2e2e73,branch_body_alpha,body_amplitude,1.0,,all,e152_efe33e46,1275,3,1.0000000000000016,0.9999999999999998,294,139,294,294,0.4598190238856112,0.22077077730042663,1.0631956839546866e-14,0.4269920256068378,9.42250130711752e-14,0.09297802731981951,0.18625607138419475,0.07300309838861647,-3.8365440887644375e-05,-1.2158049659705128e-05,0.0,-3.194861005806349e-05,-2.6710910494109896e-05,-1.4848756924257245e-05,-4.140481237602245e-05,-7.579686383651918e-06,0.0,-4.1742900228625146e-05,-2.183552101131525e-06,0.0,-4.1742900228625146e-05,-3.194861005806349e-05,3,3,11,-0.00017647887921072304,-1.5795832387643927e-06,-2.2789828699215642e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761261016e-05,0.0008951467365869032,0.05555555555555555,0.9166666666666666,True,0.007441211442541966,0.005390982444780252,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.000838631695689858,0.0026321930914416313,0.34818826937116043,0.0035634633961046315,1.5296839071175937e-05,0.0015544751999902093,0.001312431694102546,0.0020176469477509893,0.026844358892442632,294,139,0.9724001850977176,0.2408177373789427,0.0003914210200020858,0.0003914210200020781,0.0002715583507408169,0.0010765290008003929,0.0004146116933463038,0.002475813438117715,-0.9702748601461814,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.3630340576659594e-05,-1.7010484039949125e-05,-1.7010484039949125e-05,-3.5839725467676316e-05,3452,57,57,2790,-8.597713622440638e-06,-4.653086188939701e-06,-4.653086188939701e-06,-8.946955314154623e-06,True,True,True,-2.859820270722244e-06,True,True,True,False,True,True,True,all_four,False
2,0,e155_9f2e2e73,source_repair_keep,source_s3_repair,,0.25,repair_mask,e152_efe33e46,1275,3,0.9999999999999988,1.0,294,139,294,294,0.4598190238856134,0.22077077730042374,1.0631956839546816e-14,0.4269920256068365,9.422501307117474e-14,0.09297802731983365,0.18625607138418393,0.0730030983886172,-3.8365440887644375e-05,-1.2158049659705128e-05,0.0,-3.194861005806349e-05,-2.6710910494109896e-05,-1.4848756924257245e-05,-4.140481237602245e-05,-7.579686383651918e-06,0.0,-4.1742900228625146e-05,-2.183552101131525e-06,0.0,-4.1742900228625146e-05,-3.194861005806349e-05,3,3,16,-0.00017647887921072304,-1.5795832387643927e-06,-2.2789828699215642e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761261016e-05,0.0008951467365869032,0.05555555555555555,0.9166666666666666,True,0.007441211442541966,0.005390982444780252,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.000838631695689858,0.0026321930914416313,0.34818826937116043,0.0035634633961046315,1.5296839071175937e-05,0.0015544751999902093,0.001312431694102546,0.0020176469477509893,0.026844358892442632,294,139,0.9724001850977176,0.2408177373789427,0.0003914210200020858,0.0003914210200020781,0.0002715583507408169,0.0010765290008003929,0.0004146116933463038,0.002475813438117715,-0.9702748601461814,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.3630340576659594e-05,-1.7010484039949125e-05,-1.7010484039949125e-05,-3.5839725467676316e-05,3452,57,57,2790,-8.597713622440638e-06,-4.653086188939701e-06,-4.653086188939701e-06,-8.946955314154623e-06,True,True,True,-2.859820270722244e-06,True,True,True,False,True,True,True,all_four,False
2,0,e155_9f2e2e73,target_drop,target_drop,,,Q2,e152_efe33e46,1275,3,1.0000000000000016,0.9999999999999998,294,139,294,294,0.4598190238856111,0.22077077730042668,1.063195683954687e-14,0.42699202560683774,9.422501307117522e-14,0.09297802731981954,0.18625607138419478,0.07300309838861649,-3.8365440887644375e-05,-1.2158049659705128e-05,0.0,-3.194861005806349e-05,-2.6710910494109896e-05,-1.4848756924257245e-05,-4.140481237602245e-05,-7.579686383651918e-06,0.0,-4.1742900228625146e-05,-2.183552101131525e-06,0.0,-4.1742900228625146e-05,-3.194861005806349e-05,3,3,22,-0.00017647887921072304,-1.5795832387643927e-06,-2.2789828699215642e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761261016e-05,0.0008951467365869032,0.05555555555555555,0.9166666666666666,True,0.007441211442541966,0.005390982444780252,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.000838631695689858,0.0026321930914416313,0.34818826937116043,0.0035634633961046315,1.5296839071175937e-05,0.0015544751999902093,0.001312431694102546,0.0020176469477509893,0.026844358892442632,294,139,0.9724001850977176,0.2408177373789427,0.0003914210200020858,0.0003914210200020781,0.0002715583507408169,0.0010765290008003929,0.0004146116933463038,0.002475813438117715,-0.9702748601461814,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.3630340576659594e-05,-1.7010484039949125e-05,-1.7010484039949125e-05,-3.5839725467676316e-05,3452,57,57,2790,-8.597713622440638e-06,-4.653086188939701e-06,-4.653086188939701e-06,-8.946955314154623e-06,True,True,True,-2.859820270722244e-06,True,True,True,False,True,True,True,all_four,False
2,0,e155_9f2e2e73,target_drop,target_drop,,,S1,e152_efe33e46,1275,3,1.0000000000000016,0.9999999999999998,294,139,294,294,0.4598190238856111,0.22077077730042668,1.063195683954687e-14,0.42699202560683774,9.422501307117522e-14,0.09297802731981954,0.18625607138419478,0.07300309838861649,-3.8365440887644375e-05,-1.2158049659705128e-05,0.0,-3.194861005806349e-05,-2.6710910494109896e-05,-1.4848756924257245e-05,-4.140481237602245e-05,-7.579686383651918e-06,0.0,-4.1742900228625146e-05,-2.183552101131525e-06,0.0,-4.1742900228625146e-05,-3.194861005806349e-05,3,3,26,-0.00017647887921072304,-1.5795832387643927e-06,-2.2789828699215642e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761261016e-05,0.0008951467365869032,0.05555555555555555,0.9166666666666666,True,0.007441211442541966,0.005390982444780252,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.000838631695689858,0.0026321930914416313,0.34818826937116043,0.0035634633961046315,1.5296839071175937e-05,0.0015544751999902093,0.001312431694102546,0.0020176469477509893,0.026844358892442632,294,139,0.9724001850977176,0.2408177373789427,0.0003914210200020858,0.0003914210200020781,0.0002715583507408169,0.0010765290008003929,0.0004146116933463038,0.002475813438117715,-0.9702748601461814,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.3630340576659594e-05,-1.7010484039949125e-05,-1.7010484039949125e-05,-3.5839725467676316e-05,3452,57,57,2790,-8.597713622440638e-06,-4.653086188939701e-06,-4.653086188939701e-06,-8.946955314154623e-06,True,True,True,-2.859820270722244e-06,True,True,True,False,True,True,True,all_four,False
1,0,e155_d7b4b331,control_e144,control,,,,e152_efe33e46,1275,3,0.0,0.0,0,0,0,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.593332086060386e-05,-9.72592963266461e-06,0.0,-2.483023438237808e-05,-1.959253481842449e-05,-1.036629093387198e-05,-4.023593994195718e-05,-6.410813949586647e-06,0.0,-4.273378825736529e-05,-3.1744401298716696e-06,0.0,-4.273378825736529e-05,-2.483023438237808e-05,3,3,1,-0.0002552988096760911,-4.157839285789944e-05,-2.5069013907502713e-05,0.0,7.356280106435298e-05,3.678140053217649e-05,2.3539432197773565e-05,0.0008436694984961801,0.027777777777777776,0.8888888888888888,True,0.00730534752475735,0.005380975742043648,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.0008545578478891382,0.002683004878448719,0.35057933574115685,0.003500610762235467,1.5295838342782532e-05,0.00155733502026093,0.0013155806066907404,0.0018811428571428538,0.02000000000000135,185,108,0.9716933166277121,0.24367180360849447,0.0003137902524063658,0.0003137902524063582,0.0009199999999999885,0.0010639999999999899,0.0003054729622051528,0.0025051556933905618,-0.9689306491175816,True,True,True,True,True,True,0.9875434530706837,1.0,1.0,0.9867383512544803,-3.179787779743765e-05,-1.3326583138518947e-05,-1.3326583138518947e-05,-2.5924113316828564e-05,3452,57,57,2790,-4.481491057434998e-06,-3.4304890503887524e-06,-3.4304890503887524e-06,-4.8075136682179655e-06,True,True,True,-1.5178830414797062e-18,True,True,True,False,True,False,False,all_four,False
1,0,e155_d7b4b331,branch_body_alpha,body_amplitude,0.0,,all,e152_efe33e46,1275,3,3.19909555103347e-13,0.0,0,0,0,185,1.1136610297141081e-13,0.08436375248132978,0.04389824089659852,0.016667137214738344,0.38904525147224756,0.26527228669812525,0.14910078263502377,0.05165254860193678,-3.593332086060386e-05,-9.72592963266461e-06,0.0,-2.483023438237808e-05,-1.959253481842449e-05,-1.036629093387198e-05,-4.023593994195718e-05,-6.410813949586647e-06,0.0,-4.273378825736529e-05,-3.1744401298716696e-06,0.0,-4.273378825736529e-05,-2.483023438237808e-05,3,3,4,-0.0002552988096760911,-4.157839285789944e-05,-2.5069013907502713e-05,0.0,7.356280106435298e-05,3.678140053217649e-05,2.3539432197773565e-05,0.0008436694984961801,0.027777777777777776,0.8888888888888888,True,0.00730534752475735,0.005380975742043648,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.0008545578478891382,0.002683004878448719,0.35057933574115685,0.003500610762235467,1.5295838342782532e-05,0.00155733502026093,0.0013155806066907404,0.0018811428571428538,0.02000000000000135,185,108,0.9716933166277121,0.24367180360849447,0.0003137902524063658,0.0003137902524063582,0.0009199999999999885,0.0010639999999999899,0.0003054729622051528,0.0025051556933905618,-0.9689306491175816,True,True,True,True,True,True,0.9875434530706837,1.0,1.0,0.9867383512544803,-3.179787779743765e-05,-1.3326583138518947e-05,-1.3326583138518947e-05,-2.5924113316828564e-05,3452,57,57,2790,-4.481491057434998e-06,-3.4304890503887524e-06,-3.4304890503887524e-06,-4.8075136682179655e-06,True,True,True,-1.5178830414797062e-18,True,True,True,False,True,False,False,all_four,False
1,0,e155_d7b4b331,target_only,target_only,,,Q2,e152_efe33e46,1275,3,3.19909555103347e-13,0.0,0,0,0,185,1.1136610297141081e-13,0.08436375248132978,0.04389824089659852,0.016667137214738344,0.38904525147224756,0.26527228669812525,0.14910078263502377,0.05165254860193678,-3.593332086060386e-05,-9.72592963266461e-06,0.0,-2.483023438237808e-05,-1.959253481842449e-05,-1.036629093387198e-05,-4.023593994195718e-05,-6.410813949586647e-06,0.0,-4.273378825736529e-05,-3.1744401298716696e-06,0.0,-4.273378825736529e-05,-2.483023438237808e-05,3,3,23,-0.0002552988096760911,-4.157839285789944e-05,-2.5069013907502713e-05,0.0,7.356280106435298e-05,3.678140053217649e-05,2.3539432197773565e-05,0.0008436694984961801,0.027777777777777776,0.8888888888888888,True,0.00730534752475735,0.005380975742043648,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.0008545578478891382,0.002683004878448719,0.35057933574115685,0.003500610762235467,1.5295838342782532e-05,0.00155733502026093,0.0013155806066907404,0.0018811428571428538,0.02000000000000135,185,108,0.9716933166277121,0.24367180360849447,0.0003137902524063658,0.0003137902524063582,0.0009199999999999885,0.0010639999999999899,0.0003054729622051528,0.0025051556933905618,-0.9689306491175816,True,True,True,True,True,True,0.9875434530706837,1.0,1.0,0.9867383512544803,-3.179787779743765e-05,-1.3326583138518947e-05,-1.3326583138518947e-05,-2.5924113316828564e-05,3452,57,57,2790,-4.481491057434998e-06,-3.4304890503887524e-06,-3.4304890503887524e-06,-4.8075136682179655e-06,True,True,True,-1.5178830414797062e-18,True,True,True,False,True,False,False,all_four,False
1,0,e155_d7b4b331,target_only,target_only,,,S1,e152_efe33e46,1275,3,3.19909555103347e-13,0.0,0,0,0,185,1.1136610297141081e-13,0.08436375248132978,0.04389824089659852,0.016667137214738344,0.38904525147224756,0.26527228669812525,0.14910078263502377,0.05165254860193678,-3.593332086060386e-05,-9.72592963266461e-06,0.0,-2.483023438237808e-05,-1.959253481842449e-05,-1.036629093387198e-05,-4.023593994195718e-05,-6.410813949586647e-06,0.0,-4.273378825736529e-05,-3.1744401298716696e-06,0.0,-4.273378825736529e-05,-2.483023438237808e-05,3,3,27,-0.0002552988096760911,-4.157839285789944e-05,-2.5069013907502713e-05,0.0,7.356280106435298e-05,3.678140053217649e-05,2.3539432197773565e-05,0.0008436694984961801,0.027777777777777776,0.8888888888888888,True,0.00730534752475735,0.005380975742043648,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.0008545578478891382,0.002683004878448719,0.35057933574115685,0.003500610762235467,1.5295838342782532e-05,0.00155733502026093,0.0013155806066907404,0.0018811428571428538,0.02000000000000135,185,108,0.9716933166277121,0.24367180360849447,0.0003137902524063658,0.0003137902524063582,0.0009199999999999885,0.0010639999999999899,0.0003054729622051528,0.0025051556933905618,-0.9689306491175816,True,True,True,True,True,True,0.9875434530706837,1.0,1.0,0.9867383512544803,-3.179787779743765e-05,-1.3326583138518947e-05,-1.3326583138518947e-05,-2.5924113316828564e-05,3452,57,57,2790,-4.481491057434998e-06,-3.4304890503887524e-06,-3.4304890503887524e-06,-4.8075136682179655e-06,True,True,True,-1.5178830414797062e-18,True,True,True,False,True,False,False,all_four,False
11,0,e155_18752b17,branch_body_alpha,body_amplitude,1.3,,all,e152_efe33e46,1275,3,1.3000000000000003,1.0,294,139,294,294,0.5977647310512859,0.22077077730042838,8.178428338113092e-15,0.42699202560684724,7.248077928552043e-14,0.09297802731983477,0.1862560713841898,0.07300309838861933,-3.9050494289760707e-05,-1.284310306182146e-05,1.1102230246251565e-16,-3.402933157459209e-05,-2.87916320106385e-05,-1.61687350035411e-05,-4.173385514838479e-05,-7.90872915601426e-06,1.1102230246251565e-16,-4.138829614641626e-05,-1.8289480189226381e-06,1.1102230246251565e-16,-4.173385514838479e-05,-3.402933157459209e-05,3,1,13,-0.0001535321397206413,1.0473965852964007e-05,-2.2052166930686123e-05,0.0,8.106538529897844e-05,4.053269264948922e-05,2.5579688893475214e-05,0.000910627271476919,0.2222222222222222,0.9166666666666666,True,0.007482033469733184,0.005393984455601247,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,True,0.0008338864564233047,0.0026170320881376864,0.36055289287662706,0.0035824045183993065,1.535104549570628e-05,0.0015537622973347386,0.0013115988040962867,0.0020585981749334857,0.03280439070908436,294,139,0.9721874305256417,0.2418873643530958,0.0004147102502808209,0.0004147102502808172,7.702585596331481e-05,0.0010802877010405525,0.00044735331268867156,0.002486810123267258,-0.9702532358199705,True,False,True,True,False,False,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.7018522324829645e-05,-1.8065405299156677e-05,-1.8065405299156677e-05,-3.8682463271167366e-05,3452,57,57,2790,-9.439597344743043e-06,-5.023573213862882e-06,-5.023573213862882e-06,-9.810433371539193e-06,True,True,False,-3.5727229261929474e-06,True,True,True,False,False,True,False,other,False
