loaded_tables,row_count,unique_files,pair_negative_rows,pair_negative_files,pair_edge_gt_raw05_gap_rows,pair_edge_gt_raw05_gap_files,pair_edge_gt_selector_error_rows,pair_edge_gt_selector_error_files,large_pair_lowbad_rows,large_pair_lowbad_files,large_pair_two_selector_rows,large_pair_two_selector_files,normal_large_safe_rows,normal_large_safe_files,any_edge_gt_selector_error_rows,any_edge_gt_selector_error_files,best_pair_edge,best_pair_edge_over_selector_error,best_pair_edge_over_raw05_gap,best_any_edge,best_any_edge_over_selector_error
29,69869,48088,12855,12309,0,0,0,0,0,0,0,0,0,0,25,21,7.376849308988854e-05,0.3379413070232259,0.8480482316719788,0.0010363382915071,4.747575856312716
