candidate_id,basename,source_path,parent_policy_id,rule,scale,parent_actual_delta,parent_dominance,parent_min_mode_dominance,base_block_frac,selected_blocks,selected_rows,selected_null_mean_rate,selected_null_max_rate,selected_score_rank,selected_rarity_score,selected_contrast_score,delta_mean,delta_p90_abs,delta_l1,promotion_decision,strict_promote_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid_low75_top16_bf50_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__d70c6449.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__d70c6449.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,hybrid_low75_top16,0.6,-0.014732944897266176,0.9375,0.8958333333333334,0.5,16,86,0.32002314814814814,0.5017361111111112,0.5188679245283019,0.18645396575821105,0.09710623794436654,0.01086574172695111,0.048,3.9052380713883825,promote_candidate,True,-0.0005024744938760102,-0.0009257570768926766,-0.0001317272654911511,0.9411764705882353,0.0073721999591136456
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top16_bf20_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__9ffb21eb.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__9ffb21eb.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top16,0.55,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,16,84,0.14525462962962962,0.265625,0.6662735849056604,0.4495916317260657,0.49318440523981166,0.011012482923730263,0.044000000000000004,3.382435075316648,promote_candidate,True,-0.00048450965707987623,-0.000891488938011459,-0.0001306020817051378,0.9411764705882353,0.001957968945580618
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid_low55_top16_bf20_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__9ffb21eb.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__9ffb21eb.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,hybrid_low55_top16,0.55,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,16,84,0.14525462962962962,0.265625,0.6662735849056604,0.4495916317260657,0.49318440523981166,0.011012482923730263,0.044000000000000004,3.382435075316648,promote_candidate,True,-0.00048450965707987623,-0.000891488938011459,-0.0001306020817051378,0.9411764705882353,0.001957968945580618
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top20_bf50_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__ff59cb8d.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__ff59cb8d.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top20,0.55,-0.014732944897266176,0.9375,0.8958333333333334,0.5,20,98,0.3351851851851852,0.5208333333333334,0.5028301886792452,0.16241788958770093,0.062387287871659744,0.010452351069814651,0.044000000000000004,4.072779610411985,promote_candidate,True,-0.00047681620748439926,-0.0008773535983277416,-0.00012846555748787755,0.9411764705882353,0.007031268255820566
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top12_bf50_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__29e9d446.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__29e9d446.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top12,0.6,-0.014732944897266176,0.9375,0.8958333333333334,0.5,12,76,0.2916666666666667,0.48379629629629634,0.5487421383647799,0.21546995108315867,0.16321299266148478,0.010656398253709056,0.048,3.468902203077869,promote_candidate,True,-0.0004941664288000894,-0.0009099170949380388,-0.00012819895475464649,0.9411764705882353,0.007754097606550159
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid_low75_top12_bf50_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__29e9d446.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__29e9d446.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,hybrid_low75_top12,0.6,-0.014732944897266176,0.9375,0.8958333333333334,0.5,12,76,0.2916666666666667,0.48379629629629634,0.5487421383647799,0.21546995108315867,0.16321299266148478,0.010656398253709056,0.048,3.468902203077869,promote_candidate,True,-0.0004941664288000894,-0.0009099170949380388,-0.00012819895475464649,0.9411764705882353,0.007754097606550159
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_top20_bf35_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_ce65681a.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_ce65681a.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,contrast_top20,0.5,-0.014382602498575037,0.9444444444444444,0.8958333333333334,0.35,20,116,0.3935185185185185,0.6069444444444445,0.7490566037735851,0.1841107617051013,0.2744017061282777,0.010930180820703943,0.04,4.249932965107146,promote_candidate,True,-0.0004235556079726324,-0.0007748366974942734,-0.0001279538700281309,0.9117647058823529,0.002340859827256375
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top28_bf70_raw_s045,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__a14b0647.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__a14b0647.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top28,0.45,-0.014734683630404422,0.9375,0.8541666666666666,0.7,28,117,0.5515873015873016,0.798611111111111,0.3699460916442049,-0.0514862234201857,-0.35803047530430254,0.010042079822752306,0.036000000000000004,3.761460046679629,promote_candidate,True,-0.00045211940664931314,-0.0008299068091688978,-0.0001279524237538,0.9411764705882353,0.004597858139203492
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_contrast_top28_bf70_raw_s030,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_560eecff.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_560eecff.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,contrast_top28,0.3,-0.014676205569045586,0.8055555555555556,0.6458333333333334,0.7,28,155,0.6947751322751322,0.8640873015873015,0.6792452830188679,-0.08044199860237597,-0.1395881889386907,0.011235441931507153,0.024,3.4104483496752263,promote_candidate,True,-0.0004820417035320556,-0.0008877865767036212,-0.00012736714499323785,0.9411764705882353,0.0035558296478719886
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_top28_bf35_raw_s035,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_4d7f92e0.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_4d7f92e0.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,rarity_top28,0.35,-0.014382602498575037,0.9444444444444444,0.8958333333333334,0.35,28,169,0.2939814814814815,0.46230158730158727,0.5444743935309974,0.22165818109214339,0.15470531712488503,0.009875829944915229,0.027999999999999997,4.388225617246978,promote_candidate,True,-0.0004098286935510665,-0.0007487278012415792,-0.0001268632171622501,0.9117647058823529,0.004576638943744271
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top28_bf50_raw_s040,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_36c6fc8e.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_36c6fc8e.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top28,0.4,-0.014732944897266176,0.9375,0.8958333333333334,0.5,28,141,0.45899470899470896,0.677579365079365,0.6361185983827493,0.06586428072277127,0.0747927712329173,0.010681001681745161,0.032,4.087473043065522,promote_candidate,True,-0.000472134550774543,-0.0008688895247633626,-0.00012674369535847822,0.9411764705882353,0.005246126249395466
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top28_bf20_raw_s035,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__5aaa9d6b.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__5aaa9d6b.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top28,0.35,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,28,152,0.16170634920634921,0.2976190476190476,0.6280323450134772,0.38904237795747226,0.42523525315413485,0.010710133244772126,0.027999999999999997,3.9736031059936088,promote_candidate,True,-0.0004484798096560016,-0.0008233678145952474,-0.00012648783537378317,0.9411764705882353,0.005635104697329585
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_contrast_top20_bf70_raw_s045,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_62f7399e.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_62f7399e.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,contrast_top20,0.45,-0.014676205569045586,0.8055555555555556,0.6458333333333334,0.7,20,110,0.7425925925925926,0.9013888888888889,0.7924528301886793,-0.0892417889587701,-0.05375575683161972,0.011276122357121254,0.036000000000000004,3.6274309192497936,promote_candidate,True,-0.0004655097332170265,-0.0008562148260628586,-0.000126444532211262,0.9411764705882353,0.004066340057377438
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_rarity_top12_bf70_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_rari_3eec436a.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_rari_3eec436a.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,rarity_top12,0.6,-0.014676205569045586,0.8055555555555556,0.6458333333333334,0.7,12,68,0.5023148148148148,0.6828703703703706,0.4748427672955975,0.036067435359888184,-0.1711135020601755,0.010385291814522916,0.048,3.032189492611848,promote_candidate,True,-0.0004663685231317332,-0.000858066095976478,-0.00012584529384575824,0.9411764705882353,0.002235536927931936
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_hybrid_low45_top12_bf70_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_hybr_3eec436a.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_hybr_3eec436a.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,hybrid_low45_top12,0.6,-0.014676205569045586,0.8055555555555556,0.6458333333333334,0.7,12,68,0.5023148148148148,0.6828703703703706,0.4748427672955975,0.036067435359888184,-0.1711135020601755,0.010385291814522916,0.048,3.032189492611848,promote_candidate,True,-0.0004663685231317332,-0.000858066095976478,-0.00012584529384575824,0.9411764705882353,0.002235536927931936
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top20_bf50_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_170795c4.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_170795c4.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top20,0.5,-0.014732944897266176,0.9375,0.8958333333333334,0.5,20,103,0.46805555555555545,0.6791666666666666,0.6962264150943397,0.08094339622641508,0.14433112541298215,0.010970551384637735,0.04,3.8390441463053975,promote_candidate,True,-0.0004778075867371177,-0.0008801893992760764,-0.00012563284069362748,0.9411764705882353,0.0060923412419487954
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top16_bf70_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__f73ab608.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__f73ab608.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top16,0.6,-0.014734683630404422,0.9375,0.8541666666666666,0.7,16,79,0.4733796296296296,0.7083333333333334,0.33726415094339623,0.002546296296296286,-0.30205872593466065,0.009850093697575932,0.048,3.5430103707519756,promote_candidate,True,-0.00046156461525417023,-0.0008488942125368217,-0.00012557006676888673,0.9411764705882353,0.005539063032655223
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid_low45_top16_bf70_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__f73ab608.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__f73ab608.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,hybrid_low45_top16,0.6,-0.014734683630404422,0.9375,0.8541666666666666,0.7,16,79,0.4733796296296296,0.7083333333333334,0.33726415094339623,0.002546296296296286,-0.30205872593466065,0.009850093697575932,0.048,3.5430103707519756,promote_candidate,True,-0.00046156461525417023,-0.0008488942125368217,-0.00012557006676888673,0.9411764705882353,0.005539063032655223
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top16_bf70_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_88281062.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_88281062.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top16,0.55,-0.014734683630404422,0.9375,0.8541666666666666,0.7,16,85,0.7228009259259258,0.8993055555555556,0.8077830188679245,-0.08287910552061498,-0.00019619978185896753,0.010569638844736733,0.044000000000000004,3.395398974341054,promote_candidate,True,-0.00045092165630377566,-0.0008283752862199653,-0.00012556948382890523,0.9411764705882353,0.002453027483394765
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top28_bf70_raw_s040,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_4aafea42.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_4aafea42.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top28,0.4,-0.014734683630404422,0.9375,0.8541666666666666,0.7,28,149,0.7152777777777777,0.8998015873015872,0.6954177897574123,-0.09665318957771789,-0.1389629824917614,0.01071385417272001,0.032,4.4433781211016985,promote_candidate,True,-0.0004152370136119781,-0.0007596492285653162,-0.00012534816234762664,0.9117647058823529,0.0024036941141108714
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top28_bf20_raw_s035,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_93b29d8b.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_93b29d8b.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top28,0.35,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,28,153,0.2037037037037037,0.3740079365079364,0.6907008086253369,0.36025881002296095,0.4427651830030279,0.01095698645015701,0.027999999999999997,4.023889804647387,promote_candidate,True,-0.00043869735953002917,-0.0008050323915443547,-0.00012488015404823737,0.9411764705882353,0.004352847096681323
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top28_bf50_raw_s040,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__45ece843.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__45ece843.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top28,0.4,-0.014732944897266176,0.9375,0.8958333333333334,0.5,28,135,0.3587962962962963,0.5367063492063492,0.4420485175202157,0.12212363981231907,-0.033680707234676845,0.010291570779726528,0.032,3.9892455039164467,promote_candidate,True,-0.00048410521367722075,-0.0008891461596537364,-0.00012452293366780335,0.9411764705882353,0.006252818453849285
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top20_bf70_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__5c1f9094.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__5c1f9094.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top20,0.6,-0.014734683630404422,0.9375,0.8541666666666666,0.7,20,88,0.48611111111111105,0.7250000000000001,0.2924528301886793,-0.015251572327044039,-0.3691532476992929,0.00948067834720263,0.048,3.8818961606272744,promote_candidate,True,-0.0004439268439645461,-0.000815313669041432,-0.00012427013816566847,0.9411764705882353,0.00543806181007539
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_contrast_top16_bf70_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_c6748531.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_c6748531.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,contrast_top16,0.5,-0.014676205569045586,0.8055555555555556,0.6458333333333334,0.7,16,100,0.755787037037037,0.9027777777777778,0.8349056603773586,-0.08295772187281622,-0.01199644682488199,0.011121672277509959,0.04,3.6623169401004065,promote_candidate,True,-0.0004511424760174511,-0.0008294912048453948,-0.00012345463833559304,0.9411764705882353,0.0038954473872996054
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_top20_bf50_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_27686b61.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_27686b61.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,rarity_top20,0.5,-0.017607255895929153,0.9791666666666666,0.9583333333333334,0.5,20,111,0.39120370370370366,0.5527777777777778,0.5452830188679246,0.15304856743535986,0.04573783454426783,0.00923130510420043,0.04,4.145214035981267,promote_candidate,True,-0.00041044159851762847,-0.0007511427948995069,-0.00012308406537965804,0.9117647058823529,0.004890638160472971
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top20_bf20_raw_s045,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__6ca280ee.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__6ca280ee.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top20,0.45,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,20,111,0.13564814814814813,0.26527777777777783,0.6367924528301886,0.42774458420684824,0.4653047535683454,0.009889240041404873,0.036000000000000004,3.6919941144902486,promote_candidate,True,-0.0004521716719555125,-0.000831735711407687,-0.00012265714307950137,0.9411764705882353,0.005647381245304672
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_top16_bf35_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_4b7d8086.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_4b7d8086.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,contrast_top16,0.6,-0.014382602498575037,0.9444444444444444,0.8958333333333334,0.35,16,88,0.38888888888888884,0.5746527777777777,0.7665094339622642,0.21942479035639412,0.3123687801232919,0.008909608535400253,0.048,3.7779268731781532,promote_candidate,True,-0.00041399129027988,-0.0007581417754527866,-0.00012260806613619913,0.9117647058823529,0.002553041731364475
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid_low45_top16_bf20_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__a11f40be.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__a11f40be.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,hybrid_low45_top16,0.5,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,16,82,0.13078703703703703,0.24305555555555555,0.6356132075471699,0.44524589447938506,0.47406589246089803,0.010651348112482056,0.04,2.9949409775605886,promote_candidate,True,-0.000468047502406604,-0.0008623943390693704,-0.0001225015306864867,0.9411764705882353,0.0021872543160834645
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_rarity_top28_bf70_raw_s045,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_rari_0ae5f9c5.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_rari_0ae5f9c5.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,rarity_top28,0.45,-0.014676205569045586,0.8055555555555556,0.6458333333333334,0.7,28,112,0.558862433862434,0.7688492063492065,0.3605121293800539,-0.04111136068683239,-0.3763115644886949,0.009900153110565198,0.036000000000000004,3.6525315928720206,promote_candidate,True,-0.0004421627395175484,-0.0008127972294541382,-0.00012155937340370452,0.9411764705882353,0.001603617309000327
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top20_bf70_raw_s045,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_4f4e93a9.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_4f4e93a9.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top20,0.45,-0.014734683630404422,0.9375,0.8541666666666666,0.7,20,111,0.7476851851851851,0.9194444444444445,0.7924528301886793,-0.10019217330538088,-0.050993322190346746,0.009647512299864363,0.036000000000000004,3.675960199367167,promote_candidate,True,-0.00042762101882333253,-0.0007848826226463196,-0.00012118819329801334,0.9411764705882353,0.002733220343005216
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top20_bf20_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_dbfabd2c.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_dbfabd2c.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top20,0.5,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,20,101,0.21388888888888885,0.37916666666666665,0.7415094339622642,0.39270440251572325,0.49524048137895543,0.008436141407970787,0.04,3.7211393014327716,promote_candidate,True,-0.0004006834048573727,-0.0007330525958769712,-0.00012086827573113681,0.9117647058823529,0.0027095663844105
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_rarity_top16_bf70_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_rari_f69b1a81.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_rari_f69b1a81.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,rarity_top16,0.55,-0.014676205569045586,0.8055555555555556,0.6458333333333334,0.7,16,81,0.4918981481481482,0.6857638888888888,0.39976415094339623,0.01626921733053808,-0.24963661428064904,0.010137244846286862,0.044000000000000004,3.329158530817314,promote_candidate,True,-0.000443419801571295,-0.0008157903824399709,-0.00011981403862018652,0.9411764705882353,0.002206309261684497
