basename,source_path,bridge_lane,source_basename,source_experiment,source_target,source_family,source_quadrant,source_failure_mode,multiplier,source_actual_p90,source_null_strict_rate,nonzero_cells,nonzero_rows,mean_abs_delta,max_abs_delta,mean_abs_delta_Q1,mean_abs_delta_Q2,mean_abs_delta_Q3,mean_abs_delta_S1,mean_abs_delta_S2,mean_abs_delta_S3,mean_abs_delta_S4,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,public_free_submission_ready,final_decision
submission_e299_bridge_visible_low_null_near_e292_contrastlife_S4_family_jepa_context_dateblock5_cluste_m0p970_66cc85cf.csv,analysis_outputs/submission_e299_bridge_visible_low_null_near_e292_contrastlife_S4_family_jepa_context_dateblock5_cluste_m0p970_66cc85cf.csv,visible_low_null_near,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lo_f83c007a.csv,e292,S4,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70,visible_but_null_not_rare,matched_null_not_rare,0.97,-5.258217398978411e-05,0.1333333333333333,50,50,0.000998258946213633,0.038800000000000466,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.007203930539686008,promote_candidate,True,False,-0.00016024968945476336,-0.00029233651542065963,-5.091777954732784e-05,0.9117647058823529,0.002231430815215485,promote_candidate,True,-0.00016024968945476336,-0.00029233651542065963,-5.091777954732784e-05,0.9117647058823529,21,0.09523809523809523,0.9523809523809523,0.47619047619047616,0.8571428571428571,False,blocked_by_matched_nulls
submission_e299_bridge_visible_low_null_near_e292_contrastlife_S4_family_jepa_context_dateblock5_cluste_m0p990_9a53d270.csv,analysis_outputs/submission_e299_bridge_visible_low_null_near_e292_contrastlife_S4_family_jepa_context_dateblock5_cluste_m0p990_9a53d270.csv,visible_low_null_near,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_0ddd0196.csv,e292,S4,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70,visible_but_null_not_rare,matched_null_not_rare,0.99,-5.143677301359792e-05,0.2,96,96,0.000985612395377068,0.019800000000002656,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.006968976532969165,promote_candidate,True,False,-0.00019166263093018675,-0.00035290218767366593,-5.0908521718106096e-05,0.9411764705882353,0.001041311747143614,promote_candidate,True,-0.00019166263093018675,-0.00035290218767366593,-5.0908521718106096e-05,0.9411764705882353,21,0.19047619047619047,0.8571428571428571,0.42857142857142855,0.7142857142857143,False,blocked_by_matched_nulls
submission_e299_bridge_visible_low_null_near_e292_contrastlife_S4_family_jepa_context_dateblock5_cluste_m0p990_df233e89.csv,analysis_outputs/submission_e299_bridge_visible_low_null_near_e292_contrastlife_S4_family_jepa_context_dateblock5_cluste_m0p990_df233e89.csv,visible_low_null_near,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lo_f83c007a.csv,e292,S4,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70,visible_but_null_not_rare,matched_null_not_rare,0.99,-5.258217398978411e-05,0.1333333333333333,50,50,0.00101884160489845,0.039600000000000475,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.007203930539686008,promote_candidate,True,False,-0.00016345497348426165,-0.0002981547385120079,-5.202520028408052e-05,0.9117647058823529,0.002277439698003425,promote_candidate,True,-0.00016345497348426165,-0.0002981547385120079,-5.202520028408052e-05,0.9117647058823529,21,0.23809523809523808,1.0,0.42857142857142855,1.0,False,blocked_by_matched_nulls
submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p200_e02cc4bc.csv,analysis_outputs/submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p200_e02cc4bc.csv,null_rare_edge_near,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,e297,S1,routine_fragmentation,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,1.2,-4.887624306160008e-05,0.0952380952380952,250,250,0.0024299270755404824,0.04680000000000031,0.0,0.0,1.7763568394002505e-18,0.01417457460731948,0.0,0.0,0.0,promote_candidate,True,False,-0.00018010788437502624,-0.00023903454714015526,-5.98316925558974e-05,0.9411764705882353,-0.0004754907102301198,promote_candidate,True,-0.00018010788437502624,-0.00023903454714015526,-5.98316925558974e-05,0.9411764705882353,21,0.42857142857142855,0.9047619047619048,0.7619047619047619,0.8571428571428571,False,blocked_by_matched_nulls
submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p300_023271ed.csv,analysis_outputs/submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p300_023271ed.csv,null_rare_edge_near,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,e297,S1,routine_fragmentation,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,1.3,-4.887624306160008e-05,0.0952380952380952,250,250,0.002632420998502189,0.050700000000000335,0.0,0.0,1.7763568394002505e-18,0.01417457460731948,0.0,0.0,0.0,promote_candidate,True,False,-0.00019775461310642678,-0.0002623921269289036,-6.640282118762943e-05,0.9411764705882353,-0.0005151149360826945,promote_candidate,True,-0.00019775461310642678,-0.0002623921269289036,-6.640282118762943e-05,0.9411764705882353,21,0.5714285714285714,0.7619047619047619,0.7142857142857143,0.5714285714285714,False,blocked_by_matched_nulls
submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p990_d717b4f8.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p990_d717b4f8.csv,visible_common_scale_down,submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s030_11e075f1.csv,e297,S1,bedtime_arousal,visible_but_null_common,matched_null_hallucination,0.99,-0.0005254630682927,1.0,250,250,0.009334760073166604,0.1930500000000005,0.0,0.0,1.7763568394002505e-18,0.06600335405269317,0.0,0.0,0.0,promote_candidate,True,False,-0.0009098311009329168,-0.001408402006404708,-0.0005171320932247505,0.9411764705882353,-0.005977796403179636,promote_candidate,True,-0.0009098311009329168,-0.001408402006404708,-0.0005171320932247505,0.9411764705882353,21,0.9523809523809523,0.8571428571428571,0.19047619047619047,0.7142857142857143,False,blocked_by_matched_nulls
submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p920_24b11ed6.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p920_24b11ed6.csv,visible_common_scale_down,submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s022_bfbce9d1.csv,e297,S1,bedtime_arousal,visible_but_null_common,matched_null_hallucination,0.92,-0.0003188263513561,1.0,250,250,0.006361466123935776,0.13156000000000043,0.0,0.0,1.7763568394002505e-18,0.04840245963864177,0.0,0.0,0.0,promote_candidate,True,False,-0.0004963743039508343,-0.0007641076391349946,-0.00027764413677733383,0.9411764705882353,-0.00407375754883349,promote_candidate,True,-0.0004963743039508343,-0.0007641076391349946,-0.00027764413677733383,0.9411764705882353,21,0.9523809523809523,0.7142857142857143,0.19047619047619047,0.42857142857142855,False,blocked_by_matched_nulls
submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p990_9c74921f.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p990_9c74921f.csv,visible_common_scale_down,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s030_f8fc2700.csv,e297,S1,routine_fragmentation,visible_but_null_common,matched_null_hallucination,0.99,-0.00056547497621,0.9047619047619048,250,250,0.010023449186604553,0.1930500000000005,0.0,0.0,1.7763568394002505e-18,0.07087287303659784,0.0,0.0,0.0,promote_candidate,True,False,-0.0012671675369421126,-0.0017996149415307257,-0.0005571610986172015,0.9411764705882353,-0.001961399179699619,promote_candidate,True,-0.0012671675369421126,-0.0017996149415307257,-0.0005571610986172015,0.9411764705882353,21,1.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,False,blocked_by_matched_nulls
submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p970_882116d4.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p970_882116d4.csv,visible_common_scale_down,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s030_f8fc2700.csv,e297,S1,routine_fragmentation,visible_but_null_common,matched_null_hallucination,0.97,-0.00056547497621,0.9047619047619048,250,250,0.009820955263642845,0.18915000000000048,0.0,0.0,1.7763568394002505e-18,0.07087287303659784,0.0,0.0,0.0,promote_candidate,True,False,-0.0012327341472959743,-0.0017490862043481835,-0.0005405610047819121,0.9411764705882353,-0.0019217749538470996,promote_candidate,True,-0.0012327341472959743,-0.0017490862043481835,-0.0005405610047819121,0.9411764705882353,21,1.0,0.9523809523809523,0.7619047619047619,0.8571428571428571,False,blocked_by_matched_nulls
submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p970_73623e56.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p970_73623e56.csv,visible_common_scale_down,submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s030_11e075f1.csv,e297,S1,bedtime_arousal,visible_but_null_common,matched_null_hallucination,0.97,-0.0005254630682927,1.0,250,250,0.009146179061587482,0.18915000000000048,0.0,0.0,1.7763568394002505e-18,0.06600335405269317,0.0,0.0,0.0,promote_candidate,True,False,-0.0008815042508123318,-0.0013641846316722007,-0.0005006451089818424,0.9411764705882353,-0.005857032839478971,promote_candidate,True,-0.0008815042508123318,-0.0013641846316722007,-0.0005006451089818424,0.9411764705882353,21,1.0,0.8571428571428571,0.2857142857142857,0.7142857142857143,False,blocked_by_matched_nulls
