variant,source_id,gate_id,file,basename,changed_rows_vs_e247,changed_cells_vs_e247,move_l1,move_l2,row_l1_p90,abs_Q1,share_Q1,abs_Q2,share_Q2,abs_Q3,share_Q3,abs_S1,share_S1,abs_S2,share_S2,abs_S3,share_S3,abs_S4,share_S4,renorm,source_l1,gated_l1_ratio
e351_robust_center__risk_top70_damp0p25,e351_robust_center,risk_top70_damp0p25,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top70_damp0p25_12528964.csv,submission_e359_rowplacement_e351_robust_center__risk_top70_damp0p25_12528964.csv,248,625,3.594203401524397,0.3747929554176323,0.03536702066639605,1.7414182951185686,0.48450744172686133,0.7562449124955567,0.21040682120962134,0.19285661356360426,0.0536576793293915,0.8964409974776932,0.24941298455660266,0.0,0.0,0.0072425828689743075,0.0020150731775231572,0.0,0.0,1.0,4.633521921426946,0.7756957801156837
e351_robust_center__risk_top70_damp0p25_renorm110,e351_robust_center,risk_top70_damp0p25_renorm110,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top70_damp0p25_renorm110_6517a534.csv,submission_e359_rowplacement_e351_robust_center__risk_top70_damp0p25_renorm110_6517a534.csv,248,625,3.953623741676837,0.41227225095939557,0.038903722733035655,1.9155601246304257,0.48450744172686133,0.8318694037451126,0.2104068212096214,0.21214227491996468,0.05365767932939149,0.9860850972254626,0.24941298455660266,0.0,0.0,0.007966841155871738,0.0020150731775231572,0.0,0.0,1.1,4.633521921426946,0.8532653581272522
e351_robust_center__risk_top70_damp0p5,e351_robust_center,risk_top70_damp0p5,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top70_damp0p5_7d474d40.csv,submission_e359_rowplacement_e351_robust_center__risk_top70_damp0p5_7d474d40.csv,248,625,3.94064290815858,0.38958881904388065,0.03539289969960559,1.9079480672089661,0.48417177391506644,0.8474486624951413,0.21505340175345775,0.2050455387221738,0.0520335243514844,0.9723136027801498,0.24673984053898995,0.0,0.0,0.007887036952149654,0.0020014594410015145,0.0,0.0,1.0,4.633521921426946,0.8504638534104558
e351_robust_center__risk_top70_damp0p5_renorm110,e351_robust_center,risk_top70_damp0p5_renorm110,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top70_damp0p5_renorm110_a9330bf3.csv,submission_e359_rowplacement_e351_robust_center__risk_top70_damp0p5_renorm110_a9330bf3.csv,248,625,4.334707198974439,0.4285477009482687,0.038932189669566145,2.098742873929863,0.48417177391506633,0.9321935287446556,0.21505340175345772,0.22555009259439118,0.05203352435148439,1.0695449630581648,0.24673984053898992,0.0,0.0,0.00867574064736462,0.002001459441001514,0.0,0.0,1.1,4.633521921426946,0.9355102387515015
e351_robust_center__risk_top80_damp0p0,e351_robust_center,risk_top80_damp0p0,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top80_damp0p0_7f849517.csv,submission_e359_rowplacement_e351_robust_center__risk_top80_damp0p0_7f849517.csv,198,505,3.604171793893709,0.39279414532669493,0.03545520182407256,1.8404292744492607,0.510638609837458,0.7313711624960311,0.20292350207477375,0.2024255475380619,0.05616423386948898,0.8223745996247165,0.22817297472279402,0.0,0.0,0.007571209785638521,0.0021006794954851714,0.0,0.0,1.0,4.633521921426946,0.7778471441403612
e351_robust_center__risk_top80_damp0p0_renorm110,e351_robust_center,risk_top80_damp0p0_renorm110,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top80_damp0p0_renorm110_9f44a2c6.csv,submission_e359_rowplacement_e351_robust_center__risk_top80_damp0p0_renorm110_9f44a2c6.csv,198,505,3.9645889732830804,0.43207355985936446,0.039000722006479825,2.024472201894187,0.510638609837458,0.8045082787456344,0.20292350207477378,0.22266810229186818,0.056164233869489,0.904612059587188,0.22817297472279402,0.0,0.0,0.008328330764202373,0.0021006794954851714,0.0,0.0,1.1,4.633521921426946,0.8556318585543974
e351_robust_center__risk_top80_damp0p25,e351_robust_center,risk_top80_damp0p25,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top80_damp0p25_0b0f1bcb.csv,submission_e359_rowplacement_e351_robust_center__risk_top80_damp0p25_0b0f1bcb.csv,248,625,3.861509325777018,0.3961791585682248,0.03545520182407256,1.9405738586843857,0.502542838814432,0.8059924124956008,0.20872470956247605,0.20917500791337465,0.05416923546372225,0.897795653064803,0.23249863649730987,0.0,0.0,0.007972393618853976,0.002064579662059928,0.0,0.0,1.0,4.633521921426946,0.8333853581052708
e351_robust_center__risk_top80_damp0p25_renorm110,e351_robust_center,risk_top80_damp0p25_renorm110,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top80_damp0p25_renorm110_c30d45b1.csv,submission_e359_rowplacement_e351_robust_center__risk_top80_damp0p25_renorm110_c30d45b1.csv,248,625,4.2476602583547205,0.4357970744250473,0.039000722006479825,2.1346312445528244,0.502542838814432,0.886591653745161,0.2087247095624761,0.23009250870471215,0.054169235463722265,0.9875752183712834,0.2324986364973099,0.0,0.0,0.008769632980739375,0.002064579662059928,0.0,0.0,1.1,4.633521921426946,0.916723893915798
e351_robust_center__risk_top80_damp0p5,e351_robust_center,risk_top80_damp0p5,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top80_damp0p5_8f9affc6.csv,submission_e359_rowplacement_e351_robust_center__risk_top80_damp0p5_8f9affc6.csv,248,625,4.118846857660328,0.4061649676258653,0.03566955464084252,2.040718442919511,0.49545868381198366,0.8806136624951706,0.2138010207535113,0.2159244682886874,0.052423524289840005,0.9732167065048896,0.23628378042142506,0.0,0.0,0.008373577452069434,0.0020329907232399425,0.0,0.0,1.0,4.633521921426946,0.8889235720701807
e351_robust_center__risk_top80_damp0p5_renorm110,e351_robust_center,risk_top80_damp0p5_renorm110,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top80_damp0p5_renorm110_6031a858.csv,submission_e359_rowplacement_e351_robust_center__risk_top80_damp0p5_renorm110_6031a858.csv,248,625,4.530731543426361,0.44678146438845184,0.03923651010492677,2.244790287211462,0.4954586838119836,0.9686750287446879,0.21380102075351134,0.23751691511755615,0.05242352428984001,1.0705383771553787,0.2362837804214251,0.0,0.0,0.00921093519727638,0.0020329907232399425,0.0,0.0,1.1,4.633521921426946,0.9778159292771987
e351_robust_center__risk_top90_damp0p0,e351_robust_center,risk_top90_damp0p0,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top90_damp0p0_7081a900.csv,submission_e359_rowplacement_e351_robust_center__risk_top90_damp0p0_7081a900.csv,223,566,4.047694703737381,0.4140177051970396,0.03705789414433452,1.940322906118816,0.47936493439765765,0.8971961624940854,0.2216560852936048,0.2024255475380619,0.050010082863007226,0.9993022844676269,0.2468818321561988,0.0,0.0,0.008447803118791009,0.0020870652895315575,0.0,0.0,1.0,4.633521921426946,0.8735676171120492
e351_robust_center__risk_top90_damp0p0_renorm110,e351_robust_center,risk_top90_damp0p0_renorm110,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top90_damp0p0_renorm110_04ec9f04.csv,submission_e359_rowplacement_e351_robust_center__risk_top90_damp0p0_renorm110_04ec9f04.csv,223,566,4.45246417411112,0.45541947571674357,0.04076368355876798,2.1343551967306977,0.4793649343976576,0.9869157787434941,0.2216560852936048,0.22266810229186818,0.05001008286300723,1.0992325129143896,0.24688183215619874,0.0,0.0,0.00929258343067011,0.002087065289531557,0.0,0.0,1.1,4.633521921426946,0.9609243788232543
e351_robust_center__risk_top90_damp0p25,e351_robust_center,risk_top90_damp0p25,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top90_damp0p25_98bf5de6.csv,submission_e359_rowplacement_e351_robust_center__risk_top90_damp0p25_98bf5de6.csv,248,625,4.194151508159773,0.4159460681045858,0.03705789414433452,2.015494082436552,0.4805487065775722,0.9303611624941415,0.22182345122347458,0.20917500791337465,0.04987302139811167,1.0304914166969859,0.24569723213197056,0.0,0.0,0.008629838618718341,0.002057588668871138,0.0,0.0,1.0,4.633521921426946,0.905175712834037
e351_robust_center__risk_top90_damp0p25_renorm110,e351_robust_center,risk_top90_damp0p25_renorm110,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top90_damp0p25_renorm110_89ffe4f6.csv,submission_e359_rowplacement_e351_robust_center__risk_top90_damp0p25_renorm110_89ffe4f6.csv,248,625,4.613566658975751,0.45754067491504447,0.04076368355876798,2.2170434906802075,0.48054870657757215,1.023397278743556,0.22182345122347458,0.23009250870471215,0.04987302139811167,1.1335405583666844,0.2456972321319705,0.0,0.0,0.009492822480590177,0.002057588668871138,0.0,0.0,1.1,4.633521921426946,0.9956932841174408
e351_robust_center__risk_top90_damp0p5,e351_robust_center,risk_top90_damp0p5,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top90_damp0p5_482aaf23.csv,submission_e359_rowplacement_e351_robust_center__risk_top90_damp0p5_482aaf23.csv,248,625,4.340608312582164,0.4216782489491137,0.03847433205588806,2.0906652587542887,0.48165259525814774,0.9635261624941978,0.22197952293949558,0.2159244682886874,0.04974520913642104,1.0616805489263448,0.2445925714718006,0.0,0.0,0.008811874118645677,0.0020301011941350733,0.0,0.0,1.0,4.633521921426946,0.9367838085560247
e351_robust_center__risk_top90_damp0p5_renorm110,e351_robust_center,risk_top90_damp0p5_renorm110,analysis_outputs/submission_e359_rowplacement_e351_robust_center__risk_top90_damp0p5_renorm110_9f47493d.csv,submission_e359_rowplacement_e351_robust_center__risk_top90_damp0p5_renorm110_9f47493d.csv,248,625,4.633521921426946,0.45013400647807533,0.04107066294750876,2.2317478586408077,0.4816525952581477,1.0285469856480485,0.22197952293949558,0.23049551701957488,0.04974520913642103,1.1333250417327752,0.24459257147180058,0.0,0.0,0.009406518385739882,0.002030101194135073,0.0,0.0,1.0674821563594463,4.633521921426946,1.0
e351_robust_center__smooth_risk_q65,e351_robust_center,smooth_risk_q65,analysis_outputs/submission_e359_rowplacement_e351_robust_center__smooth_risk_q65_d3739294.csv,submission_e359_rowplacement_e351_robust_center__smooth_risk_q65_d3739294.csv,248,625,3.0899521691101084,0.32585121571720294,0.036198231939772695,1.50738957208491,0.4878358918154487,0.6411645153007023,0.2074998188354982,0.18021808571720532,0.05832390789696504,0.755067282823846,0.24436212649896835,0.0,0.0,0.006112713183445035,0.0019782549531197004,0.0,0.0,1.05,4.633521921426946,0.6668690083931926
e351_robust_center__smooth_risk_q65_renorm115,e351_robust_center,smooth_risk_q65_renorm115,analysis_outputs/submission_e359_rowplacement_e351_robust_center__smooth_risk_q65_renorm115_5a5b169c.csv,submission_e359_rowplacement_e351_robust_center__smooth_risk_q65_renorm115_5a5b169c.csv,248,625,3.384233328072976,0.3568846648331269,0.039645682600703426,1.6509504837120441,0.48783589181544873,0.7022278024721976,0.20749981883549823,0.19738171292836768,0.05832390789696503,0.8269784526165932,0.24436212649896838,0.0,0.0,0.006694876343773133,0.001978254953119701,0.0,0.0,1.15,4.633521921426946,0.7303803425258777
e351_robust_center__smooth_risk_q75,e351_robust_center,smooth_risk_q75,analysis_outputs/submission_e359_rowplacement_e351_robust_center__smooth_risk_q75_8c60daa3.csv,submission_e359_rowplacement_e351_robust_center__smooth_risk_q75_8c60daa3.csv,248,625,3.827179555839054,0.3980206823041844,0.03866364817927751,1.8716238493038984,0.48903476358939,0.8082732990559787,0.2111929391509243,0.2152318993053994,0.056237732294797685,0.9242706391979949,0.2415017706153486,0.0,0.0,0.007779868975782713,0.0020327943495394977,0.0,0.0,1.05,4.633521921426946,0.8259763568055873
e351_robust_center__smooth_risk_q75_renorm115,e351_robust_center,smooth_risk_q75_renorm115,analysis_outputs/submission_e359_rowplacement_e351_robust_center__smooth_risk_q75_renorm115_dea7880f.csv,submission_e359_rowplacement_e351_robust_center__smooth_risk_q75_renorm115_dea7880f.csv,248,625,4.191672846871344,0.43592741395220197,0.04234590038682774,2.049873739713793,0.48903476358939,0.8852517084898812,0.21119293915092424,0.23573017542972316,0.056237732294797685,1.0122964143597086,0.2415017706153486,0.0,0.0,0.008520808878238209,0.0020327943495394977,0.0,0.0,1.15,4.633521921426946,0.9046407717394527
e351_robust_center__smooth_risk_q85,e351_robust_center,smooth_risk_q85,analysis_outputs/submission_e359_rowplacement_e351_robust_center__smooth_risk_q85_62baf16c.csv,submission_e359_rowplacement_e351_robust_center__smooth_risk_q85_62baf16c.csv,248,625,4.547634139381265,0.453314849649718,0.04096986171008906,2.223921553167901,0.4890282474373543,0.9828014375662549,0.2161126879261161,0.23671422939502018,0.05205217089588185,1.094870579561882,0.24075608239471222,0.0,0.0,0.009326339690206778,0.0020508113459355125,0.0,0.0,1.05,4.633521921426946,0.9814638230913493
e351_robust_center__smooth_risk_q85_renorm115,e351_robust_center,smooth_risk_q85_renorm115,analysis_outputs/submission_e359_rowplacement_e351_robust_center__smooth_risk_q85_renorm115_3145a0fa.csv,submission_e359_rowplacement_e351_robust_center__smooth_risk_q85_renorm115_3145a0fa.csv,248,625,4.633521921426946,0.46187626989846375,0.041743629002080715,2.2659231046979817,0.48902824743735435,1.0013628770041596,0.21611268792611615,0.24118487490393026,0.052052170895881864,1.1155485854927711,0.24075608239471227,0.0,0.0,0.0095024793281033,0.0020508113459355133,0.0,0.0,1.069830568683398,4.633521921426946,1.0
e356_halfs3_amp__badcluster_rate_top20_damp0p2,e356_halfs3_amp,badcluster_rate_top20_damp0p2,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__badcluster_rate_top20_damp0p2_c9e4984a.csv,submission_e359_rowplacement_e356_halfs3_amp__badcluster_rate_top20_damp0p2_c9e4984a.csv,220,375,4.071127591991726,0.42575578329595987,0.039021545986656414,1.9910406366005244,0.4890636787009772,0.8701749787452557,0.21374298866411562,0.2281329942889344,0.05603680777229693,0.9670472865249738,0.23753794610300175,0.0,0.0,0.01473169583203761,0.003618578759608562,0.0,0.0,1.1,4.63161481764324,0.8789866498577458
e356_halfs3_amp__cluster3-6-5_damp0p35,e356_halfs3_amp,cluster3-6-5_damp0p35,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__cluster3-6-5_damp0p35_1174369c.csv,submission_e359_rowplacement_e356_halfs3_amp__cluster3-6-5_damp0p35_1174369c.csv,220,375,3.692291722391819,0.38436318305349904,0.03879080439950846,1.696862082036362,0.45956880160518754,0.8957120287448526,0.2425897236972982,0.19049420882618318,0.05159240470381454,0.8957736107405148,0.24260640222659444,0.0,0.0,0.013449792043906686,0.0036426677671053806,0.0,0.0,1.1,4.63161481764324,0.797193175116106
e356_halfs3_amp__cluster3-6_damp0p25,e356_halfs3_amp,cluster3-6_damp0p25,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__cluster3-6_damp0p25_46082ecf.csv,submission_e359_rowplacement_e356_halfs3_amp__cluster3-6_damp0p25_46082ecf.csv,220,375,4.135105636205216,0.4273252486932721,0.039021545986656414,2.0203402183885157,0.48858249247595553,0.886591653745161,0.21440604708681296,0.22964754014232877,0.05553607582152997,0.9836242799323098,0.23787162081667676,0.0,0.0,0.014901943996900497,0.0036037637990249762,0.0,0.0,1.1,4.63161481764324,0.8927999842416368
e356_halfs3_amp__cluster3_damp0p0,e356_halfs3_amp,cluster3_damp0p0,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__cluster3_damp0p0_7a91c43e.csv,submission_e359_rowplacement_e356_halfs3_amp__cluster3_damp0p0_7a91c43e.csv,188,328,4.459344465402971,0.458099526368452,0.05737475536809975,2.204173124855214,0.49428187078973107,0.9504342787459524,0.2131331827177127,0.251772436526733,0.05645951742011959,1.0374956414221819,0.23265653718195725,0.0,0.0,0.015468983852890233,0.0034688918904793257,0.0,0.0,1.1,4.63161481764324,0.9628055529177343
e356_halfs3_amp__goodboost20_riskdamp80,e356_halfs3_amp,goodboost20_riskdamp80,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__goodboost20_riskdamp80_d35e19b5.csv,submission_e359_rowplacement_e356_halfs3_amp__goodboost20_riskdamp80_d35e19b5.csv,220,375,4.341635206504493,0.44084082036904076,0.042497771859226374,2.190450747839708,0.5045220622308498,0.8986183191512197,0.20697692837135184,0.23416826072735242,0.05393549885916932,1.0030979899613326,0.23104151828751635,0.0,0.0,0.015299888824880056,0.0035239922511127314,0.0,0.0,1.05,4.63161481764324,0.937391250663996
e356_halfs3_amp__goodboost30_riskdamp80,e356_halfs3_amp,goodboost30_riskdamp80,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__goodboost30_riskdamp80_7d9259f6.csv,submission_e359_rowplacement_e356_halfs3_amp__goodboost30_riskdamp80_7d9259f6.csv,220,375,4.3940735614975575,0.44504228525724165,0.04288954203739719,2.19576426067,0.49971040082489077,0.9039332176824574,0.20571645081298665,0.24767793802211524,0.05636636131728832,1.0309568165741376,0.2346243871763435,0.0,0.0,0.015741328548847168,0.0035823998684906674,0.0,0.0,1.05,4.63161481764324,0.9487130805349324
e356_halfs3_amp__goodboost30_riskdamp90,e356_halfs3_amp,goodboost30_riskdamp90,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__goodboost30_riskdamp90_3b037c05.csv,submission_e359_rowplacement_e356_halfs3_amp__goodboost30_riskdamp90_3b037c05.csv,220,375,4.631614817643239,0.4568524189597452,0.04422524482395711,2.2323214872724386,0.4819747701749381,1.0029964779403644,0.21655438058442242,0.24424142662053724,0.05273353597759183,1.13552866632986,0.2451690632831304,0.0,0.0,0.016526759480039337,0.003568249979917122,0.0,0.0,1.0354313347386852,4.63161481764324,0.9999999999999998
e356_halfs3_amp__risk_top70_damp0p0,e356_halfs3_amp,risk_top70_damp0p0,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top70_damp0p0_d5e6da2e.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top70_damp0p0_d5e6da2e.csv,155,266,3.2460603686499843,0.36973065637183333,0.03537382222135803,1.5711381505428565,0.48401384204579123,0.6650411624959723,0.20487639999516047,0.18066768840503472,0.055657525704050054,0.8178636815849234,0.2519557829188086,0.0,0.0,0.011349685621197446,0.00349644933618955,0.0,0.0,1.0,4.63161481764324,0.7008485153568353
e356_halfs3_amp__risk_top70_damp0p0_renorm110,e356_halfs3_amp,risk_top70_damp0p0_renorm110,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top70_damp0p0_renorm110_e6beb598.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top70_damp0p0_renorm110_e6beb598.csv,155,266,3.5706664055149835,0.40670372200901667,0.03891120444349383,1.7282519655971424,0.48401384204579123,0.7315452787455696,0.20487639999516047,0.19873445724553823,0.05565752570405006,0.8996500497434158,0.2519557829188086,0.0,0.0,0.012484654183317193,0.0034964493361895506,0.0,0.0,1.1,4.63161481764324,0.770933366892519
e356_halfs3_amp__risk_top70_damp0p25,e356_halfs3_amp,risk_top70_damp0p25,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top70_damp0p25_18645cca.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top70_damp0p25_18645cca.csv,220,375,3.5924489808982982,0.37479418219945093,0.03537382222135803,1.7374067822726846,0.4836274061262361,0.7562449124955567,0.2105095762018188,0.19285661356360426,0.05368388377651506,0.8934612114255903,0.24870533059099384,0.0,0.0,0.012479461140862583,0.0034738033044360924,0.0,0.0,1.0,4.63161481764324,0.7756363865176265
e356_halfs3_amp__risk_top70_damp0p25_renorm110,e356_halfs3_amp,risk_top70_damp0p25_renorm110,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top70_damp0p25_renorm110_7ea57485.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top70_damp0p25_renorm110_7ea57485.csv,220,375,3.9516938789881286,0.41227360041939604,0.03891120444349383,1.9111474604999534,0.4836274061262362,0.8318694037451126,0.21050957620181887,0.21214227491996468,0.05368388377651506,0.9828073325681493,0.24870533059099384,0.0,0.0,0.013727407254948842,0.003473803304436093,0.0,0.0,1.1,4.63161481764324,0.8532000251693892
e356_halfs3_amp__risk_top70_damp0p5,e356_halfs3_amp,risk_top70_damp0p5,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top70_damp0p5_1a3cae9d.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top70_damp0p5_1a3cae9d.csv,220,375,3.938837593146612,0.38959009389200444,0.03544303432716064,1.9036754140025125,0.48330893797571545,0.8474486624951413,0.21515196868478687,0.2050455387221738,0.052057373241014844,0.969058741266257,0.2460265797585492,0.0,0.0,0.013609236660527716,0.003455140339933571,0.0,0.0,1.0,4.63161481764324,0.8504242576784177
e356_halfs3_amp__risk_top70_damp0p5_renorm110,e356_halfs3_amp,risk_top70_damp0p5_renorm110,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top70_damp0p5_renorm110_2a09a1e2.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top70_damp0p5_renorm110_2a09a1e2.csv,220,375,4.332721352461274,0.42854910328120494,0.0389873377598767,2.094042955402764,0.4833089379757155,0.9321935287446556,0.21515196868478692,0.22555009259439118,0.05205737324101485,1.065964615392883,0.24602657975854927,0.0,0.0,0.01497016032658049,0.0034551403399335715,0.0,0.0,1.1,4.63161481764324,0.9354666834462595
e356_halfs3_amp__risk_top80_damp0p0,e356_halfs3_amp,risk_top80_damp0p0,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top80_damp0p0_ae627791.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top80_damp0p0_ae627791.csv,177,302,3.6023194710530335,0.3927954585146894,0.03551928947196455,1.8363018372958133,0.5097554095497877,0.7313711624960311,0.20302784591235493,0.2024255475380619,0.056193113677085585,0.8190928955073613,0.22737930438688253,0.0,0.0,0.013128028215765357,0.0036443264738892692,0.0,0.0,1.0,4.63161481764324,0.7777674985688997
e356_halfs3_amp__risk_top80_damp0p0_renorm110,e356_halfs3_amp,risk_top80_damp0p0_renorm110,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top80_damp0p0_renorm110_c0f8819b.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top80_damp0p0_renorm110_c0f8819b.csv,177,302,3.9625514181583377,0.43207500436615837,0.039071218419161016,2.019932021025395,0.5097554095497877,0.8045082787456344,0.20302784591235495,0.22266810229186818,0.0561931136770856,0.9010021850580974,0.2273793043868825,0.0,0.0,0.014440831037341895,0.0036443264738892692,0.0,0.0,1.1,4.63161481764324,0.8555442484257899
e356_halfs3_amp__risk_top80_damp0p25,e356_halfs3_amp,risk_top80_damp0p25,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top80_damp0p25_f7bd45be.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top80_damp0p25_f7bd45be.csv,220,375,3.859643307700585,0.3961804807863898,0.03551928947196455,1.9362795473374024,0.5016731840152756,0.8059924124956008,0.20882562149914774,0.20917500791337465,0.05419542461243458,0.8943831218674185,0.2317268852494701,0.0,0.0,0.013813218086788516,0.0035788846236720923,0.0,0.0,1.0,4.63161481764324,0.8333256239266748
e356_halfs3_amp__risk_top80_damp0p25_renorm110,e356_halfs3_amp,risk_top80_damp0p25_renorm110,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top80_damp0p25_renorm110_f4159dfe.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top80_damp0p25_renorm110_f4159dfe.csv,220,375,4.245607638470643,0.43579852886502884,0.039071218419161016,2.129907502071143,0.5016731840152756,0.886591653745161,0.2088256214991477,0.23009250870471215,0.05419542461243457,0.9838214340541606,0.23172688524947008,0.0,0.0,0.015194539895467369,0.0035788846236720915,0.0,0.0,1.1,4.63161481764324,0.9166581863193421
e356_halfs3_amp__risk_top80_damp0p5,e356_halfs3_amp,risk_top80_damp0p5,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top80_damp0p5_8c99816f.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top80_damp0p5_8c99816f.csv,220,375,4.116967144348137,0.4061663165936396,0.03572282149268784,2.036257257378991,0.4946012892462379,0.8806136624951706,0.2138986374239339,0.2159244682886874,0.0524474596755316,0.969673348227476,0.23553099022387508,0.0,0.0,0.014498407957811672,0.0035216234304214465,0.0,0.0,1.0,4.63161481764324,0.8888837492844499
e356_halfs3_amp__risk_top80_damp0p5_renorm110,e356_halfs3_amp,risk_top80_damp0p5_renorm110,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top80_damp0p5_renorm110_026cdabd.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top80_damp0p5_renorm110_026cdabd.csv,220,375,4.52866385878295,0.4467829482530035,0.039295103641956625,2.2398829831168903,0.49460128924623786,0.9686750287446879,0.21389863742393392,0.23751691511755615,0.0524474596755316,1.0666406830502235,0.23553099022387505,0.0,0.0,0.015948248753592843,0.0035216234304214465,0.0,0.0,1.1,4.63161481764324,0.9777721242128948
e356_halfs3_amp__risk_top90_damp0p0,e356_halfs3_amp,risk_top90_damp0p0,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top90_damp0p0_428c4567.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top90_damp0p0_428c4567.csv,200,337,4.04584874784864,0.41401913253365263,0.03714078697380098,1.935886167724071,0.4784870340873392,0.8971961624940854,0.22175721793138337,0.2024255475380619,0.05003290042557836,0.9957213183989915,0.24610937789714984,0.0,0.0,0.01461955169342987,0.0036134696585490853,0.0,0.0,1.0,4.63161481764324,0.8735287598694007
e356_halfs3_amp__risk_top90_damp0p0_renorm110,e356_halfs3_amp,risk_top90_damp0p0_renorm110,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top90_damp0p0_renorm110_0a277ee4.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top90_damp0p0_renorm110_0a277ee4.csv,200,337,4.450433622633504,0.4554210457870179,0.04085486567118109,2.1294747844964785,0.47848703408733934,0.9869157787434941,0.2217572179313834,0.22266810229186818,0.050032900425578376,1.0952934502388905,0.24610937789714982,0.0,0.0,0.01608150686277286,0.0036134696585490857,0.0,0.0,1.1,4.63161481764324,0.9608816358563408
e356_halfs3_amp__risk_top90_damp0p25,e356_halfs3_amp,risk_top90_damp0p25,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top90_damp0p25_c94cc2b4.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top90_damp0p25_c94cc2b4.csv,220,375,4.19229026529729,0.4159474968228004,0.03714078697380098,2.0109677951585954,0.47968238549817843,0.9303611624941415,0.22192193374476812,0.20917500791337465,0.0498951634253172,1.0268544390361414,0.24493877428673788,0.0,0.0,0.014931860695036901,0.003561743044998348,0.0,0.0,1.0,4.63161481764324,0.9051465699020504
e356_halfs3_amp__risk_top90_damp0p25_renorm110,e356_halfs3_amp,risk_top90_damp0p25_renorm110,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top90_damp0p25_renorm110_e9f26bb0.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top90_damp0p25_renorm110_e9f26bb0.csv,220,375,4.611519291827019,0.4575422465050805,0.04085486567118109,2.2120645746744554,0.47968238549817854,1.023397278743556,0.22192193374476818,0.23009250870471215,0.0498951634253172,1.1295398829397554,0.24493877428673785,0.0,0.0,0.016425046764540593,0.0035617430449983484,0.0,0.0,1.1,4.63161481764324,0.9956612268922556
