method,target,target_row_logloss,target_count_nll_per_row,target_rate_mae,target_count_mae,delta_row_vs_subject,delta_row_vs_raw
calendar_count_strict,Q1,0.6368299184685237,0.29904807493482255,0.2056543859110124,0.9480165594434474,-0.011906852498177134,-0.0011806896768911113
raw_phone_base,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_s3_subject_w1p00,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_s3_calendar_w1p00,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_s3_subject_w0p50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_s3_calendar_w0p50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_s2s3_calendar_w0p50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_stage_calendar_w0p50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s3_k8_a8_w0.25,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s2s3_k8_a8_w0.25,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_stage_k8_a8_w0.25,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s3_k8_a8_w0.50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s2s3_k8_a8_w0.50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_stage_k8_a8_w0.50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s3_k8_a8_w0.75,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s2s3_k8_a8_w0.75,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_stage_k8_a8_w0.75,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s3_k8_a24_w0.25,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s2s3_k8_a24_w0.25,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_stage_k8_a24_w0.25,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s3_k8_a24_w0.50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s2s3_k8_a24_w0.50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_stage_k8_a24_w0.50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s3_k8_a24_w0.75,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s2s3_k8_a24_w0.75,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_stage_k8_a24_w0.75,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s3_k16_a8_w0.25,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s2s3_k16_a8_w0.25,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_stage_k16_a8_w0.25,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s3_k16_a8_w0.50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s2s3_k16_a8_w0.50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_stage_k16_a8_w0.50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s3_k16_a8_w0.75,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s2s3_k16_a8_w0.75,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_stage_k16_a8_w0.75,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s3_k16_a24_w0.25,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s2s3_k16_a24_w0.25,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_stage_k16_a24_w0.25,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s3_k16_a24_w0.50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s2s3_k16_a24_w0.50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_stage_k16_a24_w0.50,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s3_k16_a24_w0.75,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
raw_phone_td_knn_pair_s2s3_k16_a24_w0.75,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,0.0
