pred_index,base_index,tag,strategy,projection_mode,source_key,source_family,source_tag,alpha,top_k,source_strategy,source_descriptor,source_all_minus_base,source_post101_p95,source_cos_e144,source_resid_ratio_e144,source_noncollinear,orth_norm,candidate_cos_e144,candidate_resid_ratio_e144,changed_cells_vs_e95_pre,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,e72_adverse_exposure_e101_plausible,e72_adverse_exposure_tail_equal,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,changed_cells_vs_e95,changed_rows_vs_e95,tail_equal_law_cosine,tail_equal_law_resid_ratio,tail_equal_delta95_l1,tail_equal_delta101_l1,e101_active_delta95_l1,q2s3_delta95_l1,e101_plausible_delta95_l1,e95rel_rmse_tail_equal,transfer_shrinkage_risk_index,gate_cos95_resid025,gate_active_q2s3_not_more_than_e101,gate_e72_not_more_than_e95,gate_material_vs_e95,gate_strict_veto,gate_strict_actionable,post101_beat_e95_rate_broad,post101_beat_e95_rate_e101_order,post101_beat_e95_rate_e101_sensor,post101_beat_e95_rate_tight,post101_mean_vs_e95_broad,post101_mean_vs_e95_e101_order,post101_mean_vs_e95_e101_sensor,post101_mean_vs_e95_tight,post101_n_scenarios_broad,post101_n_scenarios_e101_order,post101_n_scenarios_e101_sensor,post101_n_scenarios_tight,post101_p95_vs_e95_broad,post101_p95_vs_e95_e101_order,post101_p95_vs_e95_e101_sensor,post101_p95_vs_e95_tight,tail_pass_tol1e12,all_sets_mean_beat,relaxed_structural_tol1e12,e72_plausible_gap_vs_e95,post101_ok,budget_ok,local_material,submit_relaxed,beats_e144_local,candidate_noncollinear,strict_e72_post101,e152_submit
341,0,e152_aac1376f,branch_orthogonal_projection,e144_plus_orth_full,e137:199:12,e137,e137_blocktarget_gradient_a196bad9,1.0,0,blocktarget_gradient,state_top30_all_soft,-4.272325317400405e-05,,0.34900564612449225,0.9371206213573715,True,0.647798236830333,0.3652846172766946,0.9308958848233345,528.0,-6.928670574279927e-05,-4.307931451486002e-05,4.785750962343904e-05,-0.00017611278603735236,-0.00017087508647339877,-9.151472333401856e-05,-3.39352088295497e-05,-1.1008283717917067e-07,4.785750962343904e-05,2.187877638726299e-06,4.174722576621992e-05,4.785750962343904e-05,-0.00017611278603735236,2.187877638726299e-06,2,1,340,,,,,,,,,,,False,0.011410953829528832,0.0065994125412744895,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0015810366844390207,0.004023106364666113,0.49907869056504045,0.005236875044983152,4.32518296803633e-05,0.0028019259184023267,0.0027104578859617713,0.006121911777292355,0.33050249028049145,528,175,0.6486123489868991,1.181742900129747,0.00478011547052224,0.004780115470522242,0.0034705847490188427,0.0023164449857400503,0.0048913650911725295,0.012149333285768431,-0.641424356292939,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.001244590898141395,False,False,True,False,True,True,False,False
371,0,e152_6bd8fe80,branch_orthogonal_projection,e144_plus_orth_full,e137:274:13,e137,e137_blocktarget_gradient_acd1a0eb,1.0,0,blocktarget_gradient,state_top30_q1q3_sall_soft,-4.247303079030207e-05,2.7041508964206143e-05,0.3490580824372397,0.9371010911770603,True,0.635836002834606,0.3712174076859338,0.9285459795997908,517.0,-6.916173934068404e-05,-4.295434811274479e-05,4.541101992239227e-05,-0.00017373673558129799,-0.0001684990360173444,-9.050752147699015e-05,-3.468438957554554e-05,-8.592635831750073e-07,4.541101992239227e-05,9.359071350134585e-07,4.049525526250708e-05,4.541101992239227e-05,-0.00017373673558129799,9.359071350134585e-07,2,1,370,,,,,,,,,,,False,0.01131716732903487,0.00652357248955439,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0015643921352897015,0.00398173461751815,0.49255673518666393,0.0051970303846785495,4.2241443946662714e-05,0.0027394943595579215,0.0026550575331138887,0.006026087675844808,0.3244549367012697,517,175,0.656237282149053,1.157836749768213,0.00461729089182166,0.004617290891821663,0.0033808138808239514,0.0022399826502668956,0.004698479130387787,0.011903557501297813,-0.6492467384381831,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.00118215933929699,False,False,True,False,True,True,False,False
159,0,e152_e7fe974f,branch_orthogonal_projection,e144_plus_orth_full,e137:1565:6,e137,e137_blocktarget_gradient_7535c2c8,0.75,0,blocktarget_gradient,state_top30_all_hard,-4.41182457379119e-05,,0.45410309545517463,0.8909491448438731,True,0.9010520939930958,0.3520653722669504,0.9359754129519285,528.0,-6.909796177445582e-05,-4.289057054651657e-05,3.7568457382786136e-05,-0.00020379901304368175,-0.00019856131347972816,-0.00014697133274133023,-1.5390010304483503e-05,1.8435115687887027e-05,3.7568457382786136e-05,1.1895138024908825e-05,5.1454486152402445e-05,3.7568457382786136e-05,-0.00020379901304368175,1.1895138024908825e-05,1,1,158,,,,,,,,,,,False,0.013657158045508135,0.007963903389213527,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0019070452312018225,0.004619270586625956,0.5037203769102527,0.006174847695562396,4.437830207577349e-05,0.0035510716470552066,0.003446703605002506,0.008497206391249361,0.1257675741336543,528,175,0.5319915629671156,1.5768800896487567,0.007840791197118873,0.007840791197118877,0.005015608787400991,0.003734485371586059,0.007942281808858837,0.016211683403159628,-0.521465932984601,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0019937366267942748,False,False,True,False,True,True,False,False
129,0,e152_b0d511fd,branch_orthogonal_projection,e144_plus_orth_full,e137:1640:5,e137,e137_blocktarget_gradient_7db35255,0.75,0,blocktarget_gradient,state_top30_q1q3_sall_hard,-4.4369593320547907e-05,,0.4551496249351217,0.890414970068124,True,0.8888485551704326,0.3562891228696362,0.9343757600263319,517.0,-6.906712062937359e-05,-4.285972940143434e-05,3.661386603148742e-05,-0.00020198435780760526,-0.00019674665824365167,-0.0001459043569580487,-1.612582798704576e-05,1.769929800532477e-05,3.661386603148742e-05,1.0908823906641274e-05,5.0468172034134895e-05,3.661386603148742e-05,-0.00020198435780760526,1.0908823906641274e-05,1,1,128,,,,,,,,,,,False,0.013491880709264575,0.0076145758809349,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0018836389126859403,0.0045398071041532735,0.49719842153187627,0.006109995654658988,4.357555899195897e-05,0.0033977339228677527,0.00332695374365852,0.008331220936932528,0.12442474056056918,517,175,0.5405421926649067,1.5421703869245054,0.007494394256269646,0.007494394256269648,0.004665213438088026,0.0033842230003052736,0.00749653693604205,0.01585483780958714,-0.5307938892650795,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0018403989026068211,False,False,True,False,True,True,False,False
249,0,e152_e9fc7be6,branch_orthogonal_projection,e144_plus_orth_full,e137:1580:9,e137,e137_blocktarget_gradient_305f2736,0.75,0,blocktarget_gradient,state_top30_all_soft,-4.351760252074843e-05,,0.4491141550671717,0.8934743844779771,True,0.9086012325690109,0.34949884476355203,0.9369367948314028,528.0,-6.864554669827605e-05,-4.24381554703368e-05,4.2034164747573044e-05,-0.00020576519156689788,-0.00020052749200294429,-0.0001467105002483926,-1.3821108079126176e-05,2.0004017913244354e-05,4.2034164747573044e-05,1.3649659551306925e-05,5.3209007678800546e-05,4.2034164747573044e-05,-0.00020576519156689788,1.3649659551306925e-05,1,1,248,,,,,,,,,,,False,0.013673147893573026,0.007796955963831255,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.001915539611108451,0.004622963124315489,0.5037203769102527,0.0061799119964970626,4.495828636859165e-05,0.0035492099920863664,0.0034439292485000583,0.008508880986964817,0.1276532777210017,528,175,0.5313564451559345,1.5805199649524329,0.00782975471844565,0.007829754718445651,0.004825022362923488,0.0035661334908015487,0.007943431219333608,0.016249104451492684,-0.5211906843061663,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0019918749718254346,False,False,True,False,True,True,False,False
189,0,e152_8bcc5ccc,branch_orthogonal_projection,e144_plus_orth_full,e137:1655:7,e137,e137_blocktarget_gradient_46cb033c,0.75,0,blocktarget_gradient,state_top30_q1q3_sall_soft,-4.37794254201096e-05,,0.44998420803893197,0.893036512420167,True,0.895998934528046,0.35380298006109673,0.9353199726830854,517.0,-6.860938894548418e-05,-4.240199771754494e-05,4.0931529330823224e-05,-0.000203744902886549,-0.00019850720332259542,-0.00014556378564556383,-1.4657721835953375e-05,1.9167404156417156e-05,4.0931529330823224e-05,1.2574457886382895e-05,5.2133806013876516e-05,4.0931529330823224e-05,-0.000203744902886549,1.2574457886382895e-05,1,1,188,,,,,,,,,,,False,0.013509436377149606,0.00747276497648496,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.001892023106154561,0.00454633288914391,0.49719842153187627,0.00611525988493353,4.41241241278206e-05,0.00340436176015087,0.0033298097439348165,0.008344449721483729,0.12618843722819206,517,175,0.5395314218469667,1.547243606705499,0.007497958530375146,0.007497958530375149,0.004497642415590505,0.0032409538817818216,0.007519682497607409,0.015906994871791178,-0.5300906446695189,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0018470267398899385,False,False,True,False,True,True,False,False
431,0,e152_d9b81743,branch_orthogonal_projection,e144_plus_orth_full,e137:1559:15,e137,e137_blocktarget_gradient_8800018e,1.0,0,blocktarget_gradient,state_top30_all_hard,-4.151297901477946e-05,,0.3421958988574534,0.939628632388956,True,0.6194437118818052,0.37964075107556267,0.9251339903618194,528.0,-6.853025694097958e-05,-4.2322865713040336e-05,5.196337932100725e-05,-0.00019744315933334367,-0.00019220545976939007,-0.00012218661991481028,-2.0049438784974782e-05,1.3775687207395748e-05,5.196337932100725e-05,1.1901827295268674e-05,5.1461175422762295e-05,5.196337932100725e-05,-0.00019744315933334367,1.1901827295268674e-05,1,1,430,,,,,,,,,,,False,0.011477844616805772,0.006835818640148099,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0015607153366364126,0.004019139507275142,0.5030797629280416,0.005233899146583312,4.068025800546611e-05,0.002770415879445681,0.0026097278107858977,0.006222910327761671,0.2903252373289079,528,175,0.6486476821866332,1.1707837244087913,0.004848466426999581,0.004848466426999584,0.0037852993591278436,0.00255402132072416,0.004996822614064382,0.012036663534711264,-0.6409231535670583,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0012130808591847492,False,False,True,False,True,True,False,False
461,0,e152_596b86e4,branch_orthogonal_projection,e144_plus_orth_full,e137:1634:16,e137,e137_blocktarget_gradient_b3bfad90,1.0,0,blocktarget_gradient,state_top30_q1q3_sall_hard,-4.1251753812754366e-05,,0.3423205340695051,0.9395832331168796,True,0.6090862398338756,0.385145722339708,0.9228557701848239,517.0,-6.837755397648415e-05,-4.2170162748544904e-05,4.9790159353912955e-05,-0.0001949423761610225,-0.0001897046765970689,-0.00012081483677661708,-2.079255711839867e-05,1.3032568873971861e-05,4.9790159353912955e-05,1.0602271350301784e-05,5.0161619477795405e-05,4.9790159353912955e-05,-0.0001949423761610225,1.0602271350301784e-05,1,1,460,,,,,,,,,,,False,0.011378653220654388,0.006716654552100152,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0015442745914198892,0.0039737244301133335,0.496557807549665,0.0051935383130121944,3.984442208823061e-05,0.002696382438516458,0.0025477139132606217,0.00612219898943002,0.28558859770795414,517,175,0.6563020484044546,1.1471911498231253,0.0046639204859798885,0.004663920485979891,0.0036518102633438902,0.0024342832987257383,0.0047712369202914055,0.011794111578884717,-0.6488677636231267,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0011390474182555266,False,False,True,False,True,True,False,False
309,0,e152_a589cfb3,branch_orthogonal_projection,e144_plus_orth_full,e137:215:11,e137,e137_blocktarget_gradient_91fadaee,0.75,0,blocktarget_gradient,state_top30_non_q2s3_hard,-4.2909256120382544e-05,,0.4244986687218271,0.905428561650999,True,0.8493483589494187,0.3706266764739533,0.9287819263346327,496.0,-6.806261318148543e-05,-4.1855221953546184e-05,1.498544133271551e-05,-0.00016548433128538154,-0.00016024663172142795,-0.00011160355238182262,-3.2974780168060214e-05,8.503458243103168e-07,1.498544133271551e-05,-5.728728091125568e-06,3.383062003636805e-05,1.498544133271551e-05,-0.00016548433128538154,-5.728728091125568e-06,1,1,308,,,,,,,,,,,False,0.012671760413624465,0.004470883740372542,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.001811164666885224,0.00425557023692729,0.49545140049481584,0.005762932433813794,4.0648230792641516e-05,0.0033119426325334666,0.00333724561728531,0.007502459233282774,0.13136016717134547,496,175,0.5482160408665447,1.5224111798571482,0.007348055567871247,0.007348055567871248,0.00016090381643494358,0.00018608876161583114,0.007178241623958699,0.015651696168459045,-0.5462130769722272,False,True,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.001754607612272535,False,False,True,False,True,True,False,False
491,0,e152_80ad75d0,branch_orthogonal_projection,e144_plus_orth_full,e137:1574:17,e137,e137_blocktarget_gradient_b7bc6f2d,1.0,0,blocktarget_gradient,state_top30_all_soft,-4.078286081898863e-05,,0.32991058200032,0.9440121863006907,True,0.6372138118445632,0.3705250460125002,0.9288224751142894,528.0,-6.787110254657946e-05,-4.166371131864022e-05,5.4637988520012115e-05,-0.00020085195552355106,-0.00019561425595959747,-0.00012107863936838825,-1.7689460952152736e-05,1.6135665040217795e-05,5.4637988520012115e-05,1.4928108836187448e-05,5.448745696368107e-05,5.4637988520012115e-05,-0.00020085195552355106,1.4928108836187448e-05,1,1,490,,,,,,,,,,,False,0.011516142113970911,0.006630181823653697,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.001569121231480273,0.0040114029430088315,0.5030797629280416,0.005246951202257881,4.225132638860817e-05,0.0027673100757301845,0.0025996190590121355,0.0062420031840188265,0.2958168452772655,528,175,0.643799256009642,1.1868045382022363,0.004819529905764036,0.004819529905764039,0.0034982321809792485,0.0023468915422728163,0.005013118511871807,0.01220137127804903,-0.6365704772485249,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.001209975055469253,False,False,True,False,True,True,False,False
521,0,e152_a52d72d2,branch_orthogonal_projection,e144_plus_orth_full,e137:1649:18,e137,e137_blocktarget_gradient_23458139,1.0,0,blocktarget_gradient,state_top30_q1q3_sall_soft,-4.056080950931573e-05,,0.3299916449492622,0.9439838527557981,True,0.6261856730627854,0.3761342505272168,0.9265651761103094,517.0,-6.779262507761175e-05,-4.15852338496725e-05,5.23157120897455e-05,-0.0001981421822851992,-0.0001929044827212456,-0.00011965873821218054,-1.86617231846542e-05,1.516340280771633e-05,5.23157120897455e-05,1.3426030237351227e-05,5.298537836484485e-05,5.23157120897455e-05,-0.0001981421822851992,1.3426030237351227e-05,1,1,520,,,,,,,,,,,False,0.011417779032128305,0.006528697660552125,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.001552727848110606,0.003968815111714984,0.496557807549665,0.005206703460357175,4.1332975174476357e-05,0.0027008495558371046,0.0025431143259512555,0.006142071384082742,0.29077735428566487,517,175,0.651274024013783,1.1635178312083463,0.004649313241897468,0.00464931324189747,0.0033814075130839025,0.002244833518763131,0.004806924378107719,0.011961963904105222,-0.6442973582040173,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.001143514535576173,False,False,True,False,True,True,False,False
131,0,e152_6e239350,branch_orthogonal_projection,e144_plus_orth_full,e137:1640:5,e137,e137_blocktarget_gradient_7db35255,1.0,0,blocktarget_gradient,state_top30_q1q3_sall_hard,-4.4369593320547907e-05,,0.4551496249351217,0.890414970068124,True,0.8888485551704326,0.27496117537198245,0.9614553302353979,517.0,-6.777642421273988e-05,-4.1569032984800636e-05,6.998219923204374e-05,-0.0002482154218506061,-0.0002429777222866525,-0.00017658468374825986,4.0906273053309405e-06,3.791575329770147e-05,6.998219923204374e-05,4.079552190716651e-05,8.035487003466013e-05,6.998219923204374e-05,-0.0002482154218506061,4.079552190716651e-05,1,1,130,,,,,,,,,,,False,0.015735211053733537,0.00835910926056531,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0022558632853487168,0.005207305945464074,0.4978057115141369,0.007082672173777997,6.530737936957485e-05,0.004091129624875755,0.0040751427271317345,0.010592000840769816,0.16589965408075902,517,175,0.43233807410495917,2.0586480295475154,0.009974197150664103,0.009974197150664107,0.005913617917450598,0.0041576306670736835,0.009998391843537492,0.021164672134960292,-0.42022126070799704,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0025337946046148233,False,False,True,False,True,True,False,False
399,0,e152_a90308fb,branch_orthogonal_projection,e144_plus_orth_full,e137:230:14,e137,e137_blocktarget_gradient_8bd72ce9,0.75,0,blocktarget_gradient,state_top30_non_q2s3_soft,-4.2108429652798485e-05,,0.4221776838241591,0.9065131015494858,True,0.8547297738092569,0.3686111222346859,0.9295836920712872,496.0,-6.776062227131785e-05,-4.15532310433786e-05,1.9846211545493375e-05,-0.00016665438491247908,-0.0001614166853485255,-0.00011062048311272221,-3.222231922650476e-05,1.6028067658657719e-06,1.9846211545493375e-05,-4.405162674858687e-06,3.5154185452634934e-05,1.9846211545493375e-05,-0.00016665438491247908,-4.405162674858687e-06,1,1,398,,,,,,,,,,,False,0.012676072791699182,0.004470507725687892,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0018189747826581912,0.004266645448052621,0.49545140049481584,0.005766070822677715,4.106116978702471e-05,0.0033264151370876764,0.0033529558863319158,0.0075029348674423065,0.13239565378802415,496,175,0.5473675695646174,1.5263937690413745,0.007326966785939278,0.0073269667859392805,0.00016051071017373687,0.000185634125678941,0.007172118950202394,0.015692640610210418,-0.5453582171602209,False,True,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0017690801168267448,False,False,True,False,True,True,False,False
161,0,e152_7a71c363,branch_orthogonal_projection,e144_plus_orth_full,e137:1565:6,e137,e137_blocktarget_gradient_7535c2c8,1.0,0,blocktarget_gradient,state_top30_all_hard,-4.41182457379119e-05,,0.45410309545517463,0.8909491448438731,True,0.9010520939930958,0.27151347006372856,0.96243463963739,528.0,-6.75084912313828e-05,-4.130110000344356e-05,7.16036123216135e-05,-0.00025034862186490425,-0.00024511092230095066,-0.00017780326304128735,5.332339301666877e-06,3.915746529403741e-05,7.16036123216135e-05,4.249080886919998e-05,8.20501569966936e-05,7.16036123216135e-05,-0.00025034862186490425,4.249080886919998e-05,1,1,160,,,,,,,,,,,False,0.01595629845612226,0.008824879271603484,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0022873119990706077,0.005313686483500406,0.5043276668925133,0.007169845143461712,6.672247492851264e-05,0.004296200282162404,0.004235317487036623,0.010813852254326668,0.16769009884487274,528,175,0.42448881794055404,2.1050183326836462,0.010436074465316086,0.01043607446531609,0.006380811716534566,0.004624647162114736,0.010592727900162701,0.021641398728622176,-0.41133525892082357,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.002738865261901472,False,False,True,False,True,True,False,False
191,0,e152_b63c6d78,branch_orthogonal_projection,e144_plus_orth_full,e137:1655:7,e137,e137_blocktarget_gradient_46cb033c,1.0,0,blocktarget_gradient,state_top30_q1q3_sall_soft,-4.37794254201096e-05,,0.44998420803893197,0.893036512420167,True,0.895998934528046,0.2729309539668853,0.9620336243431028,517.0,-6.714331814294816e-05,-4.093592691500891e-05,7.670277622895405e-05,-0.0002507700317466721,-0.0002455323321827185,-0.0001762519737356083,5.843418444895221e-06,3.966854443726575e-05,7.670277622895405e-05,4.349665887304344e-05,8.305600700053706e-05,7.670277622895405e-05,-0.0002507700317466721,4.349665887304344e-05,1,1,190,,,,,,,,,,,False,0.01575599526210666,0.008170028054632062,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0022668420449282727,0.005215931850710993,0.4974506026473057,0.007088628922889074,6.628824936587219e-05,0.004099976052685177,0.004078964646961067,0.010610569474882701,0.16825124963758942,517,175,0.4315158046751583,2.0652467267221106,0.00997897119935193,0.009978971199351934,0.005690189887453904,0.003966605175709087,0.01002926666735992,0.021232512416646955,-0.41980902158565275,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0025426410324242456,False,False,True,False,True,True,False,False
219,0,e152_391a1d47,branch_orthogonal_projection,e144_plus_orth_full,e137:184:8,e137,e137_blocktarget_gradient_91cf677a,0.75,0,blocktarget_gradient,state_top30_all_hard,-4.359180835389331e-05,2.6922803229003052e-05,0.35965866345920905,0.9330839435971103,True,0.630597075747027,0.47342480261769787,0.880834238813634,528.0,-6.695596615946542e-05,-4.074857493152617e-05,1.5276234448746706e-05,-0.00014175232123037063,-0.00013651462166641704,-7.828272136078951e-05,-4.254842013995397e-05,-8.723294147583438e-06,1.5276234448746706e-05,-1.6567157108182684e-05,2.2992191019310937e-05,1.5276234448746706e-05,-0.00014175232123037063,-1.6567157108182684e-05,2,1,218,,,,,,,,,,,False,0.010323629476909454,0.006460241041015638,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0013831941460591384,0.003678114494700912,0.4978831573800422,0.00477036339261054,3.034419553028848e-05,0.0024545480807864084,0.002320173783118238,0.005026773971704896,0.24352246256841875,528,175,0.756191406496107,0.8705308287050346,0.0036487407115786538,0.0036487407115786555,0.0030532557409268263,0.002169947297949849,0.0037005351165485595,0.008949805556109068,-0.7497409294168371,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0008972130605254768,False,False,True,False,True,True,False,False
251,0,e152_79a74194,branch_orthogonal_projection,e144_plus_orth_full,e137:1580:9,e137,e137_blocktarget_gradient_305f2736,1.0,0,blocktarget_gradient,state_top30_all_soft,-4.351760252074843e-05,,0.4491141550671717,0.8934743844779771,True,0.9086012325690109,0.26942197870886364,0.9630222206099922,528.0,-6.688794012477128e-05,-4.0680548896832036e-05,7.857079124451438e-05,-0.0002530769290554069,-0.0002478392294914533,-0.00017756415505409961,7.126985591909829e-06,4.095211158428036e-05,7.857079124451438e-05,4.528612308918323e-05,8.484547121667685e-05,7.857079124451438e-05,-0.0002530769290554069,4.528612308918323e-05,1,1,250,,,,,,,,,,,False,0.015974876103328095,0.008602282704427125,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.002298430325996408,0.005318516729928432,0.5043276668925133,0.007175490579890433,6.77598976084454e-05,0.00429367913584275,0.004231601969174497,0.010830400074493464,0.17020437029466862,528,175,0.42401094177823545,2.109720443969042,0.01042138220885425,0.010421382208854251,0.006126696483897933,0.0044001779877353925,0.010594275408727738,0.021689740476346465,-0.41133722773868076,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0027363441155818184,False,False,True,False,True,True,False,False
311,0,e152_034d752b,branch_orthogonal_projection,e144_plus_orth_full,e137:215:11,e137,e137_blocktarget_gradient_91fadaee,1.0,0,blocktarget_gradient,state_top30_non_q2s3_hard,-4.2909256120382544e-05,,0.4244986687218271,0.905428561650999,True,0.8493483589494187,0.2867189360339328,0.9580147450428776,496.0,-6.676960088691786e-05,-4.056220965897861e-05,4.232593027864162e-05,-0.00020032603462616372,-0.00019508833506221013,-0.0001316108967475138,-1.847177604830108e-05,1.535334994406945e-05,4.232593027864162e-05,1.8489008013711228e-05,5.804835614120485e-05,4.232593027864162e-05,-0.00020032603462616372,1.8489008013711228e-05,1,1,310,,,,,,,,,,,False,0.014773243551445277,0.0048155197398154865,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0021532086974814495,0.004817112325508514,0.4964137993439075,0.006684566282451924,6.028623228873111e-05,0.0039570253618068625,0.004070793092578561,0.009636640183963948,0.17514688956179403,496,175,0.4423357847923761,2.0204665174306324,0.009702827685636019,0.00970282768563602,0.0005212050885798381,0.000602785015487757,0.009493348413750588,0.020772133355153207,-0.4392332820074051,False,True,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0023996903415459308,False,False,True,False,True,True,False,False
279,0,e152_0a270cd4,branch_orthogonal_projection,e144_plus_orth_full,e137:259:10,e137,e137_blocktarget_gradient_781e9219,0.75,0,blocktarget_gradient,state_top30_q1q3_sall_hard,-4.33537542583462e-05,2.6205448613912176e-05,0.35973875458906884,0.9330530683978837,True,0.6192049670148584,0.4801408939911802,0.877191382719501,517.0,-6.670498658833957e-05,-4.049759536040032e-05,1.3851179708312955e-05,-0.00013983444776966003,-0.00013459674820570644,-7.745752544696671e-05,-4.285938376613618e-05,-9.034257773765653e-06,1.3851179708312955e-05,-1.7421128229000438e-05,2.2138219898493183e-05,1.3851179708312955e-05,-0.00013983444776966003,-1.7421128229000438e-05,2,1,278,,,,,,,,,,,False,0.010255006117063533,0.006393195076547254,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0013710018353764336,0.003645653102426758,0.4923578225173163,0.004741623370733726,2.981552375195637e-05,0.002403452351833634,0.0022758474045395946,0.004956225404116093,0.23918424935803526,517,175,0.7627787734180773,0.8528124488403037,0.003516902922148811,0.003516902922148812,0.002976761573222483,0.0021024260089499043,0.003543122117346499,0.008767645373689669,-0.7564978596599881,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0008461173315727026,False,False,True,False,True,True,False,False
