pred_index,base_index,tag,strategy,projection_mode,source_key,source_family,source_tag,alpha,top_k,source_strategy,source_descriptor,source_all_minus_base,source_post101_p95,source_cos_e144,source_resid_ratio_e144,source_noncollinear,orth_norm,candidate_cos_e144,candidate_resid_ratio_e144,changed_cells_vs_e95_pre,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,e72_adverse_exposure_e101_plausible,e72_adverse_exposure_tail_equal,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,changed_cells_vs_e95,changed_rows_vs_e95,tail_equal_law_cosine,tail_equal_law_resid_ratio,tail_equal_delta95_l1,tail_equal_delta101_l1,e101_active_delta95_l1,q2s3_delta95_l1,e101_plausible_delta95_l1,e95rel_rmse_tail_equal,transfer_shrinkage_risk_index,gate_cos95_resid025,gate_active_q2s3_not_more_than_e101,gate_e72_not_more_than_e95,gate_material_vs_e95,gate_strict_veto,gate_strict_actionable,post101_beat_e95_rate_broad,post101_beat_e95_rate_e101_order,post101_beat_e95_rate_e101_sensor,post101_beat_e95_rate_tight,post101_mean_vs_e95_broad,post101_mean_vs_e95_e101_order,post101_mean_vs_e95_e101_sensor,post101_mean_vs_e95_tight,post101_n_scenarios_broad,post101_n_scenarios_e101_order,post101_n_scenarios_e101_sensor,post101_n_scenarios_tight,post101_p95_vs_e95_broad,post101_p95_vs_e95_e101_order,post101_p95_vs_e95_e101_sensor,post101_p95_vs_e95_tight,tail_pass_tol1e12,all_sets_mean_beat,relaxed_structural_tol1e12,e72_plausible_gap_vs_e95,post101_ok,budget_ok,local_material,submit_relaxed,beats_e144_local,candidate_noncollinear,strict_e72_post101,e152_submit
39,0,e152_484650a0,branch_orthogonal_projection,e144_plus_orth_full,e137:190:2,e137,e137_blocktarget_gradient_a1091554,0.75,0,blocktarget_gradient,state_top30_all_hard,-4.718957566895998e-05,,0.48706307739986776,0.873366795014426,True,0.8915020551171248,0.355362744505778,0.9347284738453846,528.0,-7.17541587506032e-05,-4.5546767522663956e-05,3.3409800617612007e-05,-0.0001787486876642097,-0.00017351098810025611,-0.00011767620621894181,-3.320638315307267e-05,6.187428392978589e-07,3.3409800617612007e-05,-3.3074054344162107e-06,3.625194269307741e-05,3.3409800617612007e-05,-0.0001787486876642097,-3.3074054344162107e-06,1,1,38,,,,,,,,,,,False,0.013410518649382632,0.007866057495673318,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0018903804724922538,0.00456765831271833,0.5026835736068547,0.006109209452993658,4.358487310908587e-05,0.0034817369194551397,0.0034763495723392083,0.008253092013867366,0.13424368295073758,528,175,0.5375252842222509,1.564457553379213,0.007679487935225478,0.007679487935225481,0.004692600728715999,0.003651846811053302,0.007630767391250922,0.016083969047205673,-0.527439968222754,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.001924401899194208,False,False,True,False,True,True,False,False
9,0,e152_cfddbb6c,branch_orthogonal_projection,e144_plus_orth_full,e137:265:1,e137,e137_blocktarget_gradient_ab3286f1,0.75,0,blocktarget_gradient,state_top30_q1q3_sall_hard,-4.745163920127915e-05,,0.4878133409080962,0.8729479620413128,True,0.8781329434735763,0.36007608201888197,0.9329229417041535,517.0,-7.168328254347767e-05,-4.547589131553842e-05,3.2229302387332126e-05,-0.00017701207197018398,-0.0001717743724062304,-0.00011673571592440979,-3.374831821167934e-05,7.680778069119043e-08,3.2229302387332126e-05,-4.289457448569678e-06,3.526989067892394e-05,3.2229302387332126e-05,-0.00017701207197018398,-4.289457448569678e-06,1,1,8,,,,,,,,,,,False,0.01325470376178282,0.007585753683177937,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0018658997363203069,0.004489239665040883,0.49616161822847804,0.006042911529565857,4.2730801971298925e-05,0.0033331128139461267,0.0033570571850786487,0.008096331500037237,0.13249776901520804,517,175,0.5465681691642362,1.528029458470962,0.007335531752873426,0.00733553175287343,0.004405830390414559,0.0033702064816962165,0.007196345928696913,0.015709456904202862,-0.5371255758851524,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0017757777936851951,False,False,True,False,True,True,False,False
99,0,e152_73b2d888,branch_orthogonal_projection,e144_plus_orth_full,e137:205:4,e137,e137_blocktarget_gradient_2aff1d4e,0.75,0,blocktarget_gradient,state_top30_all_soft,-4.6318844211468146e-05,,0.483051119139,0.875592151802744,True,0.8987080473330822,0.35286943343475824,0.9356725725099742,528.0,-7.122907872325612e-05,-4.5021687495316876e-05,3.813422023113411e-05,-0.00018005022471456744,-0.00017481252515061385,-0.00011710257378760858,-3.2009182666548064e-05,1.8159433258224666e-06,3.813422023113411e-05,-1.6278287885418408e-06,3.793151933895178e-05,3.813422023113411e-05,-0.00018005022471456744,-1.6278287885418408e-06,1,1,98,,,,,,,,,,,False,0.013426379991322656,0.007692284851832666,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.001902936495232829,0.004577624441223759,0.5016075410863914,0.006115391773484605,4.412988321480235e-05,0.003499845634169116,0.003500127286126435,0.008260230493900442,0.1361863068562188,528,175,0.5347991961800443,1.5763039817409608,0.007688915880205287,0.007688915880205291,0.004506995524346794,0.003476197081367058,0.007646609933518532,0.016205760518427585,-0.5250660807572459,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0019425106139081842,False,False,True,False,True,True,False,False
69,0,e152_e0029947,branch_orthogonal_projection,e144_plus_orth_full,e137:280:3,e137,e137_blocktarget_gradient_e4f25510,0.75,0,blocktarget_gradient,state_top30_q1q3_sall_soft,-4.6595299425300496e-05,,0.48367607715177363,0.8752470807669523,True,0.8849705982369821,0.35765106016847953,0.9338552988340122,517.0,-7.118499628333552e-05,-4.4977605055396275e-05,3.6799184540914354e-05,-0.00017822906954922946,-0.00017299136998527587,-0.00011612199037669413,-3.26591788961661e-05,1.1659470962044338e-06,3.6799184540914354e-05,-2.66674040449999e-06,3.689260772299363e-05,3.6799184540914354e-05,-0.00017822906954922946,-2.66674040449999e-06,1,1,68,,,,,,,,,,,False,0.013272065792328156,0.007432375939432432,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0018784076605127594,0.004502006424245318,0.495085585708015,0.006049638325389196,4.324573384743321e-05,0.003359280107789126,0.0033861074818688375,0.008104973096098145,0.13433103425213927,517,175,0.5433980270400384,1.541350422431583,0.007359736935502204,0.007359736935502206,0.004239175445751058,0.003214913767280848,0.007233965865148652,0.015846407869448794,-0.5342642977731119,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0018019450875281942,False,False,True,False,True,True,False,False
11,0,e152_d6d896a5,branch_orthogonal_projection,e144_plus_orth_full,e137:265:1,e137,e137_blocktarget_gradient_ab3286f1,1.0,0,blocktarget_gradient,state_top30_q1q3_sall_hard,-4.745163920127915e-05,,0.4878133409080962,0.8729479620413128,True,0.8781329434735763,0.27805847601990136,0.9605641487758586,517.0,-7.10834490619261e-05,-4.487605783398685e-05,6.652388898809036e-05,-0.00021468266356350352,-0.00020944496399954993,-0.00013845208141072263,-1.884869222135155e-05,1.4976433771018982e-05,6.652388898809036e-05,2.02810085991878e-05,5.984035672668142e-05,6.652388898809036e-05,-0.00021468266356350352,2.02810085991878e-05,1,1,10,,,,,,,,,,,False,0.015417271500840704,0.008341591910957112,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.002231726748685428,0.005136812485999764,0.5002993480709828,0.00699196631524581,6.377248972592495e-05,0.003996858240147412,0.004107297598159618,0.010284251067659466,0.17666369202027735,517,175,0.4401219236212829,2.031425744970527,0.009728870241385551,0.009728870241385554,0.0055677738538860225,0.004159854222996023,0.009568870483465932,0.02088480363895363,-0.42839586642432714,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0024395232198864804,False,False,True,False,True,True,False,False
41,0,e152_e2f78181,branch_orthogonal_projection,e144_plus_orth_full,e137:190:2,e137,e137_blocktarget_gradient_a1091554,1.0,0,blocktarget_gradient,state_top30_all_hard,-4.718957566895998e-05,,0.48706307739986776,0.873366795014426,True,0.8915020551171248,0.274204389856159,0.9616714369178339,528.0,-7.084699228121494e-05,-4.463960105327569e-05,6.858771039297551e-05,-0.0002167224225538833,-0.0002114847229899297,-0.00013947681411430324,-1.7761732938992303e-05,1.6063393053378228e-05,6.858771039297551e-05,2.1943178649119766e-05,6.150252677661339e-05,6.858771039297551e-05,-0.0002167224225538833,2.1943178649119766e-05,1,1,40,,,,,,,,,,,False,0.015627935592208726,0.008716660041320105,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.002264908838204703,0.005242257502874933,0.5068213034493593,0.007082187719490823,6.527997030012095e-05,0.00419627387830727,0.004267570735529037,0.010496415693558862,0.1789915772676495,528,175,0.4317136458932435,2.0802050325996726,0.010190459609348453,0.010190459609348454,0.005950134304954641,0.004536704375841293,0.010150974316268224,0.021386296664876427,-0.4191286702732939,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0026389388580463384,False,False,True,False,True,True,False,False
71,0,e152_d2fc9c69,branch_orthogonal_projection,e144_plus_orth_full,e137:280:3,e137,e137_blocktarget_gradient_e4f25510,1.0,0,blocktarget_gradient,state_top30_q1q3_sall_soft,-4.6595299425300496e-05,,0.48367607715177363,0.8752470807669523,True,0.8849705982369821,0.2760744124640648,0.9611362644196823,517.0,-7.034356246959916e-05,-4.4136171241659916e-05,7.370633214942579e-05,-0.00021642985337644305,-0.00021119215381248946,-0.00013774371443542321,-1.735597504304298e-05,1.646915094932755e-05,7.370633214942579e-05,2.2755141010799562e-05,6.231448913829318e-05,7.370633214942579e-05,-0.00021642985337644305,2.2755141010799562e-05,1,1,70,,,,,,,,,,,False,0.015436129435110423,0.008138105402020068,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.002247801585957595,0.0051529075363757485,0.5002993480709828,0.006999020851396394,6.469026050893664e-05,0.004030123575313484,0.004144460258112516,0.010295414603627248,0.17910804566951855,517,175,0.4372286400242864,2.049193830327173,0.00975607510303281,0.009756075103032811,0.0053455672610013575,0.003953814419832499,0.009614261978286284,0.021067474836575527,-0.4259141965557958,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0024727885550525526,False,False,True,False,True,True,False,False
101,0,e152_7644084e,branch_orthogonal_projection,e144_plus_orth_full,e137:205:4,e137,e137_blocktarget_gradient_2aff1d4e,1.0,0,blocktarget_gradient,state_top30_all_soft,-4.6318844211468146e-05,,0.483051119139,0.875592151802744,True,0.8987080473330822,0.27216924701505757,0.9622493964556468,528.0,-7.008059615398743e-05,-4.387320492604818e-05,7.603050593685268e-05,-0.00021858045968059514,-0.00021334276011664155,-0.00013881383134561887,-1.6155572711507027e-05,1.7669553280863504e-05,7.603050593685268e-05,2.449424393002886e-05,6.405359205752248e-05,7.603050593685268e-05,-0.00021858045968059514,2.449424393002886e-05,1,1,100,,,,,,,,,,,False,0.015645081894693047,0.008486058385704992,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0022810725544069477,0.005254639423537744,0.5068213034493593,0.007088674825824183,6.625173950436311e-05,0.004218766760866864,0.004297687395119499,0.01050615913686437,0.1815817424749587,528,175,0.42925144169872737,2.0960024914837323,0.010198051523960997,0.010198051523961,0.0057026606991290064,0.004303599939098724,0.010167412565962174,0.021548708127665493,-0.4171357976800662,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.002661431740605932,False,False,True,False,True,True,False,False
221,0,e152_d77f9abd,branch_orthogonal_projection,e144_plus_orth_full,e137:184:8,e137,e137_blocktarget_gradient_91cf677a,1.0,0,blocktarget_gradient,state_top30_all_hard,-4.359180835389331e-05,2.6922803229003052e-05,0.35965866345920905,0.9330839435971103,True,0.630597075747027,0.3738718817374566,0.9274803588465327,528.0,-7.007471271291976e-05,-4.3867321484980515e-05,4.510727129702907e-05,-0.00017373999961689535,-0.00016850230005294176,-9.29737892092497e-05,-3.560050391204772e-05,-1.7753779196771902e-06,4.510727129702907e-05,-8.836346098162196e-07,3.86757135176774e-05,4.510727129702907e-05,-0.00017373999961689535,-8.836346098162196e-07,2,1,220,,,,,,,,,,,False,0.011372500690617002,0.006819996140672972,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.001565470957851032,0.004019284596586587,0.5002742237500386,0.00522137603853966,4.1733468901793575e-05,0.002766233229173677,0.0026692721587030805,0.0061096604482862,0.32469661675789185,528,175,0.6592850226255603,1.148769408602166,0.004760390864636074,0.004760390864636076,0.0037643409879023586,0.0025385963972664586,0.004835269596431507,0.011810337436400468,-0.6515989686258047,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0012088982089127453,False,False,True,False,True,True,False,False
281,0,e152_c421bc0e,branch_orthogonal_projection,e144_plus_orth_full,e137:259:10,e137,e137_blocktarget_gradient_781e9219,1.0,0,blocktarget_gradient,state_top30_q1q3_sall_hard,-4.33537542583462e-05,2.6205448613912176e-05,0.35973875458906884,0.9330530683978837,True,0.6192049670148584,0.37976602062257286,0.9250825744659207,517.0,-6.994542370852841e-05,-4.373803248058916e-05,4.2784906445492155e-05,-0.00017152706304823795,-0.00016628936348428436,-9.197403077765287e-05,-3.61297893523016e-05,-2.3046633599310695e-06,4.2784906445492155e-05,-2.1794187250456787e-06,3.737992940244794e-05,4.2784906445492155e-05,-0.00017152706304823795,-2.1794187250456787e-06,2,1,280,,,,,,,,,,,False,0.011278204613625751,0.00673060152138179,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.001548850211565937,0.003975420429580958,0.49375226837166214,0.005181427783581189,4.0799479339647314e-05,0.0026974477305234073,0.0026095625076739386,0.006013264579188357,0.31891233247738043,517,175,0.6671027473348435,1.1247468381352517,0.0045846071453962915,0.004584607145396295,0.003662348764296561,0.0024485680119331957,0.004624907604920743,0.011563364753127857,-0.6596431066933521,False,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,0.0011401127102624758,False,False,True,False,True,True,False,False
